C,H,N,O,S,P,NOSC,mass,,PreSW4.csv,PreSW5.csv,PreSW6.csv,Initial,AvgInitial,,PosSW10.csv,PosSW11.csv,PosSW12.csv,Post,AvgPost,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
17,28,0,11,0,0,-0.352941176,407.1558842,,1803366,2158274,2034737,Yes,1998792.333,,9139177,8590879,10220016,Yes,9316690.667,,1.647058824,0.647058824,,407.15588,4,0.235294118,0.142857143,0.363636364,O,,,-0.130434783,,----,----,----,----,SatFACarb,----,,407.25003,407.00000,0.25003
17,28,0,12,0,0,-0.235294118,423.1507988,,2412333,2205308,2636392,Yes,2418011,,6799996,5747162,6008298,Yes,6185152,,1.647058824,0.705882353,,423.15080,4,0.235294118,0.142857143,0.333333333,O,,,-0.181818182,,----,----,----,----,SatFACarb,----,,423.24865,423.00000,0.24865
17,28,0,13,0,0,-0.117647059,439.1457134,,4686927,5376991,5316996,Yes,5126971.333,,11131971,8280047,9973000,Yes,9795006,,1.647058824,0.764705882,,439.14571,4,0.235294118,0.142857143,0.307692308,O,,,-0.238095238,,----,----,----,----,SatFACarb,----,,439.24726,439.00000,0.24726
17,28,0,14,0,0,0,455.140628,,10596436,12307491,10486603,Yes,11130176.67,,20405762,18954445,20363156,Yes,19907787.67,,1.647058824,0.823529412,,455.14063,4,0.235294118,0.142857143,0.285714286,O,,,-0.3,,----,----,----,----,SatFACarb,----,,455.24587,455.00000,0.24587
17,28,0,15,0,0,0.117647059,471.1355426,,7478356,8641091,7059263,Yes,7726236.667,,42003472,42996882,47928701,Yes,44309685,,1.647058824,0.882352941,,471.13554,4,0.235294118,0.142857143,0.266666667,O,,,-0.368421053,,----,----,----,----,SatFACarb,----,,471.24449,471.00000,0.24449
17,28,0,16,0,0,0.235294118,487.1304572,,2262761,2148008,2207252,Yes,2206007,,39202395,27636710,36919050,Yes,34586051.67,,1.647058824,0.941176471,,487.13046,4,0.235294118,0.142857143,0.25,O,,,-0.444444444,,----,----,----,----,SatFACarb,----,,487.24310,487.00000,0.24310
17,30,0,11,0,0,-0.470588235,409.1715342,,2100205,2271060,1980577,Yes,2117280.667,,4888616,4216461,5286490,Yes,4797189,,1.764705882,0.647058824,,409.17153,3,0.176470588,0.1,0.272727273,O,,,-0.217391304,,----,----,----,----,SatFACarb,----,,409.26615,409.00000,0.26615
17,30,0,13,0,0,-0.235294118,441.1613634,,2038592,2525029,2416826,Yes,2326815.667,,6550369,6528770,6612042,Yes,6563727,,1.764705882,0.764705882,,441.16136,3,0.176470588,0.1,0.230769231,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,441.26338,441.00000,0.26338
17,30,0,14,0,0,-0.117647059,457.156278,,2057094,2804672,2520731,Yes,2460832.333,,10329461,10299402,11048721,Yes,10559194.67,,1.764705882,0.823529412,,457.15628,3,0.176470588,0.1,0.214285714,O,,,-0.4,,----,----,----,----,SatFACarb,----,,457.26199,457.00000,0.26199
18,28,0,11,0,0,-0.333333333,419.1558842,,1848849,2574486,1680634,Yes,2034656.333,,8463225,6368927,7920267,Yes,7584139.667,,1.555555556,0.611111111,,419.15588,5,0.277777778,0.178571429,0.454545455,O,,,-0.04,,----,----,----,----,SatFACarb,----,,419.25281,419.00000,0.25281
18,28,0,12,0,0,-0.222222222,435.1507988,,2029144,1988801,2362114,Yes,2126686.333,,7040513,5037490,6038137,Yes,6038713.333,,1.555555556,0.666666667,,435.15080,5,0.277777778,0.178571429,0.416666667,O,,,-0.083333333,,----,----,----,----,SatFACarb,----,,435.25142,435.00000,0.25142
18,28,0,14,0,0,0,467.140628,,4134098,3917434,3434484,Yes,3828672,,14953484,11035966,13272473,Yes,13087307.67,,1.555555556,0.777777778,,467.14063,5,0.277777778,0.178571429,0.357142857,O,,,-0.181818182,,----,----,----,----,SatFACarb,----,,467.24865,467.00000,0.24865
18,28,0,15,0,0,0.111111111,483.1355426,,4236403,3807848,3854887,Yes,3966379.333,,22076808,17621967,22652522,Yes,20783765.67,,1.555555556,0.833333333,,483.13554,5,0.277777778,0.178571429,0.333333333,O,,,-0.238095238,,----,----,----,----,SatFACarb,----,,483.24726,483.00000,0.24726
18,28,0,16,0,0,0.222222222,499.1304572,,3472151,3856322,3572353,Yes,3633608.667,,35254587,24327396,32512369,Yes,30698117.33,,1.555555556,0.888888889,,499.13046,5,0.277777778,0.178571429,0.3125,O,,,-0.3,,----,----,----,----,SatFACarb,----,,499.24587,499.00000,0.24587
18,28,0,17,0,0,0.333333333,515.1253718,,2774682,2738014,2206206,Yes,2572967.333,,38933605,21796621,31661241,Yes,30797155.67,,1.555555556,0.944444444,,515.12537,5,0.277777778,0.178571429,0.294117647,O,,,-0.368421053,,----,----,----,----,SatFACarb,----,,515.24449,515.00000,0.24449
18,30,0,11,0,0,-0.444444444,421.1715342,,2179500,2151059,2398908,Yes,2243155.667,,6322948,6063688,6685253,Yes,6357296.333,,1.666666667,0.611111111,,421.17153,4,0.222222222,0.133333333,0.363636364,O,,,-0.12,,----,----,----,----,SatFACarb,----,,421.26892,421.00000,0.26892
18,30,0,12,0,0,-0.333333333,437.1664488,,1726293,2070610,1741381,Yes,1846094.667,,5289250,4551890,5364161,Yes,5068433.667,,1.666666667,0.666666667,,437.16645,4,0.222222222,0.133333333,0.333333333,O,,,-0.166666667,,----,----,----,----,SatFACarb,----,,437.26754,437.00000,0.26754
18,30,0,13,0,0,-0.222222222,453.1613634,,2651953,2960013,2321410,Yes,2644458.667,,7403167,4933017,6320164,Yes,6218782.667,,1.666666667,0.722222222,,453.16136,4,0.222222222,0.133333333,0.307692308,O,,,-0.217391304,,----,----,----,----,SatFACarb,----,,453.26615,453.00000,0.26615
18,30,0,14,0,0,-0.111111111,469.156278,,3013769,3114586,2579347,Yes,2902567.333,,16260101,11465951,14603651,Yes,14109901,,1.666666667,0.777777778,,469.15628,4,0.222222222,0.133333333,0.285714286,O,,,-0.272727273,,----,----,----,----,SatFACarb,----,,469.26476,469.00000,0.26476
18,30,0,15,0,0,0,485.1511926,,11510953,12274310,11542042,Yes,11775768.33,,22273519,21836758,23537335,Yes,22549204,,1.666666667,0.833333333,,485.15119,4,0.222222222,0.133333333,0.266666667,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,485.26338,485.00000,0.26338
18,30,0,16,0,0,0.111111111,501.1461072,,5803911,6200312,4890278,Yes,5631500.333,,39506359,35034402,42605025,Yes,39048595.33,,1.666666667,0.888888889,,501.14611,4,0.222222222,0.133333333,0.25,O,,,-0.4,,----,----,----,----,SatFACarb,----,,501.26199,501.00000,0.26199
18,30,0,17,0,0,0.222222222,517.1410218,,3933951,4082055,3550262,Yes,3855422.667,,50943133,41539412,54287630,Yes,48923391.67,,1.666666667,0.944444444,,517.14102,4,0.222222222,0.133333333,0.235294118,O,,,-0.473684211,,----,----,----,----,SatFACarb,----,,517.26060,517.00000,0.26060
18,32,0,13,0,0,-0.333333333,455.1770134,,2487888,3023905,2187080,Yes,2566291,,5372415,5356745,5633938,Yes,5454366,,1.777777778,0.722222222,,455.17701,3,0.166666667,0.09375,0.230769231,O,,,-0.304347826,,----,----,----,----,SatFACarb,----,,455.28227,455.00000,0.28227
18,32,0,14,0,0,-0.222222222,471.171928,,2850388,2451011,2495806,Yes,2599068.333,,12436496,12952721,13878653,Yes,13089290,,1.777777778,0.777777778,,471.17193,3,0.166666667,0.09375,0.214285714,O,,,-0.363636364,,----,----,----,----,SatFACarb,----,,471.28088,471.00000,0.28088
18,32,0,16,0,0,0,503.1617572,,2713594,2610735,2468048,Yes,2597459,,13234736,13374820,14940754,Yes,13850103.33,,1.777777778,0.888888889,,503.16176,3,0.166666667,0.09375,0.1875,O,,,-0.5,,----,----,----,----,SatFACarb,----,,503.27811,503.00000,0.27811
18,32,0,17,0,0,0.111111111,519.1566718,,2487135,3006893,2932846,Yes,2808958,,36361416,44406681,50404700,Yes,43724265.67,,1.777777778,0.944444444,,519.15667,3,0.166666667,0.09375,0.176470588,O,,,-0.578947368,,----,----,----,----,SatFACarb,----,,519.27672,519.00000,0.27672
19,30,0,15,0,0,0,497.1511926,,2321068,2221454,2092641,Yes,2211721,,9466047,6034603,7983363,Yes,7828004.333,,1.578947368,0.789473684,,497.15119,5,0.263157895,0.166666667,0.333333333,O,,,-0.217391304,,----,----,----,----,SatFACarb,----,,497.26615,497.00000,0.26615
19,30,0,16,0,0,0.105263158,513.1461072,,4005425,3979569,3403720,Yes,3796238,,14316576,11273926,13356126,Yes,12982209.33,,1.578947368,0.842105263,,513.14611,5,0.263157895,0.166666667,0.3125,O,,,-0.272727273,,----,----,----,----,SatFACarb,----,,513.26476,513.00000,0.26476
19,30,0,17,0,0,0.210526316,529.1410218,,2253531,2165287,1905527,Yes,2108115,,21054696,14223564,19099254,Yes,18125838,,1.578947368,0.894736842,,529.14102,5,0.263157895,0.166666667,0.294117647,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,529.26338,529.00000,0.26338
19,31,3,12,0,0,0.105263158,492.1834958,,9633206,9188114,8582695,Yes,9134671.667,,2967431,6100020,5083131,Yes,4716860.667,,1.631578947,0.631578947,,492.18350,6,0.315789474,0.193548387,0.5,O,,,-0.15,,----,----,----,----,SatFACarb,----,,492.29731,492.00000,0.29731
19,31,3,13,0,0,0.210526316,508.1784104,,2890011,2325174,2550085,Yes,2588423.333,,1596739,2687507,1879908,Yes,2054718,,1.631578947,0.684210526,,508.17841,6,0.315789474,0.193548387,0.461538462,O,,,-0.210526316,,----,----,----,----,SatFACarb,----,,508.29592,508.00000,0.29592
19,32,0,14,0,0,-0.210526316,483.171928,,1666676,1847401,1942567,Yes,1818881.333,,8324490,6054863,7728748,Yes,7369367,,1.684210526,0.736842105,,483.17193,4,0.210526316,0.125,0.285714286,O,,,-0.25,,----,----,----,----,SatFACarb,----,,483.28365,483.00000,0.28365
19,32,0,15,0,0,-0.105263158,499.1668426,,3698457,3109827,3310209,Yes,3372831,,10355005,8660197,10310003,Yes,9775068.333,,1.684210526,0.789473684,,499.16684,4,0.210526316,0.125,0.266666667,O,,,-0.304347826,,----,----,----,----,SatFACarb,----,,499.28227,499.00000,0.28227
19,32,0,16,0,0,0,515.1617572,,4129436,4522335,4089855,Yes,4247208.667,,13526118,13756174,15133883,Yes,14138725,,1.684210526,0.842105263,,515.16176,4,0.210526316,0.125,0.25,O,,,-0.363636364,,----,----,----,----,SatFACarb,----,,515.28088,515.00000,0.28088
19,32,0,17,0,0,0.105263158,531.1566718,,1905428,1745970,1613735,Yes,1755044.333,,17654993,15386883,20500123,Yes,17847333,,1.684210526,0.894736842,,531.15667,4,0.210526316,0.125,0.235294118,O,,,-0.428571429,,----,----,----,----,SatFACarb,----,,531.27949,531.00000,0.27949
19,34,0,13,0,0,-0.421052632,469.1926634,,1909896,1760345,1697681,Yes,1789307.333,,2407429,2662622,2908035,Yes,2659362,,1.789473684,0.684210526,,469.19266,3,0.157894737,0.088235294,0.230769231,O,,,-0.28,,----,----,----,----,SatFACarb,----,,469.30116,469.00000,0.30116
20,30,0,12,0,0,-0.3,461.1664488,,2037803,2155290,2227553,Yes,2140215.333,,5928095,4885174,5247553,Yes,5353607.333,,1.5,0.6,,461.16645,6,0.3,0.2,0.5,O,,,0,,----,----,----,----,SatFACarb,----,,461.27309,461.00000,0.27309
20,30,0,14,0,0,-0.1,493.156278,,2576355,2592041,2420271,Yes,2529555.667,,3264452,2007113,2461229,Yes,2577598,,1.5,0.7,,493.15628,6,0.3,0.2,0.428571429,O,,,-0.076923077,,----,----,----,----,SatFACarb,----,,493.27031,493.00000,0.27031
20,30,0,15,0,0,0,509.1511926,,7356755,6326479,5900126,Yes,6527786.667,,3626867,2773046,3832727,Yes,3410880,,1.5,0.75,,509.15119,6,0.3,0.2,0.4,O,,,-0.12,,----,----,----,----,SatFACarb,----,,509.26893,509.00000,0.26893
20,30,0,16,0,0,0.1,525.1461072,,1822806,1628419,1833233,Yes,1761486,,7666939,6455384,7685657,Yes,7269326.667,,1.5,0.8,,525.14611,6,0.3,0.2,0.375,O,,,-0.166666667,,----,----,----,----,SatFACarb,----,,525.26754,525.00000,0.26754
20,32,0,14,0,0,-0.2,495.171928,,9383494,9710427,9113158,Yes,9402359.667,,4711490,3437688,4081816,Yes,4076998,,1.6,0.7,,495.17193,5,0.25,0.15625,0.357142857,O,,,-0.153846154,,----,----,----,----,SatFACarb,----,,495.28643,495.00000,0.28643
20,32,0,16,0,0,0,527.1617572,,10267804,10288663,9314629,Yes,9957032,,9086198,8564884,8857163,Yes,8836081.667,,1.6,0.8,,527.16176,5,0.25,0.15625,0.3125,O,,,-0.25,,----,----,----,----,SatFACarb,----,,527.28366,527.00000,0.28366
20,32,0,17,0,0,0.1,543.1566718,,4057561,3499539,2996870,Yes,3517990,,14271436,13851152,15552272,Yes,14558286.67,,1.6,0.85,,543.15667,5,0.25,0.15625,0.294117647,O,,,-0.304347826,,----,----,----,----,SatFACarb,----,,543.28227,543.00000,0.28227
20,32,0,18,0,0,0.2,559.1515864,,4281669,3690707,3290777,Yes,3754384.333,,25948727,22551245,27262680,Yes,25254217.33,,1.6,0.9,,559.15159,5,0.25,0.15625,0.277777778,O,,,-0.363636364,,----,----,----,----,SatFACarb,----,,559.28088,559.00000,0.28088
20,34,0,15,0,0,-0.2,513.1824926,,2231859,1938738,2428361,Yes,2199652.667,,6628385,5296839,6435936,Yes,6120386.667,,1.7,0.75,,513.18249,4,0.2,0.117647059,0.266666667,O,,,-0.28,,----,----,----,----,SatFACarb,----,,513.30116,513.00000,0.30116
20,34,0,16,0,0,-0.1,529.1774072,,1569500,1987111,1666424,Yes,1741011.667,,7417063,6574285,7736950,Yes,7242766,,1.7,0.8,,529.17741,4,0.2,0.117647059,0.25,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,529.29977,529.00000,0.29977
20,34,0,17,0,0,0,545.1723218,,6233569,6635005,6507165,Yes,6458579.667,,11170709,12397107,13172500,Yes,12246772,,1.7,0.85,,545.17232,4,0.2,0.117647059,0.235294118,O,,,-0.391304348,,----,----,----,----,SatFACarb,----,,545.29838,545.00000,0.29838
20,34,0,18,0,0,0.1,561.1672364,,2894095,4226194,3411581,Yes,3510623.333,,18498069,24754901,27532998,Yes,23595322.67,,1.7,0.9,,561.16724,4,0.2,0.117647059,0.222222222,O,,,-0.454545455,,----,----,----,----,SatFACarb,----,,561.29700,561.00000,0.29700
21,32,0,14,0,0,-0.19047619,507.171928,,2327265,2123931,1536300,Yes,1995832,,3333903,1694191,2856750,Yes,2628281.333,,1.523809524,0.666666667,,507.17193,6,0.285714286,0.1875,0.428571429,O,,,-0.071428571,,----,----,----,----,SatFACarb,----,,507.28920,507.00000,0.28920
21,34,0,16,0,0,-0.095238095,541.1774072,,3644874,3113508,3252843,Yes,3337075,,5144577,5716459,5920520,Yes,5593852,,1.619047619,0.761904762,,541.17741,5,0.238095238,0.147058824,0.3125,O,,,-0.230769231,,----,----,----,----,SatFACarb,----,,541.30255,541.00000,0.30255
21,34,0,17,0,0,0,557.1723218,,2413938,2189581,2063022,Yes,2222180.333,,6230622,5017281,6164200,Yes,5804034.333,,1.619047619,0.80952381,,557.17232,5,0.238095238,0.147058824,0.294117647,O,,,-0.28,,----,----,----,----,SatFACarb,----,,557.30116,557.00000,0.30116
21,34,0,18,0,0,0.095238095,573.1672364,,2478880,2405021,2218270,Yes,2367390.333,,9595391,8909496,11402824,Yes,9969237,,1.619047619,0.857142857,,573.16724,5,0.238095238,0.147058824,0.277777778,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,573.29977,573.00000,0.29977
21,34,0,19,0,0,0.19047619,589.162151,,2644703,2175201,2367834,Yes,2395912.667,,14373943,12069301,15543699,Yes,13995647.67,,1.619047619,0.904761905,,589.16215,5,0.238095238,0.147058824,0.263157895,O,,,-0.391304348,,----,----,----,----,SatFACarb,----,,589.29839,589.00000,0.29839
21,36,0,17,0,0,-0.095238095,559.1879718,,1857348,1885906,1628313,Yes,1790522.333,,4293174,4437709,4640472,Yes,4457118.333,,1.714285714,0.80952381,,559.18797,4,0.19047619,0.111111111,0.235294118,O,,,-0.36,,----,----,----,----,SatFACarb,----,,559.31728,559.00000,0.31728
22,34,0,18,0,0,0.090909091,585.1672364,,3361809,2442213,2458739,Yes,2754253.667,,7150455,6418956,6489540,Yes,6686317,,1.545454545,0.818181818,,585.16724,6,0.272727273,0.176470588,0.333333333,O,,,-0.230769231,,----,----,----,----,SatFACarb,----,,585.30255,585.00000,0.30255
22,34,0,19,0,0,0.181818182,601.162151,,2021642,2372533,1775552,Yes,2056575.667,,13432524,11327581,14183640,Yes,12981248.33,,1.545454545,0.863636364,,601.16215,6,0.272727273,0.176470588,0.315789474,O,,,-0.28,,----,----,----,----,SatFACarb,----,,601.30116,601.00000,0.30116
22,36,0,17,0,0,-0.090909091,571.1879718,,1717639,2394878,1634159,Yes,1915558.667,,4594153,3959494,4886110,Yes,4479919,,1.636363636,0.772727273,,571.18797,5,0.227272727,0.138888889,0.294117647,O,,,-0.259259259,,----,----,----,----,SatFACarb,----,,571.32005,571.00000,0.32005
22,36,0,18,0,0,0,587.1828864,,6268793,5818211,5215720,Yes,5767574.667,,6446037,7580130,8222124,Yes,7416097,,1.636363636,0.818181818,,587.18289,5,0.227272727,0.138888889,0.277777778,O,,,-0.307692308,,----,----,----,----,SatFACarb,----,,587.31866,587.00000,0.31866
22,36,0,19,0,0,0.090909091,603.177801,,8514148,8178478,7215395,Yes,7969340.333,,14526267,22648856,22084784,Yes,19753302.33,,1.636363636,0.863636364,,603.17780,5,0.227272727,0.138888889,0.263157895,O,,,-0.36,,----,----,----,----,SatFACarb,----,,603.31728,603.00000,0.31728
22,38,0,18,0,0,-0.090909091,589.1985364,,1873116,2045662,1596503,Yes,1838427,,3181625,3934644,3751314,Yes,3622527.667,,1.727272727,0.818181818,,589.19854,4,0.181818182,0.105263158,0.222222222,O,,,-0.384615385,,----,----,----,----,SatFACarb,----,,589.33478,589.00000,0.33478
23,36,0,19,0,0,0.086956522,615.177801,,1785529,1906752,1625524,Yes,1772601.667,,6427003,5193280,6480767,Yes,6033683.333,,1.565217391,0.826086957,,615.17780,6,0.260869565,0.166666667,0.315789474,O,,,-0.259259259,,----,----,----,----,SatFACarb,----,,615.32005,615.00000,0.32005
23,38,0,19,0,0,0,617.193451,,4050474,3854288,3000626,Yes,3635129.333,,6422978,6548967,6873918,Yes,6615287.667,,1.652173913,0.826086957,,617.19345,5,0.217391304,0.131578947,0.263157895,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,617.33617,617.00000,0.33617
23,38,0,20,0,0,0.086956522,633.1883656,,3499731,3578181,2737764,Yes,3271892,,10816056,12731091,13637770,Yes,12394972.33,,1.652173913,0.869565217,,633.18837,5,0.217391304,0.131578947,0.25,O,,,-0.384615385,,----,----,----,----,SatFACarb,----,,633.33478,633.00000,0.33478
24,36,0,20,0,0,0.166666667,643.1727156,,2688488,2630829,2407420,Yes,2575579,,6707371,7553205,7751222,Yes,7337266,,1.5,0.833333333,,643.17272,7,0.291666667,0.194444444,0.35,O,,,-0.214285714,,----,----,----,----,SatFACarb,----,,643.32144,643.00000,0.32144
24,38,0,19,0,0,0,629.193451,,1754993,1757626,1650904,Yes,1721174.333,,5038708,4352932,5073240,Yes,4821626.667,,1.583333333,0.791666667,,629.19345,6,0.25,0.157894737,0.315789474,O,,,-0.24137931,,----,----,----,----,SatFACarb,----,,629.33894,629.00000,0.33894
24,38,0,20,0,0,0.083333333,645.1883656,,3642831,3923107,2674177,Yes,3413371.667,,7282745,7776328,8766900,Yes,7941991,,1.583333333,0.833333333,,645.18837,6,0.25,0.157894737,0.3,O,,,-0.285714286,,----,----,----,----,SatFACarb,----,,645.33756,645.00000,0.33756
24,38,0,21,0,0,0.166666667,661.1832802,,5446072,5651720,4286183,Yes,5127991.667,,13689830,16289081,19067272,Yes,16348727.67,,1.583333333,0.875,,661.18328,6,0.25,0.157894737,0.285714286,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,661.33617,661.00000,0.33617
24,40,0,19,0,0,-0.083333333,631.209101,,4973340,4639099,3924631,Yes,4512356.667,,5352030,5673787,5523699,Yes,5516505.333,,1.666666667,0.791666667,,631.20910,5,0.208333333,0.125,0.263157895,O,,,-0.310344828,,----,----,----,----,SatFACarb,----,,631.35506,631.00000,0.35506
24,40,0,20,0,0,0,647.2040156,,8505789,8357023,6511117,Yes,7791309.667,,6782910,9295837,9561391,Yes,8546712.667,,1.666666667,0.833333333,,647.20402,5,0.208333333,0.125,0.25,O,,,-0.357142857,,----,----,----,----,SatFACarb,----,,647.35367,647.00000,0.35367
24,40,0,21,0,0,0.083333333,663.1989302,,2634177,2116902,1946896,Yes,2232658.333,,8074066,10616039,11063558,Yes,9917887.667,,1.666666667,0.875,,663.19893,5,0.208333333,0.125,0.238095238,O,,,-0.407407407,,----,----,----,----,SatFACarb,----,,663.35229,663.00000,0.35229
24,40,0,22,0,0,0.166666667,679.1938448,,2441709,2583107,2783272,Yes,2602696,,11452280,14252859,17546622,Yes,14417253.67,,1.666666667,0.916666667,,679.19384,5,0.208333333,0.125,0.227272727,O,,,-0.461538462,,----,----,----,----,SatFACarb,----,,679.35090,679.00000,0.35090
24,42,0,21,0,0,0,665.2145802,,3787211,4366662,3325754,Yes,3826542.333,,3112641,6958234,5974149,Yes,5348341.333,,1.75,0.875,,665.21458,4,0.166666667,0.095238095,0.19047619,O,,,-0.481481481,,----,----,----,----,SatFACarb,----,,665.36840,665.00000,0.36840
25,40,0,20,0,0,0,659.2040156,,3622320,3145966,3138239,Yes,3302175,,3649655,3468686,3487243,Yes,3535194.667,,1.6,0.8,,659.20402,6,0.24,0.15,0.3,O,,,-0.266666667,,----,----,----,----,SatFACarb,----,,659.35645,659.00000,0.35645
25,42,0,21,0,0,0,677.2145802,,4656624,4721182,3312657,Yes,4230154.333,,3245014,5280599,4681180,Yes,4402264.333,,1.68,0.84,,677.21458,5,0.2,0.119047619,0.238095238,O,,,-0.379310345,,----,----,----,----,SatFACarb,----,,677.37118,677.00000,0.37118
26,42,0,19,0,0,-0.153846154,657.224751,,3079594,2962647,2631321,Yes,2891187.333,,1764105,1583080,1760399,Yes,1702528,,1.615384615,0.730769231,,657.22475,6,0.230769231,0.142857143,0.315789474,O,,,-0.212121212,,----,----,----,----,SatFACarb,----,,657.37672,657.00000,0.37672
26,42,0,20,0,0,-0.076923077,673.2196656,,4204012,3532244,3171285,Yes,3635847,,2432177,1958822,2602668,Yes,2331222.333,,1.615384615,0.769230769,,673.21967,6,0.230769231,0.142857143,0.3,O,,,-0.25,,----,----,----,----,SatFACarb,----,,673.37534,673.00000,0.37534
27,44,0,22,0,0,0,719.2251448,,2469292,2866015,2659588,Yes,2664965,,1654721,2335536,2260846,Yes,2083701,,1.62962963,0.814814815,,719.22514,6,0.222222222,0.136363636,0.272727273,O,,,-0.3125,,----,----,----,----,SatFACarb,----,,719.39146,719.00000,0.39146
27,44,0,23,0,0,0.074074074,735.2200594,,4298533,4451989,3771135,Yes,4173885.667,,2323417,5957914,5137286,Yes,4472872.333,,1.62962963,0.851851852,,735.22006,6,0.222222222,0.136363636,0.260869565,O,,,-0.35483871,,----,----,----,----,SatFACarb,----,,735.39007,735.00000,0.39007
14,21,3,7,0,0,0.142857143,342.1306728,,2337895,2687590,2341487,Yes,2455657.333,,2438949,2674718,2525258,Yes,2546308.333,,1.5,0.5,,342.13067,6,0.428571429,0.285714286,0.857142857,CRAM,,,0.133333333,,----,----,----,----,----,Alipat+N,,342.20979,342.00000,0.20979
14,21,3,8,0,0,0.285714286,358.1255874,,1852162,2062035,1763907,Yes,1892701.333,,3257363,2614432,2911699,Yes,2927831.333,,1.5,0.571428571,,358.12559,6,0.428571429,0.285714286,0.75,O,,,0.071428571,,----,----,----,----,----,Alipat+N,,358.20840,358.00000,0.20840
14,22,2,8,0,0,0,345.1303384,,2943435,2824516,2517387,Yes,2761779.333,,2127880,2863428,2709839,Yes,2567049,,1.571428571,0.571428571,,345.13034,5,0.357142857,0.227272727,0.625,O,,,0,,----,----,----,----,----,Alipat+N,,345.21014,345.00000,0.21014
14,23,3,6,0,0,-0.142857143,328.1514082,,3648392,3806325,3559819,Yes,3671512,,1509264,2559369,2208007,Yes,2092213.333,,1.642857143,0.428571429,,328.15141,5,0.357142857,0.217391304,0.833333333,CRAM,,,0.0625,,----,----,----,----,----,Alipat+N,,328.22729,328.00000,0.22729
14,23,3,7,0,0,0,344.1463228,,2106535,2131024,2185858,Yes,2141139,,1916945,2622007,2165325,Yes,2234759,,1.642857143,0.5,,344.14632,5,0.357142857,0.217391304,0.714285714,O,,,0,,----,----,----,----,----,Alipat+N,,344.22590,344.00000,0.22590
14,25,3,6,0,0,-0.285714286,330.1670582,,2572318,2554635,2701630,Yes,2609527.667,,1705742,2744103,2087840,Yes,2179228.333,,1.785714286,0.428571429,,330.16706,4,0.285714286,0.16,0.666666667,O,,,-0.0625,,----,----,----,----,----,Alipat+N,,330.24340,330.00000,0.24340
14,25,3,7,0,0,-0.142857143,346.1619728,,5129988,5327432,4728997,Yes,5062139,,3052304,4638819,3907681,Yes,3866268,,1.785714286,0.5,,346.16197,4,0.285714286,0.16,0.571428571,O,,,-0.133333333,,----,----,----,----,----,Alipat+N,,346.24202,346.00000,0.24202
15,23,3,7,0,0,0,356.1463228,,6413359,6847661,5891055,Yes,6384025,,3784658,5345319,4848513,Yes,4659496.667,,1.533333333,0.466666667,,356.14632,6,0.4,0.260869565,0.857142857,CRAM,,,0.117647059,,----,----,----,----,----,Alipat+N,,356.22868,356.00000,0.22868
15,23,3,8,0,0,0.133333333,372.1412374,,3522473,3447315,3276990,Yes,3415592.667,,3949091,4081752,4129368,Yes,4053403.667,,1.533333333,0.533333333,,372.14124,6,0.4,0.260869565,0.75,O,,,0.0625,,----,----,----,----,----,Alipat+N,,372.22729,372.00000,0.22729
15,23,5,7,0,0,0.4,384.1524708,,2710574,3144199,2926458,Yes,2927077,,3209866,3540537,3387187,Yes,3379196.667,,1.533333333,0.466666667,,384.15247,7,0.466666667,0.304347826,1,CRAM,,,0.153846154,,----,----,----,----,----,Alipat+N,,384.24130,384.00000,0.24130
15,24,4,7,0,0,0.133333333,371.1572218,,3283000,3431175,3468702,Yes,3394292.333,,2188554,3184416,3116854,Yes,2829941.333,,1.6,0.466666667,,371.15722,6,0.4,0.25,0.857142857,CRAM,,,0.066666667,,----,----,----,----,----,Alipat+N,,371.24305,371.00000,0.24305
15,25,3,6,0,0,-0.266666667,342.1670582,,5780081,6191727,5759096,Yes,5910301.333,,1767982,3672104,2797651,Yes,2745912.333,,1.666666667,0.4,,342.16706,5,0.333333333,0.2,0.833333333,CRAM,,,0.055555556,,----,----,----,----,----,Alipat+N,,342.24618,342.00000,0.24618
15,25,3,7,0,0,-0.133333333,358.1619728,,2900751,3225821,2756686,Yes,2961086,,3541021,3597996,3508702,Yes,3549239.667,,1.666666667,0.466666667,,358.16197,5,0.333333333,0.2,0.714285714,O,,,0,,----,----,----,----,----,Alipat+N,,358.24479,358.00000,0.24479
15,25,3,8,0,0,0,374.1568874,,3392150,3292210,3556613,Yes,3413657.667,,4440157,4977361,4840612,Yes,4752710,,1.666666667,0.533333333,,374.15689,5,0.333333333,0.2,0.625,O,,,-0.0625,,----,----,----,----,----,Alipat+N,,374.24341,374.00000,0.24341
