C,H,N,O,S,P,,mass,,PreHW1.csv,PreHW2.csv,PreHW3.csv,Initial,AvgInitial,PreHWGt13.csv,PreHWGt14.csv,PreHWGt15.csv,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
19,36,0,9,1,0,,439.2007257,,0,0,0,No,,3029942,2376480,3171064,,1.894736842,0.473684211,,439.20073,2,0.105263158,0.055555556,0.222222222,O,,,-0.259259259,,----,----,----,AlipatNoN,----,----,,439.30228,439.00000,0.30228
19,38,0,6,1,0,,393.2316319,,0,0,0,No,,2643739,1974571,2762508,,2,0.315789474,,393.23163,1,0.052631579,0.026315789,0.166666667,O,,,-0.2,,----,----,----,AlipatNoN,----,----,,393.32256,393.00000,0.32256
19,38,0,8,1,0,,425.2214611,,0,0,0,No,,11024342,6451996,11966925,,2,0.421052632,,425.22146,1,0.052631579,0.026315789,0.125,O,,,-0.285714286,,----,----,----,AlipatNoN,----,----,,425.31979,425.00000,0.31979
20,24,4,6,1,0,,447.1343779,,0,0,0,No,,4167319,3350258,2120996,,1.2,0.3,,447.13438,11,0.55,0.458333333,1.833333333,O,,,0.416666667,,----,----,HUnSatLig,----,----,----,,447.23777,447.00000,0.23777
20,26,0,4,0,0,,329.175832,,0,0,0,No,,1938538,2292671,2430475,,1.3,0.2,,329.17583,8,0.4,0.307692308,2,O,,,0.333333333,,----,----,HUnSatLig,----,----,----,,329.25195,329.00000,0.25195
20,27,3,7,0,0,,420.1776228,,0,0,0,No,,2596495,2158726,2139166,,1.35,0.35,,420.17762,9,0.45,0.333333333,1.285714286,CRAM,,,0.296296296,,----,----,HUnSatLig,----,----,----,,420.27478,420.00000,0.27478
20,28,0,4,0,0,,331.191482,,0,0,0,No,,2139199,2768306,2822645,,1.4,0.2,,331.19148,7,0.35,0.25,1.75,CRAM,,,0.277777778,,----,----,HUnSatLig,----,----,----,,331.26807,331.00000,0.26807
20,28,0,17,0,0,,539.1253718,,0,0,0,No,,2411215,2886785,2083405,,1.4,0.85,,539.12537,7,0.35,0.25,0.411764706,O,,,-0.130434783,,----,----,HUnSatLig,----,----,----,,539.25004,539.00000,0.25004
20,28,0,18,0,0,,555.1202864,,0,0,0,No,,8176336,8785135,5379228,,1.4,0.9,,555.12029,7,0.35,0.25,0.388888889,O,,,-0.181818182,,----,----,HUnSatLig,----,----,----,,555.24865,555.00000,0.24865
20,28,2,5,0,0,,375.1925446,,0,0,0,No,,3015148,3476187,3274688,,1.4,0.25,,375.19254,8,0.4,0.285714286,1.6,CRAM,,,0.290322581,,----,----,HUnSatLig,----,----,----,,375.27930,375.00000,0.27930
20,28,2,6,0,0,,391.1874592,,0,0,0,No,,1717147,1871106,1711833,,1.4,0.3,,391.18746,8,0.4,0.285714286,1.333333333,CRAM,,,0.266666667,,----,----,HUnSatLig,----,----,----,,391.27792,391.00000,0.27792
20,28,4,6,0,0,,419.1936072,,0,0,0,No,,3007040,3514969,3067420,,1.4,0.3,,419.19361,9,0.45,0.321428571,1.5,CRAM,,,0.307692308,,----,----,HUnSatLig,----,----,----,,419.29054,419.00000,0.29054
20,29,3,4,0,0,,374.208529,,0,0,0,No,,3001448,2448764,2659403,,1.45,0.2,,374.20853,8,0.4,0.275862069,2,O,,,0.3,,----,----,HUnSatLig,----,----,----,,374.29506,374.00000,0.29506
20,30,0,4,0,0,,333.207132,,0,0,0,No,,2258986,2501045,2867188,,1.5,0.2,,333.20713,6,0.3,0.2,1.5,CRAM,,,0.222222222,,----,----,----,AlipatNoN,----,----,,333.28418,333.00000,0.28418
20,30,0,14,0,0,,493.156278,,0,0,0,No,,4696690,3698544,2974109,,1.5,0.7,,493.15628,6,0.3,0.2,0.428571429,O,,,-0.076923077,,----,----,----,----,SatFACarb,----,,493.27031,493.00000,0.27031
20,30,0,19,0,0,,573.130851,,0,0,0,No,,4163635,3336316,2524288,,1.5,0.95,,573.13085,6,0.3,0.2,0.315789474,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,573.26338,573.00000,0.26338
20,30,4,7,0,0,,437.2041718,,0,0,0,No,,2671492,2900785,2299765,,1.5,0.35,,437.20417,8,0.4,0.266666667,1.142857143,CRAM,,,0.2,,----,----,----,----,----,Alipat+N,,437.30527,437.00000,0.30527
20,30,4,8,0,0,,453.1990864,,0,0,0,No,,2879906,2466601,2698283,,1.5,0.4,,453.19909,8,0.4,0.266666667,1,CRAM,,,0.166666667,,----,----,----,----,----,Alipat+N,,453.30388,453.00000,0.30388
20,31,3,5,0,0,,392.2190936,,0,0,0,No,,2772450,2214941,3076090,,1.55,0.25,,392.21909,7,0.35,0.225806452,1.4,CRAM,,,0.206896552,,----,----,----,----,----,Alipat+N,,392.30979,392.00000,0.30979
20,31,3,8,0,0,,440.2038374,,0,0,0,No,,1882063,2467607,1878713,,1.55,0.4,,440.20384,7,0.35,0.225806452,0.875,CRAM,,,0.115384615,,----,----,----,----,----,Alipat+N,,440.30563,440.00000,0.30563
20,31,3,11,0,0,,488.1885812,,0,0,0,No,,3565205,2392199,3340590,,1.55,0.55,,488.18858,7,0.35,0.225806452,0.636363636,O,,,0,,----,----,----,----,----,Alipat+N,,488.30147,488.00000,0.30147
20,31,5,7,0,0,,452.2150708,,0,0,0,No,,2343278,2051863,2138697,,1.55,0.35,,452.21507,8,0.4,0.258064516,1.142857143,CRAM,,,0.173913043,,----,----,----,----,----,Alipat+N,,452.31964,452.00000,0.31964
20,31,5,8,0,0,,468.2099854,,0,0,0,No,,2926893,2338436,1875764,,1.55,0.4,,468.20999,8,0.4,0.258064516,1,CRAM,,,0.136363636,,----,----,----,----,----,Alipat+N,,468.31825,468.00000,0.31825
20,32,0,11,0,0,,447.1871842,,0,0,0,No,,2602137,2290930,2212641,,1.6,0.55,,447.18718,5,0.25,0.15625,0.454545455,O,,,-0.034482759,,----,----,----,AlipatNoN,----,----,,447.29059,447.00000,0.29059
20,32,0,13,0,0,,479.1770134,,0,0,0,No,,2859509,2460548,2361092,,1.6,0.65,,479.17701,5,0.25,0.15625,0.384615385,O,,,-0.111111111,,----,----,----,----,SatFACarb,----,,479.28782,479.00000,0.28782
20,32,0,15,0,0,,511.1668426,,0,0,0,No,,3805236,3072324,2687809,,1.6,0.75,,511.16684,5,0.25,0.15625,0.333333333,O,,,-0.2,,----,----,----,----,SatFACarb,----,,511.28504,511.00000,0.28504
20,32,4,9,0,0,,471.209651,,0,0,0,No,,2594521,2812855,2401804,,1.6,0.45,,471.20965,7,0.35,0.21875,0.777777778,CRAM,,,0.043478261,,----,----,----,----,----,Alipat+N,,471.31861,471.00000,0.31861
20,33,1,14,0,0,,510.182827,,0,0,0,No,,3457921,2995405,2071280,,1.65,0.7,,510.18283,5,0.25,0.151515152,0.357142857,O,,,-0.208333333,,----,----,----,----,SatFACarb,----,,510.30080,510.00000,0.30080
20,33,3,6,0,0,,410.2296582,,0,0,0,No,,2821191,2491816,2607791,,1.65,0.3,,410.22966,6,0.3,0.181818182,1,O,,,0.107142857,,----,----,----,----,----,Alipat+N,,410.32452,410.00000,0.32452
20,33,3,8,0,0,,442.2194874,,0,0,0,No,,2893315,2383111,2700860,,1.65,0.4,,442.21949,6,0.3,0.181818182,0.75,O,,,0.038461538,,----,----,----,----,----,Alipat+N,,442.32174,442.00000,0.32174
20,33,3,12,0,0,,506.1991458,,0,0,0,No,,6751380,4319950,3820930,,1.65,0.6,,506.19915,6,0.3,0.181818182,0.5,O,,,-0.136363636,,----,----,----,----,SatFACarb,----,,506.31620,506.00000,0.31620
20,33,5,7,0,0,,454.2307208,,0,0,0,No,,3061725,3315519,3232785,,1.65,0.35,,454.23072,7,0.35,0.212121212,1,CRAM,,,0.086956522,,----,----,----,----,----,Alipat+N,,454.33575,454.00000,0.33575
20,34,0,5,0,0,,353.2333466,,0,0,0,No,,2716237,2403243,2003100,,1.7,0.25,,353.23335,4,0.2,0.117647059,0.8,O,,,0.085714286,,----,----,----,AlipatNoN,----,----,,353.31503,353.00000,0.31503
20,34,0,11,0,0,,449.2028342,,0,0,0,No,,3546853,2875640,2393280,,1.7,0.55,,449.20283,4,0.2,0.117647059,0.363636364,O,,,-0.103448276,,----,----,----,AlipatNoN,----,----,,449.30671,449.00000,0.30671
20,34,0,13,0,0,,481.1926634,,0,0,0,No,,3083617,1704086,2104805,,1.7,0.65,,481.19266,4,0.2,0.117647059,0.307692308,O,,,-0.185185185,,----,----,----,----,SatFACarb,----,,481.30393,481.00000,0.30393
20,34,0,14,0,0,,497.187578,,0,0,0,No,,5063070,4267468,3413904,,1.7,0.7,,497.18758,4,0.2,0.117647059,0.285714286,O,,,-0.230769231,,----,----,----,----,SatFACarb,----,,497.30255,497.00000,0.30255
20,34,0,16,0,0,,529.1774072,,0,0,0,No,,3817164,3957542,3617147,,1.7,0.8,,529.17741,4,0.2,0.117647059,0.25,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,529.29977,529.00000,0.29977
20,34,4,9,0,0,,473.225301,,0,0,0,No,,2429965,1970329,2274485,,1.7,0.45,,473.22530,6,0.3,0.176470588,0.666666667,O,,,-0.043478261,,----,----,----,----,----,Alipat+N,,473.33473,473.00000,0.33473
20,35,3,6,0,0,,412.2453082,,0,0,0,No,,4297567,4010101,3704638,,1.75,0.3,,412.24531,5,0.25,0.142857143,0.833333333,O,,,0.035714286,,----,----,----,----,----,Alipat+N,,412.34063,412.00000,0.34063
20,35,3,7,0,0,,428.2402228,,0,0,0,No,,2138725,1882180,1804127,,1.75,0.35,,428.24022,5,0.25,0.142857143,0.714285714,O,,,0,,----,----,----,----,----,Alipat+N,,428.33925,428.00000,0.33925
20,35,5,6,0,0,,440.2514562,,0,0,0,No,,3976656,3316503,3150006,,1.75,0.3,,440.25146,6,0.3,0.171428571,1,O,,,0.041666667,,----,----,----,----,----,Alipat+N,,440.35326,440.00000,0.35326
20,36,0,5,0,0,,355.2489966,,0,0,0,No,,3282233,2216050,1797516,,1.8,0.25,,355.24900,3,0.15,0.083333333,0.6,O,,,0.028571429,,----,----,----,AlipatNoN,----,----,,355.33114,355.00000,0.33114
20,37,5,6,0,0,,442.2671062,,0,0,0,No,,4140549,3301126,3080249,,1.85,0.3,,442.26711,5,0.25,0.135135135,0.833333333,O,,,-0.041666667,,----,----,----,----,----,Alipat+N,,442.36937,442.00000,0.36937
20,38,4,7,0,0,,445.2667718,,0,0,0,No,,2005082,2307829,1848713,,1.9,0.35,,445.26677,4,0.2,0.105263158,0.571428571,O,,,-0.12,,----,----,----,----,----,Alipat+N,,445.36973,445.00000,0.36973
20,40,0,5,1,0,,391.2523673,,0,0,0,No,,2218672,2758420,2024684,,2,0.25,,391.25237,1,0.05,0.025,0.2,O,,,-0.151515152,,----,----,----,AlipatNoN,----,----,,391.34284,391.00000,0.34284
20,40,0,7,0,0,,391.2701258,,0,0,0,No,,2818742,3884313,3568369,,2,0.35,,391.27013,1,0.05,0.025,0.142857143,O,,,-0.151515152,,----,----,----,AlipatNoN,----,----,,391.36060,391.00000,0.36060
21,32,0,17,0,0,,555.1566718,,0,0,0,No,,3647185,3079407,1916570,,1.523809524,0.80952381,,555.15667,6,0.285714286,0.1875,0.352941176,O,,,-0.2,,----,----,----,----,SatFACarb,----,,555.28504,555.00000,0.28504
21,32,0,18,0,0,,571.1515864,,0,0,0,No,,3836977,2900101,2635481,,1.523809524,0.857142857,,571.15159,6,0.285714286,0.1875,0.333333333,O,,,-0.25,,----,----,----,----,SatFACarb,----,,571.28366,571.00000,0.28366
21,32,0,19,0,0,,587.146501,,0,0,0,No,,2987895,2904206,1850140,,1.523809524,0.904761905,,587.14650,6,0.285714286,0.1875,0.315789474,O,,,-0.304347826,,----,----,----,----,SatFACarb,----,,587.28227,587.00000,0.28227
21,32,4,7,0,0,,451.2198218,,0,0,0,No,,2659133,2930442,2534508,,1.523809524,0.333333333,,451.21982,8,0.380952381,0.25,1.142857143,CRAM,,,0.185185185,,----,----,----,----,----,Alipat+N,,451.32416,451.00000,0.32416
21,33,3,4,0,0,,390.239829,,0,0,0,No,,3151209,2855415,2734024,,1.571428571,0.19047619,,390.23983,7,0.333333333,0.212121212,1.75,CRAM,,,0.21875,,----,----,----,----,----,Alipat+N,,390.33007,390.00000,0.33007
21,33,3,5,0,0,,406.2347436,,0,0,0,No,,2028466,2035628,2176282,,1.571428571,0.238095238,,406.23474,7,0.333333333,0.212121212,1.4,CRAM,,,0.193548387,,----,----,----,----,----,Alipat+N,,406.32868,406.00000,0.32868
21,33,5,7,0,0,,466.2307208,,0,0,0,No,,2075179,2122703,2434240,,1.571428571,0.333333333,,466.23072,8,0.380952381,0.242424242,1.142857143,CRAM,,,0.16,,----,----,----,----,----,Alipat+N,,466.33853,466.00000,0.33853
21,33,5,8,0,0,,482.2256354,,0,0,0,No,,2372127,1832742,2057308,,1.571428571,0.380952381,,482.22564,8,0.380952381,0.242424242,1,CRAM,,,0.125,,----,----,----,----,----,Alipat+N,,482.33714,482.00000,0.33714
21,34,0,5,0,0,,365.2333466,,0,0,0,No,,2783851,2961068,2581161,,1.619047619,0.238095238,,365.23335,5,0.238095238,0.147058824,1,O,,,0.135135135,,----,----,----,AlipatNoN,----,----,,365.31780,365.00000,0.31780
21,34,0,14,0,0,,509.187578,,0,0,0,No,,3098313,2407506,2178715,,1.619047619,0.666666667,,509.18758,5,0.238095238,0.147058824,0.357142857,O,,,-0.142857143,,----,----,----,----,SatFACarb,----,,509.30532,509.00000,0.30532
21,34,0,15,0,0,,525.1824926,,0,0,0,No,,3216597,2482245,2489739,,1.619047619,0.714285714,,525.18249,5,0.238095238,0.147058824,0.333333333,O,,,-0.185185185,,----,----,----,----,SatFACarb,----,,525.30393,525.00000,0.30393
21,34,0,18,0,0,,573.1672364,,0,0,0,No,,3405875,2811003,2560639,,1.619047619,0.857142857,,573.16724,5,0.238095238,0.147058824,0.277777778,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,573.29977,573.00000,0.29977
21,34,4,6,0,0,,437.2405572,,0,0,0,No,,2611076,2664241,2238835,,1.619047619,0.285714286,,437.24056,7,0.333333333,0.205882353,1.166666667,CRAM,,,0.142857143,,----,----,----,----,----,Alipat+N,,437.34166,437.00000,0.34166
21,34,4,7,0,0,,453.2354718,,0,0,0,No,,3579812,3575593,3085354,,1.619047619,0.333333333,,453.23547,7,0.333333333,0.205882353,1,CRAM,,,0.111111111,,----,----,----,----,----,Alipat+N,,453.34028,453.00000,0.34028
21,34,4,9,0,0,,485.225301,,0,0,0,No,,3168342,2373331,1885633,,1.619047619,0.428571429,,485.22530,7,0.333333333,0.205882353,0.777777778,CRAM,,,0.04,,----,----,----,----,----,Alipat+N,,485.33750,485.00000,0.33750
21,35,5,7,0,0,,468.2463708,,0,0,0,No,,3905842,3143303,3068214,,1.666666667,0.333333333,,468.24637,7,0.333333333,0.2,1,CRAM,,,0.08,,----,----,----,----,----,Alipat+N,,468.35465,468.00000,0.35465
21,35,5,8,0,0,,484.2412854,,0,0,0,No,,5093274,4890181,3985226,,1.666666667,0.380952381,,484.24129,7,0.333333333,0.2,0.875,CRAM,,,0.041666667,,----,----,----,----,----,Alipat+N,,484.35326,484.00000,0.35326
21,36,0,5,0,0,,367.2489966,,0,0,0,No,,1955985,1952404,1859009,,1.714285714,0.238095238,,367.24900,4,0.19047619,0.111111111,0.8,O,,,0.081081081,,----,----,----,AlipatNoN,----,----,,367.33392,367.00000,0.33392
21,36,0,12,0,0,,479.2133988,,0,0,0,No,,3161084,2554761,2449672,,1.714285714,0.571428571,,479.21340,4,0.19047619,0.111111111,0.333333333,O,,,-0.133333333,,----,----,----,AlipatNoN,----,----,,479.32421,479.00000,0.32421
21,36,0,13,0,0,,495.2083134,,0,0,0,No,,2313231,2484900,1786525,,1.714285714,0.619047619,,495.20831,4,0.19047619,0.111111111,0.307692308,O,,,-0.172413793,,----,----,----,----,SatFACarb,----,,495.32282,495.00000,0.32282
21,36,0,14,0,0,,511.203228,,0,0,0,No,,4060218,2995528,2726723,,1.714285714,0.666666667,,511.20323,4,0.19047619,0.111111111,0.285714286,O,,,-0.214285714,,----,----,----,----,SatFACarb,----,,511.32144,511.00000,0.32144
21,36,0,15,0,0,,527.1981426,,0,0,0,No,,4158937,3511997,2685324,,1.714285714,0.714285714,,527.19814,4,0.19047619,0.111111111,0.266666667,O,,,-0.259259259,,----,----,----,----,SatFACarb,----,,527.32005,527.00000,0.32005
21,36,0,16,0,0,,543.1930572,,0,0,0,No,,4558873,3457223,2429313,,1.714285714,0.761904762,,543.19306,4,0.19047619,0.111111111,0.25,O,,,-0.307692308,,----,----,----,----,SatFACarb,----,,543.31866,543.00000,0.31866
21,36,0,17,0,0,,559.1879718,,0,0,0,No,,4970341,3539162,3235728,,1.714285714,0.80952381,,559.18797,4,0.19047619,0.111111111,0.235294118,O,,,-0.36,,----,----,----,----,SatFACarb,----,,559.31728,559.00000,0.31728
21,36,4,5,0,0,,423.2612926,,0,0,0,No,,2080101,2262767,2211837,,1.714285714,0.238095238,,423.26129,6,0.285714286,0.166666667,1.2,O,,,0.103448276,,----,----,----,----,----,Alipat+N,,423.35917,423.00000,0.35917
21,36,4,8,0,0,,471.2460364,,0,0,0,No,,3939038,3244475,3023375,,1.714285714,0.380952381,,471.24604,6,0.285714286,0.166666667,0.75,O,,,0,,----,----,----,----,----,Alipat+N,,471.35501,471.00000,0.35501
21,36,4,9,0,0,,487.240951,,0,0,0,No,,2513372,1944059,2397881,,1.714285714,0.428571429,,487.24095,6,0.285714286,0.166666667,0.666666667,O,,,-0.04,,----,----,----,----,----,Alipat+N,,487.35362,487.00000,0.35362
21,37,5,6,0,0,,454.2671062,,0,0,0,No,,4891615,4293440,4005904,,1.761904762,0.285714286,,454.26711,6,0.285714286,0.162162162,1,O,,,0.038461538,,----,----,----,----,----,Alipat+N,,454.37215,454.00000,0.37215
21,37,5,7,0,0,,470.2620208,,0,0,0,No,,3796557,3076946,2739651,,1.761904762,0.333333333,,470.26202,6,0.285714286,0.162162162,0.857142857,O,,,0,,----,----,----,----,----,Alipat+N,,470.37076,470.00000,0.37076
21,38,0,6,0,0,,385.2595612,,0,0,0,No,,3361985,3310624,3049916,,1.80952381,0.285714286,,385.25956,3,0.142857143,0.078947368,0.5,O,,,0,,----,----,----,AlipatNoN,----,----,,385.34865,385.00000,0.34865
21,38,0,10,0,0,,449.2392196,,0,0,0,No,,4230886,3259128,4282558,,1.80952381,0.476190476,,449.23922,3,0.142857143,0.078947368,0.3,O,,,-0.125,,----,----,----,AlipatNoN,----,----,,449.34310,449.00000,0.34310
21,38,4,5,0,0,,425.2769426,,0,0,0,No,,2992601,2936093,2741195,,1.80952381,0.238095238,,425.27694,5,0.238095238,0.131578947,1,O,,,0.034482759,,----,----,----,----,----,Alipat+N,,425.37528,425.00000,0.37528
21,38,4,6,0,0,,441.2718572,,0,0,0,No,,4546026,3803918,3593847,,1.80952381,0.285714286,,441.27186,5,0.238095238,0.131578947,0.833333333,O,,,0,,----,----,----,----,----,Alipat+N,,441.37389,441.00000,0.37389
21,39,5,6,0,0,,456.2827562,,0,0,0,No,,3599456,3136377,2230253,,1.857142857,0.285714286,,456.28276,5,0.238095238,0.128205128,0.833333333,O,,,-0.038461538,,----,----,----,----,----,Alipat+N,,456.38826,456.00000,0.38826
21,39,5,7,0,0,,472.2776708,,0,0,0,No,,3023738,2549293,2437220,,1.857142857,0.333333333,,472.27767,5,0.238095238,0.128205128,0.714285714,O,,,-0.08,,----,----,----,----,----,Alipat+N,,472.38688,472.00000,0.38688
21,40,0,7,0,0,,403.2701258,,0,0,0,No,,2773860,2209236,2292090,,1.904761905,0.333333333,,403.27013,2,0.095238095,0.05,0.285714286,O,,,-0.085714286,,----,----,----,AlipatNoN,----,----,,403.36338,403.00000,0.36338
21,40,0,10,0,0,,451.2548696,,0,0,0,No,,3541823,2452234,2486891,,1.904761905,0.476190476,,451.25487,2,0.095238095,0.05,0.2,O,,,-0.1875,,----,----,----,AlipatNoN,----,----,,451.35922,451.00000,0.35922
21,40,4,6,0,0,,443.2875072,,0,0,0,No,,3923488,3882751,2981884,,1.904761905,0.285714286,,443.28751,4,0.19047619,0.1,0.666666667,O,,,-0.071428571,,----,----,----,----,----,Alipat+N,,443.39001,443.00000,0.39001
21,42,0,7,0,0,,405.2857758,,0,0,0,No,,2576127,3092767,2464928,,2,0.333333333,,405.28578,1,0.047619048,0.023809524,0.142857143,O,,,-0.142857143,,----,----,----,AlipatNoN,----,----,,405.37949,405.00000,0.37949
21,44,0,7,1,0,,439.2734965,,0,0,0,No,,4909496,3909407,1899507,,2.095238095,0.333333333,,439.27350,0,0,0,0,O,,,-0.272727273,,----,----,----,AlipatNoN,----,----,,439.37507,439.00000,0.37507
22,30,0,4,0,0,,357.207132,,0,0,0,No,,1591583,1611056,1528435,,1.363636364,0.181818182,,357.20713,8,0.363636364,0.266666667,2,O,,,0.3,,----,----,HUnSatLig,----,----,----,,357.28973,357.00000,0.28973
22,32,0,19,0,0,,599.146501,,0,0,0,No,,2354220,2250982,1989341,,1.454545455,0.863636364,,599.14650,7,0.318181818,0.21875,0.368421053,O,,,-0.2,,----,----,HUnSatLig,----,----,----,,599.28504,599.00000,0.28504
22,34,0,5,0,0,,377.2333466,,0,0,0,No,,3206921,3125675,2877115,,1.545454545,0.227272727,,377.23335,6,0.272727273,0.176470588,1.2,O,,,0.179487179,,----,----,----,AlipatNoN,----,----,,377.32058,377.00000,0.32058
22,34,0,17,0,0,,569.1723218,,0,0,0,No,,6706214,4631697,3345723,,1.545454545,0.772727273,,569.17232,6,0.272727273,0.176470588,0.352941176,O,,,-0.185185185,,----,----,----,----,SatFACarb,----,,569.30393,569.00000,0.30393
22,34,0,19,0,0,,601.162151,,0,0,0,No,,3546608,3183863,2239195,,1.545454545,0.863636364,,601.16215,6,0.272727273,0.176470588,0.315789474,O,,,-0.28,,----,----,----,----,SatFACarb,----,,601.30116,601.00000,0.30116
22,35,3,13,0,0,,548.2097104,,0,0,0,No,,4230510,3618033,2513499,,1.590909091,0.590909091,,548.20971,7,0.318181818,0.2,0.538461538,O,,,-0.08,,----,----,----,----,----,Alipat+N,,548.33648,548.00000,0.33648
22,35,5,8,0,0,,496.2412854,,0,0,0,No,,2461407,2410815,2079004,,1.590909091,0.363636364,,496.24129,8,0.363636364,0.228571429,1,CRAM,,,0.115384615,,----,----,----,----,----,Alipat+N,,496.35603,496.00000,0.35603
22,36,0,5,0,0,,379.2489966,,0,0,0,No,,3521553,2453604,1991069,,1.636363636,0.227272727,,379.24900,5,0.227272727,0.138888889,1,O,,,0.128205128,,----,----,----,AlipatNoN,----,----,,379.33669,379.00000,0.33669
22,36,0,13,0,0,,507.2083134,,0,0,0,No,,2498389,2060628,2288101,,1.636363636,0.590909091,,507.20831,5,0.227272727,0.138888889,0.384615385,O,,,-0.096774194,,----,----,----,AlipatNoN,----,----,,507.32560,507.00000,0.32560
22,36,0,15,0,0,,539.1981426,,0,0,0,No,,2734805,1836418,1988170,,1.636363636,0.681818182,,539.19814,5,0.227272727,0.138888889,0.333333333,O,,,-0.172413793,,----,----,----,----,SatFACarb,----,,539.32282,539.00000,0.32282
22,36,0,16,0,0,,555.1930572,,0,0,0,No,,4414163,3210479,3156119,,1.636363636,0.727272727,,555.19306,5,0.227272727,0.138888889,0.3125,O,,,-0.214285714,,----,----,----,----,SatFACarb,----,,555.32144,555.00000,0.32144
22,36,4,8,0,0,,483.2460364,,0,0,0,No,,3096286,3025847,2466516,,1.636363636,0.363636364,,483.24604,7,0.318181818,0.194444444,0.875,O,,,0.071428571,,----,----,----,----,----,Alipat+N,,483.35778,483.00000,0.35778
22,36,4,9,0,0,,499.240951,,0,0,0,No,,2097467,2056955,1722502,,1.636363636,0.409090909,,499.24095,7,0.318181818,0.194444444,0.777777778,O,,,0.037037037,,----,----,----,----,----,Alipat+N,,499.35639,499.00000,0.35639
22,37,3,14,0,0,,566.220275,,0,0,0,No,,4791301,3826854,2669021,,1.681818182,0.636363636,,566.22027,6,0.272727273,0.162162162,0.428571429,O,,,-0.208333333,,----,----,----,----,SatFACarb,----,,566.35121,566.00000,0.35121
22,37,5,7,0,0,,482.2620208,,0,0,0,No,,3331622,2434347,2361952,,1.681818182,0.318181818,,482.26202,7,0.318181818,0.189189189,1,O,,,0.074074074,,----,----,----,----,----,Alipat+N,,482.37354,482.00000,0.37354
22,37,5,8,0,0,,498.2569354,,0,0,0,No,,5383797,4611690,3875345,,1.681818182,0.363636364,,498.25694,7,0.318181818,0.189189189,0.875,O,,,0.038461538,,----,----,----,----,----,Alipat+N,,498.37215,498.00000,0.37215
22,38,0,6,0,0,,397.2595612,,0,0,0,No,,3162536,2766095,2686703,,1.727272727,0.272727273,,397.25956,4,0.181818182,0.105263158,0.666666667,O,,,0.052631579,,----,----,----,AlipatNoN,----,----,,397.35142,397.00000,0.35142
22,38,0,13,0,0,,509.2239634,,0,0,0,No,,2942672,2059350,1856670,,1.727272727,0.590909091,,509.22396,4,0.181818182,0.105263158,0.307692308,O,,,-0.161290323,,----,----,----,AlipatNoN,----,----,,509.34171,509.00000,0.34171
22,38,0,15,0,0,,541.2137926,,0,0,0,No,,3209087,2224809,1890281,,1.727272727,0.681818182,,541.21379,4,0.181818182,0.105263158,0.266666667,O,,,-0.24137931,,----,----,----,----,SatFACarb,----,,541.33894,541.00000,0.33894
22,38,0,16,0,0,,557.2087072,,0,0,0,No,,4226849,3174630,2645010,,1.727272727,0.727272727,,557.20871,4,0.181818182,0.105263158,0.25,O,,,-0.285714286,,----,----,----,----,SatFACarb,----,,557.33755,557.00000,0.33755
22,38,0,17,0,0,,573.2036218,,0,0,0,No,,5407795,3631227,3167357,,1.727272727,0.772727273,,573.20362,4,0.181818182,0.105263158,0.235294118,O,,,-0.333333333,,----,----,----,----,SatFACarb,----,,573.33617,573.00000,0.33617
22,38,4,6,0,0,,453.2718572,,0,0,0,No,,2618278,2449194,2393129,,1.727272727,0.272727273,,453.27186,6,0.272727273,0.157894737,1,O,,,0.066666667,,----,----,----,----,----,Alipat+N,,453.37667,453.00000,0.37667
22,38,4,7,0,0,,469.2667718,,0,0,0,No,,4394431,3914476,3432827,,1.727272727,0.318181818,,469.26677,6,0.272727273,0.157894737,0.857142857,O,,,0.034482759,,----,----,----,----,----,Alipat+N,,469.37528,469.00000,0.37528
22,38,4,8,0,0,,485.2616864,,0,0,0,No,,2687069,2182361,1978822,,1.727272727,0.363636364,,485.26169,6,0.272727273,0.157894737,0.75,O,,,0,,----,----,----,----,----,Alipat+N,,485.37390,485.00000,0.37390
22,39,5,6,0,0,,468.2827562,,0,0,0,No,,3017015,2312843,1976633,,1.772727273,0.272727273,,468.28276,6,0.272727273,0.153846154,1,O,,,0.035714286,,----,----,----,----,----,Alipat+N,,468.39104,468.00000,0.39104
22,39,5,7,0,0,,484.2776708,,0,0,0,No,,4320161,3826250,3386191,,1.772727273,0.318181818,,484.27767,6,0.272727273,0.153846154,0.857142857,O,,,0,,----,----,----,----,----,Alipat+N,,484.38965,484.00000,0.38965
22,40,0,7,0,0,,415.2701258,,0,0,0,No,,3487433,3479920,2798543,,1.818181818,0.318181818,,415.27013,3,0.136363636,0.075,0.428571429,O,,,-0.027027027,,----,----,----,AlipatNoN,----,----,,415.36615,415.00000,0.36615
22,40,0,8,0,0,,431.2650404,,0,0,0,No,,3498200,3236687,3069135,,1.818181818,0.363636364,,431.26504,3,0.136363636,0.075,0.375,O,,,-0.055555556,,----,----,----,AlipatNoN,----,----,,431.36476,431.00000,0.36476
