mass,m/z,C,H,N,O,S,P,H/C,O/C,DBE,DBE/C,DBE/H,DBE/O,CRAM,AI-mod,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,KM,NKM,KMD,PreHW1.csv,PreHW2.csv,PreHW3.csv,PreHWGt13.csv,PreHWGt14.csv,PreHWGt15.csv
397.1351488,397.13515,15,26,0,12,0,0,1.733333333,0.8,3,0.2,0.115384615,0.25,O,-0.333333333,----,----,----,----,SatFACarb,----,397.22698,397,0.22698,3609807,3462761,2561120,3383174,3985138,3741906
413.1300634,413.13006,15,26,0,13,0,0,1.733333333,0.866666667,3,0.2,0.115384615,0.230769231,O,-0.411764706,----,----,----,----,SatFACarb,----,413.22559,413,0.22559,9257725,6500821,7449125,7283664,9490630,10355057
429.124978,429.12498,15,26,0,14,0,0,1.733333333,0.933333333,3,0.2,0.115384615,0.214285714,O,-0.5,----,----,----,----,SatFACarb,----,429.22421,429,0.22421,8581583,4822730,4743942,NA,NA,NA
341.1830426,341.18304,15,26,4,5,0,0,1.733333333,0.333333333,5,0.333333333,0.192307692,1,O,0.058823529,----,----,----,----,----,Alipat+N,341.26194,341,0.26194,2897253,1929488,1644456,3317921,3815007,3587762
357.1779572,357.17796,15,26,4,6,0,0,1.733333333,0.4,5,0.333333333,0.192307692,0.833333333,O,0,----,----,----,----,----,Alipat+N,357.26055,357,0.26055,2397400,1809584,1770036,3231251,2695974,2914920
373.1728718,373.17287,15,26,4,7,0,0,1.733333333,0.466666667,5,0.333333333,0.192307692,0.714285714,O,-0.066666667,----,----,----,----,----,Alipat+N,373.25916,373,0.25916,5906697,5247637,4230900,4191951,3910152,4339392
380.1562186,380.15622,15,27,1,10,0,0,1.8,0.666666667,3,0.2,0.111111111,0.3,O,-0.277777778,----,----,----,----,SatFACarb,----,380.24412,380,0.24412,4394780,2194570,2218921,5743978,3371929,3424483
444.1181185,444.11812,15,27,1,12,1,0,1.8,0.8,3,0.2,0.111111111,0.25,O,-0.642857143,----,----,----,----,SatFACarb,----,444.22081,444,0.22081,6532261,8338378,5059739,13636152,14551802,12430795
441.1279687,441.12797,15,27,2,11,0,1,1.8,0.733333333,4,0.266666667,0.148148148,0.363636364,O,-0.461538462,----,----,----,----,SatFACarb,----,441.22997,441,0.22997,4733384,2508163,2887152,7598567,7744271,5848703
328.1877936,328.18779,15,27,3,5,0,0,1.8,0.333333333,4,0.266666667,0.148148148,0.8,O,0,----,----,----,----,----,Alipat+N,328.26368,328,0.26368,2683424,2934556,2027199,4295563,4182225,4130594
344.1827082,344.18271,15,27,3,6,0,0,1.8,0.4,4,0.266666667,0.148148148,0.666666667,O,-0.055555556,----,----,----,----,----,Alipat+N,344.2623,344,0.2623,10179324,10413248,7402364,8035380,9400813,9896025
360.1776228,360.17762,15,27,3,7,0,0,1.8,0.466666667,4,0.266666667,0.148148148,0.571428571,O,-0.117647059,----,----,----,----,----,Alipat+N,360.26091,360,0.26091,4148564,4349731,3278850,3137179,4127592,4053741
372.1888562,372.18886,15,27,5,6,0,0,1.8,0.4,5,0.333333333,0.185185185,0.833333333,O,-0.071428571,----,----,----,----,----,Alipat+N,372.27492,372,0.27492,1846161,1859362,1504943,1885768,1887908,2775366
335.1711404,335.17114,15,28,0,8,0,0,1.866666667,0.533333333,2,0.133333333,0.071428571,0.25,O,-0.181818182,----,----,----,AlipatNoN,----,----,335.24864,335,0.24864,2927824,2766902,1942947,3199517,2757053,3085819
399.1330403,399.13304,15,28,0,10,1,0,1.866666667,0.666666667,2,0.133333333,0.071428571,0.2,O,-0.444444444,----,----,----,----,SatFACarb,----,399.22533,399,0.22533,4130936,2571816,1945526,9353623,7803056,11805317
431.1228695,431.12287,15,28,0,12,1,0,1.866666667,0.8,2,0.133333333,0.071428571,0.166666667,O,-0.625,----,----,----,----,SatFACarb,----,431.22256,431,0.22256,2859840,3017350,1655875,4537555,4448079,4079830
343.1986926,343.19869,15,28,4,5,0,0,1.866666667,0.333333333,4,0.266666667,0.142857143,0.8,O,-0.058823529,----,----,----,----,----,Alipat+N,343.27805,343,0.27805,4002249,4160389,3591816,5940994,6719678,6403873
359.1936072,359.19361,15,28,4,6,0,0,1.866666667,0.4,4,0.266666667,0.142857143,0.666666667,O,-0.125,----,----,----,----,----,Alipat+N,359.27667,359,0.27667,4069337,3955115,3113664,4900124,5557761,6134127
375.1885218,375.18852,15,28,4,7,0,0,1.866666667,0.466666667,4,0.266666667,0.142857143,0.571428571,O,-0.2,----,----,----,----,----,Alipat+N,375.27528,375,0.27528,2407427,2508165,1901959,1804778,2246874,2721726
314.208529,314.20853,15,29,3,4,0,0,1.933333333,0.266666667,3,0.2,0.103448276,0.75,O,-0.05,----,----,----,----,----,Alipat+N,314.28119,314,0.28119,2208353,2161493,1677142,4500273,4228412,4493344
330.2034436,330.20344,15,29,3,5,0,0,1.933333333,0.333333333,3,0.2,0.103448276,0.6,O,-0.105263158,----,----,----,----,----,Alipat+N,330.2798,330,0.2798,7197685,6686994,5437456,11883862,11526843,12132610
343.009555,343.00955,16,8,0,9,0,0,0.5,0.5625,13,0.8125,1.625,1.444444444,O,0.739130435,CondAr,----,----,----,----,----,343.08887,343,0.08887,2594190,2753865,2248282,NA,NA,NA
359.0044696,359.00447,16,8,0,10,0,0,0.5,0.625,13,0.8125,1.625,1.3,O,0.727272727,CondAr,----,----,----,----,----,359.08748,359,0.08748,3565969,3154787,2396802,NA,NA,NA
374.9993842,374.99938,16,8,0,11,0,0,0.5,0.6875,13,0.8125,1.625,1.181818182,O,0.714285714,CondAr,----,----,----,----,----,375.0861,375,0.0861,2524092,2204479,1626954,NA,NA,NA
329.0302904,329.03029,16,10,0,8,0,0,0.625,0.5,12,0.75,1.2,1.5,O,0.666666667,CondAr,----,----,----,----,----,329.10637,329,0.10637,2542818,2454507,1973578,NA,NA,NA
345.025205,345.0252,16,10,0,9,0,0,0.625,0.5625,12,0.75,1.2,1.333333333,O,0.652173913,----,Aromatic,----,----,----,----,345.10499,345,0.10499,4267017,4781521,3742290,NA,NA,NA
361.0201196,361.02012,16,10,0,10,0,0,0.625,0.625,12,0.75,1.2,1.2,O,0.636363636,----,Aromatic,----,----,----,----,361.1036,361,0.1036,7912090,7750757,5305112,1838309,1893020,3023925
377.0150342,377.01503,16,10,0,11,0,0,0.625,0.6875,12,0.75,1.2,1.090909091,O,0.619047619,----,Aromatic,----,----,----,----,377.10221,377,0.10221,5558955,5757988,5014483,NA,NA,NA
393.0099488,393.00995,16,10,0,12,0,0,0.625,0.75,12,0.75,1.2,1,O,0.6,----,Aromatic,----,----,----,----,393.10083,393,0.10083,3893984,3980377,2822432,NA,NA,NA
331.0459404,331.04594,16,12,0,8,0,0,0.75,0.5,11,0.6875,0.916666667,1.375,O,0.583333333,----,Aromatic,----,----,----,----,331.12249,331,0.12249,4312255,4216809,2890915,1403036,1746317,1947601
347.040855,347.04085,16,12,0,9,0,0,0.75,0.5625,11,0.6875,0.916666667,1.222222222,O,0.565217391,----,Aromatic,----,----,----,----,347.1211,347,0.1211,7250589,6669424,4683365,2087377,2546554,2529287
363.0357696,363.03577,16,12,0,10,0,0,0.75,0.625,11,0.6875,0.916666667,1.1,O,0.545454545,----,Aromatic,----,----,----,----,363.11972,363,0.11972,9405866,10366828,6971830,2393345,3136386,3293513
379.0306842,379.03068,16,12,0,11,0,0,0.75,0.6875,11,0.6875,0.916666667,1,O,0.523809524,----,Aromatic,----,----,----,----,379.11833,379,0.11833,9203081,10448635,7912014,2324926,2211353,2949453
395.0255988,395.0256,16,12,0,12,0,0,0.75,0.75,11,0.6875,0.916666667,0.916666667,O,0.5,----,----,HUnSatLig,----,----,----,395.11694,395,0.11694,6754529,6838888,4401867,NA,NA,NA
411.0205134,411.02051,16,12,0,13,0,0,0.75,0.8125,11,0.6875,0.916666667,0.846153846,O,0.473684211,----,----,HUnSatLig,----,----,----,411.11556,411,0.11556,3355276,2674474,2069504,NA,NA,NA
362.051754,362.05175,16,13,1,9,0,0,0.8125,0.5625,11,0.6875,0.846153846,1.222222222,O,0.571428571,----,Aromatic,----,----,----,----,362.13547,362,0.13547,2273835,2127857,1572718,NA,NA,NA
317.0666758,317.06668,16,14,0,7,0,0,0.875,0.4375,10,0.625,0.714285714,1.428571429,CRAM,0.52,----,Aromatic,----,----,----,----,317.13999,317,0.13999,2571090,2243199,1537189,1396489,1744736,1595164
333.0615904,333.06159,16,14,0,8,0,0,0.875,0.5,10,0.625,0.714285714,1.25,CRAM,0.5,----,----,HUnSatLig,----,----,----,333.13861,333,0.13861,5708464,6439929,4816399,2753029,3105167,3797455
349.056505,349.0565,16,14,0,9,0,0,0.875,0.5625,10,0.625,0.714285714,1.111111111,CRAM,0.47826087,----,----,HUnSatLig,----,----,----,349.13722,349,0.13722,8925514,9575204,6923410,2081148,2979859,3349693
365.0514196,365.05142,16,14,0,10,0,0,0.875,0.625,10,0.625,0.714285714,1,CRAM,0.454545455,----,----,HUnSatLig,----,----,----,365.13583,365,0.13583,13189309,13308532,8935513,3164707,3838569,4380257
381.0463342,381.04633,16,14,0,11,0,0,0.875,0.6875,10,0.625,0.714285714,0.909090909,CRAM,0.428571429,----,----,HUnSatLig,----,----,----,381.13445,381,0.13445,12111957,13369793,9465016,2233530,2881221,3320863
397.0412488,397.04125,16,14,0,12,0,0,0.875,0.75,10,0.625,0.714285714,0.833333333,CRAM,0.4,----,----,HUnSatLig,----,----,----,397.13306,397,0.13306,8686266,9143379,5680207,NA,NA,NA
413.0361634,413.03616,16,14,0,13,0,0,0.875,0.8125,10,0.625,0.714285714,0.769230769,O,0.368421053,----,----,HUnSatLig,----,----,----,413.13167,413,0.13167,3959545,4431311,2909220,NA,NA,NA
348.0724894,348.07249,16,15,1,8,0,0,0.9375,0.5,10,0.625,0.666666667,1.25,CRAM,0.5,----,----,HUnSatLig,----,----,----,348.15298,348,0.15298,1879032,1874383,1665919,NA,NA,NA
364.067404,364.0674,16,15,1,9,0,0,0.9375,0.5625,10,0.625,0.666666667,1.111111111,CRAM,0.476190476,----,----,HUnSatLig,----,----,----,364.15159,364,0.15159,2969916,2577145,2216719,NA,NA,NA
380.0623186,380.06232,16,15,1,10,0,0,0.9375,0.625,10,0.625,0.666666667,1,CRAM,0.45,----,----,HUnSatLig,----,----,----,380.1502,380,0.1502,2823930,2563689,1636493,NA,NA,NA
319.0823258,319.08233,16,16,0,7,0,0,1,0.4375,9,0.5625,0.5625,1.285714286,CRAM,0.44,----,----,HUnSatLig,----,----,----,319.15611,319,0.15611,3231940,3139352,1979296,1491562,1715700,1703830
335.0772404,335.07724,16,16,0,8,0,0,1,0.5,9,0.5625,0.5625,1.125,CRAM,0.416666667,----,----,HUnSatLig,----,----,----,335.15472,335,0.15472,6945975,6643228,4303760,2528261,3402659,2802146
351.072155,351.07215,16,16,0,9,0,0,1,0.5625,9,0.5625,0.5625,1,CRAM,0.391304348,----,----,HUnSatLig,----,----,----,351.15334,351,0.15334,10695693,10624491,7976664,3462464,3566270,4624776
367.0670696,367.06707,16,16,0,10,0,0,1,0.625,9,0.5625,0.5625,0.9,CRAM,0.363636364,----,----,HUnSatLig,----,----,----,367.15195,367,0.15195,14851024,14054781,10746622,3629384,3813201,4454777
383.0619842,383.06198,16,16,0,11,0,0,1,0.6875,9,0.5625,0.5625,0.818181818,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,383.15056,383,0.15056,13148940,13952116,9525007,2473382,3194720,4081883
399.0568988,399.0569,16,16,0,12,0,0,1,0.75,9,0.5625,0.5625,0.75,O,0.3,----,----,HUnSatLig,----,----,----,399.14917,399,0.14917,8580200,9442840,6089130,NA,NA,NA
415.0518134,415.05181,16,16,0,13,0,0,1,0.8125,9,0.5625,0.5625,0.692307692,O,0.263157895,----,----,HUnSatLig,----,----,----,415.14779,415,0.14779,4380479,4339281,3287588,NA,NA,NA
350.0881394,350.08814,16,17,1,8,0,0,1.0625,0.5,9,0.5625,0.529411765,1.125,CRAM,0.409090909,----,----,HUnSatLig,----,----,----,350.16909,350,0.16909,2349233,2212749,1974201,NA,NA,NA
366.083054,366.08305,16,17,1,9,0,0,1.0625,0.5625,9,0.5625,0.529411765,1,CRAM,0.380952381,----,----,HUnSatLig,----,----,----,366.16771,366,0.16771,3360336,2802690,1885107,NA,NA,NA
382.0779686,382.07797,16,17,1,10,0,0,1.0625,0.625,9,0.5625,0.529411765,0.9,CRAM,0.35,----,----,HUnSatLig,----,----,----,382.16632,382,0.16632,2766780,2896165,1985517,NA,NA,NA
321.0979758,321.09798,16,18,0,7,0,0,1.125,0.4375,8,0.5,0.444444444,1.142857143,CRAM,0.36,----,----,HUnSatLig,----,----,----,321.17222,321,0.17222,3627078,2995905,2195623,2179293,2353815,2730786
337.0928904,337.09289,16,18,0,8,0,0,1.125,0.5,8,0.5,0.444444444,1,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,337.17084,337,0.17084,7378644,7328851,5310759,3607067,4043721,4355082
353.087805,353.0878,16,18,0,9,0,0,1.125,0.5625,8,0.5,0.444444444,0.888888889,CRAM,0.304347826,----,----,HUnSatLig,----,----,----,353.16945,353,0.16945,10993380,11018434,7930164,4942872,4809080,5735526
369.0827196,369.08272,16,18,0,10,0,0,1.125,0.625,8,0.5,0.444444444,0.8,CRAM,0.272727273,----,----,HUnSatLig,----,----,----,369.16806,369,0.16806,13711073,12710020,9520547,4857967,4609079,5939343
385.0776342,385.07763,16,18,0,11,0,0,1.125,0.6875,8,0.5,0.444444444,0.727272727,O,0.238095238,----,----,HUnSatLig,----,----,----,385.16668,385,0.16668,11255212,11869969,7891280,2390656,3251175,3267968
401.0725488,401.07255,16,18,0,12,0,0,1.125,0.75,8,0.5,0.444444444,0.666666667,O,0.2,----,----,HUnSatLig,----,----,----,401.16529,401,0.16529,7460329,7591859,5252824,NA,NA,NA
417.0674634,417.06746,16,18,0,13,0,0,1.125,0.8125,8,0.5,0.444444444,0.615384615,O,0.157894737,----,----,HUnSatLig,----,----,----,417.1639,417,0.1639,3559265,2959538,2353154,NA,NA,NA
365.0990384,365.09904,16,18,2,8,0,0,1.125,0.5,9,0.5625,0.5,1.125,CRAM,0.4,----,----,HUnSatLig,----,----,----,365.18346,365,0.18346,2097359,1684103,1557096,NA,NA,NA
352.1037894,352.10379,16,19,1,8,0,0,1.1875,0.5,8,0.5,0.421052632,1,CRAM,0.318181818,----,----,HUnSatLig,----,----,----,352.18521,352,0.18521,2389375,1842013,1474827,NA,NA,NA
368.098704,368.0987,16,19,1,9,0,0,1.1875,0.5625,8,0.5,0.421052632,0.888888889,CRAM,0.285714286,----,----,HUnSatLig,----,----,----,368.18382,368,0.18382,3165026,3194634,2648664,1832677,1886413,2502414
384.0936186,384.09362,16,19,1,10,0,0,1.1875,0.625,8,0.5,0.421052632,0.8,CRAM,0.25,----,----,HUnSatLig,----,----,----,384.18243,384,0.18243,2972775,2414541,2099257,NA,NA,NA
323.1136258,323.11363,16,20,0,7,0,0,1.25,0.4375,7,0.4375,0.35,1,CRAM,0.28,----,----,HUnSatLig,----,----,----,323.18834,323,0.18834,4641241,3782267,3347389,3721058,3521608,4441279
339.1085404,339.10854,16,20,0,8,0,0,1.25,0.5,7,0.4375,0.35,0.875,CRAM,0.25,----,----,HUnSatLig,----,----,----,339.18695,339,0.18695,6791432,6641310,4889813,5240394,4952066,5267018
355.103455,355.10345,16,20,0,9,0,0,1.25,0.5625,7,0.4375,0.35,0.777777778,CRAM,0.217391304,----,----,HUnSatLig,----,----,----,355.18557,355,0.18557,10045900,8612776,7078818,4856578,4907071,5709653
371.0983696,371.09837,16,20,0,10,0,0,1.25,0.625,7,0.4375,0.35,0.7,O,0.181818182,----,----,HUnSatLig,----,----,----,371.18418,371,0.18418,12906990,10955653,8796229,6734741,4990744,6232992
387.0932842,387.09328,16,20,0,11,0,0,1.25,0.6875,7,0.4375,0.35,0.636363636,O,0.142857143,----,----,HUnSatLig,----,----,----,387.18279,387,0.18279,7821360,7561622,5422967,3850053,2852952,3088395
403.0881988,403.0882,16,20,0,12,0,0,1.25,0.75,7,0.4375,0.35,0.583333333,O,0.1,----,----,HUnSatLig,----,----,----,403.18141,403,0.18141,4228921,4842788,2946008,NA,NA,NA
325.1292758,325.12928,16,22,0,7,0,0,1.375,0.4375,6,0.375,0.272727273,0.857142857,CRAM,0.2,----,----,HUnSatLig,----,----,----,325.20446,325,0.20446,4407166,4113476,3183843,4781306,4502537,4973679
341.1241904,341.12419,16,22,0,8,0,0,1.375,0.5,6,0.375,0.272727273,0.75,O,0.166666667,----,----,HUnSatLig,----,----,----,341.20307,341,0.20307,8359763,6556926,5370011,8030352,7611981,8881312
357.119105,357.1191,16,22,0,9,0,0,1.375,0.5625,6,0.375,0.272727273,0.666666667,O,0.130434783,----,----,HUnSatLig,----,----,----,357.20168,357,0.20168,8742081,6581914,5515809,5123581,5476112,5993041
373.1140196,373.11402,16,22,0,10,0,0,1.375,0.625,6,0.375,0.272727273,0.6,O,0.090909091,----,----,HUnSatLig,----,----,----,373.2003,373,0.2003,7312627,6322815,5242593,4224695,3078643,3890857
389.1089342,389.10893,16,22,0,11,0,0,1.375,0.6875,6,0.375,0.272727273,0.545454545,O,0.047619048,----,----,HUnSatLig,----,----,----,389.19891,389,0.19891,5252759,4892672,3373443,2473971,2399921,3212409
405.1038488,405.10385,16,22,0,12,0,0,1.375,0.75,6,0.375,0.272727273,0.5,O,0,----,----,HUnSatLig,----,----,----,405.19752,405,0.19752,3672150,2948200,2359463,2671835,2511618,2243720
352.1514082,352.15141,16,23,3,6,0,0,1.4375,0.375,7,0.4375,0.304347826,1.166666667,CRAM,0.25,----,----,HUnSatLig,----,----,----,352.23284,352,0.23284,2407056,2385262,1486361,2831043,2264114,3041551
368.1463228,368.14632,16,23,3,7,0,0,1.4375,0.4375,7,0.4375,0.304347826,1,CRAM,0.210526316,----,----,HUnSatLig,----,----,----,368.23145,368,0.23145,2740085,2428700,1800808,2095864,2071775,2977569
384.1412374,384.14124,16,23,3,8,0,0,1.4375,0.5,7,0.4375,0.304347826,0.875,CRAM,0.166666667,----,----,HUnSatLig,----,----,----,384.23006,384,0.23006,2352247,2756061,1669703,2400047,2353341,2746441
400.136152,400.13615,16,23,3,9,0,0,1.4375,0.5625,7,0.4375,0.304347826,0.777777778,CRAM,0.117647059,----,----,HUnSatLig,----,----,----,400.22868,400,0.22868,2385724,2250489,1945169,NA,NA,NA
311.1500112,311.15001,16,24,0,6,0,0,1.5,0.375,5,0.3125,0.208333333,0.833333333,CRAM,0.153846154,----,----,----,AlipatNoN,----,----,311.22196,311,0.22196,2153837,1415972,1558279,2954075,2789647,2781731
327.1449258,327.14493,16,24,0,7,0,0,1.5,0.4375,5,0.3125,0.208333333,0.714285714,O,0.12,----,----,----,AlipatNoN,----,----,327.22057,327,0.22057,4896053,3974687,2946584,5725862,5685210,6173233
343.1398404,343.13984,16,24,0,8,0,0,1.5,0.5,5,0.3125,0.208333333,0.625,O,0.083333333,----,----,----,AlipatNoN,----,----,343.21919,343,0.21919,6294966,5826418,6002298,6084336,6332588,9770766
359.134755,359.13475,16,24,0,9,0,0,1.5,0.5625,5,0.3125,0.208333333,0.555555556,O,0.043478261,----,----,----,AlipatNoN,----,----,359.2178,359,0.2178,6364099,5632405,3768493,4552965,5310955,5352792
375.1296696,375.12967,16,24,0,10,0,0,1.5,0.625,5,0.3125,0.208333333,0.5,O,0,----,----,----,----,SatFACarb,----,375.21641,375,0.21641,4161517,3804528,3046260,2902995,3038405,3086248
407.1194988,407.1195,16,24,0,12,0,0,1.5,0.75,5,0.3125,0.208333333,0.416666667,O,-0.1,----,----,----,----,SatFACarb,----,407.21364,407,0.21364,3156291,2552704,2023751,1780817,2074665,2339715
423.1144134,423.11441,16,24,0,13,0,0,1.5,0.8125,5,0.3125,0.208333333,0.384615385,O,-0.157894737,----,----,----,----,SatFACarb,----,423.21225,423,0.21225,4815625,3916584,2864363,4409180,4488939,3570176
387.140903,387.1409,16,24,2,9,0,0,1.5,0.5625,6,0.375,0.25,0.666666667,O,0.052631579,----,----,----,----,----,Alipat+N,387.23042,387,0.23042,1958975,1690020,1747076,1868117,1782630,2256922
383.1572218,383.15722,16,24,4,7,0,0,1.5,0.4375,7,0.4375,0.291666667,1,CRAM,0.176470588,----,----,----,----,----,Alipat+N,383.24582,383,0.24582,2421037,2921620,2025771,2754505,3090815,3717372
399.1521364,399.15214,16,24,4,8,0,0,1.5,0.5,7,0.4375,0.291666667,0.875,CRAM,0.125,----,----,----,----,----,Alipat+N,399.24443,399,0.24443,3160187,3005996,1759673,2907036,2538164,3164809
451.1123187,451.11232,16,25,2,11,0,1,1.5625,0.6875,6,0.375,0.24,0.545454545,O,-0.133333333,----,----,----,----,SatFACarb,----,451.21663,451,0.21663,4480540,6224419,3872179,11309880,11268872,10906736
338.1721436,338.17214,16,25,3,5,0,0,1.5625,0.3125,6,0.375,0.24,1.2,CRAM,0.19047619,----,----,----,----,----,Alipat+N,338.25034,338,0.25034,3585535,3239819,2264842,5442883,5826295,5672252
354.1670582,354.16706,16,25,3,6,0,0,1.5625,0.375,6,0.375,0.24,1,CRAM,0.15,----,----,----,----,----,Alipat+N,354.24895,354,0.24895,2987120,2763854,2221183,3786149,4499187,3995126
370.1619728,370.16197,16,25,3,7,0,0,1.5625,0.4375,6,0.375,0.24,0.857142857,CRAM,0.105263158,----,----,----,----,----,Alipat+N,370.24757,370,0.24757,6045828,6181408,4478732,7361055,7474626,7426612
386.1568874,386.15689,16,25,3,8,0,0,1.5625,0.5,6,0.375,0.24,0.75,O,0.055555556,----,----,----,----,----,Alipat+N,386.24618,386,0.24618,4204296,4559981,3316346,3920382,3736376,4148448
402.151802,402.1518,16,25,3,9,0,0,1.5625,0.5625,6,0.375,0.24,0.666666667,O,0,----,----,----,----,----,Alipat+N,402.24479,402,0.24479,2526883,2782334,2170727,1871470,1802251,1693889
313.1656612,313.16566,16,26,0,6,0,0,1.625,0.375,4,0.25,0.153846154,0.666666667,O,0.076923077,----,----,----,AlipatNoN,----,----,313.23808,313,0.23808,2996915,2059154,1652450,3438221,4276347,4049774
329.1605758,329.16058,16,26,0,7,0,0,1.625,0.4375,4,0.25,0.153846154,0.571428571,O,0.04,----,----,----,AlipatNoN,----,----,329.23669,329,0.23669,6452992,8206348,4448096,9434214,14186940,11280391
345.1554904,345.15549,16,26,0,8,0,0,1.625,0.5,4,0.25,0.153846154,0.5,O,0,----,----,----,AlipatNoN,----,----,345.2353,345,0.2353,11303987,11113980,16316531,16520553,16567070,32958868
361.150405,361.1504,16,26,0,9,0,0,1.625,0.5625,4,0.25,0.153846154,0.444444444,O,-0.043478261,----,----,----,AlipatNoN,----,----,361.23392,361,0.23392,6353613,5472407,6752067,6420505,6075596,11935848
377.1453196,377.14532,16,26,0,10,0,0,1.625,0.625,4,0.25,0.153846154,0.4,O,-0.090909091,----,----,----,----,SatFACarb,----,377.23253,377,0.23253,3416283,3554388,2554364,3465959,4327308,2618522
393.1402342,393.14023,16,26,0,11,0,0,1.625,0.6875,4,0.25,0.153846154,0.363636364,O,-0.142857143,----,----,----,----,SatFACarb,----,393.23114,393,0.23114,2946818,3440764,2102589,2923775,4040467,3069684
409.1351488,409.13515,16,26,0,12,0,0,1.625,0.75,4,0.25,0.153846154,0.333333333,O,-0.2,----,----,----,----,SatFACarb,----,409.22976,409,0.22976,5126658,4558958,3298746,6365600,6037291,6139985
425.1300634,425.13006,16,26,0,13,0,0,1.625,0.8125,4,0.25,0.153846154,0.307692308,O,-0.263157895,----,----,----,----,SatFACarb,----,425.22837,425,0.22837,4440758,5115677,3255388,4005841,4144922,3901903
441.124978,441.12498,16,26,0,14,0,0,1.625,0.875,4,0.25,0.153846154,0.285714286,O,-0.333333333,----,----,----,----,SatFACarb,----,441.22698,441,0.22698,3228104,3935363,2300913,2190055,2909967,2294912
