mass,m/z,C,H,N,O,S,P,H/C,O/C,DBE,DBE/C,DBE/H,DBE/O,CRAM,AI-mod,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,KM,NKM,KMD,PreHW1.csv,PreHW2.csv,PreHW3.csv,PreHWGt13.csv,PreHWGt14.csv,PreHWGt15.csv
485.0572926,485.05729,19,18,0,15,0,0,0.947368421,0.789473684,11,0.578947368,0.611111111,0.733333333,O,0.304347826,----,----,HUnSatLig,----,----,----,485.16945,485,0.16945,2522011,3822037,1518809,NA,NA,NA
388.1037894,388.10379,19,19,1,8,0,0,1,0.421052632,11,0.578947368,0.578947368,1.375,CRAM,0.464285714,----,----,HUnSatLig,----,----,----,388.19353,388,0.19353,2560360,2825935,2254978,NA,NA,NA
404.098704,404.0987,19,19,1,9,0,0,1,0.473684211,11,0.578947368,0.578947368,1.222222222,CRAM,0.444444444,----,----,HUnSatLig,----,----,----,404.19215,404,0.19215,2979278,2876876,2046534,NA,NA,NA
420.0936186,420.09362,19,19,1,10,0,0,1,0.526315789,11,0.578947368,0.578947368,1.1,CRAM,0.423076923,----,----,HUnSatLig,----,----,----,420.19076,420,0.19076,3288918,2619659,2093461,NA,NA,NA
343.1187112,343.11871,19,20,0,6,0,0,1.052631579,0.315789474,10,0.526315789,0.5,1.666666667,CRAM,0.4375,----,----,HUnSatLig,----,----,----,343.19805,343,0.19805,4087216,3565931,2529909,2918633,2541221,2962183
359.1136258,359.11363,19,20,0,7,0,0,1.052631579,0.368421053,10,0.526315789,0.5,1.428571429,CRAM,0.419354839,----,----,HUnSatLig,----,----,----,359.19667,359,0.19667,7467963,7267725,5983398,5230845,5326307,6223184
375.1085404,375.10854,19,20,0,8,0,0,1.052631579,0.421052632,10,0.526315789,0.5,1.25,CRAM,0.4,----,----,HUnSatLig,----,----,----,375.19528,375,0.19528,12222437,12368232,8920429,7528907,7754941,9123232
391.103455,391.10345,19,20,0,9,0,0,1.052631579,0.473684211,10,0.526315789,0.5,1.111111111,CRAM,0.379310345,----,----,HUnSatLig,----,----,----,391.19389,391,0.19389,19381464,20819528,13907820,10541184,10100970,12382913
407.0983696,407.09837,19,20,0,10,0,0,1.052631579,0.526315789,10,0.526315789,0.5,1,CRAM,0.357142857,----,----,HUnSatLig,----,----,----,407.19251,407,0.19251,17549633,20044669,11835717,6989901,7558694,8562560
423.0932842,423.09328,19,20,0,11,0,0,1.052631579,0.578947368,10,0.526315789,0.5,0.909090909,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,423.19112,423,0.19112,13691658,14966568,9677036,4493147,4923115,5664257
439.0881988,439.0882,19,20,0,12,0,0,1.052631579,0.631578947,10,0.526315789,0.5,0.833333333,CRAM,0.307692308,----,----,HUnSatLig,----,----,----,439.18973,439,0.18973,9803403,11732220,7172827,3296691,3135265,3682047
455.0831134,455.08311,19,20,0,13,0,0,1.052631579,0.684210526,10,0.526315789,0.5,0.769230769,O,0.28,----,----,HUnSatLig,----,----,----,455.18834,455,0.18834,6672606,9105748,5061714,1968657,2437460,2201599
471.078028,471.07803,19,20,0,14,0,0,1.052631579,0.736842105,10,0.526315789,0.5,0.714285714,O,0.25,----,----,HUnSatLig,----,----,----,471.18696,471,0.18696,3730088,5425208,2773533,NA,NA,NA
487.0729426,487.07294,19,20,0,15,0,0,1.052631579,0.789473684,10,0.526315789,0.5,0.666666667,O,0.217391304,----,----,HUnSatLig,----,----,----,487.18557,487,0.18557,2975704,3328562,1671234,NA,NA,NA
390.1194394,390.11944,19,21,1,8,0,0,1.105263158,0.421052632,10,0.526315789,0.476190476,1.25,CRAM,0.392857143,----,----,HUnSatLig,----,----,----,390.20965,390,0.20965,2477504,2719531,1558143,NA,NA,NA
406.114354,406.11435,19,21,1,9,0,0,1.105263158,0.473684211,10,0.526315789,0.476190476,1.111111111,CRAM,0.37037037,----,----,HUnSatLig,----,----,----,406.20826,406,0.20826,2882259,2582265,1853181,NA,NA,NA
422.1092686,422.10927,19,21,1,10,0,0,1.105263158,0.526315789,10,0.526315789,0.476190476,1,CRAM,0.346153846,----,----,HUnSatLig,----,----,----,422.20688,422,0.20688,2850090,2596133,1820458,NA,NA,NA
329.1394466,329.13945,19,22,0,5,0,0,1.157894737,0.263157895,9,0.473684211,0.409090909,1.8,O,0.393939394,----,----,HUnSatLig,----,----,----,329.21556,329,0.21556,2614523,1886471,1742428,1662305,1970615,2390018
345.1343612,345.13436,19,22,0,6,0,0,1.157894737,0.315789474,9,0.473684211,0.409090909,1.5,CRAM,0.375,----,----,HUnSatLig,----,----,----,345.21417,345,0.21417,6022188,5113333,3376238,4773218,4557592,5579149
361.1292758,361.12928,19,22,0,7,0,0,1.157894737,0.368421053,9,0.473684211,0.409090909,1.285714286,CRAM,0.35483871,----,----,HUnSatLig,----,----,----,361.21278,361,0.21278,11481796,11048079,7803708,9049104,9363653,10799199
377.1241904,377.12419,19,22,0,8,0,0,1.157894737,0.421052632,9,0.473684211,0.409090909,1.125,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,377.21139,377,0.21139,15686355,14425164,11700214,11783391,12318596,13551762
393.119105,393.1191,19,22,0,9,0,0,1.157894737,0.473684211,9,0.473684211,0.409090909,1,CRAM,0.310344828,----,----,HUnSatLig,----,----,----,393.21001,393,0.21001,19681021,20054134,12998968,13323000,13867790,14216430
409.1140196,409.11402,19,22,0,10,0,0,1.157894737,0.526315789,9,0.473684211,0.409090909,0.9,CRAM,0.285714286,----,----,HUnSatLig,----,----,----,409.20862,409,0.20862,16984576,18160748,11942329,8466845,8400680,9203791
425.1089342,425.10893,19,22,0,11,0,0,1.157894737,0.578947368,9,0.473684211,0.409090909,0.818181818,CRAM,0.259259259,----,----,HUnSatLig,----,----,----,425.20723,425,0.20723,12251831,13729565,8886365,5449680,4682522,6033872
441.1038488,441.10385,19,22,0,12,0,0,1.157894737,0.631578947,9,0.473684211,0.409090909,0.75,O,0.230769231,----,----,HUnSatLig,----,----,----,441.20585,441,0.20585,8218058,9915524,5962227,3603942,2735888,3103361
457.0987634,457.09876,19,22,0,13,0,0,1.157894737,0.684210526,9,0.473684211,0.409090909,0.692307692,O,0.2,----,----,HUnSatLig,----,----,----,457.20446,457,0.20446,5304403,5935355,3556282,NA,NA,NA
473.093678,473.09368,19,22,0,14,0,0,1.157894737,0.736842105,9,0.473684211,0.409090909,0.642857143,O,0.166666667,----,----,HUnSatLig,----,----,----,473.20307,473,0.20307,2770094,3635284,2286132,NA,NA,NA
331.1550966,331.1551,19,24,0,5,0,0,1.263157895,0.263157895,8,0.421052632,0.333333333,1.6,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,331.23167,331,0.23167,3414233,2692101,2217142,2658358,2733481,2712044
347.1500112,347.15001,19,24,0,6,0,0,1.263157895,0.315789474,8,0.421052632,0.333333333,1.333333333,CRAM,0.3125,----,----,HUnSatLig,----,----,----,347.23028,347,0.23028,6676161,6113429,4543106,7055349,7514526,7828524
363.1449258,363.14493,19,24,0,7,0,0,1.263157895,0.368421053,8,0.421052632,0.333333333,1.142857143,CRAM,0.290322581,----,----,HUnSatLig,----,----,----,363.2289,363,0.2289,13802964,11978646,9162202,13733676,14136234,15295348
379.1398404,379.13984,19,24,0,8,0,0,1.263157895,0.421052632,8,0.421052632,0.333333333,1,CRAM,0.266666667,----,----,HUnSatLig,----,----,----,379.22751,379,0.22751,17403312,16768802,12843632,15579111,17144383,17398645
395.134755,395.13475,19,24,0,9,0,0,1.263157895,0.473684211,8,0.421052632,0.333333333,0.888888889,CRAM,0.24137931,----,----,HUnSatLig,----,----,----,395.22612,395,0.22612,17547516,17887875,11225825,13139282,13210898,14937846
411.1296696,411.12967,19,24,0,10,0,0,1.263157895,0.526315789,8,0.421052632,0.333333333,0.8,CRAM,0.214285714,----,----,HUnSatLig,----,----,----,411.22474,411,0.22474,13732499,13995316,9460227,7774920,7714824,8757492
427.1245842,427.12458,19,24,0,11,0,0,1.263157895,0.578947368,8,0.421052632,0.333333333,0.727272727,O,0.185185185,----,----,HUnSatLig,----,----,----,427.22335,427,0.22335,9316940,9021181,5769146,4548660,4688697,5023116
443.1194988,443.1195,19,24,0,12,0,0,1.263157895,0.631578947,8,0.421052632,0.333333333,0.666666667,O,0.153846154,----,----,HUnSatLig,----,----,----,443.22196,443,0.22196,7705862,8625160,6936844,4404764,3322112,4270598
459.1144134,459.11441,19,24,0,13,0,0,1.263157895,0.684210526,8,0.421052632,0.333333333,0.615384615,O,0.12,----,----,HUnSatLig,----,----,----,459.22058,459,0.22058,3715034,4601009,2627384,NA,NA,NA
374.1721436,374.17214,19,25,3,5,0,0,1.315789474,0.263157895,9,0.473684211,0.36,1.8,O,0.37037037,----,----,HUnSatLig,----,----,----,374.25867,374,0.25867,4398212,4200459,2596924,4221018,5173103,5260349
390.1670582,390.16706,19,25,3,6,0,0,1.315789474,0.315789474,9,0.473684211,0.36,1.5,CRAM,0.346153846,----,----,HUnSatLig,----,----,----,390.25728,390,0.25728,3746765,3856697,2972298,3609425,4005858,4168115
406.1619728,406.16197,19,25,3,7,0,0,1.315789474,0.368421053,9,0.473684211,0.36,1.285714286,CRAM,0.32,----,----,HUnSatLig,----,----,----,406.25589,406,0.25589,1828312,2365184,1817345,2485156,2110882,1847569
333.1707466,333.17075,19,26,0,5,0,0,1.368421053,0.263157895,7,0.368421053,0.269230769,1.4,CRAM,0.272727273,----,----,HUnSatLig,----,----,----,333.24779,333,0.24779,3689676,3079190,2320419,3502112,4189612,3966443
349.1656612,349.16566,19,26,0,6,0,0,1.368421053,0.315789474,7,0.368421053,0.269230769,1.166666667,CRAM,0.25,----,----,HUnSatLig,----,----,----,349.2464,349,0.2464,8098159,7050058,5734577,8682146,9144376,9703139
365.1605758,365.16058,19,26,0,7,0,0,1.368421053,0.368421053,7,0.368421053,0.269230769,1,CRAM,0.225806452,----,----,HUnSatLig,----,----,----,365.24501,365,0.24501,16541927,13621919,10121341,15737422,16574098,16750220
381.1554904,381.15549,19,26,0,8,0,0,1.368421053,0.421052632,7,0.368421053,0.269230769,0.875,CRAM,0.2,----,----,HUnSatLig,----,----,----,381.24363,381,0.24363,17490044,17326567,12035289,16378595,16633066,18173509
397.150405,397.1504,19,26,0,9,0,0,1.368421053,0.473684211,7,0.368421053,0.269230769,0.777777778,CRAM,0.172413793,----,----,HUnSatLig,----,----,----,397.24224,397,0.24224,15426259,15103084,9641059,12951435,12920566,13373654
413.1453196,413.14532,19,26,0,10,0,0,1.368421053,0.526315789,7,0.368421053,0.269230769,0.7,O,0.142857143,----,----,HUnSatLig,----,----,----,413.24085,413,0.24085,9396989,9438679,6852133,7390162,6180039,7258482
429.1402342,429.14023,19,26,0,11,0,0,1.368421053,0.578947368,7,0.368421053,0.269230769,0.636363636,O,0.111111111,----,----,HUnSatLig,----,----,----,429.23947,429,0.23947,6378958,6248137,4369157,3585162,2907466,3995959
445.1351488,445.13515,19,26,0,12,0,0,1.368421053,0.631578947,7,0.368421053,0.269230769,0.583333333,O,0.076923077,----,----,HUnSatLig,----,----,----,445.23808,445,0.23808,3191875,3979147,2506792,1966166,1833462,1987472
461.1300634,461.13006,19,26,0,13,0,0,1.368421053,0.684210526,7,0.368421053,0.269230769,0.538461538,O,0.04,----,----,HUnSatLig,----,----,----,461.23669,461,0.23669,4956022,5313654,3795663,2467313,2334295,2889216
477.124978,477.12498,19,26,0,14,0,0,1.368421053,0.736842105,7,0.368421053,0.269230769,0.5,O,0,----,----,HUnSatLig,----,----,----,477.23531,477,0.23531,4931293,6516912,3404433,2263183,2428535,1762347
392.1827082,392.18271,19,27,3,6,0,0,1.421052632,0.315789474,8,0.421052632,0.296296296,1.333333333,CRAM,0.269230769,----,----,HUnSatLig,----,----,----,392.27339,392,0.27339,5350915,5844855,3388519,5113302,5837331,4905968
408.1776228,408.17762,19,27,3,7,0,0,1.421052632,0.368421053,8,0.421052632,0.296296296,1.142857143,CRAM,0.24,----,----,HUnSatLig,----,----,----,408.27201,408,0.27201,3247533,3501570,2354569,1917701,2133173,2242036
335.1863966,335.1864,19,28,0,5,0,0,1.473684211,0.263157895,6,0.315789474,0.214285714,1.2,CRAM,0.212121212,----,----,HUnSatLig,----,----,----,335.2639,335,0.2639,3674836,2906171,2038438,3687969,3584449,4742655
351.1813112,351.18131,19,28,0,6,0,0,1.473684211,0.315789474,6,0.315789474,0.214285714,1,CRAM,0.1875,----,----,HUnSatLig,----,----,----,351.26252,351,0.26252,8156212,6501906,5619449,9327974,9579235,9757103
367.1762258,367.17623,19,28,0,7,0,0,1.473684211,0.368421053,6,0.315789474,0.214285714,0.857142857,CRAM,0.161290323,----,----,HUnSatLig,----,----,----,367.26113,367,0.26113,15797243,11826599,8827682,15639924,15264121,17013156
383.1711404,383.17114,19,28,0,8,0,0,1.473684211,0.421052632,6,0.315789474,0.214285714,0.75,O,0.133333333,----,----,HUnSatLig,----,----,----,383.25974,383,0.25974,15549233,13397144,9834287,15801806,16248707,17731841
399.166055,399.16605,19,28,0,9,0,0,1.473684211,0.473684211,6,0.315789474,0.214285714,0.666666667,O,0.103448276,----,----,HUnSatLig,----,----,----,399.25836,399,0.25836,12156030,10696239,7597499,10447263,9767095,11465356
415.1609696,415.16097,19,28,0,10,0,0,1.473684211,0.526315789,6,0.315789474,0.214285714,0.6,O,0.071428571,----,----,HUnSatLig,----,----,----,415.25697,415,0.25697,13581121,11722327,11946531,16047293,13625704,22976971
431.1558842,431.15588,19,28,0,11,0,0,1.473684211,0.578947368,6,0.315789474,0.214285714,0.545454545,O,0.037037037,----,----,HUnSatLig,----,----,----,431.25558,431,0.25558,5168445,4656773,3006016,5517524,3769167,3802324
447.1507988,447.1508,19,28,0,12,0,0,1.473684211,0.631578947,6,0.315789474,0.214285714,0.5,O,0,----,----,HUnSatLig,----,----,----,447.2542,447,0.2542,2738051,2246926,1737547,NA,NA,NA
378.2034436,378.20344,19,29,3,5,0,0,1.526315789,0.263157895,7,0.368421053,0.24137931,1.4,CRAM,0.222222222,----,----,----,----,----,Alipat+N,378.2909,378,0.2909,3102814,3188179,3000139,5114496,5216508,5306912
394.1983582,394.19836,19,29,3,6,0,0,1.526315789,0.315789474,7,0.368421053,0.24137931,1.166666667,CRAM,0.192307692,----,----,----,----,----,Alipat+N,394.28951,394,0.28951,2590739,3039124,2477600,3354687,2933798,3588105
474.1729312,474.17293,19,29,3,11,0,0,1.526315789,0.578947368,7,0.368421053,0.24137931,0.636363636,O,0,----,----,----,----,----,Alipat+N,474.28258,474,0.28258,2922166,3998824,1906247,4551844,4310281,4238091
353.1969612,353.19696,19,30,0,6,0,0,1.578947368,0.315789474,5,0.263157895,0.166666667,0.833333333,O,0.125,----,----,----,AlipatNoN,----,----,353.27863,353,0.27863,6844172,4799722,4528469,7669824,7774622,8176783
369.1918758,369.19188,19,30,0,7,0,0,1.578947368,0.368421053,5,0.263157895,0.166666667,0.714285714,O,0.096774194,----,----,----,AlipatNoN,----,----,369.27725,369,0.27725,12277516,10129581,8226247,14510235,14920799,15940794
385.1867904,385.18679,19,30,0,8,0,0,1.578947368,0.421052632,5,0.263157895,0.166666667,0.625,O,0.066666667,----,----,----,AlipatNoN,----,----,385.27586,385,0.27586,12783055,11943732,9079150,14917799,15294985,17560484
401.181705,401.1817,19,30,0,9,0,0,1.578947368,0.473684211,5,0.263157895,0.166666667,0.555555556,O,0.034482759,----,----,----,AlipatNoN,----,----,401.27447,401,0.27447,10509820,9676744,6319847,10662798,10302035,10576917
417.1766196,417.17662,19,30,0,10,0,0,1.578947368,0.526315789,5,0.263157895,0.166666667,0.5,O,0,----,----,----,AlipatNoN,----,----,417.27309,417,0.27309,5311330,4204214,2839551,5381516,3917293,4045315
497.1511926,497.15119,19,30,0,15,0,0,1.578947368,0.789473684,5,0.263157895,0.166666667,0.333333333,O,-0.217391304,----,----,----,----,SatFACarb,----,497.26615,497,0.26615,2581763,3081300,2021004,4077975,3436998,3166603
513.1461072,513.14611,19,30,0,16,0,0,1.578947368,0.842105263,5,0.263157895,0.166666667,0.3125,O,-0.272727273,----,----,----,----,SatFACarb,----,513.26476,513,0.26476,7915880,9637880,5443987,13941140,12609065,10907604
477.1725968,477.1726,19,30,2,12,0,0,1.578947368,0.631578947,6,0.315789474,0.2,0.5,O,-0.090909091,----,----,----,----,SatFACarb,----,477.28294,477,0.28294,2535133,3562673,1980563,5370519,6134397,3518511
425.2041718,425.20417,19,30,4,7,0,0,1.578947368,0.368421053,7,0.368421053,0.233333333,1,CRAM,0.130434783,----,----,----,----,----,Alipat+N,425.30249,425,0.30249,3258034,3463964,1945686,4855765,4581148,3996109
441.1990864,441.19909,19,30,4,8,0,0,1.578947368,0.421052632,7,0.368421053,0.233333333,0.875,CRAM,0.090909091,----,----,----,----,----,Alipat+N,441.30111,441,0.30111,3085761,3319934,1997288,4799977,4299535,4668027
396.2140082,396.21401,19,31,3,6,0,0,1.631578947,0.315789474,6,0.315789474,0.193548387,1,O,0.115384615,----,----,----,----,----,Alipat+N,396.30563,396,0.30563,2513405,3136398,2326453,4032647,4320793,4438012
492.1834958,492.1835,19,31,3,12,0,0,1.631578947,0.631578947,6,0.315789474,0.193548387,0.5,O,-0.15,----,----,----,----,SatFACarb,----,492.29731,492,0.29731,3034230,3964730,2258276,6939055,6499038,5210915
508.1784104,508.17841,19,31,3,13,0,0,1.631578947,0.684210526,6,0.315789474,0.193548387,0.461538462,O,-0.210526316,----,----,----,----,SatFACarb,----,508.29592,508,0.29592,3373469,4120289,2131162,2444813,3038162,2284608
456.2099854,456.20999,19,31,5,8,0,0,1.631578947,0.421052632,7,0.368421053,0.225806452,0.875,CRAM,0.05,----,----,----,----,----,Alipat+N,456.31548,456,0.31548,2775182,3492129,1860091,4223067,4106102,3586029
339.1999381,339.19994,19,32,0,3,1,0,1.684210526,0.157894737,4,0.210526316,0.125,1.333333333,O,0.090909091,----,----,----,AlipatNoN,----,----,339.27837,339,0.27837,7120162,4370105,3789545,9959011,8694812,7616100
355.2126112,355.21261,19,32,0,6,0,0,1.684210526,0.315789474,4,0.210526316,0.125,0.666666667,O,0.0625,----,----,----,AlipatNoN,----,----,355.29475,355,0.29475,5793268,4197329,4022725,7598891,7372901,8406910
371.2075258,371.20753,19,32,0,7,0,0,1.684210526,0.368421053,4,0.210526316,0.125,0.571428571,O,0.032258065,----,----,----,AlipatNoN,----,----,371.29336,371,0.29336,10988056,9001902,7839849,15858625,15986496,16830410
387.2024404,387.20244,19,32,0,8,0,0,1.684210526,0.421052632,4,0.210526316,0.125,0.5,O,0,----,----,----,AlipatNoN,----,----,387.29198,387,0.29198,12755026,11909560,7719828,16143211,16635001,17917485
403.197355,403.19735,19,32,0,9,0,0,1.684210526,0.473684211,4,0.210526316,0.125,0.444444444,O,-0.034482759,----,----,----,AlipatNoN,----,----,403.29059,403,0.29059,7958345,7477559,5056485,9172308,8786888,8705390
483.171928,483.17193,19,32,0,14,0,0,1.684210526,0.736842105,4,0.210526316,0.125,0.285714286,O,-0.25,----,----,----,----,SatFACarb,----,483.28365,483,0.28365,2952038,2896259,1561981,5207760,4980140,3947211
499.1668426,499.16684,19,32,0,15,0,0,1.684210526,0.789473684,4,0.210526316,0.125,0.266666667,O,-0.304347826,----,----,----,----,SatFACarb,----,499.28227,499,0.28227,5347635,5204170,3316482,7305004,6045424,7084669
515.1617572,515.16176,19,32,0,16,0,0,1.684210526,0.842105263,4,0.210526316,0.125,0.25,O,-0.363636364,----,----,----,----,SatFACarb,----,515.28088,515,0.28088,4519220,3950690,2537417,5556975,4970243,4329558
411.2249072,411.22491,19,32,4,6,0,0,1.684210526,0.315789474,6,0.315789474,0.1875,1,O,0.083333333,----,----,----,----,----,Alipat+N,411.32,411,0.32,5119641,6181180,3504645,8227541,8345617,7729403
427.2198218,427.21982,19,32,4,7,0,0,1.684210526,0.368421053,6,0.315789474,0.1875,0.857142857,O,0.043478261,----,----,----,----,----,Alipat+N,427.31861,427,0.31861,5609031,6557435,4531122,9209912,8219450,8409480
443.2147364,443.21474,19,32,4,8,0,0,1.684210526,0.421052632,6,0.315789474,0.1875,0.75,O,0,----,----,----,----,----,Alipat+N,443.31722,443,0.31722,5057789,5718018,3278081,7254558,6374144,5791232
442.2307208,442.23072,19,33,5,7,0,0,1.736842105,0.368421053,6,0.315789474,0.181818182,0.857142857,O,0,----,----,----,----,----,Alipat+N,442.33298,442,0.33298,2897245,3734591,2163570,5537284,5075719,4777532
458.2256354,458.22564,19,33,5,8,0,0,1.736842105,0.421052632,6,0.315789474,0.181818182,0.75,O,-0.05,----,----,----,----,----,Alipat+N,458.33159,458,0.33159,2407949,3377360,2266991,4406513,3694530,3536865
357.2282612,357.22826,19,34,0,6,0,0,1.789473684,0.315789474,3,0.157894737,0.088235294,0.5,O,0,----,----,----,AlipatNoN,----,----,357.31086,357,0.31086,6129899,4778691,4320836,10169895,9462584,9771643
373.2231758,373.22318,19,34,0,7,0,0,1.789473684,0.368421053,3,0.157894737,0.088235294,0.428571429,O,-0.032258065,----,----,----,AlipatNoN,----,----,373.30948,373,0.30948,10120476,8341160,7185157,14257891,14234138,16552659
389.2180904,389.21809,19,34,0,8,0,0,1.789473684,0.421052632,3,0.157894737,0.088235294,0.375,O,-0.066666667,----,----,----,AlipatNoN,----,----,389.30809,389,0.30809,8573624,7681057,5298591,10470935,10397393,11860122
405.213005,405.213,19,34,0,9,0,0,1.789473684,0.473684211,3,0.157894737,0.088235294,0.333333333,O,-0.103448276,----,----,----,AlipatNoN,----,----,405.3067,405,0.3067,4340836,3546744,2771633,5671664,4375827,4772502
485.187578,485.18758,19,34,0,14,0,0,1.789473684,0.736842105,3,0.157894737,0.088235294,0.214285714,O,-0.333333333,----,----,----,----,SatFACarb,----,485.29977,485,0.29977,1656735,1748955,1649119,2788430,1900750,2299325
397.2456426,397.24564,19,34,4,5,0,0,1.789473684,0.263157895,5,0.263157895,0.147058824,1,O,0.04,----,----,----,----,----,Alipat+N,397.3375,397,0.3375,4812520,5251203,3120756,8136613,7974668,7745771
413.2405572,413.24056,19,34,4,6,0,0,1.789473684,0.315789474,5,0.263157895,0.147058824,0.833333333,O,0,----,----,----,----,----,Alipat+N,413.33611,413,0.33611,4001538,4853213,3139110,7226334,6944975,6734199
429.2354718,429.23547,19,34,4,7,0,0,1.789473684,0.368421053,5,0.263157895,0.147058824,0.714285714,O,-0.043478261,----,----,----,----,----,Alipat+N,429.33473,429,0.33473,5714375,6266566,3949308,8667278,8285002,8284467
445.2303864,445.23039,19,34,4,8,0,0,1.789473684,0.421052632,5,0.263157895,0.147058824,0.625,O,-0.090909091,----,----,----,----,----,Alipat+N,445.33334,445,0.33334,4893754,5332869,3679262,5450329,4207350,4513163
428.2514562,428.25146,19,35,5,6,0,0,1.842105263,0.315789474,5,0.263157895,0.142857143,0.833333333,O,-0.045454545,----,----,----,----,----,Alipat+N,428.35048,428,0.35048,3341832,3091682,1828183,5340262,4620100,4834654
444.2463708,444.24637,19,35,5,7,0,0,1.842105263,0.368421053,5,0.263157895,0.142857143,0.714285714,O,-0.095238095,----,----,----,----,----,Alipat+N,444.3491,444,0.3491,4379801,5031874,3379340,8057404,6687482,6536643
359.2439112,359.24391,19,36,0,6,0,0,1.894736842,0.315789474,2,0.105263158,0.055555556,0.333333333,O,-0.0625,----,----,----,AlipatNoN,----,----,359.32698,359,0.32698,7874541,4837822,3883216,14772528,12516883,16309634
375.2388258,375.23883,19,36,0,7,0,0,1.894736842,0.368421053,2,0.105263158,0.055555556,0.285714286,O,-0.096774194,----,----,----,AlipatNoN,----,----,375.32559,375,0.32559,8116246,6048152,5090712,13007358,11844844,13657553
391.2337404,391.23374,19,36,0,8,0,0,1.894736842,0.421052632,2,0.105263158,0.055555556,0.25,O,-0.133333333,----,----,----,AlipatNoN,----,----,391.32421,391,0.32421,3845885,3265133,2450315,5686442,5471503,6726374
399.2612926,399.26129,19,36,4,5,0,0,1.894736842,0.263157895,4,0.210526316,0.111111111,0.8,O,-0.04,----,----,----,----,----,Alipat+N,399.35362,399,0.35362,4630673,4676163,2952138,7349688,7364811,7015071
415.2562072,415.25621,19,36,4,6,0,0,1.894736842,0.315789474,4,0.210526316,0.111111111,0.666666667,O,-0.083333333,----,----,----,----,----,Alipat+N,415.35223,415,0.35223,2959684,3617372,2357282,5595336,5048687,4792783
431.2511218,431.25112,19,36,4,7,0,0,1.894736842,0.368421053,4,0.210526316,0.111111111,0.571428571,O,-0.130434783,----,----,----,----,----,Alipat+N,431.35084,431,0.35084,3244854,3537537,2023479,6074583,5733199,5088463
395.2472819,395.24728,19,40,0,6,1,0,2.105263158,0.315789474,0,0,0,0,O,-0.266666667,----,----,----,AlipatNoN,----,----,395.33868,395,0.33868,1708055,2036896,2306808,6336883,5383470,3641105
393.025205,393.0252,20,10,0,9,0,0,0.5,0.45,16,0.8,1.6,1.777777778,O,0.741935484,CondAr,----,----,----,----,----,393.11609,393,0.11609,2397412,2338397,1804580,NA,NA,NA
409.0201196,409.02012,20,10,0,10,0,0,0.5,0.5,16,0.8,1.6,1.6,O,0.733333333,CondAr,----,----,----,----,----,409.1147,409,0.1147,2094584,2969186,2185140,NA,NA,NA
425.0150342,425.01503,20,10,0,11,0,0,0.5,0.55,16,0.8,1.6,1.454545455,O,0.724137931,CondAr,----,----,----,----,----,425.11331,425,0.11331,2393787,2842398,1625700,NA,NA,NA
441.0099488,441.00995,20,10,0,12,0,0,0.5,0.6,16,0.8,1.6,1.333333333,O,0.714285714,CondAr,----,----,----,----,----,441.11193,441,0.11193,2415059,2799242,1562110,NA,NA,NA
363.0510258,363.05103,20,12,0,7,0,0,0.6,0.35,15,0.75,1.25,2.142857143,O,0.696969697,CondAr,----,----,----,----,----,363.13498,363,0.13498,1567152,1983858,1630139,NA,NA,NA
379.0459404,379.04594,20,12,0,8,0,0,0.6,0.4,15,0.75,1.25,1.875,O,0.6875,CondAr,----,----,----,----,----,379.13359,379,0.13359,2844559,3569408,2264147,1655236,1733151,2251091
395.040855,395.04085,20,12,0,9,0,0,0.6,0.45,15,0.75,1.25,1.666666667,O,0.677419355,CondAr,----,----,----,----,----,395.1322,395,0.1322,4200677,4586092,2860238,1999671,2424059,2379486
411.0357696,411.03577,20,12,0,10,0,0,0.6,0.5,15,0.75,1.25,1.5,O,0.666666667,CondAr,----,----,----,----,----,411.13082,411,0.13082,4166285,5056811,2856448,2115259,2528254,2258157
427.0306842,427.03068,20,12,0,11,0,0,0.6,0.55,15,0.75,1.25,1.363636364,O,0.655172414,----,Aromatic,----,----,----,----,427.12943,427,0.12943,3715666,4906751,2728898,1803312,2607928,2179472
443.0255988,443.0256,20,12,0,12,0,0,0.6,0.6,15,0.75,1.25,1.25,O,0.642857143,----,Aromatic,----,----,----,----,443.12804,443,0.12804,3900687,4532238,3126551,NA,NA,NA
459.0205134,459.02051,20,12,0,13,0,0,0.6,0.65,15,0.75,1.25,1.153846154,O,0.62962963,----,Aromatic,----,----,----,----,459.12666,459,0.12666,2907103,4430004,2013758,NA,NA,NA
365.0666758,365.06668,20,14,0,7,0,0,0.7,0.35,14,0.7,1,2,O,0.636363636,----,Aromatic,----,----,----,----,365.15109,365,0.15109,2312387,2414714,1785438,NA,NA,NA
381.0615904,381.06159,20,14,0,8,0,0,0.7,0.4,14,0.7,1,1.75,O,0.625,----,Aromatic,----,----,----,----,381.14971,381,0.14971,3495003,4911558,3268285,2050751,2411722,2806308
397.056505,397.0565,20,14,0,9,0,0,0.7,0.45,14,0.7,1,1.555555556,O,0.612903226,----,Aromatic,----,----,----,----,397.14832,397,0.14832,4868798,6090838,3723346,1908081,3165920,3352256
