mass,m/z,C,H,N,O,S,P,H/C,O/C,DBE,DBE/C,DBE/H,DBE/O,CRAM,AI-mod,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,KM,NKM,KMD,PreSW4.csv,PreSW5.csv,PreSW6.csv,PreSWGt16.csv,PreSWGt17.csv,PreSWGt18.csv
374.0881394,374.08814,18,17,1,8,0,0,0.944444444,0.444444444,11,0.611111111,0.647058824,1.375,CRAM,0.5,----,----,HUnSatLig,----,----,----,374.17464,374,0.17464,1837180,1827872,1908977,NA,NA,NA
390.083054,390.08305,18,17,1,9,0,0,0.944444444,0.5,11,0.611111111,0.647058824,1.222222222,CRAM,0.48,----,----,HUnSatLig,----,----,----,390.17325,390,0.17325,2339615,2335512,2156740,NA,NA,NA
406.0779686,406.07797,18,17,1,10,0,0,0.944444444,0.555555556,11,0.611111111,0.647058824,1.1,CRAM,0.458333333,----,----,HUnSatLig,----,----,----,406.17187,406,0.17187,2430729,2006632,1847270,NA,NA,NA
329.1030612,329.10306,18,18,0,6,0,0,1,0.333333333,10,0.555555556,0.555555556,1.666666667,CRAM,0.466666667,----,----,HUnSatLig,----,----,----,329.17916,329,0.17916,2048069,2386227,2795095,2159551,2047250,1862156
345.0979758,345.09798,18,18,0,7,0,0,1,0.388888889,10,0.555555556,0.555555556,1.428571429,CRAM,0.448275862,----,----,HUnSatLig,----,----,----,345.17777,345,0.17777,5760449,5452092,5619586,3970264,4150201,3886231
361.0928904,361.09289,18,18,0,8,0,0,1,0.444444444,10,0.555555556,0.555555556,1.25,CRAM,0.428571429,----,----,HUnSatLig,----,----,----,361.17639,361,0.17639,12082003,12034578,13143496,8967062,8395137,9351846
377.087805,377.0878,18,18,0,9,0,0,1,0.5,10,0.555555556,0.555555556,1.111111111,CRAM,0.407407407,----,----,HUnSatLig,----,----,----,377.175,377,0.175,14557889,15018806,15450175,6367784,5672885,6376526
393.0827196,393.08272,18,18,0,10,0,0,1,0.555555556,10,0.555555556,0.555555556,1,CRAM,0.384615385,----,----,HUnSatLig,----,----,----,393.17361,393,0.17361,17462834,16935262,15925018,5245180,4757190,5328343
409.0776342,409.07763,18,18,0,11,0,0,1,0.611111111,10,0.555555556,0.555555556,0.909090909,CRAM,0.36,----,----,HUnSatLig,----,----,----,409.17223,409,0.17223,15519719,15282510,14718620,3608723,3072815,2978203
425.0725488,425.07255,18,18,0,12,0,0,1,0.666666667,10,0.555555556,0.555555556,0.833333333,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,425.17084,425,0.17084,10606231,9710166,9610756,NA,NA,NA
441.0674634,441.06746,18,18,0,13,0,0,1,0.722222222,10,0.555555556,0.555555556,0.769230769,O,0.304347826,----,----,HUnSatLig,----,----,----,441.16945,441,0.16945,5657421,5676907,5369028,NA,NA,NA
457.062378,457.06238,18,18,0,14,0,0,1,0.777777778,10,0.555555556,0.555555556,0.714285714,O,0.272727273,----,----,HUnSatLig,----,----,----,457.16807,457,0.16807,2672527,2764740,2784419,NA,NA,NA
392.098704,392.0987,18,19,1,9,0,0,1.055555556,0.5,10,0.555555556,0.526315789,1.111111111,CRAM,0.4,----,----,HUnSatLig,----,----,----,392.18937,392,0.18937,2175289,2544805,2006109,NA,NA,NA
408.0936186,408.09362,18,19,1,10,0,0,1.055555556,0.555555556,10,0.555555556,0.526315789,1,CRAM,0.375,----,----,HUnSatLig,----,----,----,408.18798,408,0.18798,2324394,2302730,1762921,NA,NA,NA
315.1237966,315.1238,18,20,0,5,0,0,1.111111111,0.277777778,9,0.5,0.45,1.8,O,0.419354839,----,----,HUnSatLig,----,----,----,315.19666,315,0.19666,1399053,1658940,1554618,NA,NA,NA
331.1187112,331.11871,18,20,0,6,0,0,1.111111111,0.333333333,9,0.5,0.45,1.5,CRAM,0.4,----,----,HUnSatLig,----,----,----,331.19528,331,0.19528,3144165,3315406,3396113,3562650,3710652,3699928
347.1136258,347.11363,18,20,0,7,0,0,1.111111111,0.388888889,9,0.5,0.45,1.285714286,CRAM,0.379310345,----,----,HUnSatLig,----,----,----,347.19389,347,0.19389,6369324,6329146,6132140,8604439,9497042,8831683
363.1085404,363.10854,18,20,0,8,0,0,1.111111111,0.444444444,9,0.5,0.45,1.125,CRAM,0.357142857,----,----,HUnSatLig,----,----,----,363.1925,363,0.1925,16703051,17394760,17313837,15699458,15207385,14671097
379.103455,379.10345,18,20,0,9,0,0,1.111111111,0.5,9,0.5,0.45,1,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,379.19112,379,0.19112,18568587,16358714,18178661,9754702,8977883,8676944
395.0983696,395.09837,18,20,0,10,0,0,1.111111111,0.555555556,9,0.5,0.45,0.9,CRAM,0.307692308,----,----,HUnSatLig,----,----,----,395.18973,395,0.18973,18020370,17889991,16932998,7296617,6463557,6474513
411.0932842,411.09328,18,20,0,11,0,0,1.111111111,0.611111111,9,0.5,0.45,0.818181818,CRAM,0.28,----,----,HUnSatLig,----,----,----,411.18834,411,0.18834,13504578,13160899,12388076,4102378,3384234,4288429
427.0881988,427.0882,18,20,0,12,0,0,1.111111111,0.666666667,9,0.5,0.45,0.75,O,0.25,----,----,HUnSatLig,----,----,----,427.18696,427,0.18696,8431075,8063519,7576968,NA,NA,NA
443.0831134,443.08311,18,20,0,13,0,0,1.111111111,0.722222222,9,0.5,0.45,0.692307692,O,0.217391304,----,----,HUnSatLig,----,----,----,443.18557,443,0.18557,4777532,4862702,4043766,NA,NA,NA
459.078028,459.07803,18,20,0,14,0,0,1.111111111,0.777777778,9,0.5,0.45,0.642857143,O,0.181818182,----,----,HUnSatLig,----,----,----,459.18418,459,0.18418,2161876,2345834,2433022,NA,NA,NA
375.1197738,375.11977,18,20,2,7,0,0,1.111111111,0.388888889,10,0.555555556,0.5,1.428571429,CRAM,0.44,----,----,HUnSatLig,----,----,----,375.20651,375,0.20651,1769463,1687090,1924887,2185728,2030481,1897543
394.114354,394.11435,18,21,1,9,0,0,1.166666667,0.5,9,0.5,0.428571429,1,CRAM,0.32,----,----,HUnSatLig,----,----,----,394.20549,394,0.20549,2178349,1795098,1709016,NA,NA,NA
317.1394466,317.13945,18,22,0,5,0,0,1.222222222,0.277777778,8,0.444444444,0.363636364,1.6,CRAM,0.35483871,----,----,HUnSatLig,----,----,----,317.21278,317,0.21278,NA,NA,NA,2615483,2286882,2369365
333.1343612,333.13436,18,22,0,6,0,0,1.222222222,0.333333333,8,0.444444444,0.363636364,1.333333333,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,333.21139,333,0.21139,4494748,4944501,4437976,6457474,5884020,5424304
349.1292758,349.12928,18,22,0,7,0,0,1.222222222,0.388888889,8,0.444444444,0.363636364,1.142857143,CRAM,0.310344828,----,----,HUnSatLig,----,----,----,349.21001,349,0.21001,9200306,8845637,8681443,9756003,11283448,10433786
365.1241904,365.12419,18,22,0,8,0,0,1.222222222,0.444444444,8,0.444444444,0.363636364,1,CRAM,0.285714286,----,----,HUnSatLig,----,----,----,365.20862,365,0.20862,13740361,13651582,13546129,13686892,13987377,13539144
381.119105,381.1191,18,22,0,9,0,0,1.222222222,0.5,8,0.444444444,0.363636364,0.888888889,CRAM,0.259259259,----,----,HUnSatLig,----,----,----,381.20723,381,0.20723,15218754,14970673,14718074,10869347,11214833,10668096
397.1140196,397.11402,18,22,0,10,0,0,1.222222222,0.555555556,8,0.444444444,0.363636364,0.8,CRAM,0.230769231,----,----,HUnSatLig,----,----,----,397.20585,397,0.20585,14461383,14076947,13857235,8454070,7331239,7572521
413.1089342,413.10893,18,22,0,11,0,0,1.222222222,0.611111111,8,0.444444444,0.363636364,0.727272727,O,0.2,----,----,HUnSatLig,----,----,----,413.20446,413,0.20446,10369137,9914909,9660187,3788066,2927112,3598240
429.1038488,429.10385,18,22,0,12,0,0,1.222222222,0.666666667,8,0.444444444,0.363636364,0.666666667,O,0.166666667,----,----,HUnSatLig,----,----,----,429.20307,429,0.20307,5897498,5721561,5916923,NA,NA,NA
445.0987634,445.09876,18,22,0,13,0,0,1.222222222,0.722222222,8,0.444444444,0.363636364,0.615384615,O,0.130434783,----,----,HUnSatLig,----,----,----,445.20169,445,0.20169,2845997,2962032,2908455,NA,NA,NA
461.093678,461.09368,18,22,0,14,0,0,1.222222222,0.777777778,8,0.444444444,0.363636364,0.571428571,O,0.090909091,----,----,HUnSatLig,----,----,----,461.2003,461,0.2003,1902128,1616156,1811814,NA,NA,NA
376.1514082,376.15141,18,23,3,6,0,0,1.277777778,0.333333333,9,0.5,0.391304348,1.5,CRAM,0.375,----,----,HUnSatLig,----,----,----,376.23839,376,0.23839,1929583,2193474,2082618,2642723,2771122,2755929
319.1550966,319.1551,18,24,0,5,0,0,1.333333333,0.277777778,7,0.388888889,0.291666667,1.4,CRAM,0.290322581,----,----,HUnSatLig,----,----,----,319.2289,319,0.2289,2161505,2051049,2141325,3504204,3631496,3217115
335.1500112,335.15001,18,24,0,6,0,0,1.333333333,0.333333333,7,0.388888889,0.291666667,1.166666667,CRAM,0.266666667,----,----,HUnSatLig,----,----,----,335.22751,335,0.22751,5555049,6166567,6041004,8117879,9367096,8713875
351.1449258,351.14493,18,24,0,7,0,0,1.333333333,0.388888889,7,0.388888889,0.291666667,1,CRAM,0.24137931,----,----,HUnSatLig,----,----,----,351.22612,351,0.22612,11130194,11198299,11336231,15007673,16432683,14993210
367.1398404,367.13984,18,24,0,8,0,0,1.333333333,0.444444444,7,0.388888889,0.291666667,0.875,CRAM,0.214285714,----,----,HUnSatLig,----,----,----,367.22474,367,0.22474,15639623,14848177,15234290,18821842,19083399,17731986
383.134755,383.13475,18,24,0,9,0,0,1.333333333,0.5,7,0.388888889,0.291666667,0.777777778,CRAM,0.185185185,----,----,HUnSatLig,----,----,----,383.22335,383,0.22335,13165283,12831000,13274749,13673573,12087799,11909659
399.1296696,399.12967,18,24,0,10,0,0,1.333333333,0.555555556,7,0.388888889,0.291666667,0.7,O,0.153846154,----,----,HUnSatLig,----,----,----,399.22196,399,0.22196,11344717,10724675,10117886,7082210,7053034,6894878
415.1245842,415.12458,18,24,0,11,0,0,1.333333333,0.611111111,7,0.388888889,0.291666667,0.636363636,O,0.12,----,----,HUnSatLig,----,----,----,415.22058,415,0.22058,6637686,6867549,6668076,3725629,3711051,3004788
431.1194988,431.1195,18,24,0,12,0,0,1.333333333,0.666666667,7,0.388888889,0.291666667,0.583333333,O,0.083333333,----,----,HUnSatLig,----,----,----,431.21919,431,0.21919,4871229,4579718,4078687,NA,NA,NA
447.1144134,447.11441,18,24,0,13,0,0,1.333333333,0.722222222,7,0.388888889,0.291666667,0.538461538,O,0.043478261,----,----,HUnSatLig,----,----,----,447.2178,447,0.2178,3453985,3254259,2930265,2031159,1991647,2057839
463.109328,463.10933,18,24,0,14,0,0,1.333333333,0.777777778,7,0.388888889,0.291666667,0.5,O,0,----,----,HUnSatLig,----,----,----,463.21642,463,0.21642,2271141,2255067,2206429,NA,NA,NA
527.0889864,527.08899,18,24,0,18,0,0,1.333333333,1,7,0.388888889,0.291666667,0.388888889,O,-0.222222222,----,----,HUnSatLig,----,----,----,527.21087,527,0.21087,2066074,2048023,1653571,6402417,5327700,4216166
347.1612446,347.16124,18,24,2,5,0,0,1.333333333,0.277777778,8,0.444444444,0.333333333,1.6,CRAM,0.333333333,----,----,HUnSatLig,----,----,----,347.24152,347,0.24152,NA,NA,NA,2079013,1913822,1581776
363.1561592,363.15616,18,24,2,6,0,0,1.333333333,0.333333333,8,0.444444444,0.333333333,1.333333333,CRAM,0.307692308,----,----,HUnSatLig,----,----,----,363.24013,363,0.24013,NA,NA,NA,1943057,2165223,2069767
362.1721436,362.17214,18,25,3,5,0,0,1.388888889,0.277777778,8,0.444444444,0.32,1.6,CRAM,0.32,----,----,HUnSatLig,----,----,----,362.25589,362,0.25589,NA,NA,NA,1737442,1723074,2192357
378.1670582,378.16706,18,25,3,6,0,0,1.388888889,0.333333333,8,0.444444444,0.32,1.333333333,CRAM,0.291666667,----,----,HUnSatLig,----,----,----,378.2545,378,0.2545,1995841,2001228,2186087,3054928,3026653,2420580
394.1619728,394.16197,18,25,3,7,0,0,1.388888889,0.388888889,8,0.444444444,0.32,1.142857143,CRAM,0.260869565,----,----,HUnSatLig,----,----,----,394.25312,394,0.25312,2129720,2394146,2397153,2423235,2104727,1819267
321.1707466,321.17075,18,26,0,5,0,0,1.444444444,0.277777778,6,0.333333333,0.230769231,1.2,CRAM,0.225806452,----,----,HUnSatLig,----,----,----,321.24501,321,0.24501,2092706,2413646,2813961,4087273,5064440,4472941
337.1656612,337.16566,18,26,0,6,0,0,1.444444444,0.333333333,6,0.333333333,0.230769231,1,CRAM,0.2,----,----,HUnSatLig,----,----,----,337.24363,337,0.24363,6746447,7512549,7159695,11530360,14221321,11417731
353.1605758,353.16058,18,26,0,7,0,0,1.444444444,0.388888889,6,0.333333333,0.230769231,0.857142857,CRAM,0.172413793,----,----,HUnSatLig,----,----,----,353.24224,353,0.24224,11448328,12855674,13061237,18948631,19877993,17338755
369.1554904,369.15549,18,26,0,8,0,0,1.444444444,0.444444444,6,0.333333333,0.230769231,0.75,O,0.142857143,----,----,HUnSatLig,----,----,----,369.24085,369,0.24085,15404868,15749857,14380877,19379505,20239065,19313621
385.150405,385.1504,18,26,0,9,0,0,1.444444444,0.5,6,0.333333333,0.230769231,0.666666667,O,0.111111111,----,----,HUnSatLig,----,----,----,385.23947,385,0.23947,11228523,10441453,11309164,12895826,11637739,11496416
401.1453196,401.14532,18,26,0,10,0,0,1.444444444,0.555555556,6,0.333333333,0.230769231,0.6,O,0.076923077,----,----,HUnSatLig,----,----,----,401.23808,401,0.23808,11234467,11314773,11602949,10111466,9476108,9014765
417.1402342,417.14023,18,26,0,11,0,0,1.444444444,0.611111111,6,0.333333333,0.230769231,0.545454545,O,0.04,----,----,HUnSatLig,----,----,----,417.23669,417,0.23669,3988565,4126341,3960608,2336573,2112628,2282797
433.1351488,433.13515,18,26,0,12,0,0,1.444444444,0.666666667,6,0.333333333,0.230769231,0.5,O,0,----,----,HUnSatLig,----,----,----,433.2353,433,0.2353,2244945,1955624,1977782,NA,NA,NA
449.1300634,449.13006,18,26,0,13,0,0,1.444444444,0.722222222,6,0.333333333,0.230769231,0.461538462,O,-0.043478261,----,----,HUnSatLig,----,----,----,449.23392,449,0.23392,2049308,2678135,2767244,2088352,2813803,2244013
465.124978,465.12498,18,26,0,14,0,0,1.444444444,0.777777778,6,0.333333333,0.230769231,0.428571429,O,-0.090909091,----,----,HUnSatLig,----,----,----,465.23253,465,0.23253,2660657,3328677,2908770,3078308,2997038,2733069
481.1198926,481.11989,18,26,0,15,0,0,1.444444444,0.833333333,6,0.333333333,0.230769231,0.4,O,-0.142857143,----,----,HUnSatLig,----,----,----,481.23114,481,0.23114,1848393,2385489,1803838,NA,NA,NA
497.1148072,497.11481,18,26,0,16,0,0,1.444444444,0.888888889,6,0.333333333,0.230769231,0.375,O,-0.2,----,----,HUnSatLig,----,----,----,497.22976,497,0.22976,2247338,2748301,2580576,3590649,3320934,2757886
545.099551,545.09955,18,26,0,19,0,0,1.444444444,1.055555556,6,0.333333333,0.230769231,0.315789474,O,-0.411764706,----,----,HUnSatLig,----,----,----,545.2256,545,0.2256,1999328,2359806,1858204,4985004,3963388,3005317
381.1312068,381.13121,18,26,2,3,2,0,1.444444444,0.166666667,7,0.388888889,0.269230769,2.333333333,O,0.2,----,----,HUnSatLig,----,----,----,381.21934,381,0.21934,11183174,11790132,12201086,NA,NA,NA
364.1877936,364.18779,18,27,3,5,0,0,1.5,0.277777778,7,0.388888889,0.259259259,1.4,CRAM,0.24,----,----,----,----,----,Alipat+N,364.27201,364,0.27201,2804709,3325815,2825589,5404494,6036762,5533238
380.1827082,380.18271,18,27,3,6,0,0,1.5,0.333333333,7,0.388888889,0.259259259,1.166666667,CRAM,0.208333333,----,----,----,----,----,Alipat+N,380.27062,380,0.27062,2942722,2690633,2450821,3725677,3353339,3678044
396.1776228,396.17762,18,27,3,7,0,0,1.5,0.388888889,7,0.388888889,0.259259259,1,CRAM,0.173913043,----,----,----,----,----,Alipat+N,396.26923,396,0.26923,NA,NA,NA,3074847,2776326,2756011
412.1725374,412.17254,18,27,3,8,0,0,1.5,0.444444444,7,0.388888889,0.259259259,0.875,CRAM,0.136363636,----,----,----,----,----,Alipat+N,412.26785,412,0.26785,3156576,3007479,2338569,2361099,2870752,2340778
323.1863966,323.1864,18,28,0,5,0,0,1.555555556,0.277777778,5,0.277777778,0.178571429,1,O,0.161290323,----,----,----,AlipatNoN,----,----,323.26113,323,0.26113,2237429,2847934,2672017,4188051,5672052,4434954
339.1813112,339.18131,18,28,0,6,0,0,1.555555556,0.333333333,5,0.277777778,0.178571429,0.833333333,O,0.133333333,----,----,----,AlipatNoN,----,----,339.25974,339,0.25974,7138125,7784368,7671167,12198535,14354921,11428479
355.1762258,355.17623,18,28,0,7,0,0,1.555555556,0.388888889,5,0.277777778,0.178571429,0.714285714,O,0.103448276,----,----,----,AlipatNoN,----,----,355.25836,355,0.25836,12544721,13806498,13397708,19805308,24449712,19538897
371.1711404,371.17114,18,28,0,8,0,0,1.555555556,0.444444444,5,0.277777778,0.178571429,0.625,O,0.071428571,----,----,----,AlipatNoN,----,----,371.25697,371,0.25697,14260797,14329099,14100898,20445064,21157158,18617870
387.166055,387.16605,18,28,0,9,0,0,1.555555556,0.5,5,0.277777778,0.178571429,0.555555556,O,0.037037037,----,----,----,AlipatNoN,----,----,387.25558,387,0.25558,9676759,9868464,9400900,12816425,12860875,10497420
403.1609696,403.16097,18,28,0,10,0,0,1.555555556,0.555555556,5,0.277777778,0.178571429,0.5,O,0,----,----,----,AlipatNoN,----,----,403.25419,403,0.25419,5957061,5846854,5156070,4904654,4679947,4784788
419.1558842,419.15588,18,28,0,11,0,0,1.555555556,0.611111111,5,0.277777778,0.178571429,0.454545455,O,-0.04,----,----,----,----,SatFACarb,----,419.25281,419,0.25281,1848849,2574486,1680634,NA,NA,NA
435.1507988,435.1508,18,28,0,12,0,0,1.555555556,0.666666667,5,0.277777778,0.178571429,0.416666667,O,-0.083333333,----,----,----,----,SatFACarb,----,435.25142,435,0.25142,2029144,1988801,2362114,NA,NA,NA
467.140628,467.14063,18,28,0,14,0,0,1.555555556,0.777777778,5,0.277777778,0.178571429,0.357142857,O,-0.181818182,----,----,----,----,SatFACarb,----,467.24865,467,0.24865,4134098,3917434,3434484,3484300,3320098,3477497
483.1355426,483.13554,18,28,0,15,0,0,1.555555556,0.833333333,5,0.277777778,0.178571429,0.333333333,O,-0.238095238,----,----,----,----,SatFACarb,----,483.24726,483,0.24726,4236403,3807848,3854887,4555670,4176445,3318696
499.1304572,499.13046,18,28,0,16,0,0,1.555555556,0.888888889,5,0.277777778,0.178571429,0.3125,O,-0.3,----,----,----,----,SatFACarb,----,499.24587,499,0.24587,3472151,3856322,3572353,3385945,2836666,2670976
515.1253718,515.12537,18,28,0,17,0,0,1.555555556,0.944444444,5,0.277777778,0.178571429,0.294117647,O,-0.368421053,----,----,----,----,SatFACarb,----,515.24449,515,0.24449,2774682,2738014,2206206,2653396,2365153,2163911
395.1936072,395.19361,18,28,4,6,0,0,1.555555556,0.333333333,7,0.388888889,0.25,1.166666667,CRAM,0.181818182,----,----,----,----,----,Alipat+N,395.28499,395,0.28499,2696231,2323159,2337943,3903097,4686934,4357919
411.1885218,411.18852,18,28,4,7,0,0,1.555555556,0.388888889,7,0.388888889,0.25,1,CRAM,0.142857143,----,----,----,----,----,Alipat+N,411.2836,411,0.2836,2959941,2224072,2691823,4059373,4742063,3377069
427.1834364,427.18344,18,28,4,8,0,0,1.555555556,0.444444444,7,0.388888889,0.25,0.875,CRAM,0.1,----,----,----,----,----,Alipat+N,427.28222,427,0.28222,2939354,2752540,2878850,3601399,3474436,3419265
443.178351,443.17835,18,28,4,9,0,0,1.555555556,0.5,7,0.388888889,0.25,0.777777778,CRAM,0.052631579,----,----,----,----,----,Alipat+N,443.28083,443,0.28083,2128944,2306280,1968109,2009965,1861835,1664515
382.1983582,382.19836,18,29,3,6,0,0,1.611111111,0.333333333,6,0.333333333,0.206896552,1,CRAM,0.125,----,----,----,----,----,Alipat+N,382.28674,382,0.28674,1786541,2052408,2012561,NA,NA,NA
398.1932728,398.19327,18,29,3,7,0,0,1.611111111,0.388888889,6,0.333333333,0.206896552,0.857142857,CRAM,0.086956522,----,----,----,----,----,Alipat+N,398.28535,398,0.28535,2454174,2930874,2738807,4174939,4608600,3992753
414.1881874,414.18819,18,29,3,8,0,0,1.611111111,0.444444444,6,0.333333333,0.206896552,0.75,O,0.045454545,----,----,----,----,----,Alipat+N,414.28396,414,0.28396,3531897,3741250,3490600,3722548,3692079,3524492
430.183102,430.1831,18,29,3,9,0,0,1.611111111,0.5,6,0.333333333,0.206896552,0.666666667,O,0,----,----,----,----,----,Alipat+N,430.28258,430,0.28258,2283686,1921966,1964713,1880644,2035091,2030951
426.1994208,426.19942,18,29,5,7,0,0,1.611111111,0.388888889,7,0.388888889,0.24137931,1,CRAM,0.105263158,----,----,----,----,----,Alipat+N,426.29797,426,0.29797,NA,NA,NA,2497067,1962531,2200280
442.1943354,442.19434,18,29,5,8,0,0,1.611111111,0.444444444,7,0.388888889,0.24137931,0.875,CRAM,0.055555556,----,----,----,----,----,Alipat+N,442.29659,442,0.29659,2188469,1970981,1809489,2390972,2369287,1969772
325.1842881,325.18429,18,30,0,3,1,0,1.666666667,0.166666667,4,0.222222222,0.133333333,1.333333333,O,0.096774194,----,----,----,AlipatNoN,----,----,325.25948,325,0.25948,13153111,13500469,15182113,37844294,75912696,55760304
341.1792027,341.1792,18,30,0,4,1,0,1.666666667,0.222222222,4,0.222222222,0.133333333,1,O,0.066666667,----,----,----,AlipatNoN,----,----,341.2581,341,0.2581,NA,NA,NA,2119580,8909778,6555778
325.2020466,325.20205,18,30,0,5,0,0,1.666666667,0.277777778,4,0.222222222,0.133333333,0.8,O,0.096774194,----,----,----,AlipatNoN,----,----,325.27724,325,0.27724,3031898,3686968,3550501,5743946,7356923,5604788
341.1969612,341.19696,18,30,0,6,0,0,1.666666667,0.333333333,4,0.222222222,0.133333333,0.666666667,O,0.066666667,----,----,----,AlipatNoN,----,----,341.27586,341,0.27586,8171878,9579911,8427389,13706401,17171414,13585542
357.1918758,357.19188,18,30,0,7,0,0,1.666666667,0.388888889,4,0.222222222,0.133333333,0.571428571,O,0.034482759,----,----,----,AlipatNoN,----,----,357.27447,357,0.27447,13163947,14290383,13068585,21194469,25367805,20579876
373.1867904,373.18679,18,30,0,8,0,0,1.666666667,0.444444444,4,0.222222222,0.133333333,0.5,O,0,----,----,----,AlipatNoN,----,----,373.27308,373,0.27308,13081903,14620462,13491182,18500054,20825964,18458684
389.181705,389.1817,18,30,0,9,0,0,1.666666667,0.5,4,0.222222222,0.133333333,0.444444444,O,-0.037037037,----,----,----,AlipatNoN,----,----,389.2717,389,0.2717,8905251,8959582,8367108,11940328,11915157,9996062
405.1766196,405.17662,18,30,0,10,0,0,1.666666667,0.555555556,4,0.222222222,0.133333333,0.4,O,-0.076923077,----,----,----,AlipatNoN,----,----,405.27031,405,0.27031,4566705,4340758,4113823,4899723,5060071,4663059
421.1715342,421.17153,18,30,0,11,0,0,1.666666667,0.611111111,4,0.222222222,0.133333333,0.363636364,O,-0.12,----,----,----,----,SatFACarb,----,421.26892,421,0.26892,2179500,2151059,2398908,3330294,2553473,2491989
437.1664488,437.16645,18,30,0,12,0,0,1.666666667,0.666666667,4,0.222222222,0.133333333,0.333333333,O,-0.166666667,----,----,----,----,SatFACarb,----,437.26754,437,0.26754,1726293,2070610,1741381,3648844,3880497,3114637
453.1613634,453.16136,18,30,0,13,0,0,1.666666667,0.722222222,4,0.222222222,0.133333333,0.307692308,O,-0.217391304,----,----,----,----,SatFACarb,----,453.26615,453,0.26615,2651953,2960013,2321410,4010124,3747478,3437136
469.156278,469.15628,18,30,0,14,0,0,1.666666667,0.777777778,4,0.222222222,0.133333333,0.285714286,O,-0.272727273,----,----,----,----,SatFACarb,----,469.26476,469,0.26476,3013769,3114586,2579347,3099267,3158307,3060217
485.1511926,485.15119,18,30,0,15,0,0,1.666666667,0.833333333,4,0.222222222,0.133333333,0.266666667,O,-0.333333333,----,----,----,----,SatFACarb,----,485.26338,485,0.26338,11510953,12274310,11542042,12225505,11464323,10248724
501.1461072,501.14611,18,30,0,16,0,0,1.666666667,0.888888889,4,0.222222222,0.133333333,0.25,O,-0.4,----,----,----,----,SatFACarb,----,501.26199,501,0.26199,5803911,6200312,4890278,4327095,3851534,3824128
517.1410218,517.14102,18,30,0,17,0,0,1.666666667,0.944444444,4,0.222222222,0.133333333,0.235294118,O,-0.473684211,----,----,----,----,SatFACarb,----,517.2606,517,0.2606,3933951,4082055,3550262,3074310,2755338,2456836
397.2092572,397.20926,18,30,4,6,0,0,1.666666667,0.333333333,6,0.333333333,0.2,1,CRAM,0.090909091,----,----,----,----,----,Alipat+N,397.30111,397,0.30111,3854810,4139042,3976674,7139269,7744951,6634549
413.2041718,413.20417,18,30,4,7,0,0,1.666666667,0.388888889,6,0.333333333,0.2,0.857142857,CRAM,0.047619048,----,----,----,----,----,Alipat+N,413.29972,413,0.29972,5504114,5754401,5899037,8221988,8973324,7430046
429.1990864,429.19909,18,30,4,8,0,0,1.666666667,0.444444444,6,0.333333333,0.2,0.75,O,0,----,----,----,----,----,Alipat+N,429.29833,429,0.29833,4436240,3962325,4095220,5886850,6088635,4450246
445.194001,445.194,18,30,4,9,0,0,1.666666667,0.5,6,0.333333333,0.2,0.666666667,O,-0.052631579,----,----,----,----,----,Alipat+N,445.29695,445,0.29695,NA,NA,NA,2362060,2281042,2131249
421.1632915,421.16329,18,31,0,9,0,1,1.722222222,0.5,4,0.222222222,0.129032258,0.444444444,O,-0.08,----,----,----,AlipatNoN,----,----,421.26068,421,0.26068,NA,NA,NA,3523830,4259969,5269078
384.2140082,384.21401,18,31,3,6,0,0,1.722222222,0.333333333,5,0.277777778,0.161290323,0.833333333,O,0.041666667,----,----,----,----,----,Alipat+N,384.30285,384,0.30285,2499137,2341909,2873737,5263728,6003461,5216017
400.2089228,400.20892,18,31,3,7,0,0,1.722222222,0.388888889,5,0.277777778,0.161290323,0.714285714,O,0,----,----,----,----,----,Alipat+N,400.30147,400,0.30147,3112971,3318746,2649487,5938548,6330249,5817745
416.2038374,416.20384,18,31,3,8,0,0,1.722222222,0.444444444,5,0.277777778,0.161290323,0.625,O,-0.045454545,----,----,----,----,----,Alipat+N,416.30008,416,0.30008,NA,NA,NA,1931328,1855076,2051921
412.2201562,412.22016,18,31,5,6,0,0,1.722222222,0.333333333,6,0.333333333,0.193548387,1,O,0.05,----,----,----,----,----,Alipat+N,412.31548,412,0.31548,NA,NA,NA,2216717,2110434,2190762
428.2150708,428.21507,18,31,5,7,0,0,1.722222222,0.388888889,6,0.333333333,0.193548387,0.857142857,O,0,----,----,----,----,----,Alipat+N,428.31409,428,0.31409,NA,NA,NA,2461117,3387360,2209315
311.222782,311.22278,18,32,0,4,0,0,1.777777778,0.222222222,3,0.166666667,0.09375,0.75,O,0.0625,----,----,----,AlipatNoN,----,----,311.29475,311,0.29475,NA,NA,NA,1736300,1714756,1564189
327.2176966,327.2177,18,32,0,5,0,0,1.777777778,0.277777778,3,0.166666667,0.09375,0.6,O,0.032258065,----,----,----,AlipatNoN,----,----,327.29336,327,0.29336,4510419,6568381,5624517,9060109,13121422,9153385
343.2126112,343.21261,18,32,0,6,0,0,1.777777778,0.333333333,3,0.166666667,0.09375,0.5,O,0,----,----,----,AlipatNoN,----,----,343.29197,343,0.29197,13329305,14487403,13840778,22300361,29558225,22611610
