Mass,Soil_1,Soil_2,Soil_3,Soil_13,Soil_14,Soil_15,Soil_7,Soil_8,Soil_9,Soil_19,Soil_20,Soil_21,Soil_4,Soil_5,Soil_6,Soil_16,Soil_17,Soil_18,Soil_10,Soil_11,Soil_12,Soil_22,Soil_23,Soil_24
371.0983696,12906990,10955653,8796229,6734741,4990744,6232992,15028591,14710200,12909322,5981937,6371006,6031558,11516450,11554039,11379085,4427635,3754257,3862010,16146681,13534989,14640420,6468734,5905107,6182310
371.1017403,4679151,3952518,3095622,6475670,6401817,8077217,0,0,0,3518706,2997951,4944071,2666019,2698488,2717070,6062964,5287186,6590971,0,0,0,1804159,3485908,3688871
371.1136258,6364660,6057867,4563018,3944347,4373277,5039014,2675572,2333117,2379023,2226934,2456771,2936011,6597160,6512891,6382993,4355959,4339990,4302334,1849597,3038994,2978601,2399875,2140888,2083243
371.134755,9896444,8549267,6805585,7314340,6598437,9291694,15225210,15467972,12620566,14213884,15218378,15845586,11409968,11162881,11665815,11982717,11246876,12254724,19955971,16230168,17872175,18264201,15842015,17979825
371.1500112,5541378,5062553,3526742,5127082,5210923,5730228,2854782,2718664,2711323,3916545,3514575,3989207,4586037,4799749,4315548,4635522,5472544,4645384,2273543,2648349,3090228,3986574,4680419,4847029
371.1572218,4132869,4233115,3299416,4493229,4193069,4469687,3173760,2959307,3400477,6912771,7700177,6820058,3283000,3431175,3468702,3923844,4594978,3854858,2188554,3184416,3116854,5121168,5109478,5688760
371.1711404,14217738,11973537,9810013,13980594,14589746,13971388,9875844,12004815,10504994,26565383,24495830,24770782,14260797,14329099,14100898,20445064,21157158,18617870,13668622,16688932,15414586,32686228,32754410,35334588
371.1863966,3646480,3098022,2448994,3684280,3729208,3983298,0,0,0,3321100,2497243,2901731,3219011,2338063,2893735,3853197,4447531,4078098,0,0,0,3504793,4288238,3291584
371.1936072,4655635,4861865,3736676,6536123,6344507,6253509,2795402,2574294,2904361,8399630,8963805,9386214,3596870,4150545,3152297,5148559,6180141,5417493,1807380,2436395,2098497,7040155,7135985,6966723
371.2075258,10988056,9001902,7839849,15858625,15986496,16830410,3479438,3806682,3892013,17230611,13035234,15415530,12020299,12823829,12257709,22517651,23528753,21964312,3644184,7946032,5313861,18530463,25414389,22944199
371.2299926,7936545,7252919,5824625,11580362,12676936,12089299,0,0,0,6543129,5496553,7377138,4212307,5156123,4650419,9199514,11201847,8099359,0,0,0,4653222,7525116,6327757
371.2439112,4058662,2999740,2932341,5735375,5882701,5779416,0,0,0,8467230,3346669,3175158,3510361,4477215,4578743,7946142,9141563,7689763,0,0,0,6488234,10085120,8724946
372.1412374,3503999,3768080,2982815,2000437,2175635,2681139,4605586,4657915,4119648,5271600,6898704,5858846,3522473,3447315,3276990,2928805,2811967,2594588,3949091,4081752,4129368,5605817,4535316,4781790
372.1776228,4525965,4486430,3177899,5507395,5565600,5285185,5253788,5666567,5739627,9579579,10223644,10926634,3644343,3917341,3936969,5698736,5802570,6317862,4112942,5005412,4947555,8600004,7367711,7869161
372.2140082,9659291,9456940,7578039,11429202,11737261,12106063,2418854,1857042,3313271,7502918,7313447,8331830,7029700,7409191,7097043,10281147,11677268,10811185,0,0,0,5927375,8950826,7404276
373.0412488,2198743,2369636,1605321,0,0,0,6699915,6487056,6253957,0,0,0,2918649,2302727,2107332,NA,NA,NA,5995299,4542836,6041440,0,0,0
373.056505,9428189,10399337,6749902,3358880,4362718,4619923,2554768,3333141,3481994,0,0,0,9284862,8560395,9219016,2647984,2329926,2294297,2245927,4553081,3425124,0,0,0
373.0776342,6506725,6313585,5238485,0,0,0,10916757,12103707,10210705,2279244,2347325,2878801,6666502,6706961,6470606,0,0,0,12610349,10064256,11861866,2070739,2325298,2042356
373.0928904,8690923,9410167,6616794,4900527,5477867,5829281,3335066,3223072,4017558,2748241,2245954,3440982,9549068,8961813,9976787,4848058,4789073,4463651,2850610,4771205,3858287,2239191,2769719,2177528
373.1140196,7312627,6322815,5242593,4224695,3078643,3890857,13753247,14004263,11781533,6251863,7240009,6197085,8080660,7178011,6980569,4543937,4185943,4373544,20677432,14854539,17241973,9216733,6956349,8172542
373.1292758,10089721,10882693,7863014,7339709,8073720,8112815,4576164,4416555,4563361,4744540,5544269,5731170,13063449,14210847,13528029,8479173,9152347,8325165,4028220,5741968,4899705,5194466,5779778,5786627
373.150405,7146753,6065805,4743917,6273734,5230080,5694135,12110761,12445746,9616808,14482786,14375252,13282153,7548193,7388964,7326691,7612875,7339873,7567410,17998658,14526871,16471936,17441512,15551816,18856969
373.1656612,7982342,7554707,5157618,8017612,9085445,8553149,4008878,3895350,4588973,7695719,7223641,7265134,6554919,6399785,6430696,7636432,8988518,8818743,2809670,5000603,4096900,6553325,8308045,8608782
373.1728718,5906697,5247637,4230900,4191951,3910152,4339392,3735472,3335225,3833264,5582185,5460315,4777840,3798313,4005674,3579882,3683282,3837800,3655737,2746696,3906974,3476358,4003567,4183375,3939344
373.1867904,12641550,12369562,9190137,15105748,14516749,15119045,7259060,7058493,7728564,22445421,19597664,20384629,13081903,14620462,13491182,18500054,20825964,18458684,8805196,12954018,11345802,27034355,29289811,30215188
373.2020466,4102420,3290272,2893566,4882138,4580882,4933323,0,0,0,3748210,2952037,3391866,2958644,2998578,3593714,4647386,5761904,5325889,0,0,0,3470584,4462936,4461592
373.2092572,5258519,5534371,4084480,7526109,7561749,7115470,1675450,1625156,2235835,7406964,7162215,8153980,4899127,4301620,4525044,7010780,7882610,7072835,0,0,0,5880570,7593306,7978011
373.2231758,10120476,8341160,7185157,14257891,14234138,16552659,1642430,2369608,1914560,12318072,8864107,12247936,10894652,11466552,10339320,21608928,19801974,23427142,2146647,5423533,4039573,11674366,19909982,18013215
374.1568874,3701887,2969606,2598967,2145364,2809706,2554424,5027007,5491045,5869294,4458129,4922005,4807856,3392150,3292210,3556613,2939629,2474624,2975044,4440157,4977361,4840612,3932181,3439737,4254001
374.2449144,13686432,6692903,9933908,13047927,13157257,15840345,27567320,25876864,25917194,34655916,22735536,24214733,15826614,16222282,17378590,18533127,13357209,14944604,29131894,25115373,23799997,37413935,22994580,21237066
375.0357696,10561482,9988429,7234902,3211694,3412131,3634565,3356081,3294831,4246535,0,0,0,9332697,8816924,9373183,0,0,0,2137938,3776482,3768736,0,0,0
375.072155,12894168,12908890,9256290,4739517,5474480,5554579,4988347,5127802,5378067,1576354,1890741,2955736,12460006,12955942,12875274,3857907,3638659,3595835,2933596,6257645,5780907,0,0,0
375.0932842,3856352,4103522,2940264,0,0,0,10470849,10220160,8167450,2752937,3379132,3134431,3318766,3354923,3438096,0,0,0,12191074,8328180,9976241,2744106,2439570,2954817
375.1085404,12222437,12368232,8920429,7528907,7754941,9123232,6545861,6294149,6214686,4840365,4997057,5884387,12408819,11802928,12514836,8367101,7688590,8159812,5409126,7209976,7044533,4864303,5474199,5679685
375.1296696,4161517,3804528,3046260,2902995,3038405,3086248,11003338,12079755,9818149,7147443,8868807,7251434,5736443,4718901,5590554,5215235,4289940,5507658,23643500,16333823,21498299,20661557,11847581,17690187
375.1449258,13004787,11526517,9135481,12034521,12201162,12264878,6861263,7383696,7886890,11659192,10646476,11124207,12898305,12425529,12621342,14509063,15063448,13632078,7246192,10011652,9765311,12854586,14229410,14591568
375.166055,5040123,4263293,3407232,5243362,4586706,4676022,7536084,8702614,6552625,11540414,10544083,10339830,6053896,5805375,5913124,8129549,7692702,7799380,12385654,11508746,11966918,14558528,15953832,19910230
375.1813112,9965569,9146755,7323013,11078120,11269335,11978172,4167129,3952283,5837878,9654211,9216984,9604603,8290318,8442179,8373801,12598289,13103522,12802648,3582330,9088015,5054922,8844612,12943276,13934170
375.1885218,2407427,2508165,1901959,1804778,2246874,2721726,1601499,1676701,1864248,1909189,1639898,2511869,2508305,2093893,2525739,2415636,2513316,2237530,0,0,0,1563462,2316719,1691996
375.2024404,9492488,9869706,7343500,10183152,11465951,11230660,3086302,3110561,4174908,14442441,11457502,13295106,13359126,15558984,14741039,20085783,22927784,18807390,5199232,9167893,8010192,16954699,28438451,27328096
375.2176966,4106254,3146640,2114961,4363766,4283620,4207049,0,0,0,3744717,2338787,2664455,2734107,3693900,3312179,5257244,5901740,5518946,0,0,0,2695503,4531127,3683941
375.2388258,8116246,6048152,5090712,13007358,11844844,13657553,0,0,0,8290260,5781482,8441357,6737955,7465298,7140921,15629346,15063474,18197095,0,0,0,5792085,13713342,12215915
377.0150342,5558955,5757988,5014483,0,0,0,2774988,2621630,3504248,0,0,0,4948646,5126947,5164074,0,0,0,1617264,2321470,3034064,0,0,0
377.0514196,12939960,14339122,10543070,3677379,4027243,4697208,5345238,5685449,6763140,2118120,1804828,2354255,12516020,12456749,12535861,2443294,2031531,2560068,4059002,6514249,6490075,0,0,0
377.087805,15817413,15789119,11401194,6419665,7456632,7956613,6701023,7365843,7692943,3741171,3791399,5356634,14557889,15018806,15450175,6367784,5672885,6376526,6144900,9762388,8233957,4100978,6063584,5657723
377.1089342,2854093,2833990,2088433,2053849,2036351,2309773,7956453,8258778,6572694,3939833,4163117,3776609,2442952,2772796,2344516,NA,NA,NA,11628425,6067803,8522731,3928953,3366886,3618945
377.1241904,15686355,14425164,11700214,11783391,12318596,13551762,10383337,10538206,10476186,11952637,12115506,12046437,15606478,15461184,16502857,14577202,15068095,13765719,10866573,12162655,11160559,12590973,13693418,13848709
377.1453196,3416283,3554388,2554364,3465959,4327308,2618522,7903215,7890148,8174241,8245763,8898104,8317036,3486933,3643205,3145807,3804728,3848133,3713117,17250195,16023142,17800181,21841795,17232368,20603019
377.1605758,16210656,14548057,11915265,16700653,18175889,18503840,9211891,9207017,10836646,17875464,19488317,17338481,18076379,19295049,19357779,25669180,28322761,25246817,11788183,17645162,14597113,25896840,29635061,28545168
377.181705,3255016,2457697,2089480,3393269,3492249,3803304,3159033,3556591,3140268,6342158,5046852,6125688,3893986,4067151,3706969,6179394,6822863,6047846,5457821,6020721,5824511,9373582,11784699,13021333
377.1969612,8985325,8127591,6255629,11128059,11874206,11452589,3205117,2738932,3516081,10111506,8457800,8978556,9634536,9841490,9097309,16125510,16411603,14662762,3219361,5713525,4577283,9594770,14942720,12712090
377.2180904,6531829,6666350,5343251,5824771,6667173,6359221,0,0,0,5806617,4709967,5496963,6644463,6725464,6223971,8128076,10984409,7939184,1506727,4075131,2575881,6653848,10988038,8835232
379.0306842,9203081,10448635,7912014,2324926,2211353,2949453,6028777,5246730,6972646,0,0,0,9452913,8385832,9192017,0,0,0,3443081,5746839,5562877,0,0,0
379.0670696,15277462,16539400,12565081,4405196,4923942,6392667,7928307,7995157,9008369,2409003,3047549,3295939,15893886,15449393,15544923,3523652,2714065,3662407,6514066,8982689,9651719,1907627,3096603,2399906
379.103455,17898915,18759445,13679204,8673242,9202226,10562408,11250172,11519775,11128060,7419958,7762056,8095439,18568587,16358714,18178661,9754702,8977883,8676944,10707356,11456684,11898384,7537077,8340517,8596140
379.1245842,2709419,2466588,1742443,2449378,2674234,2990960,7969282,7741221,5981442,6287420,6426766,5608149,2167186,2361152,2083947,2290771,2836960,1947734,12507553,7136434,9539094,6622651,5469227,6641330
379.1398404,17403312,16768802,12843632,15579111,17144383,17398645,14662150,14167850,14400775,19584064,20717715,20419290,17757592,17538372,17797743,19767384,21143012,19611225,15628709,18403511,17321498,25242047,25146416,26043062
379.1609696,4897208,4141865,3438710,5946352,6392390,5071741,5149196,5014320,6049037,11017286,8544409,10607328,3572127,4081993,3480180,5942365,5632490,5505631,9290155,11557053,11646496,18094533,20689974,24580796
379.1762258,16231870,15154991,11838075,18204661,19655243,20843394,7993872,8335156,9248018,20513866,19107998,20959973,23434660,24714573,24392312,36221025,38981102,33418850,13707695,21463233,17792548,39799242,45102138,44716736
379.2126112,6893003,5771068,4808326,9056259,9298520,9429903,1548825,1925951,2127645,7177301,5303465,5909232,8713649,9102678,9128578,16285803,16670200,15887980,1885368,3797196,2425390,7430612,13702212,11662026
379.2337404,2486738,2658627,2050189,2631691,3470943,3070871,0,0,0,2787931,1593263,2455287,3913145,4183387,3964552,5106801,6616574,5577329,0,0,0,2722266,5803082,4366032
380.1562186,4394780,2194570,2218921,5743978,3371929,3424483,1612563,1865036,2290233,4429150,2743743,3616785,2532089,2315331,2456446,3844454,3623668,3652438,2829997,2863583,2734380,4024030,3701583,3911627
381.0099488,2712137,2832820,2304685,0,0,0,2511347,3071293,3308342,0,0,0,2958365,2538262,2810974,NA,NA,NA,1656199,2690260,2936335,0,0,0
381.0463342,12111957,13369793,9465016,2233530,2881221,3320863,8958973,8782151,9979713,1802581,1985218,2508573,11468841,11890463,11457640,0,0,0,6207376,8860382,9846808,0,0,0
381.0827196,16179298,17592782,12532931,5013191,5947601,7047724,11961350,11989329,11831115,4367967,4564684,5482792,17205302,15929128,16516209,5151321,4205544,4906039,10118042,11363048,12113954,4673504,5113425,4878531
381.1038488,4607082,5392853,3792073,5314255,5914840,6285875,26971148,26636631,21438290,16766565,16343762,14538031,3504189,3241261,3563638,3578463,2915821,3313212,25263007,16769774,20295719,8960997,8748631,9125065
381.119105,15736943,15348186,11361486,9816789,9604318,11150904,16296976,17502556,15216470,14354025,14942935,14533939,15218754,14970673,14718074,10869347,11214833,10668096,16358307,15057651,16781355,14789610,14890587,16610509
381.1402342,2862710,2313698,2322644,3212509,3796197,3820096,5475349,6048097,5576540,10235503,10171101,9772345,1836361,2064694,2056832,2550888,3100151,2830917,8866728,7500537,8773681,10804208,9078369,10155218
381.1554904,17490044,17326567,12035289,16378595,16633066,18173509,14224409,14197094,13637473,23484019,23868129,24327486,18475087,18341690,18457732,23372396,23814139,21999689,18869164,21168893,20160565,34548724,33838693,37876950
381.1766196,3930243,3116014,2957535,4057835,4919537,5214797,0,0,0,3565689,3691239,4512068,3244118,3392831,3443337,4962930,5239808,4960334,3421105,5105411,3925051,7588858,8679019,9729244
381.1918758,14987400,14369267,11533540,17545968,19516662,19992146,6277155,6602096,6474604,19134078,16941804,18507081,26785883,27639619,26379405,40161910,45453316,37908562,11353013,22713095,15892543,42593278,54867567,50017504
381.2282612,5494933,4004352,3247343,6809342,7096578,6943327,0,0,0,4628103,2862838,3684692,5539943,6669132,6132887,12540543,12611598,10557530,0,0,0,5184520,10716793,8774889
381.2316319,4646038,4737537,5703920,13445887,10386691,8701536,10771501,7571835,7991159,24204936,10785527,9999701,6143080,5247820,4335768,11625088,10328079,7663707,10396607,6082323,7522377,14160905,12594810,11908330
382.1619728,3168729,2858306,2011398,2405978,2697272,3008421,0,0,0,3787655,3853312,3776105,2294177,1903151,1812871,2164591,2527999,2445625,0,0,0,2443528,2646392,3322335
382.1983582,2833893,2656078,2635281,3666535,3912260,4537266,0,0,0,3541904,2945547,3700340,1786541,2052408,2012561,NA,NA,NA,0,0,0,1895185,2965890,3635176
383.0255988,4374272,4881511,3298052,0,0,0,5448188,5507944,5936509,0,0,0,4362943,4103422,4195938,0,0,0,4265340,4623623,5250584,0,0,0
383.0619842,13148940,13952116,9525007,2473382,3194720,4081883,12951046,11907954,12095879,2145401,2796284,3548016,11657931,10836230,11243115,0,0,0,9774469,11273489,11569697,1825275,2713195,2293192
383.0983696,15500057,16397440,10977050,5927347,6670188,6899944,15465999,15758204,14496145,6692995,7429382,7280507,15690455,14487823,15443572,6202460,4965870,6175251,15338893,14083355,15860267,7349764,7673972,7702225
383.1194988,4572960,3479687,2898720,3376059,3913586,3729647,18718228,22274946,20615575,9052296,9364748,9762689,3225822,3605780,3712634,2347617,2813427,2313240,27217299,23422241,27030064,8392202,10535034,9967318
383.134755,13738789,13083788,9635620,10149313,10143607,12077300,17452568,18076550,15749531,17905804,19068176,17463173,13165283,12831000,13274749,13673573,12087799,11909659,20442518,17511717,18977332,20942350,19560574,23283418
383.1711404,15549233,13397144,9834287,15801806,16248707,17731841,11564578,11817872,10693030,23181462,22988058,22808464,16767727,17191200,16402055,23012462,24363520,22323748,17386911,20313391,18760253,34778648,36935816,39802596
383.1936072,3839801,4172960,2760501,4741590,5812107,4460808,2160167,1571734,1947052,5384348,5558561,5497751,3090678,2852134,2570892,4564084,4663814,3804713,0,0,0,3964446,5584014,5316329
383.2075258,11291454,11082917,8425273,15437275,16138127,16916749,3463723,4382618,4162992,13842592,11334948,14047131,20757243,22839593,19859088,34010231,38212106,29823532,6884776,14656825,10723910,28642850,42850449,37721837
383.2299926,3893061,4326572,2633024,6065636,6427542,6798613,0,0,0,3692198,2799403,3810209,2579202,3240750,2965653,5572733,5938703,4638257,0,0,0,2575912,4802711,3624691
383.2439112,3819338,2758833,2709316,5206505,5600155,4918553,0,0,0,3477673,2035503,2357669,3489543,3932466,3452569,7027840,7006739,5943860,0,0,0,4276779,6924443,5489398
384.1412374,2352247,2756061,1669703,2400047,2353341,2746441,3339544,3358867,2944693,4493719,4438564,4964519,2205738,1919492,2100087,NA,NA,NA,2188424,2932278,2886448,3457305,3229064,4050905
384.1524708,4040827,3417568,3108938,4124467,6026432,6451789,3306267,3866774,3626680,7072154,6762023,7338154,2710574,3144199,2926458,4643169,5288694,4601603,3209866,3540537,3387187,4422428,6818187,6004700
384.1776228,3963011,4197865,3273297,5784380,5551304,6137429,2296609,2542237,2294975,7635360,8279598,8437937,2887734,2977805,3355520,4906343,5361404,5302024,1697936,2465856,2145081,5174051,6445457,7733218
384.2140082,3102351,3255285,2202203,4800330,4878548,5141089,0,0,0,3375530,3665464,4118716,2499137,2341909,2873737,5263728,6003461,5216017,0,0,0,2776364,4083099,3758059
385.0412488,5197216,5115653,3505477,0,0,0,8491001,8095104,8459179,0,0,0,5026121,4783828,4569170,0,0,0,6486875,6086437,7377933,0,0,0
385.0776342,11255212,11869969,7891280,2390656,3251175,3267968,13754370,13174153,12577717,2973322,3527455,4116911,9885012,9274077,9470043,2508865,2083289,1977296,12582755,11179822,12233750,2654221,3303034,3216066
385.0928904,6019505,7190294,5355860,3548293,3872235,4766597,2198534,2529677,2304953,0,0,0,5600601,6489824,5652574,3366981,3312093,2830291,1810279,2621746,2826778,0,0,0
385.1140196,12443063,12158748,8632666,6665357,5615090,6530956,16265227,16934291,14242751,8653459,8398633,8858041,12027231,11459301,11135075,7151178,5671906,6003672,17272683,15013688,16475167,9396247,9923203,10760395
385.1173903,6878649,6629150,3986779,11042958,10979827,15192973,0,0,0,3262100,2680618,5026234,4198753,4539110,3586148,11992650,8256483,11736025,0,0,0,2109464,4869764,5381323
385.1292758,5663164,6339361,3721566,4709522,4636151,4719505,2908175,2556311,2661315,2638487,2216237,3029438,4963684,5492457,4813927,5702221,4459494,4019163,2228591,2110780,2371618,2451995,3275399,2923726
385.1364864,4238783,4131620,3013984,4715669,4716025,4856724,4532241,4214169,3965893,6326937,6270767,5003712,4156775,3657450,3212905,5065295,5531624,4390877,3631985,4131646,4412452,5812253,7516809,6410448
385.150405,11224515,10303272,7145828,9423002,8915454,10245016,14917652,15132060,13581257,19962525,18900786,18545092,11228523,10441453,11309164,12895826,11637739,11496416,18497396,16541505,17998888,23965728,21576333,25426131
385.1656612,5131720,5298989,3416424,5396639,6032898,6107037,3147288,3152288,2619341,4302497,3634998,4394440,4004208,3960561,3725424,5390934,5815279,5106659,1958775,2415429,2365483,3918884,5046929,4350167
385.1728718,6448587,6938416,4754794,7610530,8038917,7617440,4241434,3876258,4204495,8897186,9393976,9576906,5693810,5471986,4865137,7024216,8492017,6802405,2669945,3853127,3232813,6877222,8772242,8247513
385.1867904,12783055,11943732,9079150,14917799,15294985,17560484,7659550,8850854,7887827,23329446,19560252,21871054,13716854,13628150,12841077,21304923,22111220,19444712,12169084,14874443,13653040,30257193,33208982,35084508
385.2020466,3178452,2761017,2306930,3921068,3436046,4106153,0,0,0,2942634,2509632,2515410,2236795,1743097,2074744,2728543,3523064,2857963,0,0,0,2362413,3338906,2788576
385.2092572,6581719,6623035,4809076,8431791,9101840,8612780,2084387,1784236,2793945,8764076,8068930,9685460,3800445,4273915,3451002,7138912,7840761,6104045,0,0,0,5333039,8745628,8192226
385.2231758,8877531,8415040,6410616,12662964,12593685,13964208,2867239,2939311,2359261,10486447,7475014,9513432,9502082,9896702,9568381,18613860,19551229,15873008,3622789,5716820,4875321,13299763,20789919,17545445
385.2456426,3672546,3601223,2647423,6038716,6222364,6662072,0,0,0,3088053,2943820,3801566,2173833,2605827,2715779,4721257,6176770,4354037,0,0,0,2128953,4673189,3826923
386.1568874,4204296,4559981,3316346,3920382,3736376,4148448,4558093,4600479,3976406,7268253,7548986,6689498,3316388,3460049,2862939,3964736,3564253,3479737,3402329,3599430,3556633,6006049,5339019,6292935
386.1932728,4945684,5118073,3590788,6085131,6441795,6322412,2606870,2662568,2780895,8033190,8271939,8622820,4221615,3820505,3438435,6956873,6931686,6681793,2424418,3286095,2929441,6826282,8059797,7821776
387.0568988,7258149,6696330,5903214,0,0,0,10160616,9774978,9344448,0,0,0,4741046,4689048,4787755,0,0,0,8016162,7508266,9436651,0,0,0
387.072155,9191465,11291023,6224754,3867454,4849745,5247492,3027948,3106693,3804612,0,0,0,8695738,8535196,8432175,3436564,2711989,3035513,2082085,3707182,3938799,0,0,0
387.0932842,7821360,7561622,5422967,3850053,2852952,3088395,13992433,12558219,10479049,4896903,3653928,3848151,6660033,6123680,6134324,2325017,2157498,2007421,12732714,9378099,11652596,3428875,3817587,3426981
387.1085404,9447477,10398106,6545275,4749130,6345821,6578704,3894773,3870607,4028877,3359883,2796332,3710939,9473989,8012964,8753719,5891100,6090174,5452160,2788141,4378935,3897847,2181647,3534967,3343529
387.1296696,7661628,6388129,4984705,3651410,3378275,4005399,13631994,13455252,10221011,8064144,7708977,7640033,6981580,6577320,6187580,4614177,4395458,4475269,16081202,11948348,13850108,10019348,8309884,10117806
387.1449258,9343040,9501094,6499205,8555351,8569960,8715803,4559358,4522904,4642263,6768788,6740277,6290405,7312336,7523500,6779455,8382501,8338886,8164744,3308853,5165376,4168192,5755416,7414912,7379633
387.166055,10655815,8804780,6734731,10029918,8569966,11030050,10904067,11659165,10589660,19553433,18196795,17611755,9676759,9868464,9400900,12816425,12860875,10497420,15139130,14588229,15517188,23663133,22273157,24869558
387.1813112,8063052,7530929,4686735,8442723,8807539,9827879,4142598,3354529,3883488,6655133,5828926,6066159,5672923,5639348,5985864,9003053,10466767,7721360,2647869,3759433,3776008,6099489,8068233,7561914
387.1885218,5744718,5919155,3931025,5076838,6322293,6662697,3276808,3333026,3670498,8158366,8010048,7615473,3931101,4394165,3654217,4770862,5776848,4523409,2284350,4238667,3592714,5732899,7329931,6148796
387.2024404,12755026,11909560,7719828,16143211,16635001,17917485,5598732,5493670,4992485,21474466,17480004,20020213,14909409,15496376,15780428,30160946,28743123,27727252,6417729,10744142,9164301,25145894,33774734,34659007
387.2176966,4134999,3217853,2231192,3956592,3620990,4161074,0,0,0,3058854,2031944,2216441,1816550,2385083,2334288,3431989,4537815,2895255,0,0,0,2696234,2794642,2806466
387.2249072,8826969,9363903,6490010,12958578,13993088,13268533,1614353,1790891,2377707,9327783,7709001,9251835,6094824,5978301,5891666,11939895,13157849,10290584,0,0,0,6855212,11424915,9118404
387.2388258,5923934,5786051,3939230,8788855,8881284,10516025,0,0,0,8807595,5355853,7181310,6081516,6056128,5471829,11948090,12914140,10593691,0,0,0,7815727,13499543,11100871
388.1725374,3770749,3959524,2685587,3165367,2864029,3144540,4443892,4621460,4335322,5824910,5866036,5769461,3225857,3069834,2628391,3873036,3897010,3064409,3856914,4241981,4395753,4719379,4806008,4860830
389.0514196,11950726,12911599,7853429,3742176,4084384,4937832,4273091,3713382,4812722,0,0,0,10922494,9879107,10435560,2931660,1847672,2347781,2224842,4171535,4548524,0,0,0
389.0725488,4060812,3809269,2492282,0,0,0,8715208,7987563,8411064,0,0,0,2820612,3170888,2578412,0,0,0,8213199,6518548,7573425,0,0,0
389.087805,14682769,15502330,9715070,6328812,7241387,7544947,4568012,4584815,5301179,2849385,2630928,3295713,14090760,13559371,14703600,6396372,5535616,6289164,3360466,6252312,5556148,2079726,3558991,2525804
389.1089342,5252759,4892672,3373443,2473971,2399921,3212409,9853905,10006900,7911360,3763822,2844949,3358183,3902990,4365903,4439028,1952472,2176389,1947408,13800150,8495901,11141048,4541427,3658324,4316273
389.1241904,13443740,13396997,8988039,9829880,10131126,10791038,7023572,6541688,6136772,7229042,6774553,7855595,12489235,12639826,12196855,9619932,9461640,9279251,5309145,7389984,7049148,6517750,7832152,7861364
389.1453196,4066978,3612683,2163596,2371583,2575548,2450564,9280473,9163133,8607689,7052918,7355166,6357488,3654169,3305047,3193340,3298784,2643341,3162903,13075166,9677605,12228544,9593851,8179293,10308729
389.1605758,14023335,12909584,8125840,12504580,14579392,14190728,7314397,6652288,7055309,12820090,12782369,13159924,10097181,10520154,10290175,14383587,15636368,13342490,4969185,7199529,7043012,12653567,13942368,15236220
389.181705,8573613,7541782,5110166,8248843,8527558,8644751,7367650,7313797,6594514,15625855,13333286,14540281,8905251,8959582,8367108,11940328,11915157,9996062,9544421,10666798,10522568,19158020,20819557,24923265
389.1969612,8516273,8258586,5415321,10100240,11292363,11190419,3350501,2865033,3124182,8580739,6898474,8414717,6845991,7464546,6872071,12294635,12558232,11480865,2466024,5328690,3057612,7584776,11490921,11654276
389.2041718,3510964,3918877,2907547,4522515,4212429,4526230,3191271,1552522,2791895,3971716,3492140,4088319,3281961,2612323,2843657,4508141,4773786,3458339,2117354,3216179,2447309,3132425,3739242,3836038
389.2180904,8573624,7681057,5298591,10470935,10397393,11860122,2152938,2349966,2148827,13160072,8975151,12025347,8188461,9541222,8098828,15809008,15464349,14997285,3093740,5338935,4049872,12305420,19193453,18963593
389.2544758,3359939,3325484,2046888,4255267,4363996,4611237,0,0,0,4035216,2780472,3422732,3761720,4291182,3758099,7178744,8390565,6069036,0,0,0,3112469,8023670,6209681
391.0306842,9802948,11359795,7153498,2706537,2916054,3300013,4386186,4411182,4810114,0,0,0,9161761,8361942,8168839,0,0,0,2260564,3393749,4360527,0,0,0
391.0670696,15137998,16891453,10006371,4508789,4797664,5857975,6821267,5994294,6210955,1995313,2688727,3086285,14996523,14092253,13778319,3749746,3238700,4076669,3684443,7136477,7565655,1690036,2218510,2359831
391.0881988,2194644,2231875,2022248,0,0,0,9319831,9153339,6781327,3225653,2981083,3059666,2052656,1605089,1857683,NA,NA,NA,8854623,5754082,7502171,1987513,2320403,2243611
391.103455,19381464,20819528,13907820,10541184,10100970,12382913,8441243,8317758,7358867,5883961,5730527,7391190,19747892,19257316,19275158,10140537,10232115,10051716,6487138,8862949,8366430,5304764,6930454,7157278
391.1398404,18644195,17702482,11335540,14342284,15485173,16583372,11494819,11887430,10811803,16015425,15949031,15867871,16360510,16426987,15367581,19135361,18692411,18053258,10636393,12104941,12181862,16848324,18124830,19516966
391.1609696,4185321,3099224,2112377,4455571,3571962,3223762,5722536,6264651,4615584,7524422,6958315,7084004,3756100,3897327,4059554,4759429,4660543,3970190,9403501,8936690,9924970,9453001,10842146,14212650
391.1762258,15453421,15224412,9635709,17148056,18143487,18959062,7939499,7605071,7975331,17539145,17448175,17887207,12948552,13004786,12199333,20867976,21354819,18401425,6311024,10857717,8976749,17397197,22220838,22498861
391.197355,3938547,5927522,3136386,4157598,6017285,5656284,3127728,2499411,3843496,8814670,7349491,7989229,11949133,12273654,11761065,17075084,21276999,17307796,4096116,7681274,5900657,12989905,20561962,21184050
391.2126112,7691511,6988391,4315014,9414819,9152777,9976544,2230195,2209111,2102187,8085585,5543159,7121904,7261265,6889465,6514092,11844495,13250890,11612311,1606007,3675389,2706292,7413205,11057198,9614901
391.2337404,3845885,3265133,2450315,5686442,5471503,6726374,0,0,0,7520342,5142779,6936565,3881047,4050942,4016560,6812564,7758159,6578331,0,0,0,5938649,10893362,10548793
