"","Mass","HW","SW"
"2105",657.2248,3847025.33333333,2891187.33333333
"2106",659.1677,3165807.5,
"2107",659.2041,4483434.66666667,3302175
"2108",661.1833,4539748.33333333,5127991.66666667
"2109",663.199,2743603.5,2232658.33333333
"2110",665.2147,3720703.33333333,3826542.33333333
"2111",671.2041,2288792.5,
"2112",673.2198,11770153,3635847
"2113",675.199,,2087924
"2114",677.1782,2268423.66666667,
"2115",677.2146,4209586,4230154.33333333
"2116",679.1939,3978681.5,2602696
"2117",683.2559,1893415.5,
"2118",689.2147,2644511.5,
"2119",693.2094,,1710382
"2120",707.2253,2054851.5,1874564.5
"2121",715.2303,2741617,
"2122",719.2252,2454846.5,2664965
"2123",735.2202,2687670.33333333,4173885.66666667
"2124",745.2047,1594317.5,
"2125",777.2674,2992032,
"2126",809.2569,2325439,2212553
"2127",819.2779,4443652.5,
