Mass,C,H,O,N,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,nomass,CalcMass,KM_CH2,KMD_CH2,HC,OC,N.C,DBE,psi,psi_molc,DBE.C,DBE.H,DBE.O,AI,AI_0,NOSC
424.209,20,31,7,3,0,0,0,CHON,Protein,425.21626396688,-0.149574429424327,425.216,425.216,424.741463687829,0.258536312171088,1.55,0.35,0.15,7,88,4.4,0.35,0.225806451612903,1,-0.15,0,-0.40000000000000036
424.2257,22,36,5,1,0,1,0,CHONP,Lipid,425.23295771688,0.357602620443779,425.2329,425.2329,424.758138797439,0.241861202561438,1.63636363636364,0.227272727272727,0.0454545454545455,6,108,4.90909090909091,0.272727272727273,0.166666666666667,1.2,0,0,-1.0454545454545459
425.1122,16,26,11,0,1,0,0,CHOS,AminoSugar,426.11948146688,0.236789971870213,426.1194,426.1194,425.643672647099,0.356327352900507,1.625,0.6875,0,4,70,4.375,0.25,0.153846153846154,0.363636363636364,-2,0,-0.125
425.1487,17,30,10,0,1,0,0,CHOS,AminoSugar,426.155959800213,0.0189456148013611,426.15577,426.15577,425.6801102484,0.319889751600385,1.76470588235294,0.588235294117647,0,3,80,4.70588235294118,0.176470588235294,0.1,0.3,-1.33333333333333,0,-0.47058823529411775
425.1762,21,34,1,2,3,0,0,CHONS,Lipid,426.18348146688,-0.365272204810031,426.18314,426.18314,425.707601184128,0.292398815872275,1.61904761904762,0.0476190476190476,0.0952380952380952,6,116,5.52380952380952,0.285714285714286,0.176470588235294,6,0.0666666666666667,0.0666666666666667,-0.9523809523809526
425.1851,18,34,9,0,1,0,0,CHOS,Protein,426.192392022436,-0.0906682903955392,426.19214,426.19214,425.716501790078,0.283498209922186,1.88888888888889,0.5,0,2,90,5,0.111111111111111,0.0588235294117647,0.222222222222222,-1,0,-0.7777777777777777
425.2027,18,34,11,0,0,0,0,CHO,AminoSugar,426.209967577991,0.338698106249784,426.20989,426.20989,425.73405772061,0.265942279389549,1.88888888888889,0.611111111111111,0,2,84,4.66666666666667,0.111111111111111,0.0588235294117647,0.181818181818182,-1.28571428571429,0,-0.666666666666667
425.3636,26,50,4,0,0,0,0,CHO,Lipid,426.37089146688,0.0436861903675072,426.37064,426.37064,425.894801920447,0.105198079552565,1.92307692307692,0.153846153846154,0,2,146,5.61538461538461,0.0769230769230769,0.04,0.5,-0.0909090909090909,0,-1.615384615384615
426.1196,22,21,8,1,0,0,0,CHON,Lignin,427.12691146688,-0.456095775785762,427.12657,427.12657,426.649977741762,0.350022258238482,0.954545454545455,0.363636363636364,0.0454545454545455,13,90,4.09090909090909,0.590909090909091,0.619047619047619,1.625,0.346153846153846,0.346153846153846,-0.09090909090909083
427.128,16,28,11,0,1,0,0,CHOS,AminoSugar,428.13523146688,0.0022540075296556,428.13504,428.13504,427.657171842642,0.34282815735844,1.75,0.6875,0,3,72,4.5,0.1875,0.107142857142857,0.272727272727273,-2.25,0,-0.25
427.2701,23,40,7,0,0,0,0,CHO,Protein,428.27742396688,-0.0474649816857692,428.27717,428.27717,427.799205569226,0.200794430774181,1.73913043478261,0.304347826086957,0,4,118,5.1304347826087,0.173913043478261,0.1,0.571428571428571,-0.1875,0,-1.1304347826086953
428.1172,22,23,6,1,1,0,0,CHONS,Lignin,429.124449800213,0.369044194006062,429.12446,429.12446,428.645285605946,0.354714394053701,1.04545454545455,0.272727272727273,0.0454545454545455,12,98,4.45454545454545,0.545454545454545,0.521739130434783,2,0.321428571428571,0.321428571428571,-0.2727272727272725
428.2402,20,35,7,3,0,0,0,CHON,Protein,429.247500752594,-6.02902357060096e-4,429.24728,429.24728,428.768199158535,0.231800841465372,1.75,0.35,0.15,5,92,4.6,0.25,0.142857142857143,0.714285714285714,-0.35,0,-0.5999999999999996
428.2595,29,35,2,1,0,0,0,CHON,UnsatHC,429.26679446688,-0.0351622351807686,429.26659,429.26659,428.787471329287,0.212528670713084,1.20689655172414,0.0689655172413793,0.0344827586206897,13,144,4.96551724137931,0.448275862068966,0.371428571428571,6.5,0.403846153846154,0.403846153846154,-0.9655172413793105
429.2647,26,38,5,0,0,0,0,CHO,Lignin,430.27198771688,-0.147317468496702,430.27171,430.27171,429.791542171524,0.208457828476014,1.46153846153846,0.192307692307692,0,8,132,5.07692307692308,0.307692307692308,0.210526315789474,1.6,0.142857142857143,0.142857142857143,-1.0769230769230766
429.2858,23,42,7,0,0,0,0,CHO,Protein,430.293043739607,0.0231546683282539,430.29281,430.29281,429.812574682908,0.187425317092107,1.82608695652174,0.304347826086957,0,3,120,5.21739130434783,0.130434782608696,0.0714285714285714,0.428571428571429,-0.25,0,-1.2173913043478262
430.1041,16,33,2,1,5,0,0,CHONS,Lipid,431.111337895451,0.336022822385787,431.11130000000003,431.11130000000003,430.629955124187,0.370044875812823,2.0625,0.125,0.0625,1,100,6.25,0.0625,0.0303030303030303,0.5,-0.8125,0,-1
430.1578,26,26,3,1,0,1,0,CHONP,UnsatHC,431.165123133547,-0.215503160408649,431.16488,431.16488,430.683680305206,0.316319694794174,1,0.115384615384615,0.0384615384615385,15,118,4.53846153846154,0.576923076923077,0.576923076923077,5,0.523809523809524,0.523809523809524,-0.6538461538461542
430.2025,27,29,4,1,0,0,0,CHON,Lignin,431.209799800213,-0.327858303294357,431.20949,431.20949,430.728307085507,0.271692914493315,1.07407407407407,0.148148148148148,0.037037037037037,14,126,4.66666666666667,0.518518518518518,0.482758620689655,3.5,0.431818181818182,0.431818181818182,-0.666666666666667
430.2195,19,33,8,3,0,0,0,CHON,Protein,431.22673646688,0.0662872164731947,431.22655,431.22655,430.74522484054,0.254775159459598,1.73684210526316,0.421052631578947,0.157894736842105,5,84,4.42105263157895,0.263157894736842,0.151515151515152,0.625,-0.5625,0,-0.4210526315789478
430.2388,28,33,3,1,0,0,0,CHON,UnsatHC,431.24608396688,-0.0928381300075787,431.24586,431.24586,430.764550736949,0.235449263050953,1.17857142857143,0.107142857142857,0.0357142857142857,13,136,4.85714285714286,0.464285714285714,0.393939393939394,4.33333333333333,0.395833333333333,0.395833333333333,-0.8571428571428568
431.0962,14,25,13,0,0,1,0,CHOP,Carb,432.103454244658,-0.409265086958156,432.10309,432.10309,431.620963667415,0.379036332584519,1.78571428571429,0.928571428571429,0,3,52,3.71428571428571,0.214285714285714,0.12,0.230769230769231,0,0,0.07142857142857162
432.1197,16,35,2,1,5,0,0,CHONS,Lipid,433.12694646688,0.430257275742927,433.12694,433.12694,432.643313049079,0.356686950921301,2.1875,0.125,0.0625,0,102,6.375,0,0,0,-0.9375,0,-1.125
432.1988,18,31,9,3,0,0,0,CHON,Protein,433.20604646688,-0.0389128454756211,433.20582,433.20582,432.722324725312,0.277675274687908,1.72222222222222,0.5,0.166666666666667,5,76,4.22222222222222,0.277777777777778,0.161290322580645,0.555555555555556,-0.916666666666667,0,-0.22222222222222232
433.2806,22,42,8,0,0,0,0,CHO,Protein,434.28791646688,0.119409539108708,434.28772,434.28772,433.802986699605,0.197013300394929,1.90909090909091,0.363636363636364,0,2,114,5.18181818181818,0.0909090909090909,0.0476190476190476,0.25,-0.428571428571429,0,-1.1818181818181817
433.3323,27,46,4,0,0,0,0,CHO,Lipid,434.33960646688,0.0080538820311214,434.33936,434.33936,433.854618982089,0.145381017910722,1.7037037037037,0.148148148148148,0,5,146,5.40740740740741,0.185185185185185,0.108695652173913,1.25,0.0434782608695652,0.0434782608695652,-1.4074074074074074
434.1933,21,29,7,3,0,0,0,CHON,Lignin,435.20057146688,-0.0486343110962932,435.20036,435.20036,434.714622620879,0.285377379121257,1.38095238095238,0.333333333333333,0.142857142857143,9,90,4.28571428571429,0.428571428571429,0.310344827586207,1.28571428571429,0.0454545454545455,0.0454545454545455,-0.2857142857142856
435.1621,17,28,11,2,0,0,0,CHON,AminoSugar,436.16940396688,-0.216004559506435,436.16911,436.16911,435.682373313854,0.317626686145843,1.64705882352941,0.647058823529412,0.117647058823529,5,68,4,0.294117647058824,0.178571428571429,0.454545454545455,-1.75,0,0
435.1694,19,32,9,0,1,0,0,CHOS,Protein,436.17664396688,0.136066937039552,436.1765,436.1765,435.689605229605,0.31039477039451,1.68421052631579,0.473684210526316,0,4,92,4.84210526315789,0.210526315789474,0.125,0.444444444444444,-0.666666666666667,0,-0.6315789473684212
435.2058,20,36,8,0,1,0,0,CHOS,Protein,436.21312646688,-0.0862983658121684,436.21287,436.21287,435.72604699292,0.273953007079967,1.8,0.4,0,3,102,5.1,0.15,0.0833333333333333,0.375,-0.545454545454545,0,-0.9000000000000004
435.2235,20,36,10,0,0,0,0,CHO,Protein,436.23076896688,0.179743671427955,436.23062,436.23062,435.743669793147,0.256330206853079,1.8,0.5,0,3,96,4.8,0.15,0.0833333333333333,0.3,-0.7,0,-0.7999999999999998
435.2752,25,40,6,0,0,0,0,CHO,Lipid,436.28251021688,-0.0485930091309238,436.28226,436.28226,435.795353268405,0.204646731595062,1.6,0.24,0,6,128,5.12,0.24,0.15,1,0,0,-1.12
435.2962,22,44,8,0,0,0,0,CHO,Protein,436.30348646688,0.302363662222271,436.30336,436.30336,435.816306096137,0.183693903863229,2,0.363636363636364,0,1,116,5.27272727272727,0.0454545454545455,0.0227272727272727,0.125,-0.5,0,-1.2727272727272725
437.122,17,27,11,0,0,1,0,CHOP,AminoSugar,438.129283133547,-0.422052927781636,438.12891,438.12891,437.640064061935,0.359935938065121,1.58823529411765,0.647058823529412,0,5,70,4.11764705882353,0.294117647058824,0.185185185185185,0.454545454545455,-1.3,0,-0.2941176470588234
437.1487,18,30,10,0,1,0,0,CHOS,AminoSugar,438.15595646688,0.0260343830004714,438.15577,438.15577,437.666707611586,0.333292388414407,1.66666666666667,0.555555555555556,0,4,84,4.66666666666667,0.222222222222222,0.133333333333333,0.4,-1,0,-0.44444444444444464
437.1851,19,34,9,0,1,0,0,CHOS,Protein,438.19235246688,0.00208451827622432,438.19214,438.19214,437.703062971487,0.296937028513184,1.78947368421053,0.473684210526316,0,3,94,4.94736842105263,0.157894736842105,0.0882352941176471,0.333333333333333,-0.777777777777778,0,-0.7368421052631575
437.2028,19,34,11,0,0,0,0,CHO,AminoSugar,438.210050752594,0.13961775992888,438.20989,438.20989,437.720741495137,0.279258504863094,1.78947368421053,0.578947368421053,0,3,88,4.63157894736842,0.157894736842105,0.0882352941176471,0.272727272727273,-1,0,-0.6315789473684212
437.2215,20,38,8,0,1,0,0,CHOS,Protein,438.22875346688,-0.033270933977978,438.22851000000003,438.22851000000003,437.739423325805,0.260576674194965,1.9,0.4,0,2,104,5.2,0.1,0.0526315789473684,0.25,-0.636363636363636,0,-1
437.2391,20,38,10,0,0,0,0,CHO,Protein,438.24641646688,0.184768014049559,438.24626,438.24626,437.757066603141,0.242933396858518,1.9,0.5,0,2,98,4.9,0.1,0.0526315789473684,0.2,-0.8,0,-0.9000000000000004
439.1644,18,32,10,0,1,0,0,CHOS,AminoSugar,440.17164646688,-0.0648126254306649,440.17141,440.17141,439.680146874124,0.319853125875738,1.77777777777778,0.555555555555556,0,3,86,4.77777777777778,0.166666666666667,0.09375,0.3,-1.14285714285714,0,-0.5555555555555554
439.182,18,32,12,0,0,0,0,CHO,AminoSugar,440.189284702174,0.208524444107919,440.18916,440.18916,439.697765414407,0.302234585592828,1.77777777777778,0.666666666666667,0,3,80,4.44444444444444,0.166666666666667,0.09375,0.25,-1.5,0,-0.44444444444444464
439.2008,19,36,9,0,1,0,0,CHOS,Protein,440.208048133547,-0.101518013569234,440.20778,440.20778,439.716507894365,0.283492105634934,1.89473684210526,0.473684210526316,0,2,96,5.05263157894737,0.105263157894737,0.0555555555555556,0.222222222222222,-0.888888888888889,0,-0.8421052631578947
439.2126,26,32,6,0,0,0,0,CHO,Lignin,440.21987146688,0.0392824610386586,440.2197,440.2197,439.728318025658,0.271681974341561,1.23076923076923,0.230769230769231,0,11,124,4.76923076923077,0.423076923076923,0.34375,1.83333333333333,0.25,0.25,-0.7692307692307692
439.2701,24,40,7,0,0,0,0,CHO,Lipid,440.277384324023,0.0438693374869097,440.27717,440.27717,439.785766663431,0.214233336568668,1.66666666666667,0.291666666666667,0,5,122,5.08333333333333,0.208333333333333,0.125,0.714285714285714,-0.117647058823529,0,-1.083333333333333
440.1171,23,23,6,1,1,0,0,CHONS,Lignin,441.124402181166,0.466954295221344,441.12446,441.12446,440.631838732868,0.368161267131882,1,0.260869565217391,0.0434782608695652,13,102,4.43478260869565,0.565217391304348,0.565217391304348,2.16666666666667,0.366666666666667,0.366666666666667,-0.2608695652173916
440.2038,20,31,8,3,0,0,0,CHON,Protein,441.21109896688,0.0363105552062317,441.21091,441.21091,440.718438712177,0.281561287823251,1.55,0.4,0.15,7,86,4.3,0.35,0.225806451612903,0.875,-0.277777777777778,0,-0.2999999999999998
441.2164,19,38,9,0,1,0,0,CHOS,Protein,442.223719800213,-0.149904924288496,442.22342,442.22342,441.729928844041,0.270071155959101,2,0.473684210526316,0,1,98,5.15789473684211,0.0526315789473684,0.0263157894736842,0.111111111111111,-1,0,-0.9473684210526319
441.2647,27,38,5,0,0,0,0,CHO,Lignin,442.27192946688,-0.011614076578381,442.27171,442.27171,441.778084679363,0.221915320636583,1.40740740740741,0.185185185185185,0,9,136,5.03703703703704,0.333333333333333,0.236842105263158,1.8,0.181818181818182,0.181818181818182,-1.0370370370370372
441.2857,24,42,7,0,0,0,0,CHO,Lipid,442.29300946688,0.100015191573931,442.29281,442.29281,441.799141141247,0.200858858752895,1.75,0.291666666666667,0,4,124,5.16666666666667,0.166666666666667,0.0952380952380952,0.571428571428571,-0.176470588235294,0,-1.166666666666667
442.1831,19,29,9,3,0,0,0,CHON,Protein,443.190408133547,-0.0645053371010613,443.19018,443.19018,442.695537764546,0.304462235454082,1.52631578947368,0.473684210526316,0.157894736842105,7,78,4.10526315789474,0.368421052631579,0.241379310344828,0.777777777777778,-0.5,0,-0.10526315789473717
442.2195,20,33,8,3,0,0,0,CHON,Protein,443.226789324023,-0.0547627613538255,443.22655,443.22655,442.73187833146,0.268121668540402,1.65,0.4,0.15,6,88,4.4,0.3,0.181818181818182,0.75,-0.388888888888889,0,-0.40000000000000036
442.2388,29,33,3,1,0,0,0,CHON,UnsatHC,443.24611771688,-0.16646751558411,443.24586,443.24586,442.75118514206,0.248814857939522,1.13793103448276,0.103448275862069,0.0344827586206897,14,140,4.82758620689655,0.482758620689655,0.424242424242424,4.66666666666667,0.42,0.42,-0.8275862068965516
443.2803,27,40,5,0,0,0,0,CHO,Lignin,444.28758896688,-0.0327994307243893,444.28735,444.28735,443.791493475959,0.208506524041354,1.48148148148148,0.185185185185185,0,8,138,5.11111111111111,0.296296296296296,0.2,1.6,0.136363636363636,0.136363636363636,-1.1111111111111107
444.1988,19,31,9,3,0,0,0,CHON,Protein,445.206053609737,-0.0539079307389962,445.20582,445.20582,444.70893255299,0.291067447009766,1.63157894736842,0.473684210526316,0.157894736842105,6,80,4.21052631578947,0.315789473684211,0.193548387096774,0.666666666666667,-0.642857142857143,0,-0.21052631578947345
445.1021,15,26,13,0,1,0,0,CHOS,Carb,446.10940646688,0.0115330900137328,446.10922,446.10922,445.611276718263,0.388723281737214,1.73333333333333,0.866666666666667,0,3,62,4.13333333333333,0.2,0.115384615384615,0.230769230769231,-11,0,0.1333333333333333
445.1199,15,26,15,0,0,0,0,CHO,Carb,446.12713646688,0.0755372565360606,446.12696999999997,446.12696999999997,445.628986920786,0.371013079213583,1.73333333333333,1,0,3,56,3.73333333333333,0.2,0.115384615384615,0.2,0,0,0.2666666666666666
445.2807,23,42,8,0,0,0,0,CHO,Protein,446.28796646688,0.00416350014968105,446.28772,446.28772,445.789637336572,0.210362663428384,1.82608695652174,0.347826086956522,0,3,118,5.1304347826087,0.130434782608696,0.0714285714285714,0.375,-0.333333333333333,0,-1.1304347826086953
445.2959,27,42,5,0,0,0,0,CHO,Lipid,446.30321396688,0.0235082778922603,446.30299,446.30299,445.804867811077,0.195132188923139,1.55555555555556,0.185185185185185,0,7,140,5.18518518518519,0.259259259259259,0.166666666666667,1.4,0.0909090909090909,0.0909090909090909,-1.1851851851851851
447.1177,15,28,13,0,1,0,0,CHOS,Carb,448.125014648698,0.104942594899645,448.12486,448.12486,447.624634253978,0.3753657460216,1.86666666666667,0.866666666666667,0,2,64,4.26666666666667,0.133333333333333,0.0714285714285714,0.153846153846154,-12,0,0
447.2599,22,40,9,0,0,0,0,CHO,Protein,448.26718959188,0.0965741436233135,448.26699,448.26699,447.766650443349,0.233349556651319,1.81818181818182,0.409090909090909,0,3,110,5,0.136363636363636,0.075,0.333333333333333,-0.461538461538462,0,-1
449.1947,20,35,9,0,0,1,0,CHOP,Protein,450.20197646688,-0.23819193537258,450.20165,450.20165,449.699276918039,0.300723081960541,1.75,0.45,0,4,94,4.7,0.2,0.114285714285714,0.444444444444444,-0.55,0,-0.8499999999999996
449.2756,22,42,9,0,0,0,0,CHO,Protein,450.28284646688,0.0810162329654318,450.28263,450.28263,449.780056617875,0.219943382124995,1.90909090909091,0.409090909090909,0,2,112,5.09090909090909,0.0909090909090909,0.0476190476190476,0.222222222222222,-0.538461538461538,0,-1.0909090909090908
449.2907,26,42,6,0,0,0,0,CHO,Lipid,450.29797646688,0.361125140326216,450.2979,450.2979,449.795169723582,0.204830276418136,1.61538461538462,0.230769230769231,0,6,134,5.15384615384615,0.230769230769231,0.142857142857143,1,0,0,-1.1538461538461542
449.2909,26,42,6,0,0,0,0,CHO,Lipid,450.29821896688,-0.177407053165996,450.2979,450.2979,449.795411952804,0.204588047195841,1.61538461538462,0.230769230769231,0,6,134,5.15384615384615,0.230769230769231,0.142857142857143,1,0,0,-1.1538461538461542
450.1616,18,29,12,1,0,0,0,CHON,AminoSugar,451.16886646688,0.241449328926363,451.16877,451.16877,450.665087280028,0.334912719972351,1.61111111111111,0.666666666666667,0.0555555555555556,5,74,4.11111111111111,0.277777777777778,0.172413793103448,0.416666666666667,-1.5,0,-0.11111111111111072
451.2104,20,37,9,0,0,1,0,CHOP,Protein,452.21763646688,-0.259101526850994,452.21729,452.21729,451.712686214076,0.287313785923629,1.85,0.45,0,3,96,4.8,0.15,0.0810810810810811,0.333333333333333,-0.65,0,-0.9500000000000002
451.2128,27,32,6,0,0,0,0,CHO,Lignin,452.22004646688,-0.348739692757349,452.2197,452.2197,451.715093523049,0.284906476951164,1.18518518518519,0.222222222222222,0,12,128,4.74074074074074,0.444444444444444,0.375,2,0.285714285714286,0.285714285714286,-0.7407407407407405
451.2184,20,36,11,0,0,0,0,CHO,AminoSugar,452.225698774572,0.139806578599239,452.22553,452.22553,451.720739519324,0.279260480676442,1.8,0.55,0,3,94,4.7,0.15,0.0833333333333333,0.272727272727273,-0.888888888888889,0,-0.7000000000000002
451.2548,21,40,10,0,0,0,0,CHO,Protein,452.262085133547,0.137909976071873,452.2619,452.2619,451.757085248965,0.242914751034903,1.9047619047619,0.476190476190476,0,2,104,4.95238095238095,0.0952380952380952,0.05,0.2,-0.727272727272727,0,-0.9523809523809526
453.18,19,34,10,0,1,0,0,CHOS,Protein,454.18724396688,0.0529198483747069,454.18705,454.18705,453.680094432746,0.319905567253784,1.78947368421053,0.526315789473684,0,3,92,4.84210526315789,0.157894736842105,0.0882352941176471,0.3,-1,0,-0.6315789473684212
453.1977,19,34,12,0,0,0,0,CHO,AminoSugar,454.20495396688,0.159817103301548,454.2048,454.2048,453.69778465760203,0.302215342397972,1.78947368421053,0.631578947368421,0,3,86,4.52631578947368,0.157894736842105,0.0882352941176471,0.25,-1.28571428571429,0,-0.5263157894736841
453.2164,20,38,9,0,1,0,0,CHOS,Protein,454.223670752594,-0.037963442498065,454.22342,454.22342,453.716480543986,0.283519456014119,1.9,0.45,0,2,102,5.1,0.1,0.0526315789473684,0.222222222222222,-0.8,0,-0.9000000000000004
453.2857,25,42,7,0,0,0,0,CHO,Lipid,454.29301046688,0.0951721001852985,454.29281,454.29281,453.785742832927,0.21425716707256,1.68,0.28,0,5,128,5.12,0.2,0.119047619047619,0.714285714285714,-0.111111111111111,0,-1.12
455.0863,16,24,13,0,1,0,0,CHOS,Carb,456.093563133547,0.435029497041736,456.09358,456.09358,455.584284986401,0.415715013598572,1.5,0.8125,0,5,64,4,0.3125,0.208333333333333,0.384615384615385,-4.5,0,0.25
455.1786,20,40,3,0,4,0,0,CHOS,Lipid,456.185873133547,0.339284406750037,456.18581,456.18581,455.676491912231,0.323508087769198,2,0.15,0,1,122,6.1,0.05,0.025,0.333333333333333,-0.461538461538462,0,-1.2999999999999998
455.1957,19,36,10,0,1,0,0,CHOS,Protein,456.20300646688,-0.193773997093091,456.20269,456.20269,455.693606114331,0.306393885669252,1.89473684210526,0.526315789473684,0,2,94,4.94736842105263,0.105263157894737,0.0555555555555556,0.2,-1.125,0,-0.7368421052631575
455.2803,28,40,5,0,0,0,0,CHO,Lignin,456.287549800213,0.053900849795728,456.28735,456.28735,455.778055045822,0.221944954177502,1.42857142857143,0.178571428571429,0,9,142,5.07142857142857,0.321428571428571,0.225,1.8,0.173913043478261,0.173913043478261,-1.0714285714285712
455.3014,25,44,7,0,0,0,0,CHO,Lipid,456.30870646688,-0.00591656472804872,456.30845,456.30845,455.799188088766,0.200811911233529,1.76,0.28,0,4,130,5.2,0.16,0.0909090909090909,0.571428571428571,-0.166666666666667,0,-1.2000000000000002
456.1988,20,31,9,3,0,0,0,CHON,Protein,457.20603646688,-0.0149982271089606,457.20582,457.20582,456.695516122072,0.304483877927908,1.55,0.45,0.15,7,84,4.2,0.35,0.225806451612903,0.777777777777778,-0.4375,0,-0.20000000000000018
457.2806,24,42,8,0,0,0,0,CHO,Protein,458.28791646688,0.113156201648829,458.28772,458.28772,457.776188085199,0.22381191480099,1.75,0.333333333333333,0,4,122,5.08333333333333,0.166666666666667,0.0952380952380952,0.5,-0.25,0,-1.083333333333333
457.296,28,42,5,0,0,0,0,CHO,Lipid,458.30322646688,-0.00438177156775215,458.30299,458.30299,457.791480989916,0.208519010083762,1.5,0.178571428571429,0,8,144,5.14285714285714,0.285714285714286,0.19047619047619,1.6,0.130434782608696,0.130434782608696,-1.1428571428571432
459.2963,24,44,8,0,0,0,0,CHO,Protein,460.30356146688,0.123662566790081,460.30336,460.30336,459.789582397985,0.2104176020149,1.83333333333333,0.333333333333333,0,3,124,5.16666666666667,0.125,0.0681818181818182,0.375,-0.3125,0,-1.166666666666667
461.2756,23,42,9,0,0,0,0,CHO,Protein,462.28288771688,-0.0103178813625945,462.28263,462.28263,461.766698514612,0.233301485388154,1.82608695652174,0.391304347826087,0,3,116,5.04347826086957,0.130434782608696,0.0714285714285714,0.333333333333333,-0.428571428571429,0,-1.0434782608695654
462.1302,17,37,3,1,5,0,0,CHONS,Lipid,463.137497895452,0.431003210430934,463.13749,463.13749,462.620354427824,0.379645572176287,2.17647058823529,0.176470588235294,0.0588235294117647,0,106,6.23529411764706,0,0,0,-1.0625,0,-1.0588235294117645
462.2093,19,33,10,3,0,0,0,CHON,Protein,463.21660646688,-0.0262749214978449,463.21637,463.21637,462.699374665914,0.300625334085851,1.73684210526316,0.526315789473684,0.157894736842105,5,80,4.21052631578947,0.263157894736842,0.151515151515152,0.5,-1.08333333333333,0,-0.21052631578947345
463.1035,25,20,9,0,0,0,0,CHO,Lignin,464.11075146688,-0.0414254139483012,464.11059,464.11059,463.592521255619,0.407478744380739,0.8,0.36,0,16,102,4.08,0.64,0.8,1.77777777777778,0.4375,0.4375,-0.08000000000000007
463.1127,36,16,1,0,0,0,0,CHO,ConHC,464.11999646688,0.255685643699655,464.12003,464.12003,463.60175593257,0.398244067430312,0.444444444444444,0.0277777777777778,0,29,158,4.38888888888889,0.805555555555556,1.8125,29,0.8,0.8,-0.3888888888888893
463.2548,22,40,10,0,0,0,0,CHO,Protein,464.262113133547,0.0740345860247823,464.2619,464.2619,463.743713910497,0.256286089502964,1.81818181818182,0.454545454545455,0,3,108,4.90909090909091,0.136363636363636,0.075,0.3,-0.583333333333333,0,-0.9090909090909092
463.3065,27,44,6,0,0,0,0,CHO,Lipid,464.313794800213,-0.0121797228341454,464.31354,464.31354,463.795337868952,0.204662131047712,1.62962962962963,0.222222222222222,0,6,140,5.18518518518519,0.222222222222222,0.136363636363636,1,0,0,-1.1851851851851851
465.1191,25,22,9,0,0,0,0,CHO,Lignin,466.126383133547,-0.00177730054126288,466.12623,466.12623,465.60590224996,0.394097750039577,0.88,0.36,0,15,104,4.16,0.6,0.681818181818182,1.66666666666667,0.375,0.375,-0.16000000000000014
465.1977,20,34,12,0,0,0,0,CHO,AminoSugar,466.204979543803,0.100841473270802,466.2048,466.2048,465.684410898763,0.315589101237435,1.7,0.6,0,4,90,4.5,0.2,0.117647058823529,0.333333333333333,-1,0,-0.5
465.2341,21,38,11,0,0,0,0,CHO,Protein,466.241360633547,0.11030628711533,466.24117,466.24117,465.720751365057,0.279248634943258,1.80952380952381,0.523809523809524,0,3,100,4.76190476190476,0.142857142857143,0.0789473684210526,0.272727272727273,-0.8,0,-0.7619047619047619
465.2705,22,42,10,0,0,0,0,CHO,Protein,466.27775146688,0.0988730853415341,466.27754,466.27754,465.75710156406,0.242898435939878,1.90909090909091,0.454545454545455,0,2,110,5,0.0909090909090909,0.0476190476190476,0.2,-0.666666666666667,0,-1
467.1958,20,36,10,0,1,0,0,CHOS,Protein,468.20308646688,-0.359673579446672,468.20269,468.20269,467.680286717799,0.319713282201008,1.8,0.5,0,3,98,4.9,0.15,0.0833333333333333,0.3,-0.888888888888889,0,-0.7000000000000002
467.2133,20,36,12,0,0,0,0,CHO,AminoSugar,468.22060646688,0.149830910919281,468.22044,468.22044,467.69778715481,0.302212845189501,1.8,0.6,0,3,92,4.6,0.15,0.0833333333333333,0.25,-1.125,0,-0.5999999999999996
467.244,28,36,6,0,0,0,0,CHO,Lignin,468.251253133547,-0.137202722329106,468.25098,468.25098,467.728399601136,0.271600398864337,1.28571428571429,0.214285714285714,0,11,136,4.85714285714286,0.392857142857143,0.305555555555556,1.83333333333333,0.227272727272727,0.227272727272727,-0.8571428571428568
467.2497,21,40,11,0,0,0,0,CHO,Protein,468.25696896688,0.198951059155697,468.25681,468.25681,467.734109052118,0.265890947881871,1.9047619047619,0.523809523809524,0,2,102,4.85714285714286,0.0952380952380952,0.05,0.181818181818182,-0.9,0,-0.8571428571428568
467.3015,26,44,7,0,0,0,0,CHO,Lipid,468.30874446688,-0.0869080077969971,468.30845,468.30845,467.785826739132,0.21417326086771,1.69230769230769,0.269230769230769,0,5,134,5.15384615384615,0.192307692307692,0.113636363636364,0.714285714285714,-0.105263157894737,0,-1.1538461538461542
469.1846,19,35,11,0,0,1,0,CHOP,AminoSugar,470.19183646688,-0.293476554355184,470.19147,470.19147,469.666816061782,0.333183938217701,1.84210526315789,0.578947368421053,0,3,86,4.52631578947368,0.157894736842105,0.0857142857142857,0.272727272727273,-1.21428571428571,0,-0.6842105263157894
469.1926,19,34,13,0,0,0,0,CHO,AminoSugar,470.199868572143,0.154416369798515,470.19971,470.19971,469.674839198325,0.325160801675167,1.78947368421053,0.684210526315789,0,3,84,4.42105263157895,0.157894736842105,0.0882352941176471,0.230769230769231,-1.66666666666667,0,-0.4210526315789478
469.2807,25,42,8,0,0,0,0,CHO,Protein,470.287979543803,-0.0238551773084191,470.28772,470.28772,469.762851784487,0.237148215513287,1.68,0.32,0,5,126,5.04,0.2,0.119047619047619,0.625,-0.176470588235294,0,-1.04
469.2959,29,42,5,0,0,0,0,CHO,Lignin,470.303219800213,0.00990528336488035,470.30299,470.30299,469.77807502349,0.221924976509683,1.44827586206897,0.172413793103448,0,9,148,5.10344827586207,0.310344827586207,0.214285714285714,1.8,0.166666666666667,0.166666666666667,-1.1034482758620694
