"Forest","Treatment","Mass","presence","HC","OC"
"HW","PostFenton",401.1678,1,1.62,0.5
"HW","PostFenton",401.1817,1,1.58,0.47
"HW","PostFenton",401.197,1,1.3,0.26
"HW","PostFenton",401.2042,1,1.76,0.41
"HW","PostFenton",401.2181,1,1.7,0.4
"HW","PostFenton",402.1042,1,1.31,0.69
"HW","PostFenton",402.1154,1,1.4,0.67
"HW","PostFenton",402.1518,1,1.56,0.56
"HW","PostFenton",402.1882,1,1.71,0.47
"HW","PostFenton",403.0307,1,0.67,0.61
"HW","PostFenton",403.0518,1,1.07,0.87
"HW","PostFenton",403.0552,1,1.67,1.08
"HW","PostFenton",403.0671,1,0.84,0.53
"HW","PostFenton",403.0882,1,1.25,0.75
"HW","PostFenton",403.0916,1,1.85,0.92
"HW","PostFenton",403.1035,1,1,0.45
"HW","PostFenton",403.1246,1,1.41,0.65
"HW","PostFenton",403.1358,1,1.5,0.62
"HW","PostFenton",403.1398,1,1.14,0.38
"HW","PostFenton",403.1471,1,1.6,0.6
"HW","PostFenton",403.161,1,1.56,0.56
"HW","PostFenton",403.1762,1,1.27,0.32
"HW","PostFenton",403.1834,1,1.75,0.5
"HW","PostFenton",403.1974,1,1.68,0.47
"HW","PostFenton",403.2126,1,1.39,0.26
"HW","PostFenton",403.2198,1,1.88,0.41
"HW","PostFenton",403.2337,1,1.8,0.4
"HW","PostFenton",404.1198,1,1.44,0.69
"HW","PostFenton",404.1311,1,1.53,0.67
"HW","PostFenton",404.1675,1,1.69,0.56
"HW","PostFenton",404.2038,1,1.82,0.47
"HW","PostFenton",405.0463,1,0.78,0.61
"HW","PostFenton",405.0675,1,1.2,0.87
"HW","PostFenton",405.0708,1,1.83,1.08
"HW","PostFenton",405.0827,1,0.95,0.53
"HW","PostFenton",405.1038,1,1.38,0.75
"HW","PostFenton",405.1151,1,1.47,0.73
"HW","PostFenton",405.1191,1,1.1,0.45
"HW","PostFenton",405.1402,1,1.53,0.65
"HW","PostFenton",405.1515,1,1.62,0.62
"HW","PostFenton",405.1555,1,1.24,0.38
"HW","PostFenton",405.1766,1,1.67,0.56
"HW","PostFenton",405.1919,1,1.36,0.32
"HW","PostFenton",405.213,1,1.79,0.47
"HW","PostFenton",406.0991,1,1.4,0.8
"HW","PostFenton",406.1355,1,1.56,0.69
"HW","PostFenton",407.0256,1,0.71,0.71
"HW","PostFenton",407.062,1,0.89,0.61
"HW","PostFenton",407.0831,1,1.33,0.87
"HW","PostFenton",407.0984,1,1.05,0.53
"HW","PostFenton",407.1195,1,1.5,0.75
"HW","PostFenton",407.1307,1,1.6,0.73
"HW","PostFenton",407.1348,1,1.2,0.45
"HW","PostFenton",407.1559,1,1.65,0.65
"HW","PostFenton",407.1671,1,1.75,0.62
"HW","PostFenton",407.1711,1,1.33,0.38
"HW","PostFenton",407.1923,1,1.78,0.56
"HW","PostFenton",407.2075,1,1.45,0.32
"HW","PostFenton",408.1147,1,1.53,0.8
"HW","PostFenton",408.1511,1,1.69,0.69
"HW","PostFenton",409.0412,1,0.82,0.71
"HW","PostFenton",409.0624,1,1.29,1
"HW","PostFenton",409.0776,1,1,0.61
"HW","PostFenton",409.0988,1,1.47,0.87
"HW","PostFenton",409.114,1,1.16,0.53
"HW","PostFenton",409.1351,1,1.62,0.75
"HW","PostFenton",409.1504,1,1.3,0.45
"HW","PostFenton",409.1715,1,1.76,0.65
"HW","PostFenton",409.1868,1,1.43,0.38
"HW","PostFenton",409.2232,1,1.55,0.32
"HW","PostFenton",410.0729,1,1,0.65
"HW","PostFenton",410.094,1,1.5,0.93
"HW","PostFenton",410.1304,1,1.67,0.8
"HW","PostFenton",411.0205,1,0.75,0.81
"HW","PostFenton",411.0569,1,0.94,0.71
"HW","PostFenton",411.078,1,1.43,1
"HW","PostFenton",411.0933,1,1.11,0.61
"HW","PostFenton",411.1144,1,1.6,0.87
"HW","PostFenton",411.1297,1,1.26,0.53
"HW","PostFenton",411.1508,1,1.75,0.75
"HW","PostFenton",411.1661,1,1.4,0.45
"HW","PostFenton",411.1885,1,1.56,0.39
"HW","PostFenton",411.2024,1,1.52,0.38
"HW","PostFenton",412.0885,1,1.12,0.65
"HW","PostFenton",412.1097,1,1.64,0.93
"HW","PostFenton",412.1249,1,1.28,0.56
"HW","PostFenton",412.1362,1,1.35,0.53
"HW","PostFenton",413.0362,1,0.88,0.81
"HW","PostFenton",413.0514,1,0.7,0.5
"HW","PostFenton",413.0725,1,1.06,0.71
"HW","PostFenton",413.0878,1,0.86,0.43
"HW","PostFenton",413.0937,1,1.57,1
"HW","PostFenton",413.1089,1,1.22,0.61
"HW","PostFenton",413.1242,1,1,0.36
"HW","PostFenton",413.1301,1,1.73,0.87
"HW","PostFenton",413.1453,1,1.37,0.53
"HW","PostFenton",413.1606,1,1.13,0.3
"HW","PostFenton",413.1678,1,1.53,0.47
"HW","PostFenton",413.1817,1,1.5,0.45
"HW","PostFenton",413.197,1,1.25,0.25
"HW","PostFenton",413.2042,1,1.67,0.39
"HW","PostFenton",413.2181,1,1.62,0.38
"HW","PostFenton",414.0678,1,1.06,0.75
"HW","PostFenton",414.1518,1,1.47,0.53
"HW","PostFenton",414.1882,1,1.61,0.44
"HW","PostFenton",415.0518,1,1,0.81
"HW","PostFenton",415.0671,1,0.8,0.5
"HW","PostFenton",415.0882,1,1.18,0.71
"HW","PostFenton",415.1035,1,0.95,0.43
"HW","PostFenton",415.1093,1,1.71,1
"HW","PostFenton",415.1246,1,1.33,0.61
"HW","PostFenton",415.1398,1,1.09,0.36
"HW","PostFenton",415.1471,1,1.5,0.56
"HW","PostFenton",415.161,1,1.47,0.53
"HW","PostFenton",415.1762,1,1.22,0.3
"HW","PostFenton",415.1834,1,1.65,0.47
"HW","PostFenton",415.1974,1,1.6,0.45
"HW","PostFenton",415.2126,1,1.33,0.25
"HW","PostFenton",415.2198,1,1.78,0.39
"HW","PostFenton",415.2337,1,1.71,0.38
"HW","PostFenton",416.1311,1,1.44,0.62
"HW","PostFenton",416.1675,1,1.59,0.53
"HW","PostFenton",417.0311,1,0.93,0.93
"HW","PostFenton",417.0463,1,0.74,0.58
"HW","PostFenton",417.0675,1,1.12,0.81
"HW","PostFenton",417.0708,1,1.69,1
"HW","PostFenton",417.0827,1,0.9,0.5
"HW","PostFenton",417.1038,1,1.29,0.71
"HW","PostFenton",417.1072,1,1.86,0.86
"HW","PostFenton",417.1151,1,1.38,0.69
"HW","PostFenton",417.1191,1,1.05,0.43
"HW","PostFenton",417.1402,1,1.44,0.61
"HW","PostFenton",417.1555,1,1.18,0.36
"HW","PostFenton",417.1627,1,1.62,0.56
"HW","PostFenton",417.1766,1,1.58,0.53
"HW","PostFenton",417.1919,1,1.3,0.3
"HW","PostFenton",417.1991,1,1.76,0.47
"HW","PostFenton",417.213,1,1.7,0.45
"HW","PostFenton",418.1467,1,1.56,0.62
"HW","PostFenton",418.1831,1,1.71,0.53
"HW","PostFenton",419.0256,1,0.67,0.67
"HW","PostFenton",419.0467,1,1.07,0.93
"HW","PostFenton",419.0501,1,1.67,1.17
"HW","PostFenton",419.062,1,0.84,0.58
"HW","PostFenton",419.0831,1,1.25,0.81
"HW","PostFenton",419.0865,1,1.85,1
"HW","PostFenton",419.0984,1,1,0.5
"HW","PostFenton",419.1195,1,1.41,0.71
"HW","PostFenton",419.1307,1,1.5,0.69
"HW","PostFenton",419.1348,1,1.14,0.43
"HW","PostFenton",419.1559,1,1.56,0.61
"HW","PostFenton",419.1711,1,1.27,0.36
"HW","PostFenton",419.1923,1,1.68,0.53
"HW","PostFenton",419.2075,1,1.39,0.3
"HW","PostFenton",420.1147,1,1.44,0.75
"HW","PostFenton",420.1624,1,1.69,0.62
"HW","PostFenton",421.0412,1,0.78,0.67
"HW","PostFenton",421.0659,1,0.3,0.03
"HW","PostFenton",421.0776,1,0.95,0.58
"HW","PostFenton",421.0988,1,1.38,0.81
"HW","PostFenton",421.114,1,1.1,0.5
"HW","PostFenton",421.1351,1,1.53,0.71
"HW","PostFenton",421.1464,1,1.62,0.69
"HW","PostFenton",421.1504,1,1.24,0.43
"HW","PostFenton",421.1715,1,1.67,0.61
"HW","PostFenton",421.1868,1,1.36,0.36
"HW","PostFenton",421.2232,1,1.48,0.3
"HW","PostFenton",421.2265,1,1.9,0.35
"HW","PostFenton",422.1304,1,1.56,0.75
"HW","PostFenton",423.0205,1,0.71,0.76
"HW","PostFenton",423.0569,1,0.89,0.67
"HW","PostFenton",423.078,1,1.33,0.93
"HW","PostFenton",423.0933,1,1.05,0.58
"HW","PostFenton",423.1144,1,1.5,0.81
"HW","PostFenton",423.1256,1,1.6,0.8
"HW","PostFenton",423.1297,1,1.2,0.5
"HW","PostFenton",423.1508,1,1.65,0.71
"HW","PostFenton",423.1661,1,1.33,0.43
"HW","PostFenton",423.1872,1,1.78,0.61
"HW","PostFenton",423.2024,1,1.45,0.36
"HW","PostFenton",424.1097,1,1.53,0.87
"HW","PostFenton",424.146,1,1.69,0.75
"HW","PostFenton",425.0362,1,0.82,0.76
"HW","PostFenton",425.0725,1,1,0.67
"HW","PostFenton",425.0937,1,1.47,0.93
"HW","PostFenton",425.1089,1,1.16,0.58
"HW","PostFenton",425.1301,1,1.62,0.81
"HW","PostFenton",425.1453,1,1.3,0.5
"HW","PostFenton",425.1664,1,1.76,0.71
"HW","PostFenton",425.1817,1,1.43,0.43
"HW","PostFenton",425.2181,1,1.55,0.36
"HW","PostFenton",425.2578,1,2.1,0.35
"HW","PostFenton",426.1253,1,1.67,0.87
"HW","PostFenton",427.0154,1,0.75,0.88
"HW","PostFenton",427.0518,1,0.94,0.76
"HW","PostFenton",427.0882,1,1.11,0.67
"HW","PostFenton",427.1093,1,1.6,0.93
"HW","PostFenton",427.1246,1,1.26,0.58
"HW","PostFenton",427.1457,1,1.75,0.81
"HW","PostFenton",427.161,1,1.4,0.5
"HW","PostFenton",427.1762,1,1.17,0.29
"HW","PostFenton",427.1834,1,1.56,0.44
"HW","PostFenton",427.1974,1,1.52,0.43
"HW","PostFenton",427.2198,1,1.68,0.37
"HW","PostFenton",427.2337,1,1.64,0.36
"HW","PostFenton",428.1675,1,1.5,0.5
"HW","PostFenton",428.1787,1,1.59,0.47
"HW","PostFenton",429.0311,1,0.88,0.88
"HW","PostFenton",429.0675,1,1.06,0.76
"HW","PostFenton",429.0827,1,0.86,0.48
"HW","PostFenton",429.1038,1,1.22,0.67
"HW","PostFenton",429.1191,1,1,0.41
"HW","PostFenton",429.125,1,1.73,0.93
"HW","PostFenton",429.1402,1,1.37,0.58
"HW","PostFenton",429.1555,1,1.13,0.35
"HW","PostFenton",429.1627,1,1.53,0.53
"HW","PostFenton",429.1766,1,1.5,0.5
"HW","PostFenton",429.1919,1,1.25,0.29
"HW","PostFenton",429.1991,1,1.67,0.44
"HW","PostFenton",429.213,1,1.62,0.43
"HW","PostFenton",429.2355,1,1.79,0.37
"HW","PostFenton",430.1467,1,1.47,0.59
"HW","PostFenton",430.1831,1,1.61,0.5
"HW","PostFenton",430.1943,1,1.71,0.47
"HW","PostFenton",431.0256,1,0.63,0.63
"HW","PostFenton",431.0467,1,1,0.88
"HW","PostFenton",431.062,1,0.8,0.55
"HW","PostFenton",431.0831,1,1.18,0.76
"HW","PostFenton",431.0865,1,1.71,0.93
"HW","PostFenton",431.0984,1,0.95,0.48
"HW","PostFenton",431.1195,1,1.33,0.67
"HW","PostFenton",431.1348,1,1.09,0.41
"HW","PostFenton",431.1559,1,1.47,0.58
"HW","PostFenton",431.1711,1,1.22,0.35
"HW","PostFenton",431.1784,1,1.65,0.53
"HW","PostFenton",431.1923,1,1.6,0.5
"HW","PostFenton",431.2075,1,1.33,0.29
"HW","PostFenton",431.2147,1,1.78,0.44
"HW","PostFenton",431.2287,1,1.71,0.43
"HW","PostFenton",432.1624,1,1.59,0.59
"HW","PostFenton",433.0412,1,0.74,0.63
"HW","PostFenton",433.0624,1,1.12,0.88
"HW","PostFenton",433.0657,1,1.69,1.08
"HW","PostFenton",433.0776,1,0.9,0.55
"HW","PostFenton",433.0988,1,1.29,0.76
"HW","PostFenton",433.1021,1,1.86,0.93
"HW","PostFenton",433.11,1,1.38,0.75
"HW","PostFenton",433.114,1,1.05,0.48
"HW","PostFenton",433.1351,1,1.44,0.67
"HW","PostFenton",433.1464,1,1.53,0.65
"HW","PostFenton",433.1504,1,1.18,0.41
"HW","PostFenton",433.1715,1,1.58,0.58
"HW","PostFenton",433.1868,1,1.3,0.35
"HW","PostFenton",433.194,1,1.76,0.53
"HW","PostFenton",433.2079,1,1.7,0.5
"HW","PostFenton",433.2232,1,1.42,0.29
"HW","PostFenton",435.0205,1,0.67,0.72
"HW","PostFenton",435.0569,1,0.84,0.63
"HW","PostFenton",435.078,1,1.25,0.88
"HW","PostFenton",435.0815,1,0.35,0.03
"HW","PostFenton",435.0933,1,1,0.55
"HW","PostFenton",435.1144,1,1.41,0.76
"HW","PostFenton",435.1256,1,1.5,0.75
"HW","PostFenton",435.1297,1,1.14,0.48
"HW","PostFenton",435.1508,1,1.56,0.67
"HW","PostFenton",435.1661,1,1.27,0.41
"HW","PostFenton",435.1872,1,1.68,0.58
"HW","PostFenton",435.2024,1,1.39,0.35
"HW","PostFenton",435.2388,1,1.5,0.29
"HW","PostFenton",436.1097,1,1.44,0.81
"HW","PostFenton",437.0362,1,0.78,0.72
"HW","PostFenton",437.0725,1,0.95,0.63
"HW","PostFenton",437.0937,1,1.38,0.88
"HW","PostFenton",437.1089,1,1.1,0.55
"HW","PostFenton",437.1301,1,1.53,0.76
"HW","PostFenton",437.1413,1,1.62,0.75
"HW","PostFenton",437.1453,1,1.24,0.48
"HW","PostFenton",437.1664,1,1.67,0.67
"HW","PostFenton",437.1817,1,1.36,0.41
"HW","PostFenton",437.2181,1,1.48,0.35
"HW","PostFenton",438.1253,1,1.56,0.81
"HW","PostFenton",438.1617,1,1.71,0.71
"HW","PostFenton",439.0154,1,0.71,0.82
"HW","PostFenton",439.0518,1,0.89,0.72
"HW","PostFenton",439.0729,1,1.33,1
"HW","PostFenton",439.0882,1,1.05,0.63
"HW","PostFenton",439.1093,1,1.5,0.88
"HW","PostFenton",439.1246,1,1.2,0.55
"HW","PostFenton",439.1457,1,1.65,0.76
"HW","PostFenton",439.1569,1,1.75,0.75
"HW","PostFenton",439.161,1,1.33,0.48
"HW","PostFenton",439.1974,1,1.45,0.41
"HW","PostFenton",439.2337,1,1.57,0.35
"HW","PostFenton",440.141,1,1.69,0.81
"HW","PostFenton",441.0311,1,0.82,0.82
"HW","PostFenton",441.0675,1,1,0.72
"HW","PostFenton",441.0886,1,1.47,1
"HW","PostFenton",441.1038,1,1.16,0.63
"HW","PostFenton",441.125,1,1.62,0.88
"HW","PostFenton",441.1402,1,1.3,0.55
"HW","PostFenton",441.1614,1,1.76,0.76
"HW","PostFenton",441.1766,1,1.43,0.48
"HW","PostFenton",441.1991,1,1.58,0.42
"HW","PostFenton",441.213,1,1.55,0.41
"HW","PostFenton",441.2528,1,2.1,0.4
"HW","PostFenton",442.1943,1,1.61,0.44
"HW","PostFenton",443.0467,1,0.94,0.82
"HW","PostFenton",443.062,1,0.76,0.52
"HW","PostFenton",443.0831,1,1.11,0.72
"HW","PostFenton",443.0984,1,0.91,0.45
"HW","PostFenton",443.1042,1,1.6,1
"HW","PostFenton",443.1195,1,1.26,0.63
"HW","PostFenton",443.1348,1,1.04,0.39
"HW","PostFenton",443.1406,1,1.75,0.88
"HW","PostFenton",443.1559,1,1.4,0.55
"HW","PostFenton",443.1711,1,1.17,0.33
"HW","PostFenton",443.1784,1,1.56,0.5
"HW","PostFenton",443.1923,1,1.52,0.48
"HW","PostFenton",443.2075,1,1.28,0.28
"HW","PostFenton",443.2147,1,1.68,0.42
"HW","PostFenton",443.2287,1,1.64,0.41
"HW","PostFenton",444.1181,1,1.8,0.8
"HW","PostFenton",444.21,1,1.72,0.44
"HW","PostFenton",445.0412,1,0.7,0.6
"HW","PostFenton",445.0624,1,1.06,0.82
"HW","PostFenton",445.0776,1,0.86,0.52
"HW","PostFenton",445.0988,1,1.22,0.72
"HW","PostFenton",445.114,1,1,0.45
"HW","PostFenton",445.1351,1,1.37,0.63
"HW","PostFenton",445.1504,1,1.13,0.39
"HW","PostFenton",445.1576,1,1.53,0.59
"HW","PostFenton",445.1715,1,1.5,0.55
"HW","PostFenton",445.1868,1,1.25,0.33
"HW","PostFenton",445.194,1,1.67,0.5
"HW","PostFenton",445.2079,1,1.62,0.48
"HW","PostFenton",445.2232,1,1.36,0.28
"HW","PostFenton",445.2304,1,1.79,0.42
"HW","PostFenton",446.0974,1,1.79,0.93
"HW","PostFenton",446.178,1,1.61,0.56
"HW","PostFenton",447.0569,1,0.8,0.6
"HW","PostFenton",447.078,1,1.18,0.82
"HW","PostFenton",447.0814,1,1.71,1
"HW","PostFenton",447.0933,1,0.95,0.52
"HW","PostFenton",447.1144,1,1.33,0.72
"HW","PostFenton",447.1297,1,1.09,0.45
"HW","PostFenton",447.1508,1,1.47,0.63
"HW","PostFenton",447.1661,1,1.22,0.39
"HW","PostFenton",447.1872,1,1.6,0.55
"HW","PostFenton",447.2024,1,1.33,0.33
"HW","PostFenton",447.2097,1,1.78,0.5
"HW","PostFenton",447.2236,1,1.71,0.48
"HW","PostFenton",449.0362,1,0.74,0.68
"HW","PostFenton",449.0607,1,1.69,1.15
"HW","PostFenton",449.0725,1,0.9,0.6
"HW","PostFenton",449.0937,1,1.29,0.82
"HW","PostFenton",449.1089,1,1.05,0.52
"HW","PostFenton",449.1301,1,1.44,0.72
"HW","PostFenton",449.1453,1,1.18,0.45
"HW","PostFenton",449.1664,1,1.58,0.63
"HW","PostFenton",449.1817,1,1.3,0.39
"HW","PostFenton",449.2028,1,1.7,0.55
"HW","PostFenton",449.2181,1,1.42,0.33
"HW","PostFenton",450.1253,1,1.47,0.76
"HW","PostFenton",451.0518,1,0.84,0.68
"HW","PostFenton",451.0729,1,1.25,0.94
"HW","PostFenton",451.0882,1,1,0.6
"HW","PostFenton",451.1093,1,1.41,0.82
"HW","PostFenton",451.1246,1,1.14,0.52
"HW","PostFenton",451.1457,1,1.56,0.72
"HW","PostFenton",451.1569,1,1.65,0.71
"HW","PostFenton",451.161,1,1.27,0.45
"HW","PostFenton",451.1821,1,1.68,0.63
"HW","PostFenton",451.1974,1,1.39,0.39
"HW","PostFenton",451.2337,1,1.5,0.33
"HW","PostFenton",452.141,1,1.59,0.76
"HW","PostFenton",453.0311,1,0.78,0.78
"HW","PostFenton",453.0675,1,0.95,0.68
"HW","PostFenton",453.0886,1,1.38,0.94
"HW","PostFenton",453.1038,1,1.1,0.6
"HW","PostFenton",453.125,1,1.53,0.82
"HW","PostFenton",453.1402,1,1.24,0.52
"HW","PostFenton",453.1614,1,1.67,0.72
"HW","PostFenton",453.1766,1,1.36,0.45
"HW","PostFenton",453.213,1,1.48,0.39
"HW","PostFenton",454.1202,1,1.56,0.88
"HW","PostFenton",454.1566,1,1.71,0.76
"HW","PostFenton",455.0467,1,0.89,0.78
"HW","PostFenton",455.0831,1,1.05,0.68
"HW","PostFenton",455.1042,1,1.5,0.94
"HW","PostFenton",455.1195,1,1.2,0.6
"HW","PostFenton",455.1406,1,1.65,0.82
"HW","PostFenton",455.1559,1,1.33,0.52
"HW","PostFenton",455.177,1,1.78,0.72
"HW","PostFenton",455.1923,1,1.45,0.45
"HW","PostFenton",455.2287,1,1.57,0.39
"HW","PostFenton",457.0624,1,1,0.78
"HW","PostFenton",457.0988,1,1.16,0.68
"HW","PostFenton",457.1199,1,1.62,0.94
"HW","PostFenton",457.1351,1,1.3,0.6
"HW","PostFenton",457.1504,1,1.08,0.38
"HW","PostFenton",457.1563,1,1.76,0.82
"HW","PostFenton",457.1715,1,1.43,0.52
"HW","PostFenton",457.1868,1,1.2,0.32
"HW","PostFenton",457.194,1,1.58,0.47
"HW","PostFenton",457.2079,1,1.55,0.45
"HW","PostFenton",457.2232,1,1.31,0.27
"HW","PostFenton",457.3171,1,1.84,0.28
"HW","PostFenton",458.1891,1,1.07,0.11
"HW","PostFenton",459.0416,1,0.94,0.88
"HW","PostFenton",459.0569,1,0.76,0.57
"HW","PostFenton",459.078,1,1.11,0.78
"HW","PostFenton",459.0933,1,0.91,0.5
"HW","PostFenton",459.1144,1,1.26,0.68
"HW","PostFenton",459.1297,1,1.04,0.43
"HW","PostFenton",459.1355,1,1.75,0.94
"HW","PostFenton",459.1508,1,1.4,0.6
"HW","PostFenton",459.1661,1,1.17,0.38
"HW","PostFenton",459.1733,1,1.56,0.56
"HW","PostFenton",459.1872,1,1.52,0.52
"HW","PostFenton",459.2024,1,1.28,0.32
"HW","PostFenton",459.2097,1,1.68,0.47
"HW","PostFenton",459.2236,1,1.64,0.45
"HW","PostFenton",459.2388,1,1.38,0.27
"HW","PostFenton",460.1573,1,1.5,0.61
"HW","PostFenton",460.2047,1,1.14,0.11
"HW","PostFenton",461.0362,1,0.7,0.65
"HW","PostFenton",461.0573,1,1.06,0.88
"HW","PostFenton",461.0725,1,0.86,0.57
"HW","PostFenton",461.0937,1,1.22,0.78
"HW","PostFenton",461.1089,1,1,0.5
"HW","PostFenton",461.1301,1,1.37,0.68
"HW","PostFenton",461.1453,1,1.13,0.43
"HW","PostFenton",461.1664,1,1.5,0.6
"HW","PostFenton",461.1817,1,1.25,0.38
"HW","PostFenton",461.2028,1,1.62,0.52
"HW","PostFenton",461.2181,1,1.36,0.32
"HW","PostFenton",462.1729,1,1.61,0.61
"HW","PostFenton",463.0518,1,0.8,0.65
"HW","PostFenton",463.0729,1,1.18,0.88
"HW","PostFenton",463.0763,1,1.71,1.07
"HW","PostFenton",463.0882,1,0.95,0.57
"HW","PostFenton",463.1093,1,1.33,0.78
"HW","PostFenton",463.1246,1,1.09,0.5
"HW","PostFenton",463.1457,1,1.47,0.68
"HW","PostFenton",463.161,1,1.22,0.43
"HW","PostFenton",463.1821,1,1.6,0.6
"HW","PostFenton",463.1974,1,1.33,0.38
"HW","PostFenton",463.2185,1,1.71,0.52
"HW","PostFenton",463.2337,1,1.44,0.32
"HW","PostFenton",465.0311,1,0.74,0.74
"HW","PostFenton",465.0675,1,0.9,0.65
"HW","PostFenton",465.0886,1,1.29,0.88
"HW","PostFenton",465.1038,1,1.05,0.57
"HW","PostFenton",465.125,1,1.44,0.78
"HW","PostFenton",465.1402,1,1.18,0.5
"HW","PostFenton",465.1614,1,1.58,0.68
"HW","PostFenton",465.1726,1,1.67,0.67
"HW","PostFenton",465.1766,1,1.3,0.43
"HW","PostFenton",465.213,1,1.42,0.38
"HW","PostFenton",465.3044,1,1.7,0.15
"HW","PostFenton",466.1202,1,1.47,0.82
"HW","PostFenton",466.1566,1,1.61,0.72
"HW","PostFenton",467.0467,1,0.84,0.74
"HW","PostFenton",467.0831,1,1,0.65
"HW","PostFenton",467.1042,1,1.41,0.88
"HW","PostFenton",467.1195,1,1.14,0.57
"HW","PostFenton",467.1406,1,1.56,0.78
"HW","PostFenton",467.1559,1,1.27,0.5
"HW","PostFenton",467.177,1,1.68,0.68
"HW","PostFenton",467.1923,1,1.39,0.43
"HW","PostFenton",467.2287,1,1.5,0.38
"HW","PostFenton",468.1359,1,1.59,0.82
"HW","PostFenton",469.026,1,0.78,0.83
"HW","PostFenton",469.0624,1,0.95,0.74
"HW","PostFenton",469.0835,1,1.38,1
"HW","PostFenton",469.0988,1,1.1,0.65
"HW","PostFenton",469.1199,1,1.53,0.88
"HW","PostFenton",469.1351,1,1.24,0.57
"HW","PostFenton",469.1563,1,1.67,0.78
"HW","PostFenton",469.1715,1,1.36,0.5
"HW","PostFenton",469.2079,1,1.48,0.43
"HW","PostFenton",469.2841,1,2.09,0.36
"HW","PostFenton",471.0416,1,0.89,0.83
"HW","PostFenton",471.078,1,1.05,0.74
"HW","PostFenton",471.0992,1,1.5,1
"HW","PostFenton",471.1144,1,1.2,0.65
"HW","PostFenton",471.1355,1,1.65,0.88
"HW","PostFenton",471.1508,1,1.33,0.57
"HW","PostFenton",471.1661,1,1.12,0.36
"HW","PostFenton",471.1719,1,1.78,0.78
"HW","PostFenton",471.1872,1,1.45,0.5
"HW","PostFenton",471.2024,1,1.23,0.31
"HW","PostFenton",471.2097,1,1.6,0.45
"HW","PostFenton",471.2236,1,1.57,0.43
"HW","PostFenton",473.0573,1,1,0.83
"HW","PostFenton",473.0937,1,1.16,0.74
"HW","PostFenton",473.1089,1,0.96,0.48
"HW","PostFenton",473.1148,1,1.62,1
"HW","PostFenton",473.1301,1,1.3,0.65
"HW","PostFenton",473.1453,1,1.08,0.42
"HW","PostFenton",473.1512,1,1.76,0.88
"HW","PostFenton",473.1664,1,1.43,0.57
"HW","PostFenton",473.1817,1,1.2,0.36
"HW","PostFenton",473.1889,1,1.58,0.53
"HW","PostFenton",473.2028,1,1.55,0.5
"HW","PostFenton",473.2181,1,1.31,0.31
"HW","PostFenton",473.2826,1,1.54,0.14
"HW","PostFenton",474.1729,1,1.53,0.58
"HW","PostFenton",475.0518,1,0.76,0.62
"HW","PostFenton",475.0729,1,1.11,0.83
"HW","PostFenton",475.0882,1,0.91,0.55
"HW","PostFenton",475.1093,1,1.26,0.74
"HW","PostFenton",475.1246,1,1.04,0.48
"HW","PostFenton",475.1457,1,1.4,0.65
"HW","PostFenton",475.161,1,1.17,0.42
"HW","PostFenton",475.1821,1,1.52,0.57
"HW","PostFenton",475.1974,1,1.28,0.36
"HW","PostFenton",475.2185,1,1.64,0.5
"HW","PostFenton",475.2337,1,1.38,0.31
"HW","PostFenton",477.0311,1,0.7,0.7
"HW","PostFenton",477.0675,1,0.86,0.62
"HW","PostFenton",477.0886,1,1.22,0.83
"HW","PostFenton",477.1038,1,1,0.55
"HW","PostFenton",477.125,1,1.37,0.74
"HW","PostFenton",477.1402,1,1.13,0.48
"HW","PostFenton",477.1614,1,1.5,0.65
"HW","PostFenton",477.1766,1,1.25,0.42
"HW","PostFenton",477.1977,1,1.62,0.57
"HW","PostFenton",477.213,1,1.36,0.36
"HW","PostFenton",477.2494,1,1.46,0.31
"HW","PostFenton",479.0467,1,0.8,0.7
"HW","PostFenton",479.0831,1,0.95,0.62
"HW","PostFenton",479.1042,1,1.33,0.83
"HW","PostFenton",479.1195,1,1.09,0.55
"HW","PostFenton",479.1406,1,1.47,0.74
"HW","PostFenton",479.1519,1,1.56,0.72
"HW","PostFenton",479.1559,1,1.22,0.48
"HW","PostFenton",479.177,1,1.6,0.65
"HW","PostFenton",479.1923,1,1.33,0.42
"HW","PostFenton",479.2287,1,1.44,0.36
"HW","PostFenton",480.1359,1,1.5,0.78
"HW","PostFenton",481.026,1,0.74,0.79
"HW","PostFenton",481.0624,1,0.9,0.7
"HW","PostFenton",481.0835,1,1.29,0.94
"HW","PostFenton",481.0988,1,1.05,0.62
"HW","PostFenton",481.1199,1,1.44,0.83
"HW","PostFenton",481.1351,1,1.18,0.55
"HW","PostFenton",481.1563,1,1.58,0.74
"HW","PostFenton",481.1715,1,1.3,0.48
"HW","PostFenton",481.2079,1,1.42,0.42
"HW","PostFenton",481.2443,1,1.52,0.36
"HW","PostFenton",482.1515,1,1.61,0.78
"HW","PostFenton",483.0416,1,0.84,0.79
"HW","PostFenton",483.078,1,1,0.7
"HW","PostFenton",483.0992,1,1.41,0.94
"HW","PostFenton",483.1144,1,1.14,0.62
"HW","PostFenton",483.1355,1,1.56,0.83
"HW","PostFenton",483.1508,1,1.27,0.55
"HW","PostFenton",483.1719,1,1.68,0.74
"HW","PostFenton",483.1872,1,1.39,0.48
"HW","PostFenton",483.2236,1,1.5,0.42
"HW","PostFenton",484.1308,1,1.59,0.88
"HW","PostFenton",485.0573,1,0.95,0.79
