"Mass","Forest","fenton","adsorbed","HC","OC","Class"
413.1089,"SW","PostFenton","unbound",1.22,0.61,"Lignin-like"
413.1089,"SW","PreFenton","unbound",1.22,0.61,"Lignin-like"
413.1242,"SW","PreFenton","unbound",1,0.36,"Lignin-like"
413.1301,"SW","PostFenton","unbound",1.73,0.87,"Carbohydrate-like"
413.1301,"SW","PreFenton","unbound",1.73,0.87,"Carbohydrate-like"
413.1453,"SW","PostFenton","unbound",1.37,0.53,"Lignin-like"
413.1453,"SW","PreFenton","unbound",1.37,0.53,"Lignin-like"
413.1606,"SW","PostFenton","new",1.13,0.3,"Lignin-like"
413.1606,"SW","PreFenton","unbound",1.13,0.3,"Lignin-like"
413.1678,"SW","PostFenton","unbound",1.53,0.47,"Aliphatic+N"
413.1678,"SW","PreFenton","unbound",1.53,0.47,"Aliphatic+N"
413.1817,"SW","PostFenton","unbound",1.5,0.45,"Aliphatic-noN"
413.1817,"SW","PreFenton","unbound",1.5,0.45,"Aliphatic-noN"
413.197,"SW","PostFenton","new",1.25,0.25,"Lignin-like"
413.197,"SW","PreFenton","unbound",1.25,0.25,"Lignin-like"
413.2042,"SW","PostFenton","unbound",1.67,0.39,"Aliphatic+N"
413.2042,"SW","PreFenton","unbound",1.67,0.39,"Aliphatic+N"
413.2181,"SW","PostFenton","unbound",1.62,0.38,"Aliphatic-noN"
413.2181,"SW","PreFenton","unbound",1.62,0.38,"Aliphatic-noN"
413.2333,"SW","PreFenton","new",1.36,0.2,"Lignin-like"
413.2406,"SW","PostFenton","new",1.79,0.32,"Aliphatic+N"
413.2406,"SW","PreFenton","unbound",1.79,0.32,"Aliphatic+N"
413.2545,"SW","PostFenton","new",1.73,0.32,"Aliphatic-noN"
413.2545,"SW","PreFenton","unbound",1.73,0.32,"Aliphatic-noN"
413.2769,"SW","PreFenton","new",1.9,0.25,"Aliphatic+N"
414.1518,"SW","PostFenton","unbound",1.47,0.53,"Lignin-like"
414.1882,"SW","PostFenton","unbound",1.61,0.44,"Aliphatic+N"
414.1882,"SW","PreFenton","unbound",1.61,0.44,"Aliphatic+N"
414.1994,"SW","PostFenton","new",1.71,0.41,"Aliphatic+N"
414.1994,"SW","PreFenton","new",1.71,0.41,"Aliphatic+N"
414.2246,"SW","PostFenton","new",1.74,0.37,"Aliphatic+N"
414.2246,"SW","PreFenton","new",1.74,0.37,"Aliphatic+N"
414.2358,"SW","PostFenton","new",1.83,0.33,"Aliphatic+N"
414.2358,"SW","PreFenton","unbound",1.83,0.33,"Aliphatic+N"
415.0307,"SW","PreFenton","sorbed",0.63,0.58,"Aromatic"
415.0518,"SW","PostFenton","sorbed",1,0.81,"Lignin-like"
415.0518,"SW","PreFenton","sorbed",1,0.81,"Lignin-like"
415.0671,"SW","PostFenton","sorbed",0.8,0.5,"Aromatic"
415.0671,"SW","PreFenton","sorbed",0.8,0.5,"Aromatic"
415.0882,"SW","PostFenton","unbound",1.18,0.71,"Lignin-like"
415.0882,"SW","PreFenton","sorbed",1.18,0.71,"Lignin-like"
415.1035,"SW","PostFenton","sorbed",0.95,0.43,"Lignin-like"
415.1035,"SW","PreFenton","unbound",0.95,0.43,"Lignin-like"
415.1093,"SW","PostFenton","sorbed",1.71,1,"Carbohydrate-like"
415.1246,"SW","PostFenton","unbound",1.33,0.61,"Lignin-like"
415.1246,"SW","PreFenton","unbound",1.33,0.61,"Lignin-like"
415.1398,"SW","PostFenton","unbound",1.09,0.36,"Lignin-like"
415.1398,"SW","PreFenton","unbound",1.09,0.36,"Lignin-like"
415.161,"SW","PostFenton","unbound",1.47,0.53,"Lignin-like"
415.161,"SW","PreFenton","unbound",1.47,0.53,"Lignin-like"
415.1643,"SW","PreFenton","new",2,0.62,"Carbohydrate-like"
415.1762,"SW","PostFenton","unbound",1.22,0.3,"Lignin-like"
415.1762,"SW","PreFenton","unbound",1.22,0.3,"Lignin-like"
415.1834,"SW","PostFenton","unbound",1.65,0.47,"Aliphatic+N"
415.1834,"SW","PreFenton","unbound",1.65,0.47,"Aliphatic+N"
415.1974,"SW","PostFenton","unbound",1.6,0.45,"Aliphatic-noN"
415.1974,"SW","PreFenton","unbound",1.6,0.45,"Aliphatic-noN"
415.2126,"SW","PostFenton","new",1.33,0.25,"Lignin-like"
415.2126,"SW","PreFenton","unbound",1.33,0.25,"Lignin-like"
415.2198,"SW","PostFenton","unbound",1.78,0.39,"Aliphatic+N"
415.2198,"SW","PreFenton","unbound",1.78,0.39,"Aliphatic+N"
415.2337,"SW","PostFenton","unbound",1.71,0.38,"Aliphatic-noN"
415.2337,"SW","PreFenton","unbound",1.71,0.38,"Aliphatic-noN"
415.249,"SW","PostFenton","new",1.44,0.2,"Lignin-like"
415.249,"SW","PreFenton","new",1.44,0.2,"Lignin-like"
415.2562,"SW","PostFenton","new",1.89,0.32,"Aliphatic+N"
415.2562,"SW","PreFenton","unbound",1.89,0.32,"Aliphatic+N"
415.2701,"SW","PostFenton","new",1.82,0.32,"Aliphatic-noN"
415.2701,"SW","PreFenton","unbound",1.82,0.32,"Aliphatic-noN"
416.1675,"SW","PostFenton","unbound",1.59,0.53,"Aliphatic+N"
416.1675,"SW","PreFenton","unbound",1.59,0.53,"Aliphatic+N"
416.2038,"SW","PostFenton","new",1.72,0.44,"Aliphatic+N"
416.2038,"SW","PreFenton","new",1.72,0.44,"Aliphatic+N"
416.2151,"SW","PostFenton","new",1.82,0.41,"Aliphatic+N"
416.2151,"SW","PreFenton","new",1.82,0.41,"Aliphatic+N"
417.0099,"SW","PreFenton","sorbed",0.56,0.67,"Condensed Ar"
417.0463,"SW","PostFenton","sorbed",0.74,0.58,"Aromatic"
417.0463,"SW","PreFenton","sorbed",0.74,0.58,"Aromatic"
417.0675,"SW","PostFenton","sorbed",1.12,0.81,"Lignin-like"
417.0675,"SW","PreFenton","sorbed",1.12,0.81,"Lignin-like"
417.0708,"SW","PostFenton","sorbed",1.69,1,"Carbohydrate-like"
417.0827,"SW","PostFenton","sorbed",0.9,0.5,"Lignin-like"
417.0827,"SW","PreFenton","unbound",0.9,0.5,"Lignin-like"
417.1038,"SW","PostFenton","sorbed",1.29,0.71,"Lignin-like"
417.1038,"SW","PreFenton","sorbed",1.29,0.71,"Lignin-like"
417.1072,"SW","PostFenton","new",1.86,0.86,"Carbohydrate-like"
417.1072,"SW","PreFenton","unbound",1.86,0.86,"Carbohydrate-like"
417.1191,"SW","PostFenton","unbound",1.05,0.43,"Lignin-like"
417.1191,"SW","PreFenton","unbound",1.05,0.43,"Lignin-like"
417.1402,"SW","PostFenton","unbound",1.44,0.61,"Lignin-like"
417.1402,"SW","PreFenton","unbound",1.44,0.61,"Lignin-like"
417.1555,"SW","PostFenton","unbound",1.18,0.36,"Lignin-like"
417.1555,"SW","PreFenton","unbound",1.18,0.36,"Lignin-like"
417.1627,"SW","PostFenton","new",1.62,0.56,"Aliphatic+N"
417.1684,"SW","PreFenton","new",1.63,0.42,"Aliphatic-noN"
417.1766,"SW","PostFenton","unbound",1.58,0.53,"Aliphatic-noN"
417.1766,"SW","PreFenton","unbound",1.58,0.53,"Aliphatic-noN"
417.1919,"SW","PostFenton","unbound",1.3,0.3,"Lignin-like"
417.1919,"SW","PreFenton","unbound",1.3,0.3,"Lignin-like"
417.1991,"SW","PostFenton","unbound",1.76,0.47,"Aliphatic+N"
417.1991,"SW","PreFenton","unbound",1.76,0.47,"Aliphatic+N"
417.2105,"SW","PostFenton","new",1.42,0.17,"Lignin-like"
417.2105,"SW","PreFenton","new",1.42,0.17,"Lignin-like"
417.213,"SW","PostFenton","unbound",1.7,0.45,"Aliphatic-noN"
417.213,"SW","PreFenton","unbound",1.7,0.45,"Aliphatic-noN"
417.2283,"SW","PostFenton","new",1.42,0.25,"Lignin-like"
417.2283,"SW","PreFenton","unbound",1.42,0.25,"Lignin-like"
417.2355,"SW","PostFenton","new",1.89,0.39,"Aliphatic+N"
417.2355,"SW","PreFenton","unbound",1.89,0.39,"Aliphatic+N"
417.2494,"SW","PostFenton","new",1.81,0.38,"Aliphatic-noN"
417.2494,"SW","PreFenton","unbound",1.81,0.38,"Aliphatic-noN"
417.2858,"SW","PreFenton","new",1.91,0.32,"Aliphatic-noN"
418.1467,"SW","PostFenton","sorbed",1.56,0.62,"Carbohydrate-like"
418.1831,"SW","PostFenton","sorbed",1.71,0.53,"Aliphatic+N"
418.1984,"SW","PreFenton","new",1.38,0.29,"Lignin-like"
419.0256,"SW","PreFenton","sorbed",0.67,0.67,"Aromatic"
419.0501,"SW","PostFenton","sorbed",1.67,1.17,"Carbohydrate-like"
419.062,"SW","PostFenton","sorbed",0.84,0.58,"Lignin-like"
419.062,"SW","PreFenton","unbound",0.84,0.58,"Lignin-like"
419.0831,"SW","PostFenton","sorbed",1.25,0.81,"Lignin-like"
419.0865,"SW","PostFenton","unbound",1.85,1,"Carbohydrate-like"
419.0984,"SW","PostFenton","unbound",1,0.5,"Lignin-like"
419.0984,"SW","PreFenton","unbound",1,0.5,"Lignin-like"
419.1195,"SW","PostFenton","unbound",1.41,0.71,"Lignin-like"
419.1195,"SW","PreFenton","sorbed",1.41,0.71,"Lignin-like"
419.1307,"SW","PostFenton","unbound",1.5,0.69,"Carbohydrate-like"
419.1348,"SW","PostFenton","unbound",1.14,0.43,"Lignin-like"
419.1348,"SW","PreFenton","unbound",1.14,0.43,"Lignin-like"
419.1559,"SW","PostFenton","unbound",1.56,0.61,"Carbohydrate-like"
419.1559,"SW","PreFenton","sorbed",1.56,0.61,"Carbohydrate-like"
419.1711,"SW","PostFenton","unbound",1.27,0.36,"Lignin-like"
419.1711,"SW","PreFenton","unbound",1.27,0.36,"Lignin-like"
419.1923,"SW","PostFenton","unbound",1.68,0.53,"Aliphatic-noN"
419.1923,"SW","PreFenton","unbound",1.68,0.53,"Aliphatic-noN"
419.2075,"SW","PostFenton","unbound",1.39,0.3,"Lignin-like"
419.2075,"SW","PreFenton","unbound",1.39,0.3,"Lignin-like"
419.2287,"SW","PostFenton","unbound",1.8,0.45,"Aliphatic-noN"
419.2287,"SW","PreFenton","unbound",1.8,0.45,"Aliphatic-noN"
419.2439,"SW","PostFenton","new",1.5,0.25,"Aliphatic-noN"
419.2439,"SW","PreFenton","unbound",1.5,0.25,"Aliphatic-noN"
419.265,"SW","PostFenton","new",1.9,0.38,"Aliphatic-noN"
419.265,"SW","PreFenton","unbound",1.9,0.38,"Aliphatic-noN"
420.0936,"SW","PreFenton","sorbed",1,0.53,"Lignin-like"
421.0412,"SW","PostFenton","sorbed",0.78,0.67,"Lignin-like"
421.0412,"SW","PreFenton","sorbed",0.78,0.67,"Lignin-like"
421.0565,"SW","PreFenton","sorbed",0.64,0.41,"Aromatic"
421.0659,"SW","PostFenton","sorbed",0.3,0.03,"Condensed Ar"
421.0776,"SW","PostFenton","sorbed",0.95,0.58,"Lignin-like"
421.0776,"SW","PreFenton","unbound",0.95,0.58,"Lignin-like"
421.0988,"SW","PostFenton","unbound",1.38,0.81,"Lignin-like"
421.114,"SW","PostFenton","unbound",1.1,0.5,"Lignin-like"
421.114,"SW","PreFenton","unbound",1.1,0.5,"Lignin-like"
421.117,"SW","PostFenton","new",1.21,0.37,"Lignin-like"
421.1351,"SW","PostFenton","unbound",1.53,0.71,"Carbohydrate-like"
421.1351,"SW","PreFenton","sorbed",1.53,0.71,"Carbohydrate-like"
421.1504,"SW","PostFenton","unbound",1.24,0.43,"Lignin-like"
421.1504,"SW","PreFenton","unbound",1.24,0.43,"Lignin-like"
421.1633,"SW","PreFenton","new",1.72,0.5,"Aliphatic-noN"
421.1715,"SW","PostFenton","unbound",1.67,0.61,"Carbohydrate-like"
421.1715,"SW","PreFenton","unbound",1.67,0.61,"Carbohydrate-like"
421.1868,"SW","PostFenton","unbound",1.36,0.36,"Lignin-like"
421.1868,"SW","PreFenton","unbound",1.36,0.36,"Lignin-like"
421.1902,"SW","PreFenton","new",1.79,0.42,"Aliphatic-noN"
421.2079,"SW","PostFenton","unbound",1.79,0.53,"Aliphatic-noN"
421.2079,"SW","PreFenton","sorbed",1.79,0.53,"Aliphatic-noN"
421.2232,"SW","PostFenton","sorbed",1.48,0.3,"Lignin-like"
421.2232,"SW","PreFenton","sorbed",1.48,0.3,"Lignin-like"
421.2265,"SW","PostFenton","unbound",1.9,0.35,"Aliphatic-noN"
421.2265,"SW","PreFenton","unbound",1.9,0.35,"Aliphatic-noN"
421.2443,"SW","PreFenton","new",1.9,0.45,"Aliphatic-noN"
421.2596,"SW","PostFenton","new",1.58,0.25,"Aliphatic-noN"
421.2596,"SW","PreFenton","new",1.58,0.25,"Aliphatic-noN"
423.0205,"SW","PostFenton","sorbed",0.71,0.76,"Aromatic"
423.0205,"SW","PreFenton","sorbed",0.71,0.76,"Aromatic"
423.0358,"SW","PreFenton","sorbed",0.57,0.48,"Condensed Ar"
423.0569,"SW","PostFenton","sorbed",0.89,0.67,"Lignin-like"
423.0569,"SW","PreFenton","sorbed",0.89,0.67,"Lignin-like"
423.0722,"SW","PreFenton","sorbed",0.73,0.41,"Aromatic"
423.078,"SW","PostFenton","sorbed",1.33,0.93,"Lignin-like"
423.0933,"SW","PostFenton","unbound",1.05,0.58,"Lignin-like"
423.0933,"SW","PreFenton","unbound",1.05,0.58,"Lignin-like"
423.1085,"SW","PreFenton","sorbed",0.87,0.35,"Aromatic"
423.1144,"SW","PostFenton","unbound",1.5,0.81,"Carbohydrate-like"
423.1144,"SW","PreFenton","unbound",1.5,0.81,"Carbohydrate-like"
423.1297,"SW","PostFenton","unbound",1.2,0.5,"Lignin-like"
423.1297,"SW","PreFenton","unbound",1.2,0.5,"Lignin-like"
423.1508,"SW","PostFenton","unbound",1.65,0.71,"Carbohydrate-like"
423.1508,"SW","PreFenton","unbound",1.65,0.71,"Carbohydrate-like"
423.1661,"SW","PostFenton","unbound",1.33,0.43,"Lignin-like"
423.1661,"SW","PreFenton","unbound",1.33,0.43,"Lignin-like"
423.1789,"SW","PreFenton","new",1.83,0.5,"Aliphatic-noN"
423.1872,"SW","PostFenton","unbound",1.78,0.61,"Carbohydrate-like"
423.1872,"SW","PreFenton","new",1.78,0.61,"Carbohydrate-like"
423.2024,"SW","PostFenton","unbound",1.45,0.36,"Lignin-like"
423.2024,"SW","PreFenton","unbound",1.45,0.36,"Lignin-like"
423.2058,"SW","PreFenton","new",1.89,0.42,"Aliphatic-noN"
423.2388,"SW","PostFenton","new",1.57,0.3,"Aliphatic-noN"
423.2388,"SW","PreFenton","unbound",1.57,0.3,"Aliphatic-noN"
423.2752,"SW","PreFenton","new",1.67,0.25,"Aliphatic-noN"
424.1097,"SW","PostFenton","sorbed",1.53,0.87,"Carbohydrate-like"
424.146,"SW","PostFenton","sorbed",1.69,0.75,"Carbohydrate-like"
425.0362,"SW","PostFenton","sorbed",0.82,0.76,"Lignin-like"
425.0362,"SW","PreFenton","sorbed",0.82,0.76,"Lignin-like"
425.0514,"SW","PreFenton","sorbed",0.67,0.48,"Aromatic"
425.0725,"SW","PostFenton","unbound",1,0.67,"Lignin-like"
425.0725,"SW","PreFenton","sorbed",1,0.67,"Lignin-like"
425.0878,"SW","PreFenton","sorbed",0.82,0.41,"Aromatic"
425.0937,"SW","PostFenton","unbound",1.47,0.93,"Lignin-like"
425.1089,"SW","PostFenton","unbound",1.16,0.58,"Lignin-like"
425.1089,"SW","PreFenton","unbound",1.16,0.58,"Lignin-like"
425.1123,"SW","PostFenton","new",1.62,0.69,"Carbohydrate-like"
425.1242,"SW","PreFenton","unbound",0.96,0.35,"Lignin-like"
425.1301,"SW","PostFenton","unbound",1.62,0.81,"Carbohydrate-like"
425.1301,"SW","PreFenton","unbound",1.62,0.81,"Carbohydrate-like"
425.1453,"SW","PostFenton","unbound",1.3,0.5,"Lignin-like"
425.1453,"SW","PreFenton","unbound",1.3,0.5,"Lignin-like"
425.1606,"SW","PreFenton","unbound",1.08,0.29,"Lignin-like"
425.1664,"SW","PostFenton","unbound",1.76,0.71,"Carbohydrate-like"
425.1664,"SW","PreFenton","new",1.76,0.71,"Carbohydrate-like"
425.1817,"SW","PostFenton","unbound",1.43,0.43,"Lignin-like"
425.1817,"SW","PreFenton","unbound",1.43,0.43,"Lignin-like"
425.1851,"SW","PreFenton","new",1.89,0.5,"Aliphatic-noN"
425.197,"SW","PostFenton","new",1.2,0.24,"Lignin-like"
425.197,"SW","PreFenton","new",1.2,0.24,"Lignin-like"
425.2042,"SW","PostFenton","new",1.58,0.37,"Aliphatic+N"
425.2042,"SW","PreFenton","unbound",1.58,0.37,"Aliphatic+N"
425.2181,"SW","PostFenton","unbound",1.55,0.36,"Aliphatic-noN"
425.2181,"SW","PreFenton","unbound",1.55,0.36,"Aliphatic-noN"
425.2215,"SW","PreFenton","new",2,0.42,"Aliphatic-noN"
425.2406,"SW","PostFenton","new",1.7,0.3,"Aliphatic+N"
425.2406,"SW","PreFenton","unbound",1.7,0.3,"Aliphatic+N"
425.2545,"SW","PostFenton","new",1.65,0.3,"Aliphatic-noN"
425.2545,"SW","PreFenton","unbound",1.65,0.3,"Aliphatic-noN"
425.2578,"SW","PostFenton","unbound",2.1,0.35,"Aliphatic-noN"
425.2578,"SW","PreFenton","unbound",2.1,0.35,"Aliphatic-noN"
425.2769,"SW","PreFenton","new",1.81,0.24,"Aliphatic+N"
426.1253,"SW","PostFenton","sorbed",1.67,0.87,"Carbohydrate-like"
426.1882,"SW","PreFenton","new",1.53,0.42,"Aliphatic+N"
426.1994,"SW","PostFenton","new",1.61,0.39,"Aliphatic+N"
426.1994,"SW","PreFenton","new",1.61,0.39,"Aliphatic+N"
426.2246,"SW","PostFenton","new",1.65,0.35,"Aliphatic+N"
426.2358,"SW","PostFenton","new",1.74,0.32,"Aliphatic+N"
427.0307,"SW","PreFenton","sorbed",0.6,0.55,"Aromatic"
427.0518,"SW","PostFenton","sorbed",0.94,0.76,"Lignin-like"
427.0518,"SW","PreFenton","sorbed",0.94,0.76,"Lignin-like"
427.0671,"SW","PreFenton","sorbed",0.76,0.48,"Aromatic"
427.0882,"SW","PostFenton","unbound",1.11,0.67,"Lignin-like"
427.0882,"SW","PreFenton","sorbed",1.11,0.67,"Lignin-like"
427.1035,"SW","PreFenton","unbound",0.91,0.41,"Lignin-like"
427.1093,"SW","PostFenton","unbound",1.6,0.93,"Carbohydrate-like"
427.1093,"SW","PreFenton","unbound",1.6,0.93,"Carbohydrate-like"
427.1246,"SW","PostFenton","unbound",1.26,0.58,"Lignin-like"
427.1246,"SW","PreFenton","unbound",1.26,0.58,"Lignin-like"
427.1398,"SW","PostFenton","new",1.04,0.35,"Lignin-like"
427.1398,"SW","PreFenton","unbound",1.04,0.35,"Lignin-like"
427.1457,"SW","PostFenton","unbound",1.75,0.81,"Carbohydrate-like"
427.1457,"SW","PreFenton","unbound",1.75,0.81,"Carbohydrate-like"
427.161,"SW","PostFenton","unbound",1.4,0.5,"Lignin-like"
427.161,"SW","PreFenton","unbound",1.4,0.5,"Lignin-like"
427.1762,"SW","PostFenton","new",1.17,0.29,"Lignin-like"
427.1762,"SW","PreFenton","unbound",1.17,0.29,"Lignin-like"
427.1834,"SW","PostFenton","unbound",1.56,0.44,"Aliphatic+N"
427.1834,"SW","PreFenton","unbound",1.56,0.44,"Aliphatic+N"
427.1974,"SW","PostFenton","unbound",1.52,0.43,"Aliphatic-noN"
427.1974,"SW","PreFenton","unbound",1.52,0.43,"Aliphatic-noN"
427.2126,"SW","PostFenton","new",1.28,0.24,"Lignin-like"
427.2126,"SW","PreFenton","unbound",1.28,0.24,"Lignin-like"
427.2198,"SW","PostFenton","new",1.68,0.37,"Aliphatic+N"
427.2198,"SW","PreFenton","unbound",1.68,0.37,"Aliphatic+N"
427.2337,"SW","PostFenton","unbound",1.64,0.36,"Aliphatic-noN"
427.2337,"SW","PreFenton","unbound",1.64,0.36,"Aliphatic-noN"
427.249,"SW","PreFenton","new",1.38,0.19,"Lignin-like"
427.2562,"SW","PostFenton","new",1.8,0.3,"Aliphatic+N"
427.2562,"SW","PreFenton","unbound",1.8,0.3,"Aliphatic+N"
427.2701,"SW","PostFenton","new",1.74,0.3,"Aliphatic-noN"
427.2701,"SW","PreFenton","new",1.74,0.3,"Aliphatic-noN"
428.1173,"SW","PostFenton","sorbed",1.05,0.27,"Lignin-like"
428.1675,"SW","PostFenton","new",1.5,0.5,"Aliphatic+N"
428.1787,"SW","PostFenton","new",1.59,0.47,"Aliphatic+N"
428.2038,"SW","PostFenton","new",1.63,0.42,"Aliphatic+N"
428.2038,"SW","PreFenton","unbound",1.63,0.42,"Aliphatic+N"
428.2151,"SW","PostFenton","new",1.72,0.39,"Aliphatic+N"
428.2151,"SW","PreFenton","new",1.72,0.39,"Aliphatic+N"
428.2515,"SW","PreFenton","new",1.84,0.32,"Aliphatic+N"
429.0099,"SW","PreFenton","sorbed",0.53,0.63,"Condensed Ar"
429.0463,"SW","PreFenton","sorbed",0.7,0.55,"Aromatic"
429.0675,"SW","PostFenton","sorbed",1.06,0.76,"Lignin-like"
429.0675,"SW","PreFenton","sorbed",1.06,0.76,"Lignin-like"
429.0827,"SW","PreFenton","unbound",0.86,0.48,"Lignin-like"
429.1038,"SW","PostFenton","unbound",1.22,0.67,"Lignin-like"
429.1038,"SW","PreFenton","sorbed",1.22,0.67,"Lignin-like"
429.1191,"SW","PreFenton","unbound",1,0.41,"Lignin-like"
429.125,"SW","PostFenton","unbound",1.73,0.93,"Carbohydrate-like"
429.125,"SW","PreFenton","sorbed",1.73,0.93,"Carbohydrate-like"
429.1402,"SW","PostFenton","unbound",1.37,0.58,"Lignin-like"
429.1402,"SW","PreFenton","unbound",1.37,0.58,"Lignin-like"
429.1555,"SW","PostFenton","unbound",1.13,0.35,"Lignin-like"
429.1555,"SW","PreFenton","unbound",1.13,0.35,"Lignin-like"
429.1627,"SW","PostFenton","unbound",1.53,0.53,"Aliphatic+N"
429.1766,"SW","PostFenton","unbound",1.5,0.5,"Aliphatic-noN"
429.1766,"SW","PreFenton","unbound",1.5,0.5,"Aliphatic-noN"
429.1919,"SW","PostFenton","unbound",1.25,0.29,"Lignin-like"
429.1919,"SW","PreFenton","unbound",1.25,0.29,"Lignin-like"
429.1991,"SW","PostFenton","unbound",1.67,0.44,"Aliphatic+N"
429.1991,"SW","PreFenton","unbound",1.67,0.44,"Aliphatic+N"
429.213,"SW","PostFenton","unbound",1.62,0.43,"Aliphatic-noN"
429.213,"SW","PreFenton","unbound",1.62,0.43,"Aliphatic-noN"
429.2283,"SW","PostFenton","new",1.36,0.24,"Lignin-like"
429.2283,"SW","PreFenton","unbound",1.36,0.24,"Lignin-like"
429.2355,"SW","PostFenton","new",1.79,0.37,"Aliphatic+N"
429.2355,"SW","PreFenton","unbound",1.79,0.37,"Aliphatic+N"
429.2494,"SW","PostFenton","new",1.73,0.36,"Aliphatic-noN"
429.2494,"SW","PreFenton","unbound",1.73,0.36,"Aliphatic-noN"
429.2719,"SW","PostFenton","new",1.9,0.3,"Aliphatic+N"
429.2719,"SW","PreFenton","new",1.9,0.3,"Aliphatic+N"
429.2858,"SW","PostFenton","new",1.83,0.3,"Aliphatic-noN"
429.2858,"SW","PreFenton","new",1.83,0.3,"Aliphatic-noN"
430.1467,"SW","PostFenton","sorbed",1.47,0.59,"Lignin-like"
430.1831,"SW","PostFenton","new",1.61,0.5,"Aliphatic+N"
430.1831,"SW","PreFenton","unbound",1.61,0.5,"Aliphatic+N"
430.1943,"SW","PostFenton","new",1.71,0.47,"Aliphatic+N"
430.2307,"SW","PostFenton","new",1.83,0.39,"Aliphatic+N"
430.2307,"SW","PreFenton","unbound",1.83,0.39,"Aliphatic+N"
431.0256,"SW","PreFenton","sorbed",0.63,0.63,"Aromatic"
431.0467,"SW","PostFenton","sorbed",1,0.88,"Lignin-like"
431.062,"SW","PreFenton","sorbed",0.8,0.55,"Aromatic"
431.0831,"SW","PostFenton","sorbed",1.18,0.76,"Lignin-like"
431.0831,"SW","PreFenton","sorbed",1.18,0.76,"Lignin-like"
431.0865,"SW","PostFenton","new",1.71,0.93,"Carbohydrate-like"
431.096,"SW","PreFenton","new",1.79,0.93,"Carbohydrate-like"
431.0984,"SW","PostFenton","sorbed",0.95,0.48,"Lignin-like"
431.0984,"SW","PreFenton","unbound",0.95,0.48,"Lignin-like"
431.1195,"SW","PostFenton","unbound",1.33,0.67,"Lignin-like"
431.1195,"SW","PreFenton","sorbed",1.33,0.67,"Lignin-like"
431.1229,"SW","PostFenton","new",1.87,0.8,"Carbohydrate-like"
431.1229,"SW","PreFenton","new",1.87,0.8,"Carbohydrate-like"
431.1348,"SW","PostFenton","unbound",1.09,0.41,"Lignin-like"
431.1348,"SW","PreFenton","unbound",1.09,0.41,"Lignin-like"
431.1559,"SW","PostFenton","unbound",1.47,0.58,"Lignin-like"
431.1559,"SW","PreFenton","unbound",1.47,0.58,"Lignin-like"
431.1711,"SW","PostFenton","unbound",1.22,0.35,"Lignin-like"
431.1711,"SW","PreFenton","unbound",1.22,0.35,"Lignin-like"
431.1784,"SW","PostFenton","new",1.65,0.53,"Aliphatic+N"
431.1784,"SW","PreFenton","unbound",1.65,0.53,"Aliphatic+N"
431.1923,"SW","PostFenton","unbound",1.6,0.5,"Aliphatic-noN"
431.1923,"SW","PreFenton","unbound",1.6,0.5,"Aliphatic-noN"
431.2075,"SW","PostFenton","unbound",1.33,0.29,"Lignin-like"
431.2075,"SW","PreFenton","unbound",1.33,0.29,"Lignin-like"
431.2147,"SW","PostFenton","unbound",1.78,0.44,"Aliphatic+N"
431.2147,"SW","PreFenton","unbound",1.78,0.44,"Aliphatic+N"
431.2287,"SW","PostFenton","unbound",1.71,0.43,"Aliphatic-noN"
431.2287,"SW","PreFenton","unbound",1.71,0.43,"Aliphatic-noN"
431.2439,"SW","PostFenton","new",1.44,0.24,"Lignin-like"
431.2439,"SW","PreFenton","unbound",1.44,0.24,"Lignin-like"
431.2511,"SW","PostFenton","new",1.89,0.37,"Aliphatic+N"
431.2511,"SW","PreFenton","unbound",1.89,0.37,"Aliphatic+N"
431.265,"SW","PostFenton","new",1.82,0.36,"Aliphatic-noN"
431.265,"SW","PreFenton","unbound",1.82,0.36,"Aliphatic-noN"
432.1195,"SW","PostFenton","new",1.53,0.53,"Aliphatic+N"
432.1624,"SW","PostFenton","sorbed",1.59,0.59,"Aliphatic+N"
433.0049,"SW","PreFenton","sorbed",0.56,0.72,"Aromatic"
433.0412,"SW","PostFenton","sorbed",0.74,0.63,"Aromatic"
433.0412,"SW","PreFenton","sorbed",0.74,0.63,"Aromatic"
433.0624,"SW","PostFenton","sorbed",1.12,0.88,"Lignin-like"
433.0657,"SW","PostFenton","sorbed",1.69,1.08,"Carbohydrate-like"
433.0776,"SW","PostFenton","sorbed",0.9,0.55,"Lignin-like"
433.0776,"SW","PreFenton","unbound",0.9,0.55,"Lignin-like"
433.0988,"SW","PostFenton","sorbed",1.29,0.76,"Lignin-like"
433.0988,"SW","PreFenton","sorbed",1.29,0.76,"Lignin-like"
433.1021,"SW","PostFenton","unbound",1.86,0.93,"Carbohydrate-like"
433.1021,"SW","PreFenton","unbound",1.86,0.93,"Carbohydrate-like"
433.114,"SW","PostFenton","unbound",1.05,0.48,"Lignin-like"
433.114,"SW","PreFenton","unbound",1.05,0.48,"Lignin-like"
433.1351,"SW","PostFenton","unbound",1.44,0.67,"Lignin-like"
433.1351,"SW","PreFenton","sorbed",1.44,0.67,"Lignin-like"
433.1504,"SW","PostFenton","unbound",1.18,0.41,"Lignin-like"
433.1504,"SW","PreFenton","unbound",1.18,0.41,"Lignin-like"
433.1715,"SW","PostFenton","unbound",1.58,0.58,"Aliphatic-noN"
433.1715,"SW","PreFenton","unbound",1.58,0.58,"Aliphatic-noN"
