"Mass","Forest","fenton","adsorbed","HC","OC","Class"
433.1868,"SW","PostFenton","unbound",1.3,0.35,"Lignin-like"
433.1868,"SW","PreFenton","unbound",1.3,0.35,"Lignin-like"
433.2079,"SW","PostFenton","unbound",1.7,0.5,"Aliphatic-noN"
433.2079,"SW","PreFenton","unbound",1.7,0.5,"Aliphatic-noN"
433.2232,"SW","PostFenton","new",1.42,0.29,"Lignin-like"
433.2232,"SW","PreFenton","unbound",1.42,0.29,"Lignin-like"
433.2443,"SW","PostFenton","new",1.81,0.43,"Aliphatic-noN"
433.2443,"SW","PreFenton","unbound",1.81,0.43,"Aliphatic-noN"
433.2596,"SW","PostFenton","new",1.52,0.24,"Aliphatic-noN"
433.2596,"SW","PreFenton","unbound",1.52,0.24,"Aliphatic-noN"
433.2807,"SW","PreFenton","new",1.91,0.36,"Aliphatic-noN"
434.0729,"SW","PreFenton","sorbed",0.89,0.58,"Lignin-like"
434.1173,"SW","PostFenton","sorbed",1.67,0.4,"Aliphatic+N"
434.1933,"SW","PreFenton","new",1.38,0.33,"Lignin-like"
435.0205,"SW","PreFenton","sorbed",0.67,0.72,"Aromatic"
435.0569,"SW","PostFenton","sorbed",0.84,0.63,"Lignin-like"
435.0569,"SW","PreFenton","sorbed",0.84,0.63,"Lignin-like"
435.0722,"SW","PreFenton","sorbed",0.7,0.39,"Aromatic"
435.078,"SW","PostFenton","sorbed",1.25,0.88,"Lignin-like"
435.0815,"SW","PostFenton","sorbed",0.35,0.03,"Condensed Ar"
435.0933,"SW","PostFenton","unbound",1,0.55,"Lignin-like"
435.0933,"SW","PreFenton","unbound",1,0.55,"Lignin-like"
435.1144,"SW","PostFenton","unbound",1.41,0.76,"Lignin-like"
435.1144,"SW","PreFenton","sorbed",1.41,0.76,"Lignin-like"
435.1297,"SW","PostFenton","unbound",1.14,0.48,"Lignin-like"
435.1297,"SW","PreFenton","unbound",1.14,0.48,"Lignin-like"
435.1508,"SW","PostFenton","unbound",1.56,0.67,"Carbohydrate-like"
435.1508,"SW","PreFenton","sorbed",1.56,0.67,"Carbohydrate-like"
435.1661,"SW","PostFenton","unbound",1.27,0.41,"Lignin-like"
435.1661,"SW","PreFenton","unbound",1.27,0.41,"Lignin-like"
435.1872,"SW","PostFenton","unbound",1.68,0.58,"Aliphatic-noN"
435.1872,"SW","PreFenton","unbound",1.68,0.58,"Aliphatic-noN"
435.2024,"SW","PostFenton","unbound",1.39,0.35,"Lignin-like"
435.2024,"SW","PreFenton","unbound",1.39,0.35,"Lignin-like"
435.2236,"SW","PostFenton","unbound",1.8,0.5,"Aliphatic-noN"
435.2236,"SW","PreFenton","unbound",1.8,0.5,"Aliphatic-noN"
435.2388,"SW","PostFenton","unbound",1.5,0.29,"Aliphatic-noN"
435.2388,"SW","PreFenton","unbound",1.5,0.29,"Aliphatic-noN"
435.26,"SW","PostFenton","new",1.9,0.43,"Aliphatic-noN"
435.26,"SW","PreFenton","unbound",1.9,0.43,"Aliphatic-noN"
435.2752,"SW","PreFenton","new",1.6,0.24,"Aliphatic-noN"
437.0362,"SW","PostFenton","sorbed",0.78,0.72,"Lignin-like"
437.0362,"SW","PreFenton","sorbed",0.78,0.72,"Lignin-like"
437.0514,"SW","PreFenton","sorbed",0.64,0.45,"Aromatic"
437.0725,"SW","PostFenton","sorbed",0.95,0.63,"Lignin-like"
437.0725,"SW","PreFenton","unbound",0.95,0.63,"Lignin-like"
437.0878,"SW","PreFenton","sorbed",0.78,0.39,"Aromatic"
437.0937,"SW","PostFenton","unbound",1.38,0.88,"Lignin-like"
437.1089,"SW","PostFenton","unbound",1.1,0.55,"Lignin-like"
437.1089,"SW","PreFenton","unbound",1.1,0.55,"Lignin-like"
437.1242,"SW","PreFenton","sorbed",0.92,0.33,"Lignin-like"
437.1301,"SW","PostFenton","unbound",1.53,0.76,"Carbohydrate-like"
437.1301,"SW","PreFenton","sorbed",1.53,0.76,"Carbohydrate-like"
437.1413,"SW","PostFenton","sorbed",1.62,0.75,"Carbohydrate-like"
437.1453,"SW","PostFenton","unbound",1.24,0.48,"Lignin-like"
437.1453,"SW","PreFenton","unbound",1.24,0.48,"Lignin-like"
437.1487,"SW","PostFenton","new",1.67,0.56,"Aliphatic-noN"
437.1664,"SW","PostFenton","unbound",1.67,0.67,"Carbohydrate-like"
437.1664,"SW","PreFenton","unbound",1.67,0.67,"Carbohydrate-like"
437.1817,"SW","PostFenton","unbound",1.36,0.41,"Lignin-like"
437.1817,"SW","PreFenton","unbound",1.36,0.41,"Lignin-like"
437.1851,"SW","PreFenton","new",1.79,0.47,"Aliphatic-noN"
437.2028,"SW","PostFenton","unbound",1.79,0.58,"Aliphatic-noN"
437.2181,"SW","PostFenton","unbound",1.48,0.35,"Lignin-like"
437.2181,"SW","PreFenton","unbound",1.48,0.35,"Lignin-like"
437.2215,"SW","PostFenton","new",1.9,0.4,"Aliphatic-noN"
437.2215,"SW","PreFenton","new",1.9,0.4,"Aliphatic-noN"
437.2392,"SW","PostFenton","new",1.9,0.5,"Aliphatic-noN"
437.2406,"SW","PreFenton","new",1.62,0.29,"Aliphatic+N"
437.2545,"SW","PostFenton","new",1.58,0.29,"Aliphatic-noN"
437.2545,"SW","PreFenton","unbound",1.58,0.29,"Aliphatic-noN"
438.1253,"SW","PostFenton","sorbed",1.56,0.81,"Carbohydrate-like"
439.0307,"SW","PreFenton","sorbed",0.57,0.52,"Condensed Ar"
439.0518,"SW","PostFenton","sorbed",0.89,0.72,"Lignin-like"
439.0518,"SW","PreFenton","sorbed",0.89,0.72,"Lignin-like"
439.0671,"SW","PreFenton","sorbed",0.73,0.45,"Aromatic"
439.0882,"SW","PostFenton","unbound",1.05,0.63,"Lignin-like"
439.0882,"SW","PreFenton","sorbed",1.05,0.63,"Lignin-like"
439.1035,"SW","PreFenton","sorbed",0.87,0.39,"Aromatic"
439.1093,"SW","PostFenton","unbound",1.5,0.88,"Carbohydrate-like"
439.1093,"SW","PreFenton","unbound",1.5,0.88,"Carbohydrate-like"
439.1246,"SW","PostFenton","unbound",1.2,0.55,"Lignin-like"
439.1246,"SW","PreFenton","unbound",1.2,0.55,"Lignin-like"
439.1398,"SW","PreFenton","sorbed",1,0.33,"Lignin-like"
439.1457,"SW","PostFenton","unbound",1.65,0.76,"Carbohydrate-like"
439.1457,"SW","PreFenton","unbound",1.65,0.76,"Carbohydrate-like"
439.1569,"SW","PostFenton","sorbed",1.75,0.75,"Carbohydrate-like"
439.161,"SW","PostFenton","unbound",1.33,0.48,"Lignin-like"
439.161,"SW","PreFenton","unbound",1.33,0.48,"Lignin-like"
439.1643,"SW","PostFenton","new",1.78,0.56,"Aliphatic-noN"
439.1821,"SW","PostFenton","unbound",1.78,0.67,"Carbohydrate-like"
439.1821,"SW","PreFenton","new",1.78,0.67,"Carbohydrate-like"
439.1974,"SW","PostFenton","unbound",1.45,0.41,"Lignin-like"
439.1974,"SW","PreFenton","unbound",1.45,0.41,"Lignin-like"
439.2007,"SW","PreFenton","new",1.89,0.47,"Aliphatic-noN"
439.2198,"SW","PostFenton","new",1.6,0.35,"Aliphatic+N"
439.2198,"SW","PreFenton","unbound",1.6,0.35,"Aliphatic+N"
439.2337,"SW","PostFenton","unbound",1.57,0.35,"Aliphatic-noN"
439.2337,"SW","PreFenton","unbound",1.57,0.35,"Aliphatic-noN"
439.2701,"SW","PostFenton","new",1.67,0.29,"Aliphatic-noN"
439.2701,"SW","PreFenton","unbound",1.67,0.29,"Aliphatic-noN"
439.2735,"SW","PostFenton","new",2.1,0.33,"Aliphatic-noN"
440.141,"SW","PostFenton","sorbed",1.69,0.81,"Carbohydrate-like"
440.2151,"SW","PostFenton","new",1.63,0.37,"Aliphatic+N"
440.2515,"SW","PreFenton","new",1.75,0.3,"Aliphatic+N"
441.0311,"SW","PostFenton","sorbed",0.82,0.82,"Lignin-like"
441.0311,"SW","PreFenton","sorbed",0.82,0.82,"Lignin-like"
441.0463,"SW","PreFenton","sorbed",0.67,0.52,"Aromatic"
441.0675,"SW","PostFenton","sorbed",1,0.72,"Lignin-like"
441.0675,"SW","PreFenton","sorbed",1,0.72,"Lignin-like"
441.0827,"SW","PreFenton","sorbed",0.82,0.45,"Aromatic"
441.0886,"SW","PostFenton","sorbed",1.47,1,"Lignin-like"
441.1038,"SW","PostFenton","unbound",1.16,0.63,"Lignin-like"
441.1038,"SW","PreFenton","unbound",1.16,0.63,"Lignin-like"
441.1191,"SW","PreFenton","unbound",0.96,0.39,"Lignin-like"
441.125,"SW","PostFenton","unbound",1.62,0.88,"Carbohydrate-like"
441.125,"SW","PreFenton","sorbed",1.62,0.88,"Carbohydrate-like"
441.128,"SW","PreFenton","new",1.8,0.73,"Carbohydrate-like"
441.1402,"SW","PostFenton","unbound",1.3,0.55,"Lignin-like"
441.1402,"SW","PreFenton","unbound",1.3,0.55,"Lignin-like"
441.1555,"SW","PreFenton","unbound",1.08,0.33,"Lignin-like"
441.1614,"SW","PostFenton","unbound",1.76,0.76,"Carbohydrate-like"
441.1614,"SW","PreFenton","unbound",1.76,0.76,"Carbohydrate-like"
441.1766,"SW","PostFenton","unbound",1.43,0.48,"Lignin-like"
441.1766,"SW","PreFenton","unbound",1.43,0.48,"Lignin-like"
441.1919,"SW","PostFenton","new",1.2,0.28,"Lignin-like"
441.1919,"SW","PreFenton","unbound",1.2,0.28,"Lignin-like"
441.1991,"SW","PostFenton","new",1.58,0.42,"Aliphatic+N"
441.1991,"SW","PreFenton","unbound",1.58,0.42,"Aliphatic+N"
441.213,"SW","PostFenton","unbound",1.55,0.41,"Aliphatic-noN"
441.213,"SW","PreFenton","unbound",1.55,0.41,"Aliphatic-noN"
441.2283,"SW","PostFenton","new",1.31,0.23,"Lignin-like"
441.2283,"SW","PreFenton","unbound",1.31,0.23,"Lignin-like"
441.2355,"SW","PostFenton","new",1.7,0.35,"Aliphatic+N"
441.2355,"SW","PreFenton","unbound",1.7,0.35,"Aliphatic+N"
441.2494,"SW","PostFenton","new",1.65,0.35,"Aliphatic-noN"
441.2494,"SW","PreFenton","unbound",1.65,0.35,"Aliphatic-noN"
441.2528,"SW","PostFenton","unbound",2.1,0.4,"Aliphatic-noN"
441.2528,"SW","PreFenton","unbound",2.1,0.4,"Aliphatic-noN"
441.2646,"SW","PreFenton","new",1.41,0.19,"Lignin-like"
441.2719,"SW","PreFenton","new",1.81,0.29,"Aliphatic+N"
441.2858,"SW","PostFenton","new",1.75,0.29,"Aliphatic-noN"
441.2858,"SW","PreFenton","new",1.75,0.29,"Aliphatic-noN"
442.1943,"SW","PostFenton","new",1.61,0.44,"Aliphatic+N"
442.1943,"SW","PreFenton","unbound",1.61,0.44,"Aliphatic+N"
442.2195,"SW","PostFenton","new",1.65,0.4,"Aliphatic+N"
442.2195,"SW","PreFenton","new",1.65,0.4,"Aliphatic+N"
442.2307,"SW","PostFenton","new",1.74,0.37,"Aliphatic+N"
442.2307,"SW","PreFenton","unbound",1.74,0.37,"Aliphatic+N"
443.0256,"SW","PreFenton","sorbed",0.6,0.6,"Aromatic"
443.0467,"SW","PostFenton","sorbed",0.94,0.82,"Lignin-like"
443.0467,"SW","PreFenton","sorbed",0.94,0.82,"Lignin-like"
443.062,"SW","PreFenton","sorbed",0.76,0.52,"Aromatic"
443.0831,"SW","PostFenton","sorbed",1.11,0.72,"Lignin-like"
443.0831,"SW","PreFenton","sorbed",1.11,0.72,"Lignin-like"
443.0984,"SW","PostFenton","sorbed",0.91,0.45,"Lignin-like"
443.0984,"SW","PreFenton","unbound",0.91,0.45,"Lignin-like"
443.1042,"SW","PostFenton","sorbed",1.6,1,"Carbohydrate-like"
443.1195,"SW","PostFenton","unbound",1.26,0.63,"Lignin-like"
443.1195,"SW","PreFenton","unbound",1.26,0.63,"Lignin-like"
443.1348,"SW","PostFenton","unbound",1.04,0.39,"Lignin-like"
443.1348,"SW","PreFenton","unbound",1.04,0.39,"Lignin-like"
443.1406,"SW","PostFenton","unbound",1.75,0.88,"Carbohydrate-like"
443.1406,"SW","PreFenton","sorbed",1.75,0.88,"Carbohydrate-like"
443.1559,"SW","PostFenton","unbound",1.4,0.55,"Lignin-like"
443.1559,"SW","PreFenton","unbound",1.4,0.55,"Lignin-like"
443.1711,"SW","PostFenton","unbound",1.17,0.33,"Lignin-like"
443.1711,"SW","PreFenton","unbound",1.17,0.33,"Lignin-like"
443.1784,"SW","PostFenton","unbound",1.56,0.5,"Aliphatic+N"
443.1784,"SW","PreFenton","unbound",1.56,0.5,"Aliphatic+N"
443.1923,"SW","PostFenton","unbound",1.52,0.48,"Aliphatic-noN"
443.1923,"SW","PreFenton","unbound",1.52,0.48,"Aliphatic-noN"
443.2075,"SW","PostFenton","new",1.28,0.28,"Lignin-like"
443.2075,"SW","PreFenton","unbound",1.28,0.28,"Lignin-like"
443.2147,"SW","PostFenton","unbound",1.68,0.42,"Aliphatic+N"
443.2147,"SW","PreFenton","unbound",1.68,0.42,"Aliphatic+N"
443.2287,"SW","PostFenton","unbound",1.64,0.41,"Aliphatic-noN"
443.2287,"SW","PreFenton","unbound",1.64,0.41,"Aliphatic-noN"
443.2439,"SW","PostFenton","new",1.38,0.23,"Lignin-like"
443.2439,"SW","PreFenton","unbound",1.38,0.23,"Lignin-like"
443.2511,"SW","PostFenton","new",1.8,0.35,"Aliphatic+N"
443.2511,"SW","PreFenton","unbound",1.8,0.35,"Aliphatic+N"
443.265,"SW","PostFenton","new",1.74,0.35,"Aliphatic-noN"
443.265,"SW","PreFenton","unbound",1.74,0.35,"Aliphatic-noN"
443.3014,"SW","PostFenton","new",1.83,0.29,"Aliphatic-noN"
443.3014,"SW","PreFenton","new",1.83,0.29,"Aliphatic-noN"
444.1181,"SW","PostFenton","unbound",1.8,0.8,"Carbohydrate-like"
444.1181,"SW","PreFenton","unbound",1.8,0.8,"Carbohydrate-like"
444.1988,"SW","PostFenton","new",1.63,0.47,"Aliphatic+N"
444.21,"SW","PostFenton","new",1.72,0.44,"Aliphatic+N"
444.2464,"SW","PostFenton","new",1.84,0.37,"Aliphatic+N"
444.2464,"SW","PreFenton","unbound",1.84,0.37,"Aliphatic+N"
445.0412,"SW","PreFenton","sorbed",0.7,0.6,"Aromatic"
445.0624,"SW","PostFenton","sorbed",1.06,0.82,"Lignin-like"
445.0776,"SW","PostFenton","sorbed",0.86,0.52,"Lignin-like"
445.0776,"SW","PreFenton","unbound",0.86,0.52,"Lignin-like"
445.0988,"SW","PostFenton","sorbed",1.22,0.72,"Lignin-like"
445.0988,"SW","PreFenton","sorbed",1.22,0.72,"Lignin-like"
445.114,"SW","PostFenton","sorbed",1,0.45,"Lignin-like"
445.114,"SW","PreFenton","unbound",1,0.45,"Lignin-like"
445.1351,"SW","PostFenton","unbound",1.37,0.63,"Lignin-like"
445.1351,"SW","PreFenton","sorbed",1.37,0.63,"Lignin-like"
445.1504,"SW","PostFenton","unbound",1.13,0.39,"Lignin-like"
445.1504,"SW","PreFenton","unbound",1.13,0.39,"Lignin-like"
445.1715,"SW","PostFenton","unbound",1.5,0.55,"Aliphatic-noN"
445.1715,"SW","PreFenton","unbound",1.5,0.55,"Aliphatic-noN"
445.1868,"SW","PostFenton","unbound",1.25,0.33,"Lignin-like"
445.1868,"SW","PreFenton","unbound",1.25,0.33,"Lignin-like"
445.194,"SW","PostFenton","new",1.67,0.5,"Aliphatic+N"
445.194,"SW","PreFenton","new",1.67,0.5,"Aliphatic+N"
445.2079,"SW","PostFenton","unbound",1.62,0.48,"Aliphatic-noN"
445.2079,"SW","PreFenton","unbound",1.62,0.48,"Aliphatic-noN"
445.2232,"SW","PostFenton","new",1.36,0.28,"Lignin-like"
445.2232,"SW","PreFenton","unbound",1.36,0.28,"Lignin-like"
445.2304,"SW","PostFenton","new",1.79,0.42,"Aliphatic+N"
445.2304,"SW","PreFenton","unbound",1.79,0.42,"Aliphatic+N"
445.2443,"SW","PostFenton","unbound",1.73,0.41,"Aliphatic-noN"
445.2443,"SW","PreFenton","unbound",1.73,0.41,"Aliphatic-noN"
445.2596,"SW","PostFenton","new",1.46,0.23,"Lignin-like"
445.2596,"SW","PreFenton","unbound",1.46,0.23,"Lignin-like"
445.2807,"SW","PreFenton","new",1.83,0.35,"Aliphatic-noN"
447.0205,"SW","PreFenton","sorbed",0.63,0.68,"Aromatic"
447.0569,"SW","PostFenton","sorbed",0.8,0.6,"Lignin-like"
447.0569,"SW","PreFenton","sorbed",0.8,0.6,"Lignin-like"
447.078,"SW","PostFenton","sorbed",1.18,0.82,"Lignin-like"
447.0814,"SW","PostFenton","sorbed",1.71,1,"Carbohydrate-like"
447.0933,"SW","PostFenton","sorbed",0.95,0.52,"Lignin-like"
447.0933,"SW","PreFenton","unbound",0.95,0.52,"Lignin-like"
447.1144,"SW","PostFenton","unbound",1.33,0.72,"Lignin-like"
447.1144,"SW","PreFenton","unbound",1.33,0.72,"Lignin-like"
447.1297,"SW","PostFenton","unbound",1.09,0.45,"Lignin-like"
447.1297,"SW","PreFenton","unbound",1.09,0.45,"Lignin-like"
447.1344,"SW","PostFenton","new",1.2,0.3,"Lignin-like"
447.1344,"SW","PreFenton","new",1.2,0.3,"Lignin-like"
447.1508,"SW","PostFenton","unbound",1.47,0.63,"Lignin-like"
447.1508,"SW","PreFenton","sorbed",1.47,0.63,"Lignin-like"
447.1661,"SW","PostFenton","unbound",1.22,0.39,"Lignin-like"
447.1661,"SW","PreFenton","unbound",1.22,0.39,"Lignin-like"
447.1872,"SW","PostFenton","unbound",1.6,0.55,"Aliphatic-noN"
447.1872,"SW","PreFenton","unbound",1.6,0.55,"Aliphatic-noN"
447.2024,"SW","PostFenton","unbound",1.33,0.33,"Lignin-like"
447.2024,"SW","PreFenton","unbound",1.33,0.33,"Lignin-like"
447.2236,"SW","PostFenton","unbound",1.71,0.48,"Aliphatic-noN"
447.2236,"SW","PreFenton","unbound",1.71,0.48,"Aliphatic-noN"
447.2388,"SW","PostFenton","new",1.44,0.28,"Lignin-like"
447.2388,"SW","PreFenton","unbound",1.44,0.28,"Lignin-like"
447.26,"SW","PostFenton","new",1.82,0.41,"Aliphatic-noN"
447.26,"SW","PreFenton","unbound",1.82,0.41,"Aliphatic-noN"
447.2752,"SW","PostFenton","new",1.54,0.23,"Aliphatic-noN"
447.2752,"SW","PreFenton","unbound",1.54,0.23,"Aliphatic-noN"
449.0362,"SW","PreFenton","sorbed",0.74,0.68,"Aromatic"
449.0725,"SW","PostFenton","sorbed",0.9,0.6,"Lignin-like"
449.0725,"SW","PreFenton","sorbed",0.9,0.6,"Lignin-like"
449.0878,"SW","PreFenton","sorbed",0.75,0.38,"Aromatic"
449.0937,"SW","PostFenton","sorbed",1.29,0.82,"Lignin-like"
449.0972,"SW","PostFenton","sorbed",0.4,0.03,"Condensed Ar"
449.1089,"SW","PostFenton","unbound",1.05,0.52,"Lignin-like"
449.1089,"SW","PreFenton","unbound",1.05,0.52,"Lignin-like"
449.1301,"SW","PostFenton","unbound",1.44,0.72,"Lignin-like"
449.1301,"SW","PreFenton","unbound",1.44,0.72,"Lignin-like"
449.1453,"SW","PostFenton","unbound",1.18,0.45,"Lignin-like"
449.1453,"SW","PreFenton","unbound",1.18,0.45,"Lignin-like"
449.1664,"SW","PostFenton","unbound",1.58,0.63,"Carbohydrate-like"
449.1817,"SW","PostFenton","unbound",1.3,0.39,"Lignin-like"
449.1817,"SW","PreFenton","unbound",1.3,0.39,"Lignin-like"
449.2028,"SW","PostFenton","unbound",1.7,0.55,"Aliphatic-noN"
449.2028,"SW","PreFenton","unbound",1.7,0.55,"Aliphatic-noN"
449.2181,"SW","PostFenton","unbound",1.42,0.33,"Lignin-like"
449.2181,"SW","PreFenton","unbound",1.42,0.33,"Lignin-like"
449.2392,"SW","PostFenton","new",1.81,0.48,"Aliphatic-noN"
449.2392,"SW","PreFenton","unbound",1.81,0.48,"Aliphatic-noN"
449.2545,"SW","PostFenton","new",1.52,0.28,"Aliphatic-noN"
449.2545,"SW","PreFenton","unbound",1.52,0.28,"Aliphatic-noN"
449.2756,"SW","PreFenton","unbound",1.91,0.41,"Aliphatic-noN"
449.2909,"SW","PreFenton","new",1.62,0.23,"Aliphatic-noN"
451.0518,"SW","PostFenton","sorbed",0.84,0.68,"Lignin-like"
451.0518,"SW","PreFenton","sorbed",0.84,0.68,"Lignin-like"
451.0671,"SW","PreFenton","sorbed",0.7,0.43,"Aromatic"
451.0882,"SW","PostFenton","sorbed",1,0.6,"Lignin-like"
451.0882,"SW","PreFenton","sorbed",1,0.6,"Lignin-like"
451.1035,"SW","PreFenton","sorbed",0.83,0.38,"Aromatic"
451.1093,"SW","PostFenton","unbound",1.41,0.82,"Lignin-like"
451.1123,"SW","PreFenton","unbound",1.56,0.69,"Carbohydrate-like"
451.1246,"SW","PostFenton","unbound",1.14,0.52,"Lignin-like"
451.1246,"SW","PreFenton","unbound",1.14,0.52,"Lignin-like"
451.1457,"SW","PostFenton","unbound",1.56,0.72,"Carbohydrate-like"
451.161,"SW","PostFenton","unbound",1.27,0.45,"Lignin-like"
451.161,"SW","PreFenton","unbound",1.27,0.45,"Lignin-like"
451.1821,"SW","PostFenton","unbound",1.68,0.63,"Carbohydrate-like"
451.1974,"SW","PostFenton","unbound",1.39,0.39,"Lignin-like"
451.1974,"SW","PreFenton","unbound",1.39,0.39,"Lignin-like"
451.2185,"SW","PostFenton","new",1.8,0.55,"Aliphatic-noN"
451.2185,"SW","PreFenton","new",1.8,0.55,"Aliphatic-noN"
451.2337,"SW","PostFenton","unbound",1.5,0.33,"Aliphatic-noN"
451.2337,"SW","PreFenton","unbound",1.5,0.33,"Aliphatic-noN"
451.2549,"SW","PostFenton","unbound",1.9,0.48,"Aliphatic-noN"
451.2549,"SW","PreFenton","new",1.9,0.48,"Aliphatic-noN"
451.2701,"SW","PostFenton","new",1.6,0.28,"Aliphatic-noN"
451.2701,"SW","PreFenton","unbound",1.6,0.28,"Aliphatic-noN"
452.141,"SW","PostFenton","sorbed",1.59,0.76,"Carbohydrate-like"
453.0311,"SW","PreFenton","sorbed",0.78,0.78,"Lignin-like"
453.0463,"SW","PreFenton","sorbed",0.64,0.5,"Aromatic"
453.0675,"SW","PostFenton","sorbed",0.95,0.68,"Lignin-like"
453.0675,"SW","PreFenton","sorbed",0.95,0.68,"Lignin-like"
453.0827,"SW","PreFenton","sorbed",0.78,0.43,"Aromatic"
453.0886,"SW","PostFenton","sorbed",1.38,0.94,"Lignin-like"
453.1038,"SW","PostFenton","unbound",1.1,0.6,"Lignin-like"
453.1038,"SW","PreFenton","unbound",1.1,0.6,"Lignin-like"
453.1191,"SW","PreFenton","sorbed",0.92,0.38,"Lignin-like"
453.125,"SW","PostFenton","unbound",1.53,0.82,"Carbohydrate-like"
453.125,"SW","PreFenton","unbound",1.53,0.82,"Carbohydrate-like"
453.1402,"SW","PostFenton","unbound",1.24,0.52,"Lignin-like"
453.1402,"SW","PreFenton","unbound",1.24,0.52,"Lignin-like"
453.1614,"SW","PostFenton","unbound",1.67,0.72,"Carbohydrate-like"
453.1614,"SW","PreFenton","unbound",1.67,0.72,"Carbohydrate-like"
453.1766,"SW","PostFenton","unbound",1.36,0.45,"Lignin-like"
453.1766,"SW","PreFenton","unbound",1.36,0.45,"Lignin-like"
453.1991,"SW","PreFenton","new",1.5,0.4,"Aliphatic+N"
453.213,"SW","PostFenton","unbound",1.48,0.39,"Lignin-like"
453.213,"SW","PreFenton","unbound",1.48,0.39,"Lignin-like"
453.2355,"SW","PostFenton","new",1.62,0.33,"Aliphatic+N"
453.2355,"SW","PreFenton","new",1.62,0.33,"Aliphatic+N"
453.2494,"SW","PostFenton","unbound",1.58,0.33,"Aliphatic-noN"
453.2494,"SW","PreFenton","unbound",1.58,0.33,"Aliphatic-noN"
453.2858,"SW","PostFenton","new",1.68,0.28,"Aliphatic-noN"
453.2858,"SW","PreFenton","new",1.68,0.28,"Aliphatic-noN"
454.1566,"SW","PostFenton","sorbed",1.71,0.76,"Carbohydrate-like"
454.2307,"SW","PreFenton","new",1.65,0.35,"Aliphatic+N"
454.2671,"SW","PreFenton","new",1.76,0.29,"Aliphatic+N"
455.0256,"SW","PreFenton","sorbed",0.57,0.57,"Condensed Ar"
455.0467,"SW","PostFenton","sorbed",0.89,0.78,"Lignin-like"
455.0467,"SW","PreFenton","sorbed",0.89,0.78,"Lignin-like"
455.062,"SW","PreFenton","sorbed",0.73,0.5,"Aromatic"
455.0831,"SW","PostFenton","sorbed",1.05,0.68,"Lignin-like"
455.0831,"SW","PreFenton","sorbed",1.05,0.68,"Lignin-like"
455.0915,"SW","PreFenton","new",0.71,0.17,"Condensed Ar"
455.0984,"SW","PreFenton","sorbed",0.87,0.43,"Lignin-like"
455.1042,"SW","PostFenton","unbound",1.5,0.94,"Carbohydrate-like"
455.1195,"SW","PostFenton","unbound",1.2,0.6,"Lignin-like"
455.1195,"SW","PreFenton","unbound",1.2,0.6,"Lignin-like"
455.1348,"SW","PreFenton","unbound",1,0.38,"Lignin-like"
455.1406,"SW","PostFenton","unbound",1.65,0.82,"Carbohydrate-like"
455.1406,"SW","PreFenton","unbound",1.65,0.82,"Carbohydrate-like"
455.1559,"SW","PostFenton","unbound",1.33,0.52,"Lignin-like"
455.1559,"SW","PreFenton","unbound",1.33,0.52,"Lignin-like"
455.1711,"SW","PreFenton","unbound",1.12,0.32,"Lignin-like"
455.177,"SW","PostFenton","unbound",1.78,0.72,"Carbohydrate-like"
455.177,"SW","PreFenton","unbound",1.78,0.72,"Carbohydrate-like"
455.1923,"SW","PostFenton","unbound",1.45,0.45,"Lignin-like"
455.1923,"SW","PreFenton","unbound",1.45,0.45,"Lignin-like"
455.2075,"SW","PostFenton","new",1.23,0.27,"Lignin-like"
455.2075,"SW","PreFenton","unbound",1.23,0.27,"Lignin-like"
455.2147,"SW","PostFenton","new",1.6,0.4,"Aliphatic+N"
455.2147,"SW","PreFenton","unbound",1.6,0.4,"Aliphatic+N"
455.2287,"SW","PostFenton","unbound",1.57,0.39,"Aliphatic-noN"
455.2287,"SW","PreFenton","unbound",1.57,0.39,"Aliphatic-noN"
455.2439,"SW","PreFenton","new",1.33,0.22,"Lignin-like"
455.2511,"SW","PostFenton","new",1.71,0.33,"Aliphatic+N"
455.2511,"SW","PreFenton","unbound",1.71,0.33,"Aliphatic+N"
455.265,"SW","PostFenton","new",1.67,0.33,"Aliphatic-noN"
455.265,"SW","PreFenton","unbound",1.67,0.33,"Aliphatic-noN"
456.21,"SW","PostFenton","new",1.63,0.42,"Aliphatic+N"
456.21,"SW","PreFenton","unbound",1.63,0.42,"Aliphatic+N"
456.2464,"SW","PostFenton","new",1.75,0.35,"Aliphatic+N"
456.2464,"SW","PreFenton","new",1.75,0.35,"Aliphatic+N"
457.0412,"SW","PreFenton","sorbed",0.67,0.57,"Aromatic"
457.0624,"SW","PostFenton","sorbed",1,0.78,"Lignin-like"
457.0624,"SW","PreFenton","sorbed",1,0.78,"Lignin-like"
457.0776,"SW","PreFenton","sorbed",0.82,0.5,"Aromatic"
457.0988,"SW","PostFenton","sorbed",1.16,0.68,"Lignin-like"
457.0988,"SW","PreFenton","sorbed",1.16,0.68,"Lignin-like"
457.114,"SW","PreFenton","unbound",0.96,0.43,"Lignin-like"
457.1199,"SW","PostFenton","unbound",1.62,0.94,"Carbohydrate-like"
457.1199,"SW","PreFenton","sorbed",1.62,0.94,"Carbohydrate-like"
