Mass,HC,OC
463.1246,1.09,0.5
411.1508,1.75,0.75
473.0937,1.16,0.74
497.13,1.18,0.59
375.0722,0.89,0.5
469.2079,1.48,0.43
525.1978,1.36,0.48
499.1458,1.27,0.59
477.1403,1.13,0.48
402.1518,1.56,0.56
329.1242,1.47,0.53
521.2028,1.31,0.42
423.1508,1.65,0.71
627.1779,1.5,0.79
445.0624,1.06,0.82
537.1978,1.31,0.46
447.1296,1.09,0.45
459.078,1.11,0.78
403.1034,1,0.45
435.1508,1.56,0.67
433.114,1.05,0.48
465.213,1.42,0.38
659.2041,1.6,0.8
469.0624,0.95,0.74
523.1821,1.28,0.48
499.1821,1.39,0.52
523.2185,1.38,0.42
379.161,1.75,0.62
341.0514,1,0.71
435.2024,1.39,0.35
449.1301,1.44,0.72
505.2079,1.31,0.38
571.188,1.64,0.77
374.1569,1.67,0.53
473.1301,1.3,0.65
369.1919,1.58,0.37
479.1042,1.33,0.83
465.1039,1.05,0.57
599.1829,1.57,0.78
407.1558,1.65,0.65
391.161,1.65,0.59
419.0831,1.25,0.81
372.1776,1.69,0.44
339.0722,1.07,0.6
459.1872,1.52,0.52
467.0831,1,0.65
419.0984,1,0.5
509.1664,1.25,0.5
481.2079,1.42,0.42
363.1297,1.6,0.67
435.0933,1,0.55
323.0984,1.67,0.83
383.0256,0.8,0.8
433.1351,1.44,0.67
433.0988,1.29,0.76
485.1301,1.24,0.62
401.0362,0.93,0.87
511.1821,1.33,0.5
451.0882,1,0.6
493.2079,1.36,0.4
381.1402,1.73,0.73
423.2024,1.45,0.36
339.1449,1.41,0.41
459.1144,1.26,0.68
337.1293,1.29,0.41
509.2028,1.36,0.44
491.1923,1.28,0.4
425.0362,0.82,0.76
483.1144,1.14,0.62
471.078,1.05,0.74
457.0624,1,0.78
431.1923,1.6,0.5
583.188,1.57,0.74
453.1613,1.67,0.72
511.1668,1.6,0.75
377.0514,0.82,0.59
361.1293,1.16,0.37
355.1762,1.56,0.39
405.1919,1.36,0.32
327.1085,1.33,0.53
403.1973,1.68,0.47
513.1825,1.7,0.75
395.0256,0.75,0.75
461.1817,1.25,0.38
403.1762,1.27,0.32
345.1555,1.62,0.5
447.1144,1.33,0.72
427.1457,1.75,0.81
463.1973,1.33,0.38
379.0307,0.75,0.69
405.1766,1.67,0.56
345.0827,1.29,0.71
495.1508,1.22,0.52
473.1665,1.43,0.57
363.0722,0.94,0.53
507.1872,1.28,0.44
411.2024,1.52,0.38
419.1559,1.56,0.61
471.1872,1.45,0.5
421.0776,0.95,0.58
497.1664,1.3,0.52
437.0725,0.95,0.63
403.0518,1.07,0.87
351.0722,1,0.56
495.1355,1.47,0.79
631.2092,1.67,0.79
453.0675,0.95,0.68
375.0569,1.14,0.86
393.1919,1.43,0.33
413.0362,0.88,0.81
439.0518,0.89,0.72
485.1665,1.36,0.55
471.1144,1.2,0.65
391.0671,0.89,0.56
349.1293,1.22,0.39
375.1086,1.05,0.42
469.0988,1.1,0.65
495.1872,1.33,0.46
459.1508,1.4,0.6
417.1555,1.18,0.36
493.1716,1.25,0.46
381.1919,1.5,0.35
373.0413,1,0.86
457.0987,1.16,0.68
447.1661,1.22,0.39
433.1868,1.3,0.35
389.1242,1.1,0.4
445.0988,1.22,0.72
399.2024,1.6,0.4
405.0827,0.95,0.53
439.1973,1.45,0.41
421.1351,1.53,0.71
359.1712,1.65,0.47
529.1775,1.7,0.8
477.1766,1.25,0.42
419.1195,1.41,0.71
629.1936,1.58,0.79
343.0671,1.14,0.71
445.1352,1.37,0.63
415.1974,1.6,0.45
481.1563,1.58,0.74
483.172,1.68,0.74
431.0831,1.18,0.76
357.0463,1,0.79
483.1872,1.39,0.48
481.1352,1.18,0.55
345.1191,1.47,0.6
361.0776,1.29,0.79
451.1973,1.39,0.39
367.0307,0.8,0.73
353.0514,0.93,0.67
389.1606,1.24,0.33
341.1089,1.83,0.92
321.0827,1.5,0.83
457.1562,1.76,0.82
365.0514,0.88,0.62
569.1723,1.55,0.77
443.1923,1.52,0.48
367.1762,1.47,0.37
389.1817,1.67,0.5
617.1935,1.65,0.83
393.1402,1.62,0.69
435.1144,1.41,0.76
341.0878,1.2,0.6
587.1829,1.64,0.82
455.0831,1.05,0.68
467.1923,1.39,0.43
339.1085,1.25,0.5
379.1246,1.6,0.73
479.1923,1.33,0.42
483.1508,1.27,0.55
377.0878,1,0.5
557.1723,1.62,0.81
405.1402,1.53,0.65
471.1508,1.33,0.57
353.1606,1.44,0.39
467.1195,1.14,0.57
427.1974,1.52,0.43
375.145,1.2,0.35
403.1399,1.14,0.38
361.114,1.47,0.67
417.1766,1.58,0.53
479.1559,1.22,0.48
445.1715,1.5,0.55
417.0675,1.12,0.81
463.161,1.22,0.43
455.1923,1.45,0.45
423.0569,0.89,0.67
409.0412,0.82,0.71
377.109,1.47,0.73
375.1661,1.65,0.53
471.1719,1.78,0.78
433.1504,1.18,0.41
453.1038,1.1,0.6
441.0675,1,0.72
351.1449,1.33,0.39
407.062,0.89,0.61
427.0518,0.94,0.76
393.0463,0.82,0.65
391.1762,1.33,0.33
443.0831,1.11,0.72
431.1195,1.33,0.67
449.1817,1.3,0.39
481.1715,1.3,0.48
377.1453,1.62,0.62
421.0988,1.38,0.81
343.1035,1.33,0.6
503.1617,1.78,0.89
391.1035,1.05,0.47
431.1559,1.47,0.58
385.1868,1.58,0.42
449.1453,1.18,0.45
469.1351,1.24,0.57
663.199,1.67,0.88
421.1868,1.36,0.36
363.1086,1.11,0.44
391.1246,1.5,0.69
647.2041,1.67,0.83
341.1242,1.38,0.5
419.1712,1.27,0.36
415.0518,1,0.81
457.1715,1.43,0.52
359.062,1.14,0.79
429.0674,1.06,0.76
439.0882,1.05,0.63
343.1399,1.5,0.5
379.0671,0.94,0.59
417.1039,1.29,0.71
385.0413,0.93,0.8
363.1449,1.26,0.37
389.0726,1.2,0.8
351.1086,1.18,0.47
465.1402,1.18,0.5
469.1715,1.36,0.5
391.0882,1.33,0.8
451.1246,1.14,0.52
437.1089,1.1,0.55
615.1778,1.57,0.83
457.1352,1.3,0.6
455.1195,1.2,0.6
379.1762,1.4,0.35
409.1351,1.62,0.75
419.1348,1.14,0.43
353.1089,1.69,0.85
361.1504,1.62,0.56
465.1766,1.3,0.43
365.1089,1.57,0.79
585.1673,1.55,0.82
365.1606,1.37,0.37
423.0933,1.05,0.58
409.1868,1.43,0.38
443.1195,1.26,0.63
353.0878,1.12,0.56
389.1453,1.53,0.59
643.1728,1.5,0.83
437.1817,1.36,0.41
351.0569,1.33,1
633.1885,1.65,0.87
407.1195,1.5,0.75
437.13,1.53,0.76
421.114,1.1,0.5
359.0984,1.33,0.67
435.1297,1.14,0.48
397.0413,0.88,0.75
381.0464,0.88,0.69
425.0726,1,0.67
389.1089,1.38,0.69
397.1351,1.73,0.8
393.0827,1,0.56
365.0878,1.06,0.53
467.1559,1.27,0.5
355.0671,1.07,0.67
465.125,1.44,0.78
417.1402,1.44,0.61
439.1457,1.65,0.76
403.161,1.56,0.56
429.1766,1.5,0.5
405.1191,1.1,0.45
363.0933,1.43,0.79
375.0933,1.33,0.73
453.1766,1.36,0.45
441.1038,1.16,0.63
403.1246,1.41,0.65
443.1559,1.4,0.55
525.1461,1.5,0.8
367.1246,1.71,0.79
357.1555,1.53,0.47
377.1606,1.3,0.35
441.1766,1.43,0.48
405.1515,1.62,0.62
387.0569,1.07,0.8
573.1673,1.62,0.86
403.0882,1.25,0.75
357.0827,1.2,0.67
429.1038,1.22,0.67
499.1668,1.68,0.79
407.0984,1.05,0.53
401.1817,1.58,0.47
409.0776,1,0.61
497.1512,1.58,0.79
435.1661,1.27,0.41
369.0675,1.5,1.08
367.0671,1,0.62
369.0463,0.93,0.73
411.0569,0.94,0.71
511.1305,1.47,0.84
425.1817,1.43,0.43
451.1609,1.27,0.45
397.1868,1.5,0.4
413.1301,1.73,0.87
545.1724,1.7,0.85
455.1559,1.33,0.52
377.1242,1.16,0.42
453.1402,1.24,0.52
589.1622,1.62,0.9
659.1677,1.5,0.88
353.1242,1.29,0.47
395.062,0.94,0.65
427.0882,1.11,0.67
405.1555,1.24,0.38
355.1399,1.41,0.47
371.1712,1.56,0.44
429.1402,1.37,0.58
359.1348,1.5,0.56
645.1885,1.58,0.83
375.1297,1.5,0.62
415.0882,1.18,0.71
541.1774,1.62,0.76
387.1661,1.56,0.5
631.1728,1.57,0.87
373.0777,1.2,0.73
677.1782,1.58,0.92
679.1939,1.67,0.92
379.1035,1.11,0.5
413.1817,1.5,0.45
383.1712,1.47,0.42
373.1504,1.53,0.53
391.1399,1.2,0.4
355.1035,1.25,0.56
365.0726,1.38,0.92
405.1038,1.38,0.75
439.1246,1.2,0.55
541.1411,1.5,0.85
371.062,1.07,0.73
441.1402,1.3,0.55
407.1711,1.33,0.38
413.0725,1.06,0.71
401.0725,1.12,0.75
357.1191,1.38,0.56
415.161,1.47,0.53
381.0827,1.06,0.59
399.0569,1,0.75
415.1246,1.33,0.61
515.1618,1.68,0.84
365.1242,1.22,0.44
425.1089,1.16,0.58
439.161,1.33,0.48
481.1199,1.44,0.83
383.062,1,0.69
387.0933,1.25,0.69
527.1617,1.6,0.8
387.1297,1.41,0.59
437.1453,1.24,0.48
601.1622,1.55,0.86
423.166,1.33,0.43
469.1563,1.67,0.78
561.1673,1.7,0.9
421.1504,1.24,0.43
401.1089,1.29,0.65
425.1301,1.62,0.81
603.1778,1.64,0.86
427.1246,1.26,0.58
393.1038,1.47,0.8
385.0776,1.12,0.69
373.114,1.38,0.62
423.1297,1.2,0.5
427.161,1.4,0.5
411.0933,1.11,0.61
367.1035,1.18,0.53
369.1555,1.44,0.44
397.0776,1.06,0.65
395.1711,1.4,0.4
401.1453,1.44,0.56
369.0827,1.12,0.62
395.0984,1.11,0.56
393.1191,1.16,0.47
467.1406,1.56,0.78
381.1555,1.37,0.42
371.0984,1.25,0.62
661.1833,1.58,0.88
413.1089,1.22,0.61
379.1399,1.26,0.42
371.1348,1.41,0.53
407.1347,1.2,0.45
385.1504,1.44,0.5
367.1398,1.33,0.44
399.166,1.47,0.47
393.1555,1.3,0.4
409.114,1.16,0.53
413.1453,1.37,0.53
383.0984,1.18,0.59
425.1453,1.3,0.5
399.0933,1.18,0.65
411.166,1.4,0.45
385.114,1.29,0.59
381.1191,1.22,0.5
395.1195,1.6,0.8
369.1191,1.29,0.53
409.1504,1.3,0.45
383.1348,1.33,0.5
543.1567,1.6,0.85
423.1144,1.5,0.81
513.1461,1.58,0.84
411.1297,1.26,0.53
397.114,1.22,0.56
399.1297,1.33,0.56
397.1504,1.37,0.47
439.1093,1.5,0.88
339.0933,1.67,0.92
395.1348,1.26,0.47
409.0988,1.47,0.87
455.1406,1.65,0.82
529.141,1.58,0.89
441.125,1.62,0.88
497.1148,1.44,0.89
559.1516,1.6,0.9
383.1195,1.71,0.86
453.125,1.53,0.82
485.1512,1.67,0.83
429.125,1.73,0.93
519.1567,1.78,0.94
483.1356,1.56,0.83
411.1144,1.6,0.87
469.1199,1.53,0.88
381.1039,1.57,0.86
355.0882,1.67,1
397.0988,1.57,0.93
427.1093,1.6,0.93
515.1254,1.56,0.94
501.1461,1.67,0.89
499.1305,1.56,0.89
471.1355,1.65,0.88
517.141,1.67,0.94
