Mass,Forest,Fenton,PreGoethite,PostGoethite,adsorbed,new,preg_total,postg_total,preg_rel_abund,postg_rel_abund,delta_abund,sorption_frac,HC,OC
421.1635,SW,PreFenton,0,4350959,NA,new molecules,8442516687.333333,8882618607.166666,0,4.898284157432543e-4,4.898284157432543e-4,most unbound,1.72222222222222,0.5
421.1715,HW,PostFenton,4530049.66666667,5117915.66666667,not adsorbed,NA,8918337356.5,8295042489.333333,5.079477805765005e-4,6.169848645438334e-4,1.0903708396733296e-4,more unbound,1.66666666666667,0.611111111111111
421.1715,HW,PreFenton,2302767,2942602.66666667,NA,NA,8822958103.333334,10813785976.333332,2.6099715911945785e-4,2.72115859617228e-4,1.1118700497770152e-5,minimal change,1.66666666666667,0.611111111111111
421.1715,SW,PostFenton,6357296.33333333,6571060,not adsorbed,NA,8884038661.5,10442460691.833334,7.155862975792083e-4,6.29263560947755e-4,-8.632273663145332e-5,sorbed,1.66666666666667,0.611111111111111
421.1715,SW,PreFenton,2243155.66666667,2791918.66666667,NA,NA,8442516687.333333,8882618607.166666,2.65697510557743e-4,3.1431256818953104e-4,4.861505763178802e-5,minimal change,1.66666666666667,0.611111111111111
421.1868,HW,PostFenton,8177537.66666667,17401137,not adsorbed,NA,8918337356.5,8295042489.333333,9.169352245580384e-4,0.002097775511382404,0.0011808402868243655,most unbound,1.36363636363636,0.363636363636364
421.1868,HW,PreFenton,12877459.6666667,17708683,not adsorbed,NA,8822958103.333334,10813785976.333332,0.0014595399316020287,0.0016376025046876824,1.7806257308565368e-4,most unbound,1.36363636363636,0.363636363636364
421.1868,SW,PostFenton,8028804.66666667,18705459.6666667,not adsorbed,NA,8884038661.5,10442460691.833334,9.037336477902123e-4,0.001791288492117146,8.875548443269336e-4,most unbound,1.36363636363636,0.363636363636364
421.1868,SW,PreFenton,11759016.3333333,16641347.3333333,not adsorbed,NA,8442516687.333333,8882618607.166666,0.001392833057822184,0.0018734731354903321,4.8064007766814823e-4,most unbound,1.36363636363636,0.363636363636364
421.1902,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.78947368421053,0.421052631578947
421.1902,HW,PreFenton,0,2266593,NA,new molecules,8822958103.333334,10813785976.333332,0,2.096021693938261e-4,2.096021693938261e-4,most unbound,1.78947368421053,0.421052631578947
421.1902,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.78947368421053,0.421052631578947
421.1902,SW,PreFenton,0,3068398,NA,new molecules,8442516687.333333,8882618607.166666,0,3.454384495946227e-4,3.454384495946227e-4,most unbound,1.78947368421053,0.421052631578947
421.2079,HW,PostFenton,2062384,3023152.33333333,NA,NA,8918337356.5,8295042489.333333,2.3125207284257546e-4,3.6445290512023633e-4,1.3320083227766086e-4,more unbound,1.78947368421053,0.526315789473684
421.2079,HW,PreFenton,0,3855995,NA,new molecules,8822958103.333334,10813785976.333332,0,3.56581405294972e-4,3.56581405294972e-4,most unbound,1.78947368421053,0.526315789473684
421.2079,SW,PostFenton,2688814.33333333,4845619,NA,NA,8884038661.5,10442460691.833334,3.0265675733555906e-4,4.640303797159209e-4,1.6137362238036185e-4,most unbound,1.78947368421053,0.526315789473684
421.2079,SW,PreFenton,1752658,2633146.5,NA,NA,8442516687.333333,8882618607.166666,2.0759899742094526e-4,2.964380906634365e-4,8.883909324249124e-5,unbound,1.78947368421053,0.526315789473684
421.2232,HW,PostFenton,2637526.66666667,6759190.5,NA,NA,8918337356.5,8295042489.333333,2.9574197086683953e-4,8.148470015303359e-4,5.191050306634964e-4,most unbound,1.47826086956522,0.304347826086957
421.2232,HW,PreFenton,6123838,0,adsorbed,NA,8822958103.333334,10813785976.333332,6.940799138201053e-4,0,-6.940799138201053e-4,most sorbed,1.47826086956522,0.304347826086957
421.2232,SW,PostFenton,3096536,0,adsorbed,NA,8884038661.5,10442460691.833334,3.4855048677570415e-4,0,-3.4855048677570415e-4,most sorbed,1.47826086956522,0.304347826086957
421.2232,SW,PreFenton,6570748.66666667,0,adsorbed,NA,8442516687.333333,8882618607.166666,7.782926477983802e-4,0,-7.782926477983802e-4,most sorbed,1.47826086956522,0.304347826086957
421.2443,HW,PostFenton,0,1757820,NA,new molecules,8918337356.5,8295042489.333333,0,2.1191211524960795e-4,2.1191211524960795e-4,most unbound,1.9,0.45
421.2443,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.9,0.45
421.2443,SW,PostFenton,0,3357742.5,NA,new molecules,8884038661.5,10442460691.833334,0,3.215470566842514e-4,3.215470566842514e-4,most unbound,1.9,0.45
421.2443,SW,PreFenton,0,2085783,NA,new molecules,8442516687.333333,8882618607.166666,0,2.3481622843934225e-4,2.3481622843934225e-4,most unbound,1.9,0.45
421.2595,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.58333333333333,0.25
421.2595,HW,PreFenton,2077927.66666667,3150989.66666667,NA,NA,8822958103.333334,10813785976.333332,2.3551371799913955e-4,2.913863538230564e-4,5.587263582391684e-5,unbound,1.58333333333333,0.25
421.2595,SW,PostFenton,0,2236722,NA,new molecules,8884038661.5,10442460691.833334,0,2.1419491688862743e-4,2.1419491688862743e-4,most unbound,1.58333333333333,0.25
421.2595,SW,PreFenton,1816229,3681089,NA,NA,8442516687.333333,8882618607.166666,2.1512886112798162e-4,4.1441484350459754e-4,1.9928598237661593e-4,most unbound,1.58333333333333,0.25
422.0729,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.944444444444444,0.611111111111111
422.0729,HW,PreFenton,2391336,0,NA,NA,8822958103.333334,10813785976.333332,2.710356290932117e-4,0,-2.710356290932117e-4,most sorbed,0.944444444444444,0.611111111111111
422.0729,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.944444444444444,0.611111111111111
422.0729,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,0.944444444444444,0.611111111111111
422.0941,HW,PostFenton,1689196,0,NA,NA,8918337356.5,8295042489.333333,1.894070534087673e-4,0,-1.894070534087673e-4,most sorbed,1.4,0.866666666666667
422.0941,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.4,0.866666666666667
422.0941,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.4,0.866666666666667
422.0941,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.4,0.866666666666667
422.1093,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.10526315789474,0.526315789473684
422.1093,HW,PreFenton,2422227,0,NA,NA,8822958103.333334,10813785976.333332,2.745368357903544e-4,0,-2.745368357903544e-4,most sorbed,1.10526315789474,0.526315789473684
422.1093,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.10526315789474,0.526315789473684
422.1093,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.10526315789474,0.526315789473684
422.1304,HW,PostFenton,3352439,2223898,not adsorbed,NA,8918337356.5,8295042489.333333,3.7590403524672946e-4,2.680996514315303e-4,-1.0780438381519916e-4,more sorbed,1.5625,0.75
422.1304,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.5625,0.75
422.1304,SW,PostFenton,2335655,0,NA,NA,8884038661.5,10442460691.833334,2.6290464157048625e-4,0,-2.6290464157048625e-4,most sorbed,1.5625,0.75
422.1304,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.5625,0.75
423.0205,HW,PostFenton,3230739.66666667,0,adsorbed,NA,8918337356.5,8295042489.333333,3.6225806868720795e-4,0,-3.6225806868720795e-4,most sorbed,0.705882352941177,0.764705882352941
423.0205,HW,PreFenton,3472481.66666667,0,adsorbed,NA,8822958103.333334,10813785976.333332,3.935734054267761e-4,0,-3.935734054267761e-4,most sorbed,0.705882352941177,0.764705882352941
423.0205,SW,PostFenton,2452338.66666667,0,NA,NA,8884038661.5,10442460691.833334,2.760387206883915e-4,0,-2.760387206883915e-4,most sorbed,0.705882352941177,0.764705882352941
423.0205,SW,PreFenton,3204448.66666667,0,adsorbed,NA,8442516687.333333,8882618607.166666,3.795608330244038e-4,0,-3.795608330244038e-4,most sorbed,0.705882352941177,0.764705882352941
423.0358,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.571428571428571,0.476190476190476
423.0358,HW,PreFenton,2653366.66666667,2164085.5,NA,NA,8822958103.333334,10813785976.333332,3.0073436092416917e-4,2.0012283438346575e-4,-1.0061152654070342e-4,more sorbed,0.571428571428571,0.476190476190476
423.0358,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.571428571428571,0.476190476190476
423.0358,SW,PreFenton,2258954.66666667,0,NA,NA,8442516687.333333,8882618607.166666,2.6756887197580264e-4,0,-2.6756887197580264e-4,most sorbed,0.571428571428571,0.476190476190476
423.0569,HW,PostFenton,7552872.33333333,2059851.5,not adsorbed,NA,8918337356.5,8295042489.333333,8.468924230398763e-4,2.4832320059225505e-4,-5.985692224476213e-4,most sorbed,0.888888888888889,0.666666666666667
423.0569,HW,PreFenton,10291467.3333333,3150870.33333333,not adsorbed,NA,8822958103.333334,10813785976.333332,0.0011664418228898945,2.913753185266671e-4,-8.750665043632275e-4,most sorbed,0.888888888888889,0.666666666666667
423.0569,SW,PostFenton,6174576.33333333,0,adsorbed,NA,8884038661.5,10442460691.833334,6.950190750622872e-4,0,-6.950190750622872e-4,most sorbed,0.888888888888889,0.666666666666667
423.0569,SW,PreFenton,9897993.66666667,0,adsorbed,NA,8442516687.333333,8882618607.166666,0.0011723984723082692,0,-0.0011723984723082692,most sorbed,0.888888888888889,0.666666666666667
423.0603,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.33333333333333,0.8
423.0603,HW,PreFenton,1863164.5,3166572,NA,NA,8822958103.333334,10813785976.333332,2.1117231637947958e-4,2.928273230975948e-4,8.165500671811522e-5,unbound,1.33333333333333,0.8
423.0603,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.33333333333333,0.8
423.0603,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.33333333333333,0.8
423.0722,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.727272727272727,0.409090909090909
423.0722,HW,PreFenton,2995808.33333333,2237633.33333333,not adsorbed,NA,8822958103.333334,10813785976.333332,3.395469295271284e-4,2.0692413722913836e-4,-1.3262279229799007e-4,more sorbed,0.727272727272727,0.409090909090909
423.0722,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.727272727272727,0.409090909090909
423.0722,SW,PreFenton,3048457,0,adsorbed,NA,8442516687.333333,8882618607.166666,3.610839176159083e-4,0,-3.610839176159083e-4,most sorbed,0.727272727272727,0.409090909090909
423.078,HW,PostFenton,5402813.33333333,0,adsorbed,NA,8918337356.5,8295042489.333333,6.058094818980546e-4,0,-6.058094818980546e-4,most sorbed,1.33333333333333,0.933333333333333
423.078,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.33333333333333,0.933333333333333
423.078,SW,PostFenton,4859076.33333333,0,adsorbed,NA,8884038661.5,10442460691.833334,5.469445280996688e-4,0,-5.469445280996688e-4,most sorbed,1.33333333333333,0.933333333333333
423.078,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.33333333333333,0.933333333333333
423.0933,HW,PostFenton,8891581.33333333,3722834.66666667,not adsorbed,NA,8918337356.5,8295042489.333333,9.969998866271672e-4,4.4880236255014907e-4,-5.481975240770182e-4,most sorbed,1.05263157894737,0.578947368421053
423.0933,HW,PreFenton,12778420.6666667,5026839.66666667,not adsorbed,NA,8822958103.333334,10813785976.333332,0.0014483147847929804,4.6485473983563503e-4,-9.834600449573454e-4,most sorbed,1.05263157894737,0.578947368421053
423.0933,SW,PostFenton,7682243.33333333,3425114,not adsorbed,NA,8884038661.5,10442460691.833334,8.647242122690452e-4,3.279987448436034e-4,-5.367254674254418e-4,most sorbed,1.05263157894737,0.578947368421053
423.0933,SW,PreFenton,12195848.3333333,3306747,not adsorbed,NA,8442516687.333333,8882618607.166666,0.0014445749750937715,3.7227164040703646e-4,-0.001072303334686735,most sorbed,1.05263157894737,0.578947368421053
423.1086,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.869565217391304,0.347826086956522
423.1086,HW,PreFenton,2398232.5,1717621.5,NA,NA,8822958103.333334,10813785976.333332,2.718172830373004e-4,1.5883627656022834e-4,-1.1298100647707206e-4,more sorbed,0.869565217391304,0.347826086956522
423.1086,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.869565217391304,0.347826086956522
423.1086,SW,PreFenton,2167474.33333333,0,NA,NA,8442516687.333333,8882618607.166666,2.5673320096426745e-4,0,-2.5673320096426745e-4,most sorbed,0.869565217391304,0.347826086956522
423.1144,HW,PostFenton,17198268.6666667,11343783.3333333,not adsorbed,NA,8918337356.5,8295042489.333333,0.0019284164726210984,0.0013675377007315358,-5.608787718895626e-4,most sorbed,1.5,0.8125
423.1144,HW,PreFenton,3865524,4156098.33333333,not adsorbed,NA,8822958103.333334,10813785976.333332,4.381210875907476e-4,3.8433332622166e-4,-5.378776136908764e-5,sorbed,1.5,0.8125
423.1144,SW,PostFenton,13197506,6639619.66666667,not adsorbed,NA,8884038661.5,10442460691.833334,0.001485530005310862,6.358290313564956e-4,-8.497009739543665e-4,most sorbed,1.5,0.8125
423.1144,SW,PreFenton,3315719.33333333,2779386,not adsorbed,NA,8442516687.333333,8882618607.166666,3.9274063127503733e-4,3.1290164791692603e-4,-7.983898335811129e-5,sorbed,1.5,0.8125
423.1257,HW,PostFenton,2286268.33333333,0,NA,NA,8918337356.5,8295042489.333333,2.5635589257755727e-4,0,-2.5635589257755727e-4,most sorbed,1.6,0.8
423.1257,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.6,0.8
423.1257,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.6,0.8
423.1257,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.6,0.8
423.1297,HW,PostFenton,13207399.3333333,10844071,not adsorbed,NA,8918337356.5,8295042489.333333,0.0014809261867300052,0.0013072954133682238,-1.7363077336178144e-4,most sorbed,1.2,0.5
423.1297,HW,PreFenton,13394867.6666667,9191789.66666667,not adsorbed,NA,8822958103.333334,10813785976.333332,0.0015181833019932496,8.500066199556283e-4,-6.681766820376213e-4,most sorbed,1.2,0.5
423.1297,SW,PostFenton,11866987.6666667,10553689,not adsorbed,NA,8884038661.5,10442460691.833334,0.0013357649734341715,0.0010106515419544412,-3.2511343147973034e-4,most sorbed,1.2,0.5
423.1297,SW,PreFenton,12864860,7640995.66666667,not adsorbed,NA,8442516687.333333,8882618607.166666,0.0015238181310676822,8.602188166113278e-4,-6.635993144563545e-4,most sorbed,1.2,0.5
423.145,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1,0.291666666666667
423.145,HW,PreFenton,1843736,0,NA,NA,8822958103.333334,10813785976.333332,2.0897027713453976e-4,0,-2.0897027713453976e-4,most sorbed,1,0.291666666666667
423.145,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1,0.291666666666667
423.145,SW,PreFenton,0,1693851,NA,new molecules,8442516687.333333,8882618607.166666,0,1.9069275344472955e-4,1.9069275344472955e-4,most unbound,1,0.291666666666667
423.1508,HW,PostFenton,5232828,5932283.66666667,not adsorbed,NA,8918337356.5,8295042489.333333,5.8674927745205e-4,7.151601301976506e-4,1.284108527456006e-4,more unbound,1.64705882352941,0.705882352941177
423.1508,HW,PreFenton,2396253.33333333,4253720.66666667,NA,NA,8822958103.333334,10813785976.333332,2.715929629574032e-4,3.9336090763921275e-4,1.2176794468180956e-4,more unbound,1.64705882352941,0.705882352941177
423.1508,SW,PostFenton,6185152,6287021.33333333,not adsorbed,NA,8884038661.5,10442460691.833334,6.96209487111314e-4,6.020632031921537e-4,-9.414628391916035e-5,sorbed,1.64705882352941,0.705882352941177
423.1508,SW,PreFenton,2418011,3502328.33333333,NA,NA,8442516687.333333,8882618607.166666,2.864087913060148e-4,3.94290072356319e-4,1.0788128105030422e-4,more unbound,1.64705882352941,0.705882352941177
423.166,HW,PostFenton,12577297.3333333,18941179,not adsorbed,NA,8918337356.5,8295042489.333333,0.001410273779805663,0.0022834336321190187,8.731598523133556e-4,most unbound,1.33333333333333,0.428571428571429
423.166,HW,PreFenton,12107356.6666667,14782830.3333333,not adsorbed,NA,8822958103.333334,10813785976.333332,0.0013722559401129323,0.0013670355937954088,-5.220346317523494e-6,minimal change,1.33333333333333,0.428571428571429
423.166,SW,PostFenton,12316863,19169624,not adsorbed,NA,8884038661.5,10442460691.833334,0.001386403579418957,0.001835738200574876,4.4933462115591904e-4,most unbound,1.33333333333333,0.428571428571429
423.166,SW,PreFenton,12010842,13557666.3333333,not adsorbed,NA,8442516687.333333,8882618607.166666,0.0014226613277555469,0.0015263141347073843,1.0365280695183747e-4,more unbound,1.33333333333333,0.428571428571429
423.1694,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.77777777777778,0.5
423.1694,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.77777777777778,0.5
423.1694,SW,PostFenton,0,2894973,NA,new molecules,8884038661.5,10442460691.833334,0,2.772309214689266e-4,2.772309214689266e-4,most unbound,1.77777777777778,0.5
423.1694,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.77777777777778,0.5
423.1791,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.83333333333333,0.5
423.1791,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.83333333333333,0.5
423.1791,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.83333333333333,0.5
423.1791,SW,PreFenton,1822025,4739318.66666667,NA,NA,8442516687.333333,8882618607.166666,2.1581538627381828e-4,5.335497195436149e-4,3.1773433326979665e-4,most unbound,1.83333333333333,0.5
423.1871,HW,PostFenton,2975248.66666667,4689488,not adsorbed,NA,8918337356.5,8295042489.333333,3.3361024008563694e-4,5.65336224139931e-4,2.31725984054294e-4,most unbound,1.77777777777778,0.611111111111111
423.1871,HW,PreFenton,2656177.66666667,3600239,NA,NA,8822958103.333334,10813785976.333332,3.0105296155301473e-4,3.32930484094965e-4,3.187752254195028e-5,minimal change,1.77777777777778,0.611111111111111
423.1871,SW,PostFenton,4758376,7940780.33333333,not adsorbed,NA,8884038661.5,10442460691.833334,5.356095556653718e-4,7.604319104158586e-4,2.2482235475048675e-4,most unbound,1.77777777777778,0.611111111111111
423.1871,SW,PreFenton,1952712,2755318.66666667,NA,NA,8442516687.333333,8882618607.166666,2.3129501217684733e-4,3.1019216162716097e-4,7.889714945031364e-5,unbound,1.77777777777778,0.611111111111111
423.2024,HW,PostFenton,5701477.66666667,14284708.6666667,not adsorbed,NA,8918337356.5,8295042489.333333,6.392982726215477e-4,0.0017220778175682078,0.0010827795449466601,most unbound,1.45454545454545,0.363636363636364
423.2024,HW,PreFenton,9708465,13759514,not adsorbed,NA,8822958103.333334,10813785976.333332,0.0011003639466827028,0.0012724048756017165,1.720409289190138e-4,most unbound,1.45454545454545,0.363636363636364
423.2024,SW,PostFenton,6681106,17678678.3333333,not adsorbed,NA,8884038661.5,10442460691.833334,7.520347732111229e-4,0.0016929609653363739,9.40926192125251e-4,most unbound,1.45454545454545,0.363636363636364
423.2024,SW,PreFenton,10378584.3333333,15670518.3333333,not adsorbed,NA,8442516687.333333,8882618607.166666,0.0012293235201897477,0.0017641777753116662,5.348542551219186e-4,most unbound,1.45454545454545,0.363636363636364
423.2058,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.89473684210526,0.421052631578947
423.2058,HW,PreFenton,0,3222724.66666667,NA,new molecules,8822958103.333334,10813785976.333332,0,2.980200157206561e-4,2.980200157206561e-4,most unbound,1.89473684210526,0.421052631578947
423.2058,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.89473684210526,0.421052631578947
423.2058,SW,PreFenton,0,3594656.33333333,NA,new molecules,8442516687.333333,8882618607.166666,0,4.046843045172617e-4,4.046843045172617e-4,most unbound,1.89473684210526,0.421052631578947
423.2388,HW,PostFenton,0,4354637.66666667,NA,new molecules,8918337356.5,8295042489.333333,0,5.249686993485972e-4,5.249686993485972e-4,most unbound,1.56521739130435,0.304347826086957
423.2388,HW,PreFenton,4444421.33333333,6902811,not adsorbed,NA,8822958103.333334,10813785976.333332,5.037337003395967e-4,6.383343460937037e-4,1.34600645754107e-4,more unbound,1.56521739130435,0.304347826086957
423.2388,SW,PostFenton,2055844.5,6541653.33333333,NA,NA,8884038661.5,10442460691.833334,2.3140877458235722e-4,6.26447494166707e-4,3.950387195843498e-4,most unbound,1.56521739130435,0.304347826086957
423.2388,SW,PreFenton,4873559,8796063,not adsorbed,NA,8442516687.333333,8882618607.166666,5.772637686712551e-4,9.902556204431842e-4,4.1299185177192917e-4,most unbound,1.56521739130435,0.304347826086957
423.2752,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.66666666666667,0.25
423.2752,HW,PreFenton,0,2469163,NA,new molecules,8822958103.333334,10813785976.333332,0,2.2833473913797835e-4,2.2833473913797835e-4,most unbound,1.66666666666667,0.25
423.2752,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.66666666666667,0.25
423.2752,SW,PreFenton,0,2158152.33333333,NA,new molecules,8442516687.333333,8882618607.166666,0,2.429635255972931e-4,2.429635255972931e-4,most unbound,1.66666666666667,0.25
424.0885,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.05555555555556,0.611111111111111
424.0885,HW,PreFenton,1973648.33333333,0,NA,NA,8822958103.333334,10813785976.333332,2.236946282888594e-4,0,-2.236946282888594e-4,most sorbed,1.05555555555556,0.611111111111111
424.0885,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.05555555555556,0.611111111111111
424.0885,SW,PreFenton,1695570.5,0,NA,NA,8442516687.333333,8882618607.166666,2.0083709192354176e-4,0,-2.0083709192354176e-4,most sorbed,1.05555555555556,0.611111111111111
424.1097,HW,PostFenton,3346600.33333333,0,adsorbed,NA,8918337356.5,8295042489.333333,3.7524935417409497e-4,0,-3.7524935417409497e-4,most sorbed,1.53333333333333,0.866666666666667
424.1097,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.53333333333333,0.866666666666667
424.1097,SW,PostFenton,2542722,0,NA,NA,8884038661.5,10442460691.833334,2.862123969607626e-4,0,-2.862123969607626e-4,most sorbed,1.53333333333333,0.866666666666667
424.1097,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.53333333333333,0.866666666666667
424.1249,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.21052631578947,0.526315789473684
424.1249,HW,PreFenton,2045699.5,0,NA,NA,8822958103.333334,10813785976.333332,2.3186095593349015e-4,0,-2.3186095593349015e-4,most sorbed,1.21052631578947,0.526315789473684
424.1249,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.21052631578947,0.526315789473684
424.1249,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.21052631578947,0.526315789473684
424.146,HW,PostFenton,3063804.66666667,2681475.33333333,not adsorbed,NA,8918337356.5,8295042489.333333,3.4353989361410065e-4,3.2326239881006787e-4,-2.0277494804032785e-5,minimal change,1.6875,0.75
424.146,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.6875,0.75
424.146,SW,PostFenton,2251050.33333333,1724031,NA,NA,8884038661.5,10442460691.833334,2.533814202192202e-4,1.650981555859053e-4,-8.828326463331492e-5,sorbed,1.6875,0.75
424.146,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.6875,0.75
424.209,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.55,0.35
424.209,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.55,0.35
424.209,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.55,0.35
424.209,SW,PreFenton,0,1985154.5,NA,new molecules,8442516687.333333,8882618607.166666,0,2.2348753085023142e-4,2.2348753085023142e-4,most unbound,1.55,0.35
424.2257,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.63636363636364,0.227272727272727
424.2257,HW,PreFenton,0,7211203.5,NA,new molecules,8822958103.333334,10813785976.333332,0,6.668528039839316e-4,6.668528039839316e-4,most unbound,1.63636363636364,0.227272727272727
424.2257,SW,PostFenton,0,5893941.66666667,NA,new molecules,8884038661.5,10442460691.833334,0,5.6442076638853e-4,5.6442076638853e-4,most unbound,1.63636363636364,0.227272727272727
424.2257,SW,PreFenton,0,3490817.5,NA,new molecules,8442516687.333333,8882618607.166666,0,3.929941894818654e-4,3.929941894818654e-4,most unbound,1.63636363636364,0.227272727272727
425.0151,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.5,0.55
425.0151,HW,PreFenton,2287295,0,NA,NA,8822958103.333334,10813785976.333332,2.5924355224307986e-4,0,-2.5924355224307986e-4,most sorbed,0.5,0.55
425.0151,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,0.5,0.55
425.0151,SW,PreFenton,1842810,0,NA,NA,8442516687.333333,8882618607.166666,2.1827732988255106e-4,0,-2.1827732988255106e-4,most sorbed,0.5,0.55
425.0362,HW,PostFenton,5770385.33333333,0,adsorbed,NA,8918337356.5,8295042489.333333,6.47024787543798e-4,0,-6.47024787543798e-4,most sorbed,0.823529411764706,0.764705882352941
425.0362,HW,PreFenton,4991849,0,adsorbed,NA,8822958103.333334,10813785976.333332,5.6577951992247e-4,0,-5.6577951992247e-4,most sorbed,0.823529411764706,0.764705882352941
425.0362,SW,PostFenton,4368108.66666667,0,adsorbed,NA,8884038661.5,10442460691.833334,4.91680510756484e-4,0,-4.91680510756484e-4,most sorbed,0.823529411764706,0.764705882352941
425.0362,SW,PreFenton,4671741,0,adsorbed,NA,8442516687.333333,8882618607.166666,5.533588114796636e-4,0,-5.533588114796636e-4,most sorbed,0.823529411764706,0.764705882352941
425.0514,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,0.666666666666667,0.476190476190476
