Mass,Forest,Fenton,PreGoethite,PostGoethite,adsorbed,new,preg_total,postg_total,preg_rel_abund,postg_rel_abund,delta_abund,sorption_frac,HC,OC
633.1521,SW,PostFenton,4222771,0,adsorbed,NA,8884038661.5,10442460691.833334,4.753210967327126e-4,0,-4.753210967327126e-4,most sorbed,1.54545454545455,0.954545454545455
633.1521,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.54545454545455,0.954545454545455
633.1827,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.13333333333333,0.5
633.1827,HW,PreFenton,0,2255020,NA,new molecules,8822958103.333334,10813785976.333332,0,2.0853196141806918e-4,2.0853196141806918e-4,most unbound,1.13333333333333,0.5
633.1827,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.13333333333333,0.5
633.1827,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.13333333333333,0.5
633.1885,HW,PostFenton,9089920.33333333,3654986.33333333,not adsorbed,NA,8918337356.5,8295042489.333333,0.001019239345852764,4.4062297909062053e-4,-5.786163667621436e-4,most sorbed,1.65217391304348,0.869565217391304
633.1885,HW,PreFenton,2385429.66666667,2321254.33333333,NA,NA,8822958103.333334,10813785976.333332,2.7036620130446373e-4,2.146569516368777e-4,-5.5709249667586035e-5,sorbed,1.65217391304348,0.869565217391304
633.1885,SW,PostFenton,12394972.3333333,6447425.66666667,not adsorbed,NA,8884038661.5,10442460691.833334,0.0013951956768320172,6.174239824248479e-4,-7.777716944071693e-4,most sorbed,1.65217391304348,0.869565217391304
633.1885,SW,PreFenton,3271892,1975629,not adsorbed,NA,8442516687.333333,8882618607.166666,3.875493672294375e-4,2.2241515563957962e-4,-1.6513421158985788e-4,most sorbed,1.65217391304348,0.869565217391304
633.2191,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.2258064516129,0.451612903225806
633.2191,HW,PreFenton,1654189.5,2264422,NA,NA,8822958103.333334,10813785976.333332,1.8748694945916645e-4,2.094014071441615e-4,2.191445768499504e-5,minimal change,1.2258064516129,0.451612903225806
633.2191,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.2258064516129,0.451612903225806
633.2191,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.2258064516129,0.451612903225806
633.2248,HW,PostFenton,1859454.33333333,1673320.5,NA,NA,8918337356.5,8295042489.333333,2.0849786894169166e-4,2.0172536815233163e-4,-6.772500789360036e-6,minimal change,1.75,0.791666666666667
633.2248,HW,PreFenton,0,1993062,NA,new molecules,8822958103.333334,10813785976.333332,0,1.8430751305434977e-4,1.8430751305434977e-4,most unbound,1.75,0.791666666666667
633.2248,SW,PostFenton,2497157.66666667,2395457.33333333,NA,NA,8884038661.5,10442460691.833334,2.8108361093568724e-4,2.2939586789220376e-4,-5.168774304348348e-5,sorbed,1.75,0.791666666666667
633.2248,SW,PreFenton,0,1537099.5,NA,new molecules,8442516687.333333,8882618607.166666,0,1.7304576138840846e-4,1.7304576138840846e-4,most unbound,1.75,0.791666666666667
633.2554,HW,PostFenton,0,1654090,NA,new molecules,8918337356.5,8295042489.333333,0,1.9940705573564074e-4,1.9940705573564074e-4,most unbound,1.3125,0.40625
633.2554,HW,PreFenton,0,2432528,NA,new molecules,8822958103.333334,10813785976.333332,0,2.2494693397148274e-4,2.2494693397148274e-4,most unbound,1.3125,0.40625
633.2554,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.3125,0.40625
633.2554,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.3125,0.40625
633.2917,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.39393939393939,0.363636363636364
633.2917,HW,PreFenton,0,2953743.66666667,NA,new molecules,8822958103.333334,10813785976.333332,0,2.731461185870636e-4,2.731461185870636e-4,most unbound,1.39393939393939,0.363636363636364
633.2917,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.39393939393939,0.363636363636364
633.2917,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.39393939393939,0.363636363636364
633.3282,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.47058823529412,0.323529411764706
633.3282,HW,PreFenton,0,2253228.5,NA,new molecules,8822958103.333334,10813785976.333332,0,2.0836629326041183e-4,2.0836629326041183e-4,most unbound,1.47058823529412,0.323529411764706
633.3282,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.47058823529412,0.323529411764706
633.3282,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.47058823529412,0.323529411764706
634.2119,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.08823529411765,0.264705882352941
634.2119,HW,PreFenton,0,2703361.66666667,NA,new molecules,8822958103.333334,10813785976.333332,0,2.4999215562275333e-4,2.4999215562275333e-4,most unbound,1.08823529411765,0.264705882352941
634.2119,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.08823529411765,0.264705882352941
634.2119,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.08823529411765,0.264705882352941
635.1677,HW,PostFenton,3544492.33333333,0,adsorbed,NA,8918337356.5,8295042489.333333,3.9743869194968035e-4,0,-3.9743869194968035e-4,most sorbed,1.63636363636364,0.954545454545455
635.1677,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.63636363636364,0.954545454545455
635.1677,SW,PostFenton,4193666.66666667,0,adsorbed,NA,8884038661.5,10442460691.833334,4.7204507166773206e-4,0,-4.7204507166773206e-4,most sorbed,1.63636363636364,0.954545454545455
635.1677,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.63636363636364,0.954545454545455
635.1983,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.2,0.5
635.1983,HW,PreFenton,1764751,2072754,NA,NA,8822958103.333334,10813785976.333332,2.0001806416073458e-4,1.9167699495221708e-4,-8.341069208517505e-6,minimal change,1.2,0.5
635.1983,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.2,0.5
635.1983,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.2,0.5
635.2041,HW,PostFenton,2193492.66666667,0,NA,NA,8918337356.5,8295042489.333333,2.4595309405603215e-4,0,-2.4595309405603215e-4,most sorbed,1.73913043478261,0.869565217391304
635.2041,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.73913043478261,0.869565217391304
635.2041,SW,PostFenton,3179222.33333333,0,adsorbed,NA,8884038661.5,10442460691.833334,3.5785777780446347e-4,0,-3.5785777780446347e-4,most sorbed,1.73913043478261,0.869565217391304
635.2041,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.73913043478261,0.869565217391304
635.2346,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.29032258064516,0.451612903225806
635.2346,HW,PreFenton,0,2272754.66666667,NA,new molecules,8822958103.333334,10813785976.333332,0,2.1017196675065882e-4,2.1017196675065882e-4,most unbound,1.29032258064516,0.451612903225806
635.2346,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.29032258064516,0.451612903225806
635.2346,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.29032258064516,0.451612903225806
635.271,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.375,0.40625
635.271,HW,PreFenton,0,2689351.33333333,NA,new molecules,8822958103.333334,10813785976.333332,0,2.486965563419832e-4,2.486965563419832e-4,most unbound,1.375,0.40625
635.271,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.375,0.40625
635.271,SW,PreFenton,0,1523949,NA,new molecules,8442516687.333333,8882618607.166666,0,1.7156528580101918e-4,1.7156528580101918e-4,most unbound,1.375,0.40625
635.3075,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.45454545454545,0.363636363636364
635.3075,HW,PreFenton,0,2767516.33333333,NA,new molecules,8822958103.333334,10813785976.333332,0,2.559248296008649e-4,2.559248296008649e-4,most unbound,1.45454545454545,0.363636363636364
635.3075,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.45454545454545,0.363636363636364
635.3075,SW,PreFenton,0,1529323.5,NA,new molecules,8442516687.333333,8882618607.166666,0,1.7217034386302624e-4,1.7217034386302624e-4,most unbound,1.45454545454545,0.363636363636364
635.3439,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.52941176470588,0.323529411764706
635.3439,HW,PreFenton,0,1931186,NA,new molecules,8822958103.333334,10813785976.333332,0,1.785855577525323e-4,1.785855577525323e-4,most unbound,1.52941176470588,0.323529411764706
635.3439,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.52941176470588,0.323529411764706
635.3439,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.52941176470588,0.323529411764706
637.2115,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.8695652173913,0.782608695652174
637.2115,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.8695652173913,0.782608695652174
637.2115,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.8695652173913,0.782608695652174
637.2115,SW,PreFenton,0,1704864,NA,new molecules,8442516687.333333,8882618607.166666,0,1.9193259053411157e-4,1.9193259053411157e-4,most unbound,1.8695652173913,0.782608695652174
637.2502,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.35483870967742,0.451612903225806
637.2502,HW,PreFenton,0,1780109.5,NA,new molecules,8822958103.333334,10813785976.333332,0,1.6461482628710096e-4,1.6461482628710096e-4,most unbound,1.35483870967742,0.451612903225806
637.2502,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.35483870967742,0.451612903225806
637.2502,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.35483870967742,0.451612903225806
637.2866,HW,PostFenton,0,1460757.5,NA,new molecules,8918337356.5,8295042489.333333,0,1.761000624021397e-4,1.761000624021397e-4,most unbound,1.4375,0.40625
637.2866,HW,PreFenton,0,2335527,NA,new molecules,8822958103.333334,10813785976.333332,0,2.159768100747926e-4,2.159768100747926e-4,most unbound,1.4375,0.40625
637.2866,SW,PostFenton,0,1947177.5,NA,new molecules,8884038661.5,10442460691.833334,0,1.864673047342966e-4,1.864673047342966e-4,most unbound,1.4375,0.40625
637.2866,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.4375,0.40625
637.3231,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.51515151515152,0.363636363636364
637.3231,HW,PreFenton,0,2368826,NA,new molecules,8822958103.333334,10813785976.333332,0,2.1905612014000726e-4,2.1905612014000726e-4,most unbound,1.51515151515152,0.363636363636364
637.3231,SW,PostFenton,0,1876008.5,NA,new molecules,8884038661.5,10442460691.833334,0,1.7965195707819685e-4,1.7965195707819685e-4,most unbound,1.51515151515152,0.363636363636364
637.3231,SW,PreFenton,0,1587340,NA,new molecules,8442516687.333333,8882618607.166666,0,1.787018074511613e-4,1.787018074511613e-4,most unbound,1.51515151515152,0.363636363636364
637.3596,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.58823529411765,0.323529411764706
637.3596,HW,PreFenton,0,1806265.5,NA,new molecules,8822958103.333334,10813785976.333332,0,1.670335906363533e-4,1.670335906363533e-4,most unbound,1.58823529411765,0.323529411764706
637.3596,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.58823529411765,0.323529411764706
637.3596,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.58823529411765,0.323529411764706
639.1416,HW,PostFenton,2051102.5,0,NA,NA,8918337356.5,8295042489.333333,2.2998709490453217e-4,0,-2.2998709490453217e-4,most sorbed,1.33333333333333,0.833333333333333
639.1416,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.33333333333333,0.833333333333333
639.1416,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.33333333333333,0.833333333333333
639.1416,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.33333333333333,0.833333333333333
639.266,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.41935483870968,0.451612903225806
639.266,HW,PreFenton,0,1957314.5,NA,new molecules,8822958103.333334,10813785976.333332,0,1.8100177905163917e-4,1.8100177905163917e-4,most unbound,1.41935483870968,0.451612903225806
639.266,SW,PostFenton,0,1808354.5,NA,new molecules,8884038661.5,10442460691.833334,0,1.7317321590822437e-4,1.7317321590822437e-4,most unbound,1.41935483870968,0.451612903225806
639.266,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.41935483870968,0.451612903225806
639.3024,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.5,0.40625
639.3024,HW,PreFenton,0,2042458.66666667,NA,new molecules,8822958103.333334,10813785976.333332,0,1.8887544761258661e-4,1.8887544761258661e-4,most unbound,1.5,0.40625
639.3024,SW,PostFenton,0,1805032,NA,new molecules,8884038661.5,10442460691.833334,0,1.7285504377446682e-4,1.7285504377446682e-4,most unbound,1.5,0.40625
639.3024,SW,PreFenton,0,1608536.33333333,NA,new molecules,8442516687.333333,8882618607.166666,0,1.8108807824255025e-4,1.8108807824255025e-4,most unbound,1.5,0.40625
639.339,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.47222222222222,0.111111111111111
639.339,HW,PreFenton,0,2309315,NA,new molecules,8822958103.333334,10813785976.333332,0,2.1355286715069862e-4,2.1355286715069862e-4,most unbound,1.47222222222222,0.111111111111111
639.339,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.47222222222222,0.111111111111111
639.339,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.47222222222222,0.111111111111111
640.2207,HW,PostFenton,2115148.66666667,1826359.66666667,NA,NA,8918337356.5,8295042489.333333,2.3716849700971163e-4,2.201748416617759e-4,-1.6993655347935727e-5,minimal change,1.625,0.708333333333333
640.2207,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.625,0.708333333333333
640.2207,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.625,0.708333333333333
640.2207,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.625,0.708333333333333
641.157,HW,PostFenton,4598792,3583193.33333333,not adsorbed,NA,8918337356.5,8295042489.333333,5.156557569161967e-4,4.3196805054838353e-4,-8.368770636781313e-5,sorbed,1.41666666666667,0.833333333333333
641.157,HW,PreFenton,0,2288872,NA,new molecules,8822958103.333334,10813785976.333332,0,2.1166240990984507e-4,2.1166240990984507e-4,most unbound,1.41666666666667,0.833333333333333
641.157,SW,PostFenton,3286436,2864840.33333333,not adsorbed,NA,8884038661.5,10442460691.833334,3.699259002825086e-4,2.743453308446559e-4,-9.558056943785272e-5,sorbed,1.41666666666667,0.833333333333333
641.157,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.41666666666667,0.833333333333333
641.1934,HW,PostFenton,2397957.33333333,1774979.66666667,NA,NA,8918337356.5,8295042489.333333,2.688794152405116e-4,2.1398078056250245e-4,-5.489863467800915e-5,sorbed,1.52,0.76
641.1934,HW,PreFenton,0,2104807.5,NA,new molecules,8822958103.333334,10813785976.333332,0,1.9464112796448044e-4,1.9464112796448044e-4,most unbound,1.52,0.76
641.1934,SW,PostFenton,1615842.5,0,NA,NA,8884038661.5,10442460691.833334,1.8188152500984026e-4,0,-1.8188152500984026e-4,most sorbed,1.52,0.76
641.1934,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.52,0.76
641.2299,HW,PostFenton,1808221.5,2219054,NA,NA,8918337356.5,8295042489.333333,2.0275320698449518e-4,2.6751568817802934e-4,6.476248119353416e-5,unbound,1.61538461538462,0.692307692307692
641.2299,HW,PreFenton,0,2670989.33333333,NA,new molecules,8822958103.333334,10813785976.333332,0,2.469985386412273e-4,2.469985386412273e-4,most unbound,1.61538461538462,0.692307692307692
641.2299,SW,PostFenton,0,2203505.33333333,NA,new molecules,8884038661.5,10442460691.833334,0,2.110139935749637e-4,2.110139935749637e-4,most unbound,1.61538461538462,0.692307692307692
641.2299,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.61538461538462,0.692307692307692
641.2606,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.23529411764706,0.352941176470588
641.2606,HW,PreFenton,0,2035661,NA,new molecules,8822958103.333334,10813785976.333332,0,1.8824683644148084e-4,1.8824683644148084e-4,most unbound,1.23529411764706,0.352941176470588
641.2606,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.23529411764706,0.352941176470588
641.2606,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.23529411764706,0.352941176470588
641.2663,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.7037037037037,0.62962962962963
641.2663,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.7037037037037,0.62962962962963
641.2663,SW,PostFenton,0,1622128.66666667,NA,new molecules,8884038661.5,10442460691.833334,0,1.553396957419507e-4,1.553396957419507e-4,most unbound,1.7037037037037,0.62962962962963
641.2663,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.7037037037037,0.62962962962963
641.2814,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.48387096774194,0.451612903225806
641.2814,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.48387096774194,0.451612903225806
641.2814,SW,PostFenton,0,1869509.66666667,NA,new molecules,8884038661.5,10442460691.833334,0,1.7902961015010046e-4,1.7902961015010046e-4,most unbound,1.48387096774194,0.451612903225806
641.2814,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.48387096774194,0.451612903225806
641.2819,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.48387096774194,0.451612903225806
641.2819,HW,PreFenton,0,1952205.5,NA,new molecules,8822958103.333334,10813785976.333332,0,1.8052932657188959e-4,1.8052932657188959e-4,most unbound,1.48387096774194,0.451612903225806
641.2819,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.48387096774194,0.451612903225806
641.2819,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.48387096774194,0.451612903225806
641.318,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.5625,0.40625
641.318,HW,PreFenton,0,2294477.5,NA,new molecules,8822958103.333334,10813785976.333332,0,2.121807760040389e-4,2.121807760040389e-4,most unbound,1.5625,0.40625
641.318,SW,PostFenton,0,1891223.5,NA,new molecules,8884038661.5,10442460691.833334,0,1.811089891369241e-4,1.811089891369241e-4,most unbound,1.5625,0.40625
641.318,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.5625,0.40625
641.3544,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.63636363636364,0.363636363636364
641.3544,HW,PreFenton,0,2319053.5,NA,new molecules,8822958103.333334,10813785976.333332,0,2.144534305631162e-4,2.144534305631162e-4,most unbound,1.63636363636364,0.363636363636364
641.3544,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.63636363636364,0.363636363636364
641.3544,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.63636363636364,0.363636363636364
642.2364,HW,PostFenton,1616311.66666667,0,NA,NA,8918337356.5,8295042489.333333,1.812346407246688e-4,0,-1.812346407246688e-4,most sorbed,1.70833333333333,0.708333333333333
642.2364,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.70833333333333,0.708333333333333
642.2364,SW,PostFenton,1698733,0,NA,NA,8884038661.5,10442460691.833334,1.9121179732835408e-4,0,-1.9121179732835408e-4,most sorbed,1.70833333333333,0.708333333333333
642.2364,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.70833333333333,0.708333333333333
643.1363,HW,PostFenton,3017897,0,adsorbed,NA,8918337356.5,8295042489.333333,3.383923347327122e-4,0,-3.383923347327122e-4,most sorbed,1.39130434782609,0.91304347826087
643.1363,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.39130434782609,0.91304347826087
643.1363,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.39130434782609,0.91304347826087
643.1363,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.39130434782609,0.91304347826087
643.1728,HW,PostFenton,9033926.33333333,7671326.33333333,not adsorbed,NA,8918337356.5,8295042489.333333,0.0010129608213070213,9.248085640547297e-4,-8.81522572522916e-5,sorbed,1.5,0.833333333333333
643.1728,HW,PreFenton,3622662.66666667,12363112.6666667,not adsorbed,NA,8822958103.333334,10813785976.333332,4.105950208805842e-4,0.0011432732896438091,7.32678268763225e-4,most unbound,1.5,0.833333333333333
643.1728,SW,PostFenton,7337266,9991672.33333333,not adsorbed,NA,8884038661.5,10442460691.833334,8.25893074035898e-4,9.568312132740371e-4,1.3093813923813907e-4,more unbound,1.5,0.833333333333333
643.1728,SW,PreFenton,2575579,6049320.66666667,NA,NA,8442516687.333333,8882618607.166666,3.050724203914516e-4,6.810289773992956e-4,3.7595655700784397e-4,most unbound,1.5,0.833333333333333
643.2092,HW,PostFenton,3589656.66666667,3338099.66666667,not adsorbed,NA,8918337356.5,8295042489.333333,4.025029019619224e-4,4.0242104497465337e-4,-8.18569872690464e-8,minimal change,1.6,0.76
643.2092,HW,PreFenton,0,2383320.5,NA,new molecules,8822958103.333334,10813785976.333332,0,2.2039649251576188e-4,2.2039649251576188e-4,most unbound,1.6,0.76
643.2092,SW,PostFenton,2475886.5,2438135.66666667,NA,NA,8884038661.5,10442460691.833334,2.78689298227566e-4,2.334828675556755e-4,-4.520643067189051e-5,minimal change,1.6,0.76
643.2092,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.6,0.76
643.2455,HW,PostFenton,1977502.5,3277000.66666667,NA,NA,8918337356.5,8295042489.333333,2.217344355737705e-4,3.9505532019644185e-4,1.7332088462267134e-4,most unbound,1.69230769230769,0.692307692307692
643.2455,HW,PreFenton,0,2771303.33333333,NA,new molecules,8822958103.333334,10813785976.333332,0,2.562750307245313e-4,2.562750307245313e-4,most unbound,1.69230769230769,0.692307692307692
643.2455,SW,PostFenton,2014168.66666667,4155553.66666667,NA,NA,8884038661.5,10442460691.833334,2.2671768363585594e-4,3.979477432858882e-4,1.7123005965003225e-4,most unbound,1.69230769230769,0.692307692307692
643.2455,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.69230769230769,0.692307692307692
643.2763,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.29411764705882,0.352941176470588
643.2763,HW,PreFenton,0,2332121,NA,new molecules,8822958103.333334,10813785976.333332,0,2.1566184175495957e-4,2.1566184175495957e-4,most unbound,1.29411764705882,0.352941176470588
643.2763,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.29411764705882,0.352941176470588
643.2763,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.29411764705882,0.352941176470588
643.2818,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.77777777777778,0.62962962962963
643.2818,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.77777777777778,0.62962962962963
643.2818,SW,PostFenton,0,1613903,NA,new molecules,8884038661.5,10442460691.833334,0,1.5455198229878656e-4,1.5455198229878656e-4,most unbound,1.77777777777778,0.62962962962963
643.2818,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.77777777777778,0.62962962962963
643.2971,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.54838709677419,0.451612903225806
643.2971,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.54838709677419,0.451612903225806
643.2971,SW,PostFenton,0,2200737,NA,new molecules,8884038661.5,10442460691.833334,0,2.1074889003136165e-4,2.1074889003136165e-4,most unbound,1.54838709677419,0.451612903225806
643.2971,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.54838709677419,0.451612903225806
643.3126,HW,PostFenton,0,0,NA,NA,8918337356.5,8295042489.333333,0,0,0,minimal change,1.37142857142857,0.314285714285714
643.3126,HW,PreFenton,0,1998041,NA,new molecules,8822958103.333334,10813785976.333332,0,1.8476794384250268e-4,1.8476794384250268e-4,most unbound,1.37142857142857,0.314285714285714
643.3126,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.37142857142857,0.314285714285714
643.3126,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.37142857142857,0.314285714285714
644.2042,HW,PostFenton,1637698,0,NA,NA,8918337356.5,8295042489.333333,1.8363265870475148e-4,0,-1.8363265870475148e-4,most sorbed,1.625,0.791666666666667
644.2042,HW,PreFenton,0,0,NA,NA,8822958103.333334,10813785976.333332,0,0,0,minimal change,1.625,0.791666666666667
644.2042,SW,PostFenton,0,0,NA,NA,8884038661.5,10442460691.833334,0,0,0,minimal change,1.625,0.791666666666667
644.2042,SW,PreFenton,0,0,NA,NA,8442516687.333333,8882618607.166666,0,0,0,minimal change,1.625,0.791666666666667
644.2076,HW,PostFenton,0,1459640,NA,new molecules,8918337356.5,8295042489.333333,0,1.7596534338153947e-4,1.7596534338153947e-4,most unbound,0.738095238095238,0.142857142857143
