"","Forest","Treatment","Mass","intensity"
"6358","HW","PreFentonGoethite",513.3069,2774339.33333333
"6359","HW","PreFentonGoethite",514.2517,3687857.66666667
"6360","HW","PreFentonGoethite",515.0467,1934176.33333333
"6361","HW","PreFentonGoethite",515.0831,2648761.66666667
"6362","HW","PreFentonGoethite",515.1195,2581353
"6363","HW","PreFentonGoethite",515.1254,7280830.66666667
"6364","HW","PreFentonGoethite",515.1559,3630615.66666667
"6365","HW","PreFentonGoethite",515.1618,4952258.66666667
"6366","HW","PreFentonGoethite",515.1923,6066032.66666667
"6367","HW","PreFentonGoethite",515.2134,2741619
"6368","HW","PreFentonGoethite",515.2287,11466954
"6369","HW","PreFentonGoethite",515.2498,3879799
"6370","HW","PreFentonGoethite",515.265,11738659.3333333
"6371","HW","PreFentonGoethite",515.2862,3463717.66666667
"6372","HW","PreFentonGoethite",515.3014,9886588.66666667
"6373","HW","PreFentonGoethite",517.0624,2448439.66666667
"6374","HW","PreFentonGoethite",517.0988,2707173.66666667
"6375","HW","PreFentonGoethite",517.1351,3414079
"6376","HW","PreFentonGoethite",517.141,3677247.33333333
"6377","HW","PreFentonGoethite",517.1715,4733677.33333333
"6378","HW","PreFentonGoethite",517.2079,9204123.66666667
"6379","HW","PreFentonGoethite",517.229,2418590
"6380","HW","PreFentonGoethite",517.2443,14753524.3333333
"6381","HW","PreFentonGoethite",517.2654,3015244
"6382","HW","PreFentonGoethite",517.2807,12588792
"6383","HW","PreFentonGoethite",517.3018,2086991.66666667
"6384","HW","PreFentonGoethite",517.3171,11599612
"6385","HW","PreFentonGoethite",519.078,2467750.33333333
"6386","HW","PreFentonGoethite",519.1144,2920532.33333333
"6387","HW","PreFentonGoethite",519.1508,4077485
"6388","HW","PreFentonGoethite",519.1872,6442245.66666667
"6389","HW","PreFentonGoethite",519.2236,10857054.3333333
"6390","HW","PreFentonGoethite",519.26,13400673.6666667
"6391","HW","PreFentonGoethite",519.2811,2256995.66666667
"6392","HW","PreFentonGoethite",519.2963,10153231.3333333
"6393","HW","PreFentonGoethite",519.3327,7489470
"6394","HW","PreFentonGoethite",521.0573,1898410.33333333
"6395","HW","PreFentonGoethite",521.0937,2322008.33333333
"6396","HW","PreFentonGoethite",521.1301,3213403
"6397","HW","PreFentonGoethite",521.1664,4829278.33333333
"6398","HW","PreFentonGoethite",521.2028,7587254.66666667
"6399","HW","PreFentonGoethite",521.2392,10461284.3333333
"6400","HW","PreFentonGoethite",521.2756,9574503.33333333
"6401","HW","PreFentonGoethite",521.312,6037269
"6402","HW","PreFentonGoethite",523.1093,2323533.66666667
"6403","HW","PreFentonGoethite",523.1457,3496528.66666667
"6404","HW","PreFentonGoethite",523.1668,4912040
"6405","HW","PreFentonGoethite",523.1821,5283411.66666667
"6406","HW","PreFentonGoethite",523.2185,7038550.33333333
"6407","HW","PreFentonGoethite",523.2549,8007939.66666667
"6408","HW","PreFentonGoethite",523.2913,5687558.33333333
"6409","HW","PreFentonGoethite",523.3251,3491763.66666667
"6410","HW","PreFentonGoethite",524.2726,2030925.66666667
"6411","HW","PreFentonGoethite",525.0675,2088666
"6412","HW","PreFentonGoethite",525.1038,2114951
"6413","HW","PreFentonGoethite",525.1402,2304222.66666667
"6414","HW","PreFentonGoethite",525.1461,3325322
"6415","HW","PreFentonGoethite",525.1614,3570400
"6416","HW","PreFentonGoethite",525.1766,2296203.66666667
"6417","HW","PreFentonGoethite",525.1825,2729527
"6418","HW","PreFentonGoethite",525.1977,4291640
"6419","HW","PreFentonGoethite",525.213,3180771.66666667
"6420","HW","PreFentonGoethite",525.2341,6364900.66666667
"6421","HW","PreFentonGoethite",525.2494,3548902
"6422","HW","PreFentonGoethite",525.2705,5862460.66666667
"6423","HW","PreFentonGoethite",525.3069,3422783.33333333
"6424","HW","PreFentonGoethite",526.2517,2451068.66666667
"6425","HW","PreFentonGoethite",526.2882,2947881.33333333
"6426","HW","PreFentonGoethite",527.0831,2195290
"6427","HW","PreFentonGoethite",527.089,4953263.66666667
"6428","HW","PreFentonGoethite",527.1195,2486279
"6429","HW","PreFentonGoethite",527.1618,48940894.6666667
"6430","HW","PreFentonGoethite",527.177,2416991.66666667
"6431","HW","PreFentonGoethite",527.1923,3647840.66666667
"6432","HW","PreFentonGoethite",527.1981,3452086
"6433","HW","PreFentonGoethite",527.2134,3371873.66666667
"6434","HW","PreFentonGoethite",527.2287,5661197.33333333
"6435","HW","PreFentonGoethite",527.2498,4930062.33333333
"6436","HW","PreFentonGoethite",527.265,6325434
"6437","HW","PreFentonGoethite",527.2862,4055568.66666667
"6438","HW","PreFentonGoethite",528.2673,3424841
"6439","HW","PreFentonGoethite",528.3039,3123445.33333333
"6440","HW","PreFentonGoethite",529.0624,2069107.33333333
"6441","HW","PreFentonGoethite",529.0988,2628213.66666667
"6442","HW","PreFentonGoethite",529.1351,3308322
"6443","HW","PreFentonGoethite",529.141,1911757
"6444","HW","PreFentonGoethite",529.1715,3633444.33333333
"6445","HW","PreFentonGoethite",529.1774,3797284.33333333
"6446","HW","PreFentonGoethite",529.2079,6348070
"6447","HW","PreFentonGoethite",529.229,2660647
"6448","HW","PreFentonGoethite",529.2443,9566845
"6449","HW","PreFentonGoethite",529.2654,4308265
"6450","HW","PreFentonGoethite",529.2807,9149738
"6451","HW","PreFentonGoethite",529.3018,2590506.66666667
"6452","HW","PreFentonGoethite",531.078,2485633
"6453","HW","PreFentonGoethite",531.1144,2585816
"6454","HW","PreFentonGoethite",531.1508,3178543
"6455","HW","PreFentonGoethite",531.1872,4947333.66666667
"6456","HW","PreFentonGoethite",531.2083,1846151
"6457","HW","PreFentonGoethite",531.2236,9923293
"6458","HW","PreFentonGoethite",531.2447,2446899.33333333
"6459","HW","PreFentonGoethite",531.26,12662153.3333333
"6460","HW","PreFentonGoethite",531.2811,4039050.33333333
"6461","HW","PreFentonGoethite",531.2963,10775947
"6462","HW","PreFentonGoethite",531.3327,3001569.66666667
"6463","HW","PreFentonGoethite",533.0573,1856468.66666667
"6464","HW","PreFentonGoethite",533.0937,2331947.33333333
"6465","HW","PreFentonGoethite",533.1301,3209687.33333333
"6466","HW","PreFentonGoethite",533.1664,3975641
"6467","HW","PreFentonGoethite",533.2028,7040474.33333333
"6468","HW","PreFentonGoethite",533.2392,11561094.3333333
"6469","HW","PreFentonGoethite",533.2756,11982984
"6470","HW","PreFentonGoethite",533.2967,2521907.33333333
"6471","HW","PreFentonGoethite",533.312,8689801
"6472","HW","PreFentonGoethite",535.0729,2174322.33333333
"6473","HW","PreFentonGoethite",535.1093,2368200.66666667
"6474","HW","PreFentonGoethite",535.134,3200201.66666667
"6475","HW","PreFentonGoethite",535.1457,3007348.66666667
"6476","HW","PreFentonGoethite",535.1821,4861813.66666667
"6477","HW","PreFentonGoethite",535.2185,7791478.66666667
"6478","HW","PreFentonGoethite",535.2549,10894200
"6479","HW","PreFentonGoethite",535.2913,8619556
"6480","HW","PreFentonGoethite",535.3276,4990501
"6481","HW","PreFentonGoethite",537.0886,2137688.66666667
"6482","HW","PreFentonGoethite",537.125,2208687
"6483","HW","PreFentonGoethite",537.1614,3486298.66666667
"6484","HW","PreFentonGoethite",537.1977,5348614.33333333
"6485","HW","PreFentonGoethite",537.2341,7222535.33333333
"6486","HW","PreFentonGoethite",537.2553,3442269.33333333
"6487","HW","PreFentonGoethite",537.2705,7852296
"6488","HW","PreFentonGoethite",537.3069,4934750.33333333
"6489","HW","PreFentonGoethite",539.1195,1834633.66666667
"6490","HW","PreFentonGoethite",539.1254,2460468.33333333
"6491","HW","PreFentonGoethite",539.1406,1732063.33333333
"6492","HW","PreFentonGoethite",539.1559,2437258
"6493","HW","PreFentonGoethite",539.177,3296565.33333333
"6494","HW","PreFentonGoethite",539.1981,2186464.33333333
"6495","HW","PreFentonGoethite",539.2134,4774198
"6496","HW","PreFentonGoethite",539.2287,3010358.66666667
"6497","HW","PreFentonGoethite",539.2498,5818337.33333333
"6498","HW","PreFentonGoethite",539.2862,5203938.33333333
"6499","HW","PreFentonGoethite",539.3226,2696675
"6500","HW","PreFentonGoethite",540.2673,2404000
"6501","HW","PreFentonGoethite",540.3039,2682358
"6502","HW","PreFentonGoethite",541.1046,7581358.66666667
"6503","HW","PreFentonGoethite",541.1351,2257412.33333333
"6504","HW","PreFentonGoethite",541.141,4155396.66666667
"6505","HW","PreFentonGoethite",541.1715,2851844.66666667
"6506","HW","PreFentonGoethite",541.1774,20908378.3333333
"6507","HW","PreFentonGoethite",541.1927,3360773.33333333
"6508","HW","PreFentonGoethite",541.2079,3807920
"6509","HW","PreFentonGoethite",541.2138,2441392.33333333
"6510","HW","PreFentonGoethite",541.229,3912709.66666667
"6511","HW","PreFentonGoethite",541.2443,4950022.33333333
"6512","HW","PreFentonGoethite",541.2654,4498780
"6513","HW","PreFentonGoethite",541.3018,3569671
"6514","HW","PreFentonGoethite",542.283,3014336
"6515","HW","PreFentonGoethite",543.078,2008948
"6516","HW","PreFentonGoethite",543.1144,2651338.33333333
"6517","HW","PreFentonGoethite",543.1508,2640586.66666667
"6518","HW","PreFentonGoethite",543.1567,7625077
"6519","HW","PreFentonGoethite",543.1872,4319605.66666667
"6520","HW","PreFentonGoethite",543.1931,3481803
"6521","HW","PreFentonGoethite",543.2236,6312992.66666667
"6522","HW","PreFentonGoethite",543.2447,3577888.66666667
"6523","HW","PreFentonGoethite",543.26,8134347.66666667
"6524","HW","PreFentonGoethite",543.2811,3701452
"6525","HW","PreFentonGoethite",543.2963,3467297.66666667
"6526","HW","PreFentonGoethite",545.0573,1831473.33333333
"6527","HW","PreFentonGoethite",545.0937,2317020.33333333
"6528","HW","PreFentonGoethite",545.0996,4823089.66666667
"6529","HW","PreFentonGoethite",545.1288,8675719
"6530","HW","PreFentonGoethite",545.1664,3371228.66666667
"6531","HW","PreFentonGoethite",545.1723,10348935.3333333
"6532","HW","PreFentonGoethite",545.2028,5689394.33333333
"6533","HW","PreFentonGoethite",545.2392,9286024
"6534","HW","PreFentonGoethite",545.2603,2945757.33333333
"6535","HW","PreFentonGoethite",545.2756,10324360
"6536","HW","PreFentonGoethite",545.2967,2292616.33333333
"6537","HW","PreFentonGoethite",545.312,3577907.33333333
"6538","HW","PreFentonGoethite",547.0729,2052326.33333333
"6539","HW","PreFentonGoethite",547.1093,2222822.33333333
"6540","HW","PreFentonGoethite",547.1457,3136572
"6541","HW","PreFentonGoethite",547.1821,4175590.33333333
"6542","HW","PreFentonGoethite",547.2185,8063377.33333333
"6543","HW","PreFentonGoethite",547.2549,11301948.3333333
"6544","HW","PreFentonGoethite",547.276,2353724.33333333
"6545","HW","PreFentonGoethite",547.2913,10606993.6666667
"6546","HW","PreFentonGoethite",547.3276,2911463
"6547","HW","PreFentonGoethite",548.2097,3454014
"6548","HW","PreFentonGoethite",549.0886,1922963.33333333
"6549","HW","PreFentonGoethite",549.125,2610579.33333333
"6550","HW","PreFentonGoethite",549.1496,5201982.33333333
"6551","HW","PreFentonGoethite",549.1614,3322942
"6552","HW","PreFentonGoethite",549.1977,5279123
"6553","HW","PreFentonGoethite",549.2341,8774035
"6554","HW","PreFentonGoethite",549.2705,9544083.33333333
"6555","HW","PreFentonGoethite",549.3069,7400510
"6556","HW","PreFentonGoethite",551.1406,2116324
"6557","HW","PreFentonGoethite",551.177,3779300
"6558","HW","PreFentonGoethite",551.2134,5396195.66666667
"6559","HW","PreFentonGoethite",551.2498,7632611.33333333
"6560","HW","PreFentonGoethite",551.2862,6949262
"6561","HW","PreFentonGoethite",551.3226,3993997.66666667
"6562","HW","PreFentonGoethite",553.1351,2131502.33333333
"6563","HW","PreFentonGoethite",553.1563,2344665
"6564","HW","PreFentonGoethite",553.1927,3791235.33333333
"6565","HW","PreFentonGoethite",553.229,4773934
"6566","HW","PreFentonGoethite",553.2654,5745026.66666667
"6567","HW","PreFentonGoethite",553.3018,4312792
"6568","HW","PreFentonGoethite",555.078,2101620.33333333
"6569","HW","PreFentonGoethite",555.1203,7446899.66666667
"6570","HW","PreFentonGoethite",555.1508,2699976.66666667
"6571","HW","PreFentonGoethite",555.1567,2881054
"6572","HW","PreFentonGoethite",555.1719,2274846
"6573","HW","PreFentonGoethite",555.1872,2537843
"6574","HW","PreFentonGoethite",555.1931,3593587
"6575","HW","PreFentonGoethite",555.2083,2808008
"6576","HW","PreFentonGoethite",555.2236,3651272
"6577","HW","PreFentonGoethite",555.2447,3804872
"6578","HW","PreFentonGoethite",555.26,2700999.66666667
"6579","HW","PreFentonGoethite",555.2811,4222663.33333333
"6580","HW","PreFentonGoethite",555.3175,2381682
"6581","HW","PreFentonGoethite",556.1707,2302995.66666667
"6582","HW","PreFentonGoethite",556.2986,2604221
"6583","HW","PreFentonGoethite",557.0937,1965065.33333333
"6584","HW","PreFentonGoethite",557.1301,2542942.66666667
"6585","HW","PreFentonGoethite",557.1664,3608926.33333333
"6586","HW","PreFentonGoethite",557.1723,3768158
"6587","HW","PreFentonGoethite",557.2028,3994632.33333333
"6588","HW","PreFentonGoethite",557.2087,3348829.66666667
"6589","HW","PreFentonGoethite",557.224,2543112.33333333
"6590","HW","PreFentonGoethite",557.2392,5956274.66666667
"6591","HW","PreFentonGoethite",557.2603,3218780.66666667
"6592","HW","PreFentonGoethite",557.2756,3987122
"6593","HW","PreFentonGoethite",557.2967,2968412.66666667
"6594","HW","PreFentonGoethite",559.0729,2000369
"6595","HW","PreFentonGoethite",559.1093,2515440.33333333
"6596","HW","PreFentonGoethite",559.1152,4876272.33333333
"6597","HW","PreFentonGoethite",559.1457,3052186.66666667
"6598","HW","PreFentonGoethite",559.1516,8421701
"6599","HW","PreFentonGoethite",559.1821,4294980.66666667
"6600","HW","PreFentonGoethite",559.188,3915077
"6601","HW","PreFentonGoethite",559.2185,5880132.66666667
"6602","HW","PreFentonGoethite",559.2549,8419652
"6603","HW","PreFentonGoethite",559.276,2757614
"6604","HW","PreFentonGoethite",559.2913,4780696.66666667
"6605","HW","PreFentonGoethite",559.4861,2256363.66666667
"6606","HW","PreFentonGoethite",561.0886,2199508.66666667
"6607","HW","PreFentonGoethite",561.125,2440830.66666667
"6608","HW","PreFentonGoethite",561.1614,3200638.33333333
"6609","HW","PreFentonGoethite",561.1977,4517501.66666667
"6610","HW","PreFentonGoethite",561.2341,7132797.33333333
"6611","HW","PreFentonGoethite",561.2705,8995794
"6612","HW","PreFentonGoethite",561.3069,4593617.33333333
"6613","HW","PreFentonGoethite",563.1653,6473994
"6614","HW","PreFentonGoethite",563.177,3516340.33333333
"6615","HW","PreFentonGoethite",563.2134,5541470.66666667
"6616","HW","PreFentonGoethite",563.2498,7586056.66666667
"6617","HW","PreFentonGoethite",563.2862,7655005.66666667
"6618","HW","PreFentonGoethite",563.3226,3381682
"6619","HW","PreFentonGoethite",565.1356,2712127.33333333
"6620","HW","PreFentonGoethite",565.1445,2769983
"6621","HW","PreFentonGoethite",565.1563,2341610
"6622","HW","PreFentonGoethite",565.1927,3786985.33333333
"6623","HW","PreFentonGoethite",565.229,5564989.66666667
"6624","HW","PreFentonGoethite",565.2654,6507410.33333333
"6625","HW","PreFentonGoethite",565.3018,5055719.33333333
"6626","HW","PreFentonGoethite",565.3382,2556646.66666667
"6627","HW","PreFentonGoethite",566.2203,3762392
"6628","HW","PreFentonGoethite",567.1719,2255218.66666667
"6629","HW","PreFentonGoethite",567.1931,2164935.66666667
"6630","HW","PreFentonGoethite",567.2083,3556209.66666667
"6631","HW","PreFentonGoethite",567.2236,2381511
"6632","HW","PreFentonGoethite",567.2447,4689777.33333333
"6633","HW","PreFentonGoethite",567.2811,4792518
"6634","HW","PreFentonGoethite",567.3175,3218629.66666667
"6635","HW","PreFentonGoethite",569.1301,2225660.33333333
"6636","HW","PreFentonGoethite",569.1723,4894544.66666667
"6637","HW","PreFentonGoethite",569.1876,2171558
"6638","HW","PreFentonGoethite",569.2028,2466811
"6639","HW","PreFentonGoethite",569.2087,2704891
"6640","HW","PreFentonGoethite",569.224,2859685.33333333
"6641","HW","PreFentonGoethite",569.2392,2578255.33333333
"6642","HW","PreFentonGoethite",569.2603,3840847.33333333
"6643","HW","PreFentonGoethite",569.2967,3306318.66666667
"6644","HW","PreFentonGoethite",569.3331,2344952.66666667
"6645","HW","PreFentonGoethite",571.1457,2523098.33333333
"6646","HW","PreFentonGoethite",571.1516,3124186.33333333
"6647","HW","PreFentonGoethite",571.1821,2825178
"6648","HW","PreFentonGoethite",571.188,4551129.66666667
"6649","HW","PreFentonGoethite",571.2185,3458180
"6650","HW","PreFentonGoethite",571.2244,2369156
"6651","HW","PreFentonGoethite",571.2396,2791214
"6652","HW","PreFentonGoethite",571.2549,3764013.66666667
"6653","HW","PreFentonGoethite",571.276,2950957.33333333
"6654","HW","PreFentonGoethite",571.2913,2642050.66666667
"6655","HW","PreFentonGoethite",571.3124,2459949
"6656","HW","PreFentonGoethite",573.0886,2219621.66666667
"6657","HW","PreFentonGoethite",573.125,2254096
"6658","HW","PreFentonGoethite",573.1309,3341413
"6659","HW","PreFentonGoethite",573.1614,3128761.66666667
"6660","HW","PreFentonGoethite",573.1672,2925839
"6661","HW","PreFentonGoethite",573.1977,3437326.66666667
"6662","HW","PreFentonGoethite",573.2036,4068793
"6663","HW","PreFentonGoethite",573.2341,5264483.33333333
"6664","HW","PreFentonGoethite",573.2553,2285837.66666667
"6665","HW","PreFentonGoethite",573.2705,4832355
"6666","HW","PreFentonGoethite",573.2916,2302392
"6667","HW","PreFentonGoethite",573.3069,2656183.66666667
"6668","HW","PreFentonGoethite",575.1042,2092615
"6669","HW","PreFentonGoethite",575.1406,2473030.33333333
"6670","HW","PreFentonGoethite",575.177,3349232.66666667
"6671","HW","PreFentonGoethite",575.2134,4458907
"6672","HW","PreFentonGoethite",575.2498,6614426.33333333
"6673","HW","PreFentonGoethite",575.2862,4844271
"6674","HW","PreFentonGoethite",577.1199,1919530.66666667
"6675","HW","PreFentonGoethite",577.1563,2541951.33333333
"6676","HW","PreFentonGoethite",577.1809,3852330
"6677","HW","PreFentonGoethite",577.1927,3089108.33333333
"6678","HW","PreFentonGoethite",577.229,5034707.66666667
"6679","HW","PreFentonGoethite",577.2654,6406867
"6680","HW","PreFentonGoethite",577.3018,4571517.33333333
"6681","HW","PreFentonGoethite",579.1602,3729082
"6682","HW","PreFentonGoethite",579.1719,2550970
"6683","HW","PreFentonGoethite",579.2083,3674127
"6684","HW","PreFentonGoethite",579.2447,5284537
"6685","HW","PreFentonGoethite",579.2811,5837496.66666667
"6686","HW","PreFentonGoethite",579.3175,3543565.33333333
"6687","HW","PreFentonGoethite",581.224,3886752.66666667
"6688","HW","PreFentonGoethite",581.2603,4658165.66666667
"6689","HW","PreFentonGoethite",581.2967,4348575.66666667
"6690","HW","PreFentonGoethite",581.3331,2586612.66666667
