"","Forest","Treatment","Mass","intensity"
"9871","SW","PostFentonGoethite",673.1833,3228619
"9872","SW","PostFentonGoethite",673.2197,5061578.66666667
"9873","SW","PostFentonGoethite",673.2561,2509770
"9874","SW","PostFentonGoethite",675.1625,2864395
"9875","SW","PostFentonGoethite",675.1989,4119477.33333333
"9876","SW","PostFentonGoethite",675.2353,3295839.66666667
"9877","SW","PostFentonGoethite",677.1782,3801508
"9878","SW","PostFentonGoethite",677.2146,4177145
"9879","SW","PostFentonGoethite",679.1938,4765931.66666667
"9880","SW","PostFentonGoethite",687.1989,2055059
"9881","SW","PostFentonGoethite",687.2353,1990377
"9882","SW","PostFentonGoethite",689.1782,1752821.66666667
"9883","SW","PostFentonGoethite",689.2146,2657867.33333333
"9884","SW","PostFentonGoethite",689.251,2145185
"9885","SW","PostFentonGoethite",691.1938,4725683.66666667
"9886","SW","PostFentonGoethite",691.2302,2475273.33333333
"9887","SW","PostFentonGoethite",703.1938,3628149
"9888","SW","PostFentonGoethite",703.2302,1914144.66666667
"9889","SW","PostFentonGoethite",705.2095,3086834
"9890","SW","PostFentonGoethite",705.2459,1909064
"9891","SW","PostFentonGoethite",707.2251,2633924.66666667
"9892","SW","PostFentonGoethite",715.1938,1849178
"9893","SW","PostFentonGoethite",715.2302,1605637
"9894","SW","PostFentonGoethite",717.2095,1977892.33333333
"9895","SW","PostFentonGoethite",717.2459,1610959.33333333
"9896","SW","PostFentonGoethite",721.2044,2654296.33333333
"9897","SW","PostFentonGoethite",735.2201,8721832
"9898","SW","PostFentonGoethite",765.2306,2332775.33333333
"9899","SW","PreFenton",283.2643,4238668.66666667
"9900","SW","PreFenton",287.2228,2494251.33333333
"9901","SW","PreFenton",295.1187,1688358.33333333
"9902","SW","PreFenton",297.1344,1534436.33333333
"9903","SW","PreFenton",300.1929,1847763
"9904","SW","PreFenton",303.2177,1808635.33333333
"9905","SW","PreFenton",307.0459,1671760.33333333
"9906","SW","PreFenton",307.0823,1686699
"9907","SW","PreFenton",307.1398,2734344.33333333
"9908","SW","PreFenton",307.1551,1651295.66666667
"9909","SW","PreFenton",309.0616,2665495
"9910","SW","PreFenton",309.098,2246342.33333333
"9911","SW","PreFenton",309.1344,2013217.33333333
"9912","SW","PreFenton",309.1707,3191931.66666667
"9913","SW","PreFenton",311.0772,2552807.33333333
"9914","SW","PreFenton",311.1136,3300759.33333333
"9915","SW","PreFenton",311.15,2792690
"9916","SW","PreFenton",311.1686,7586890.33333333
"9917","SW","PreFenton",313.0565,1752850.66666667
"9918","SW","PreFenton",313.0929,2345837.33333333
"9919","SW","PreFenton",313.1293,3324104
"9920","SW","PreFenton",313.1657,4033912.33333333
"9921","SW","PreFenton",314.1721,1512383.66666667
"9922","SW","PreFenton",314.2085,1998960
"9923","SW","PreFenton",315.051,1694794.66666667
"9924","SW","PreFenton",315.0722,9188686
"9925","SW","PreFenton",315.0874,1837093.66666667
"9926","SW","PreFenton",315.1085,2220286.33333333
"9927","SW","PreFenton",315.1198,1670400.33333333
"9928","SW","PreFenton",315.1238,1537537
"9929","SW","PreFenton",315.1449,3140868
"9930","SW","PreFenton",315.1813,4421812.66666667
"9931","SW","PreFenton",315.1966,2370913.66666667
"9932","SW","PreFenton",315.2177,1711290.33333333
"9933","SW","PreFenton",316.1514,1417553.33333333
"9934","SW","PreFenton",316.1878,2388396.33333333
"9935","SW","PreFenton",317.0303,1772001.33333333
"9936","SW","PreFenton",317.0667,2481554.33333333
"9937","SW","PreFenton",317.1031,1980653.33333333
"9938","SW","PreFenton",317.1064,5225112.66666667
"9939","SW","PreFenton",317.1606,2128630.66666667
"9940","SW","PreFenton",317.197,2540967.66666667
"9941","SW","PreFenton",319.0459,2808117
"9942","SW","PreFenton",319.0823,2700603
"9943","SW","PreFenton",319.1187,2564588.33333333
"9944","SW","PreFenton",319.1551,2117959.66666667
"9945","SW","PreFenton",319.2126,5024764
"9946","SW","PreFenton",321.0252,2658787.66666667
"9947","SW","PreFenton",321.0616,3748842.33333333
"9948","SW","PreFenton",321.098,3537904.66666667
"9949","SW","PreFenton",321.1344,3651063.33333333
"9950","SW","PreFenton",321.1707,2440104.33333333
"9951","SW","PreFenton",323.0409,3454630.33333333
"9952","SW","PreFenton",323.0772,4773549
"9953","SW","PreFenton",323.0984,2310235.66666667
"9954","SW","PreFenton",323.1136,4347913.33333333
"9955","SW","PreFenton",323.15,4372837
"9956","SW","PreFenton",323.1864,2585793.33333333
"9957","SW","PreFenton",325.0201,1683909
"9958","SW","PreFenton",325.0565,4186486.66666667
"9959","SW","PreFenton",325.0929,4544893.66666667
"9960","SW","PreFenton",325.1293,4892890
"9961","SW","PreFenton",325.1657,4895968.66666667
"9962","SW","PreFenton",325.1843,13945231
"9963","SW","PreFenton",325.202,3423122.33333333
"9964","SW","PreFenton",326.1721,1793273
"9965","SW","PreFenton",326.2085,2216362.66666667
"9966","SW","PreFenton",327.0358,1867597.66666667
"9967","SW","PreFenton",327.051,1942011.66666667
"9968","SW","PreFenton",327.0722,4164693
"9969","SW","PreFenton",327.0874,2102018.66666667
"9970","SW","PreFenton",327.1085,4986972.33333333
"9971","SW","PreFenton",327.1449,6190520.66666667
"9972","SW","PreFenton",327.1813,4029205.33333333
"9973","SW","PreFenton",327.2177,5567772.33333333
"9974","SW","PreFenton",328.1514,3671512
"9975","SW","PreFenton",328.1878,2151221
"9976","SW","PreFenton",328.2242,2329745.33333333
"9977","SW","PreFenton",329.0303,2088758
"9978","SW","PreFenton",329.0514,2132709.33333333
"9979","SW","PreFenton",329.0667,2406973.66666667
"9980","SW","PreFenton",329.0878,4984642
"9981","SW","PreFenton",329.1031,2409797
"9982","SW","PreFenton",329.1242,4209822.66666667
"9983","SW","PreFenton",329.1394,2727244.66666667
"9984","SW","PreFenton",329.1606,22230182
"9985","SW","PreFenton",329.1758,4023807
"9986","SW","PreFenton",329.197,3845464.33333333
"9987","SW","PreFenton",329.2333,8045408
"9988","SW","PreFenton",330.1671,2609527.66666667
"9989","SW","PreFenton",330.2034,6470356.66666667
"9990","SW","PreFenton",331.0459,3697372.33333333
"9991","SW","PreFenton",331.0671,3214561
"9992","SW","PreFenton",331.0823,4628879.33333333
"9993","SW","PreFenton",331.1035,2428136.66666667
"9994","SW","PreFenton",331.1187,3285228
"9995","SW","PreFenton",331.1398,3301446
"9996","SW","PreFenton",331.1551,3477406.66666667
"9997","SW","PreFenton",331.1762,28785570.6666667
"9998","SW","PreFenton",331.1915,6950481
"9999","SW","PreFenton",331.2126,2705237.66666667
"10000","SW","PreFenton",331.249,16194482.6666667
"10001","SW","PreFenton",333.0252,3154399.66666667
"10002","SW","PreFenton",333.0616,5920402.33333333
"10003","SW","PreFenton",333.098,4535280
"10004","SW","PreFenton",333.1191,3559924.33333333
"10005","SW","PreFenton",333.1344,4625741.66666667
"10006","SW","PreFenton",333.1555,5878098
"10007","SW","PreFenton",333.1707,4400810.66666667
"10008","SW","PreFenton",333.1919,2737157
"10009","SW","PreFenton",333.2071,7061512
"10010","SW","PreFenton",335.0409,5129638
"10011","SW","PreFenton",335.0772,6384728.66666667
"10012","SW","PreFenton",335.1136,5747809.33333333
"10013","SW","PreFenton",335.15,5920873.33333333
"10014","SW","PreFenton",335.1711,4979139.33333333
"10015","SW","PreFenton",335.1864,5379868.66666667
"10016","SW","PreFenton",335.2075,5765238.66666667
"10017","SW","PreFenton",335.2228,2368122
"10018","SW","PreFenton",336.3272,7225040
"10019","SW","PreFenton",337.0201,3314547.33333333
"10020","SW","PreFenton",337.0565,7030652.33333333
"10021","SW","PreFenton",337.0929,6767493
"10022","SW","PreFenton",337.1293,7623224.33333333
"10023","SW","PreFenton",337.1657,7139563.66666667
"10024","SW","PreFenton",337.202,5570462.66666667
"10025","SW","PreFenton",337.2054,2727157
"10026","SW","PreFenton",338.1721,3023154.66666667
"10027","SW","PreFenton",339.0358,4533082.66666667
"10028","SW","PreFenton",339.0722,6839652
"10029","SW","PreFenton",339.0874,1584231.33333333
"10030","SW","PreFenton",339.0933,1980691.33333333
"10031","SW","PreFenton",339.1085,7190551.33333333
"10032","SW","PreFenton",339.1449,8370549.66666667
"10033","SW","PreFenton",339.1813,7531220
"10034","SW","PreFenton",339.1999,5938221.66666667
"10035","SW","PreFenton",339.2177,2212743.66666667
"10036","SW","PreFenton",339.3269,2727330.33333333
"10037","SW","PreFenton",340.1878,5233614.66666667
"10038","SW","PreFenton",340.2242,2533250
"10039","SW","PreFenton",341.0303,2127267.66666667
"10040","SW","PreFenton",341.0514,4442963.66666667
"10041","SW","PreFenton",341.0667,2612567.33333333
"10042","SW","PreFenton",341.0878,6498140.66666667
"10043","SW","PreFenton",341.1031,2635275.33333333
"10044","SW","PreFenton",341.1089,1688418.33333333
"10045","SW","PreFenton",341.1242,8791227.66666667
"10046","SW","PreFenton",341.1606,8634906
"10047","SW","PreFenton",341.183,1661813.33333333
"10048","SW","PreFenton",341.197,8726392.66666667
"10049","SW","PreFenton",342.1307,2455657.33333333
"10050","SW","PreFenton",342.1671,5910301.33333333
"10051","SW","PreFenton",342.2398,3857371
"10052","SW","PreFenton",343.0096,1892431.33333333
"10053","SW","PreFenton",343.0307,1723220.66666667
"10054","SW","PreFenton",343.0459,3870894
"10055","SW","PreFenton",343.0671,4348595.66666667
"10056","SW","PreFenton",343.0823,4010338.66666667
"10057","SW","PreFenton",343.1035,5456914.66666667
"10058","SW","PreFenton",343.1187,3708097
"10059","SW","PreFenton",343.1398,8563740.33333333
"10060","SW","PreFenton",343.1511,2071071
"10061","SW","PreFenton",343.1551,2874571
"10062","SW","PreFenton",343.1762,6349862
"10063","SW","PreFenton",343.1987,3046955.66666667
"10064","SW","PreFenton",343.2126,13885828.6666667
"10065","SW","PreFenton",344.1463,2141139
"10066","SW","PreFenton",344.1827,9843335.66666667
"10067","SW","PreFenton",344.2191,3783655
"10068","SW","PreFenton",345.0252,3803841.66666667
"10069","SW","PreFenton",345.0616,5472459
"10070","SW","PreFenton",345.0827,2882598.33333333
"10071","SW","PreFenton",345.098,5610709
"10072","SW","PreFenton",345.1191,4265861.66666667
"10073","SW","PreFenton",345.1303,2761779.33333333
"10074","SW","PreFenton",345.1344,6320009.66666667
"10075","SW","PreFenton",345.1555,28900922.3333333
"10076","SW","PreFenton",345.1707,7562814.33333333
"10077","SW","PreFenton",345.178,2365845.66666667
"10078","SW","PreFenton",345.1919,4279705.66666667
"10079","SW","PreFenton",345.2283,18106617
"10080","SW","PreFenton",346.162,5062139
"10081","SW","PreFenton",347.0409,6299718.33333333
"10082","SW","PreFenton",347.0772,7559249
"10083","SW","PreFenton",347.0984,9042348
"10084","SW","PreFenton",347.1136,6276870
"10085","SW","PreFenton",347.1348,2540214.33333333
"10086","SW","PreFenton",347.15,7446288
"10087","SW","PreFenton",347.1711,14747755.6666667
"10088","SW","PreFenton",347.1864,11496901
"10089","SW","PreFenton",347.2075,2861344.33333333
"10090","SW","PreFenton",347.2439,13352405
"10091","SW","PreFenton",349.0201,4565971.33333333
"10092","SW","PreFenton",349.0565,8759262.33333333
"10093","SW","PreFenton",349.0929,8990014
"10094","SW","PreFenton",349.114,1510127
"10095","SW","PreFenton",349.1293,8909128.66666667
"10096","SW","PreFenton",349.1504,2595150.66666667
"10097","SW","PreFenton",349.1646,3314685.66666667
"10098","SW","PreFenton",349.1657,10348542
"10099","SW","PreFenton",349.1868,5955929.66666667
"10100","SW","PreFenton",349.201,6507528.33333333
"10101","SW","PreFenton",349.202,21937502
"10102","SW","PreFenton",350.1721,1845456.33333333
"10103","SW","PreFenton",351.0358,7487355.66666667
"10104","SW","PreFenton",351.051,1725909.33333333
"10105","SW","PreFenton",351.0569,2098220.33333333
"10106","SW","PreFenton",351.0722,10558000.6666667
"10107","SW","PreFenton",351.1085,10256273
"10108","SW","PreFenton",351.1297,2504429
"10109","SW","PreFenton",351.1449,11221574.6666667
"10110","SW","PreFenton",351.1661,3029068.66666667
"10111","SW","PreFenton",351.1813,12244220
"10112","SW","PreFenton",351.2177,14094257.3333333
"10113","SW","PreFenton",353.015,2748710.33333333
"10114","SW","PreFenton",353.0303,1850069.33333333
"10115","SW","PreFenton",353.0514,9035569.33333333
"10116","SW","PreFenton",353.0667,2414731.33333333
"10117","SW","PreFenton",353.0878,10859665.6666667
"10118","SW","PreFenton",353.1031,1803073.33333333
"10119","SW","PreFenton",353.1089,2121282.66666667
"10120","SW","PreFenton",353.1242,10695154
"10121","SW","PreFenton",353.1606,12455079.6666667
"10122","SW","PreFenton",353.197,10189320.3333333
"10123","SW","PreFenton",353.2003,5408948
"10124","SW","PreFenton",353.2333,2361960.66666667
"10125","SW","PreFenton",354.1307,1805436.33333333
"10126","SW","PreFenton",354.1558,4344452
"10127","SW","PreFenton",354.1671,2330247.33333333
"10128","SW","PreFenton",354.2034,5559442.66666667
"10129","SW","PreFenton",355.0307,3712232
"10130","SW","PreFenton",355.0459,3309975.33333333
"10131","SW","PreFenton",355.0671,8816371.33333333
"10132","SW","PreFenton",355.0823,3480824
"10133","SW","PreFenton",355.1035,9653331.66666667
"10134","SW","PreFenton",355.1187,4306179.33333333
"10135","SW","PreFenton",355.1398,9720927
"10136","SW","PreFenton",355.1623,2953147.33333333
"10137","SW","PreFenton",355.1762,13249642.3333333
"10138","SW","PreFenton",355.1987,2416326.66666667
"10139","SW","PreFenton",355.2126,5882997.66666667
"10140","SW","PreFenton",356.1463,6384025
"10141","SW","PreFenton",356.1827,6028026
"10142","SW","PreFenton",356.2555,2223376.66666667
"10143","SW","PreFenton",357.0252,3674796.66666667
"10144","SW","PreFenton",357.0463,3848201
"10145","SW","PreFenton",357.0616,4983821.66666667
"10146","SW","PreFenton",357.0827,7217854.66666667
"10147","SW","PreFenton",357.098,5129241
"10148","SW","PreFenton",357.1191,8499573
"10149","SW","PreFenton",357.1344,3891748.33333333
"10150","SW","PreFenton",357.1555,9478528.33333333
"10151","SW","PreFenton",357.1667,2344238.66666667
"10152","SW","PreFenton",357.1707,2263429.33333333
"10153","SW","PreFenton",357.1919,13507638.3333333
"10154","SW","PreFenton",357.2143,6374803
"10155","SW","PreFenton",357.2283,5376066
"10156","SW","PreFenton",358.1256,1892701.33333333
"10157","SW","PreFenton",358.162,2961086
"10158","SW","PreFenton",358.1984,15263092.6666667
"10159","SW","PreFenton",359.0045,2217674
"10160","SW","PreFenton",359.0409,6327594.66666667
"10161","SW","PreFenton",359.062,4689884
"10162","SW","PreFenton",359.0772,7934945
"10163","SW","PreFenton",359.0984,4456765
"10164","SW","PreFenton",359.1136,7227372.33333333
"10165","SW","PreFenton",359.1348,7388147
"10166","SW","PreFenton",359.15,7401464
"10167","SW","PreFenton",359.1711,8016894.66666667
"10168","SW","PreFenton",359.1864,3242500
"10169","SW","PreFenton",359.1936,2742960.66666667
"10170","SW","PreFenton",359.2075,18371594.3333333
"10171","SW","PreFenton",359.2439,4860950
"10172","SW","PreFenton",360.0725,1678793
"10173","SW","PreFenton",360.1776,4334911.66666667
"10174","SW","PreFenton",361.0201,5537698.66666667
"10175","SW","PreFenton",361.0565,9771950
"10176","SW","PreFenton",361.0776,2321332.66666667
"10177","SW","PreFenton",361.0929,12420025.6666667
"10178","SW","PreFenton",361.114,4270699
"10179","SW","PreFenton",361.1293,11433584
"10180","SW","PreFenton",361.1504,11036961.3333333
"10181","SW","PreFenton",361.1657,12796198
"10182","SW","PreFenton",361.1868,5088215.66666667
"10183","SW","PreFenton",361.202,4084871.33333333
"10184","SW","PreFenton",361.2232,14284430.3333333
"10185","SW","PreFenton",362.1358,1737309.33333333
"10186","SW","PreFenton",363.0358,9084457
"10187","SW","PreFenton",363.0722,13704074
"10188","SW","PreFenton",363.0933,1931323.33333333
"10189","SW","PreFenton",363.1085,17137216
"10190","SW","PreFenton",363.1297,2149361.33333333
"10191","SW","PreFenton",363.1449,14875553
"10192","SW","PreFenton",363.1661,6500263.66666667
"10193","SW","PreFenton",363.1813,20763564.6666667
"10194","SW","PreFenton",363.2024,2925150.33333333
"10195","SW","PreFenton",363.2177,4097635.33333333
"10196","SW","PreFenton",363.2388,9406058.33333333
"10197","SW","PreFenton",364.0674,1842420
"10198","SW","PreFenton",364.1038,1669760
"10199","SW","PreFenton",364.1249,1946161.33333333
"10200","SW","PreFenton",364.1878,2985371
"10201","SW","PreFenton",365.015,4821498
"10202","SW","PreFenton",365.0303,1757353.33333333
"10203","SW","PreFenton",365.0514,12293637.6666667
"10204","SW","PreFenton",365.0667,2444469.33333333
"10205","SW","PreFenton",365.0725,1777932.33333333
"10206","SW","PreFenton",365.0878,15298748.3333333
"10207","SW","PreFenton",365.1089,2454210.66666667
"10208","SW","PreFenton",365.1242,13646024
"10209","SW","PreFenton",365.1453,2171257.33333333
"10210","SW","PreFenton",365.1606,17402750
"10211","SW","PreFenton",365.1817,4564186
"10212","SW","PreFenton",365.197,33497311
"10213","SW","PreFenton",365.2333,2783808
"10214","SW","PreFenton",366.0831,1996795.33333333
"10215","SW","PreFenton",366.1307,1826143.66666667
"10216","SW","PreFenton",366.1671,2012950.33333333
"10217","SW","PreFenton",367.0096,1666425.66666667
"10218","SW","PreFenton",367.0307,7488299.33333333
"10219","SW","PreFenton",367.0459,2962224
"10220","SW","PreFenton",367.0671,13731297.3333333
"10221","SW","PreFenton",367.0823,2826384.66666667
"10222","SW","PreFenton",367.1035,15326701
"10223","SW","PreFenton",367.1187,1795825.66666667
"10224","SW","PreFenton",367.1246,2271049
"10225","SW","PreFenton",367.1398,15240696.6666667
"10226","SW","PreFenton",367.1527,14382589
"10227","SW","PreFenton",367.161,2146644.66666667
"10228","SW","PreFenton",367.1762,18017796.3333333
"10229","SW","PreFenton",367.1796,2490032
"10230","SW","PreFenton",367.2126,29337787
"10231","SW","PreFenton",367.3582,6976745
"10232","SW","PreFenton",368.0987,1726251.33333333
"10233","SW","PreFenton",368.1463,1976634.33333333
"10234","SW","PreFenton",368.1827,2443760.33333333
"10235","SW","PreFenton",369.0252,3538855.66666667
"10236","SW","PreFenton",369.0463,8813315.66666667
"10237","SW","PreFenton",369.0616,4607411
"10238","SW","PreFenton",369.0675,2958431.66666667
"10239","SW","PreFenton",369.0827,12702479.3333333
"10240","SW","PreFenton",369.098,3926292
"10241","SW","PreFenton",369.1038,1957227.33333333
"10242","SW","PreFenton",369.1191,12889541.3333333
"10243","SW","PreFenton",369.1344,2430580.66666667
"10244","SW","PreFenton",369.1555,15178534
"10245","SW","PreFenton",369.1707,1930709.66666667
"10246","SW","PreFenton",369.178,4072408
"10247","SW","PreFenton",369.1919,15603164.3333333
"10248","SW","PreFenton",369.2143,1796323.66666667
"10249","SW","PreFenton",369.2283,7665128
"10250","SW","PreFenton",370.162,5050469.33333333
"10251","SW","PreFenton",370.1984,4997915.66666667
"10252","SW","PreFenton",371.0045,2253508.66666667
"10253","SW","PreFenton",371.0256,1885728
"10254","SW","PreFenton",371.0409,5821136
"10255","SW","PreFenton",371.062,8482859.66666667
"10256","SW","PreFenton",371.0772,6536923
"10257","SW","PreFenton",371.0984,11483191.3333333
"10258","SW","PreFenton",371.1017,2693859
"10259","SW","PreFenton",371.1136,6497681.33333333
"10260","SW","PreFenton",371.1348,11412888
"10261","SW","PreFenton",371.15,4567111.33333333
"10262","SW","PreFenton",371.1572,3394292.33333333
"10263","SW","PreFenton",371.1711,14230264.6666667
"10264","SW","PreFenton",371.1864,2816936.33333333
"10265","SW","PreFenton",371.1936,3633237.33333333
"10266","SW","PreFenton",371.2075,12367279
"10267","SW","PreFenton",371.23,4672949.66666667
"10268","SW","PreFenton",371.2439,4188773
"10269","SW","PreFenton",372.1412,3415592.66666667
"10270","SW","PreFenton",372.1776,3832884.33333333
"10271","SW","PreFenton",372.214,7178644.66666667
"10272","SW","PreFenton",373.0201,5138746.66666667
"10273","SW","PreFenton",373.0412,2442902.66666667
"10274","SW","PreFenton",373.0565,9021424.33333333
"10275","SW","PreFenton",373.0776,6614689.66666667
"10276","SW","PreFenton",373.0929,9495889.33333333
"10277","SW","PreFenton",373.114,7413080
"10278","SW","PreFenton",373.1293,13600775
"10279","SW","PreFenton",373.1326,2155272.33333333
"10280","SW","PreFenton",373.1504,7421282.66666667
"10281","SW","PreFenton",373.1657,6461800
"10282","SW","PreFenton",373.1729,3794623
"10283","SW","PreFenton",373.1868,13731182.3333333
"10284","SW","PreFenton",373.202,3183645.33333333
"10285","SW","PreFenton",373.2093,4575263.66666667
"10286","SW","PreFenton",373.2232,10900174.6666667
"10287","SW","PreFenton",373.2596,3047813
"10288","SW","PreFenton",374.0881,1858009.66666667
"10289","SW","PreFenton",374.1569,3413657.66666667
"10290","SW","PreFenton",374.1721,2516467.66666667
"10291","SW","PreFenton",374.2449,16475828.6666667
"10292","SW","PreFenton",374.9994,2346907.66666667
"10293","SW","PreFenton",375.0358,9174268
"10294","SW","PreFenton",375.0569,1934082.33333333
"10295","SW","PreFenton",375.0722,12763740.6666667
"10296","SW","PreFenton",375.0933,3370595
"10297","SW","PreFenton",375.1085,12242194.3333333
"10298","SW","PreFenton",375.1198,1793813.33333333
"10299","SW","PreFenton",375.1297,5348632.66666667
"10300","SW","PreFenton",375.1449,12648392
"10301","SW","PreFenton",375.1661,5924131.66666667
"10302","SW","PreFenton",375.1813,8368766
"10303","SW","PreFenton",375.1885,2375979
"10304","SW","PreFenton",375.2024,14553049.6666667
"10305","SW","PreFenton",375.2177,3246728.66666667
"10306","SW","PreFenton",375.2388,7114724.66666667
"10307","SW","PreFenton",375.2752,4084207.66666667
"10308","SW","PreFenton",376.0674,1957599.66666667
"10309","SW","PreFenton",376.1514,2068558.33333333
"10310","SW","PreFenton",376.1912,1892271.66666667
"10311","SW","PreFenton",377.015,5079889
"10312","SW","PreFenton",377.0514,12502876.6666667
"10313","SW","PreFenton",377.0878,15008956.6666667
"10314","SW","PreFenton",377.1089,2520088
"10315","SW","PreFenton",377.1242,15856839.6666667
"10316","SW","PreFenton",377.1453,3425315
"10317","SW","PreFenton",377.1606,18909735.6666667
"10318","SW","PreFenton",377.1817,3889368.66666667
"10319","SW","PreFenton",377.197,9524445
"10320","SW","PreFenton",377.2181,6531299.33333333
"10321","SW","PreFenton",377.2333,2212754.66666667
"10322","SW","PreFenton",378.0831,2315747.66666667
"10323","SW","PreFenton",378.1671,2061052
"10324","SW","PreFenton",378.2034,1870854.66666667
"10325","SW","PreFenton",379.0307,9010254
"10326","SW","PreFenton",379.0459,2290088
"10327","SW","PreFenton",379.0671,15629400.6666667
"10328","SW","PreFenton",379.0823,2176093.33333333
"10329","SW","PreFenton",379.1035,17701987.3333333
"10330","SW","PreFenton",379.1246,2204095
"10331","SW","PreFenton",379.1398,17697902.3333333
"10332","SW","PreFenton",379.161,3711433.33333333
"10333","SW","PreFenton",379.1762,24180515
"10334","SW","PreFenton",379.2126,8981635
"10335","SW","PreFenton",379.2337,4020361.33333333
"10336","SW","PreFenton",380.0623,1722573.33333333
"10337","SW","PreFenton",380.0987,2203864
"10338","SW","PreFenton",380.1463,1908624
"10339","SW","PreFenton",380.1562,2434622
"10340","SW","PreFenton",380.1827,2694725.33333333
"10341","SW","PreFenton",381.0099,2769200.33333333
"10342","SW","PreFenton",381.0252,2340490
"10343","SW","PreFenton",381.0463,11605648
"10344","SW","PreFenton",381.0616,3307668.33333333
"10345","SW","PreFenton",381.0827,16550213
"10346","SW","PreFenton",381.098,2638324
"10347","SW","PreFenton",381.1038,3436362.66666667
"10348","SW","PreFenton",381.1191,14969167
"10349","SW","PreFenton",381.1312,11724797.3333333
"10350","SW","PreFenton",381.1402,1985962.33333333
"10351","SW","PreFenton",381.1555,18424836.3333333
"10352","SW","PreFenton",381.1766,3360095.33333333
"10353","SW","PreFenton",381.1919,26934969
"10354","SW","PreFenton",381.2283,6113987.33333333
"10355","SW","PreFenton",381.2316,5242222.66666667
"10356","SW","PreFenton",381.3738,3006529.66666667
"10357","SW","PreFenton",382.078,1791408.33333333
"10358","SW","PreFenton",382.1004,2054241.66666667
"10359","SW","PreFenton",382.1144,1783141
"10360","SW","PreFenton",382.162,2003399.66666667
"10361","SW","PreFenton",382.1984,1950503.33333333
"10362","SW","PreFenton",383.0256,4220767.66666667
"10363","SW","PreFenton",383.0409,4143630.33333333
"10364","SW","PreFenton",383.062,11245758.6666667
"10365","SW","PreFenton",383.0772,4248088.33333333
"10366","SW","PreFenton",383.0984,15207283.3333333
"10367","SW","PreFenton",383.1136,3268642.33333333
"10368","SW","PreFenton",383.1195,3514745.33333333
"10369","SW","PreFenton",383.1348,13090344
"10370","SW","PreFenton",383.15,2376321.33333333
"10371","SW","PreFenton",383.1711,16786994
"10372","SW","PreFenton",383.1936,2837901.33333333
"10373","SW","PreFenton",383.2075,21151974.6666667
"10374","SW","PreFenton",383.23,2928535
"10375","SW","PreFenton",383.2439,3624859.33333333
"10376","SW","PreFenton",384.1412,2075105.66666667
"10377","SW","PreFenton",384.1525,2927077
"10378","SW","PreFenton",384.1776,3073686.33333333
"10379","SW","PreFenton",384.214,2571594.33333333
"10380","SW","PreFenton",385.0201,3857098.33333333
"10381","SW","PreFenton",385.0412,4793039.66666667
"10382","SW","PreFenton",385.0565,6415059.33333333
"10383","SW","PreFenton",385.0776,9543044
"10384","SW","PreFenton",385.0929,5914333
"10385","SW","PreFenton",385.114,11540535.6666667
"10386","SW","PreFenton",385.1174,4108003.66666667
"10387","SW","PreFenton",385.1293,5090022.66666667
"10388","SW","PreFenton",385.1365,3675710
"10389","SW","PreFenton",385.1504,10993046.6666667
"10390","SW","PreFenton",385.1657,3896731
"10391","SW","PreFenton",385.1729,5343644.33333333
"10392","SW","PreFenton",385.1868,13395360.3333333
"10393","SW","PreFenton",385.202,2018212
"10394","SW","PreFenton",385.2093,3841787.33333333
"10395","SW","PreFenton",385.2232,9655721.66666667
"10396","SW","PreFenton",385.2456,2498479.66666667
"10397","SW","PreFenton",386.1205,2463036
"10398","SW","PreFenton",386.1569,3213125.33333333
"10399","SW","PreFenton",386.1933,3826851.66666667
"10400","SW","PreFenton",386.9994,2800666
"10401","SW","PreFenton",387.0358,6973987
"10402","SW","PreFenton",387.0569,4739283
"10403","SW","PreFenton",387.0722,8554369.66666667
"10404","SW","PreFenton",387.0933,6306012.33333333
"10405","SW","PreFenton",387.1085,8746890.66666667
"10406","SW","PreFenton",387.1115,4468619.33333333
"10407","SW","PreFenton",387.1297,6582160
"10408","SW","PreFenton",387.1449,7205097
"10409","SW","PreFenton",387.1661,9648707.66666667
"10410","SW","PreFenton",387.1813,5766045
"10411","SW","PreFenton",387.1885,3993161
"10412","SW","PreFenton",387.2024,15395404.3333333
"10413","SW","PreFenton",387.2177,2178640.33333333
"10414","SW","PreFenton",387.2249,5988263.66666667
"10415","SW","PreFenton",387.2388,5869824.33333333
"10416","SW","PreFenton",388.1362,1730013
"10417","SW","PreFenton",388.1725,2974694
"10418","SW","PreFenton",388.1878,2334526.66666667
"10419","SW","PreFenton",389.015,4753413.33333333
"10420","SW","PreFenton",389.0514,10412387
"10421","SW","PreFenton",389.0725,2856637.33333333
"10422","SW","PreFenton",389.0878,14117910.3333333
"10423","SW","PreFenton",389.1089,4235973.66666667
"10424","SW","PreFenton",389.1242,12441972
"10425","SW","PreFenton",389.1272,31426250.3333333
"10426","SW","PreFenton",389.1453,3384185.33333333
"10427","SW","PreFenton",389.1606,10302503.3333333
"10428","SW","PreFenton",389.1678,1814740
"10429","SW","PreFenton",389.1817,8743980.33333333
"10430","SW","PreFenton",389.197,7060869.33333333
"10431","SW","PreFenton",389.2042,2912647
"10432","SW","PreFenton",389.2181,8609503.66666667
"10433","SW","PreFenton",389.2333,1884472.66666667
"10434","SW","PreFenton",389.2545,3937000.33333333
"10435","SW","PreFenton",390.0831,2277289
