"Forest","Mass","fenton","PostGoethite","PreGoethite"
"HW",355.1035,"PreFenton",5157767.33333333,8579164.66666667
"HW",355.1068,"PostFenton",2035829,
"HW",355.1187,"PreFenton",2272823.66666667,2868151.33333333
"HW",355.1246,"PostFenton",,4602256
"HW",355.1398,"PostFenton",16023338.3333333,10771860.3333333
"HW",355.1398,"PreFenton",9126122.33333333,8343316.33333333
"HW",355.1432,"PostFenton",2427777,
"HW",355.1551,"PostFenton",2021167.33333333,1733443.33333333
"HW",355.1551,"PreFenton",2354074.33333333,1993839
"HW",355.1585,"PostFenton",2132016.33333333,
"HW",355.1623,"PostFenton",5735900.33333333,2390598
"HW",355.1623,"PreFenton",4980637,3514823
"HW",355.1762,"PostFenton",17435105,5946783.33333333
"HW",355.1762,"PreFenton",14812749,10403275.6666667
"HW",355.1987,"PostFenton",3714365.33333333,
"HW",355.1987,"PreFenton",5256789.33333333,2793598
"HW",355.2126,"PostFenton",5487767,
"HW",355.2126,"PreFenton",7792900.66666667,4671107.33333333
"HW",355.249,"PreFenton",2431933,
"HW",356.0987,"PostFenton",,1655048
"HW",356.1099,"PostFenton",1546850,2031115
"HW",356.1463,"PostFenton",9170371,4498454.33333333
"HW",356.1463,"PreFenton",7677535,6578296.66666667
"HW",356.1827,"PostFenton",9063886.66666667,2565836
"HW",356.1827,"PreFenton",9441900.66666667,6844891
"HW",356.2191,"PostFenton",5112623.66666667,
"HW",356.2191,"PreFenton",1670778,
"HW",356.2555,"PreFenton",5672583.33333333,3031370.33333333
"HW",357.0252,"PreFenton",2467239,4496818.66666667
"HW",357.0463,"PostFenton",,6872698.33333333
"HW",357.0463,"PreFenton",,3783439.33333333
"HW",357.0616,"PostFenton",,2210601.33333333
"HW",357.0616,"PreFenton",2795444.66666667,5185301
"HW",357.0827,"PostFenton",3473137.33333333,9891802.66666667
"HW",357.0827,"PreFenton",2776849.66666667,6725063
"HW",357.0861,"PostFenton",1755037,
"HW",357.0861,"PreFenton",1941523,
"HW",357.098,"PostFenton",1714337,1942495.33333333
"HW",357.098,"PreFenton",3384599.66666667,4630988.33333333
"HW",357.1038,"PostFenton",,31617675.6666667
"HW",357.1191,"PostFenton",9828093.33333333,11832635
"HW",357.1191,"PreFenton",5530911.33333333,6946601.33333333
"HW",357.1303,"PostFenton",1954731.33333333,1771156
"HW",357.1344,"PostFenton",2740823.66666667,2248511.66666667
"HW",357.1344,"PreFenton",3759397.33333333,3818457.66666667
"HW",357.1416,"PostFenton",3664132.33333333,2014529.66666667
"HW",357.1416,"PreFenton",1995731,
"HW",357.1555,"PostFenton",17943646.3333333,9736176.66666667
"HW",357.1555,"PreFenton",9036760,7738507.66666667
"HW",357.1667,"PostFenton",2133175,
"HW",357.1667,"PreFenton",3100465.33333333,2512186.66666667
"HW",357.1707,"PostFenton",3011939.33333333,1687114.66666667
"HW",357.1707,"PreFenton",3305779,3034598.33333333
"HW",357.178,"PostFenton",4742586.66666667,
"HW",357.178,"PreFenton",2947381.66666667,1992340
"HW",357.1919,"PostFenton",16649322.3333333,4297041
"HW",357.1919,"PreFenton",15838864.3333333,11421848.6666667
"HW",357.2071,"PreFenton",1577024.66666667,
"HW",357.2143,"PostFenton",9550961.33333333,1931949.33333333
"HW",357.2143,"PreFenton",15505731.3333333,9192267.66666667
"HW",357.2283,"PostFenton",6405920.66666667,
"HW",357.2283,"PreFenton",9801374,5076475.33333333
"HW",358.1256,"PostFenton",3564100,3096172.33333333
"HW",358.1256,"PreFenton",1662703.33333333,1751358.33333333
"HW",358.162,"PostFenton",7895119.66666667,4174284.33333333
"HW",358.162,"PreFenton",4375890.66666667,3213473
"HW",358.1984,"PostFenton",12400731.6666667,4856791.66666667
"HW",358.1984,"PreFenton",19282613.6666667,16345603
"HW",358.2347,"PostFenton",2431420.66666667,
"HW",359.0045,"PreFenton",,3039186
"HW",359.0256,"PostFenton",,2256766.66666667
"HW",359.0409,"PostFenton",,2626093.66666667
"HW",359.0409,"PreFenton",3122335.33333333,6940468.66666667
"HW",359.062,"PostFenton",,8242399
"HW",359.062,"PreFenton",,4022759
"HW",359.0772,"PostFenton",1780772.33333333,2674403.66666667
"HW",359.0772,"PreFenton",4527789,7881538
"HW",359.0984,"PostFenton",3974016.66666667,9217940.66666667
"HW",359.0984,"PreFenton",6637237,6171465.66666667
"HW",359.1096,"PostFenton",,2103362.66666667
"HW",359.1136,"PostFenton",3524315,3550446.66666667
"HW",359.1136,"PreFenton",5593445.33333333,6906362
"HW",359.1348,"PostFenton",13018167.3333333,10889802.3333333
"HW",359.1348,"PreFenton",5072237.33333333,5254999
"HW",359.146,"PostFenton",2733627,1684301.66666667
"HW",359.146,"PreFenton",1782300.66666667,1750448
"HW",359.15,"PostFenton",5839249.33333333,3683919
"HW",359.15,"PreFenton",6900424.66666667,6090588.66666667
"HW",359.1572,"PostFenton",3100564,1945254.66666667
"HW",359.1572,"PreFenton",1678880.66666667,2369460.33333333
"HW",359.1711,"PostFenton",17389976.3333333,6661034.66666667
"HW",359.1711,"PreFenton",9452581.66666667,6137359
"HW",359.1864,"PostFenton",3659848,
"HW",359.1864,"PreFenton",4840833,3830975.33333333
"HW",359.1936,"PostFenton",4561653,
"HW",359.1936,"PreFenton",5530670.66666667,3712705.33333333
"HW",359.2075,"PostFenton",15053220.3333333,2758070
"HW",359.2075,"PreFenton",21283209,15683100.3333333
"HW",359.2439,"PostFenton",5789104,
"HW",359.2439,"PreFenton",14533015,5531859.66666667
"HW",360.0725,"PreFenton",,2268247.66666667
"HW",360.0936,"PostFenton",,2125168
"HW",360.1412,"PostFenton",3170176,3431294.66666667
"HW",360.1776,"PostFenton",5014241.66666667,3776906
"HW",360.1776,"PreFenton",3772837.33333333,3925715
"HW",360.1929,"PreFenton",1583189.66666667,
"HW",360.214,"PostFenton",3079746.66666667,
"HW",361.0201,"PostFenton",,2485048.33333333
"HW",361.0201,"PreFenton",2251751.33333333,6989319.66666667
"HW",361.0412,"PostFenton",,2861033
"HW",361.0565,"PostFenton",1737900.33333333,3866264.66666667
"HW",361.0565,"PreFenton",4012960.33333333,9911146.33333333
"HW",361.0776,"PostFenton",,6913866
"HW",361.0929,"PostFenton",3819192.33333333,4947790.66666667
"HW",361.0929,"PreFenton",8531032.66666667,11330423.6666667
"HW",361.114,"PostFenton",3643924.33333333,7412565
"HW",361.114,"PreFenton",5442315.33333333,4494549
"HW",361.1253,"PostFenton",2429123,2912429.66666667
"HW",361.1293,"PostFenton",8128196,5934596.33333333
"HW",361.1293,"PreFenton",9737318.66666667,10111194.3333333
"HW",361.1504,"PostFenton",15143285.6666667,8735925.66666667
"HW",361.1504,"PreFenton",8143983,6192695.66666667
"HW",361.1657,"PostFenton",9804154.66666667,4497253
"HW",361.1657,"PreFenton",11126559.3333333,8965352
"HW",361.1769,"PreFenton",1844686.33333333,
"HW",361.1868,"PostFenton",7614849.66666667,2680171.33333333
"HW",361.1868,"PreFenton",4723154.33333333,3370565
"HW",361.202,"PostFenton",3979825.33333333,
"HW",361.202,"PreFenton",5311960,3837685.33333333
"HW",361.2232,"PostFenton",9129699,
"HW",361.2232,"PreFenton",15683381.3333333,12173565
"HW",362.0518,"PreFenton",,1991470
"HW",362.0881,"PreFenton",,2315494
"HW",362.1093,"PostFenton",2598918,2935944.33333333
"HW",362.1358,"PreFenton",2575508,
"HW",362.1457,"PostFenton",1759932.33333333,
"HW",362.1721,"PreFenton",1889100.66666667,
"HW",362.1933,"PostFenton",,2060109
"HW",362.2085,"PreFenton",1886725,
"HW",363.0358,"PostFenton",,4532988.33333333
"HW",363.0358,"PreFenton",2941081.33333333,8914841.33333333
"HW",363.051,"PreFenton",,1727049.66666667
"HW",363.0569,"PostFenton",,4175277.66666667
"HW",363.0722,"PostFenton",2768621,6144093
"HW",363.0722,"PreFenton",5530108.66666667,12412497.3333333
"HW",363.0933,"PostFenton",6698996,9572110.33333333
"HW",363.0933,"PreFenton",3058010.33333333,2870702.33333333
"HW",363.1085,"PostFenton",8289273,8185619
"HW",363.1085,"PreFenton",11808608.3333333,13426270.6666667
"HW",363.1297,"PostFenton",5125120,5622895
"HW",363.1297,"PreFenton",2096658.66666667,
"HW",363.1409,"PostFenton",1592409,
"HW",363.1449,"PostFenton",15289349,8353566.33333333
"HW",363.1449,"PreFenton",14388419.3333333,11647937.3333333
"HW",363.1562,"PreFenton",2276637.33333333,1743131
"HW",363.1661,"PostFenton",7256417.33333333,4014543.66666667
"HW",363.1661,"PreFenton",6853494.33333333,5342153
"HW",363.1813,"PostFenton",11630950.3333333,4623828.33333333
"HW",363.1813,"PreFenton",14093521.3333333,9718052
"HW",363.2024,"PostFenton",5432344,
"HW",363.2024,"PreFenton",3587289.66666667,
"HW",363.2177,"PostFenton",2902556.66666667,
"HW",363.2177,"PreFenton",4246069,2783025.66666667
"HW",363.2211,"PostFenton",3722781.66666667,2540427
"HW",363.2211,"PreFenton",4097248.66666667,
"HW",363.2388,"PostFenton",4852430.33333333,
"HW",363.2388,"PreFenton",10536167.6666667,7457422.66666667
"HW",364.0674,"PreFenton",,2587926.66666667
"HW",364.0885,"PostFenton",,2790467
"HW",364.1038,"PreFenton",,2088313.33333333
"HW",364.1249,"PostFenton",3006450,3093582.33333333
"HW",364.1249,"PreFenton",,1643308
"HW",364.1514,"PreFenton",2108829.33333333,
"HW",364.1548,"PreFenton",1802228,
"HW",364.1878,"PreFenton",6993153,4354542
"HW",365.015,"PostFenton",,3311458.66666667
"HW",365.015,"PreFenton",,4871797.33333333
"HW",365.0303,"PreFenton",,2347472.33333333
"HW",365.0514,"PostFenton",1923618,7064600.33333333
"HW",365.0514,"PreFenton",3794511,11811118
"HW",365.0667,"PreFenton",,2170846.33333333
"HW",365.0725,"PostFenton",8862675.66666667,11474633.6666667
"HW",365.0725,"PreFenton",8560897.66666667,2389131.33333333
"HW",365.0878,"PostFenton",5294040.33333333,9335161.33333333
"HW",365.0878,"PreFenton",6605746.33333333,13518481
"HW",365.0912,"PostFenton",1926277,
"HW",365.099,"PreFenton",,1779519.33333333
"HW",365.1089,"PostFenton",8255797,8814975.66666667
"HW",365.1089,"PreFenton",4219493.66666667,2784238
"HW",365.1242,"PostFenton",15222415.3333333,12140932.3333333
"HW",365.1242,"PreFenton",11354048.6666667,12805107.6666667
"HW",365.1276,"PostFenton",4009787.33333333,
"HW",365.1453,"PostFenton",7218156,4484149.66666667
"HW",365.1453,"PreFenton",3153011.33333333,1931259.33333333
"HW",365.1606,"PostFenton",19403078,8884623.66666667
"HW",365.1606,"PreFenton",16353913.3333333,13428395.6666667
"HW",365.1639,"PostFenton",2878791,
"HW",365.1639,"PreFenton",1813882.66666667,
"HW",365.1817,"PostFenton",2829815.66666667,
"HW",365.1817,"PreFenton",3465857.33333333,2107912.66666667
"HW",365.197,"PostFenton",10880679.3333333,3641413.66666667
"HW",365.197,"PreFenton",14740103.3333333,10013027.6666667
"HW",365.2003,"PostFenton",10059091,
"HW",365.2003,"PreFenton",3791838,
"HW",365.2333,"PostFenton",2072669.66666667,
"HW",365.2333,"PreFenton",2775360,
"HW",365.2367,"PostFenton",2703881.33333333,2220882
"HW",365.2367,"PreFenton",2044140.33333333,
"HW",366.0831,"PreFenton",,2682711
"HW",366.1042,"PostFenton",,4168885
"HW",366.1194,"PreFenton",,1848847
"HW",366.1671,"PostFenton",3213797.33333333,
"HW",366.1671,"PreFenton",3265023,2781729
"HW",367.0307,"PostFenton",,6925609.66666667
"HW",367.0307,"PreFenton",,6963553
"HW",367.0459,"PreFenton",2270035.33333333,3532305.33333333
"HW",367.0518,"PostFenton",,4234714.66666667
"HW",367.0671,"PostFenton",3470262.66666667,10176138
"HW",367.0671,"PreFenton",3965787.33333333,13217475.6666667
"HW",367.0823,"PreFenton",,3178014.66666667
"HW",367.0882,"PostFenton",4957458.66666667,17867067.3333333
"HW",367.1035,"PostFenton",9970626.33333333,13300715
"HW",367.1035,"PreFenton",8271892.33333333,14628561
"HW",367.1068,"PostFenton",3519769,
"HW",367.1187,"PreFenton",,1920214.66666667
"HW",367.1246,"PostFenton",11301833.3333333,9718769.33333333
"HW",367.1246,"PreFenton",2954439,2495534.33333333
"HW",367.1398,"PostFenton",21510436,14558198
"HW",367.1398,"PreFenton",13614455.6666667,13412745
"HW",367.1432,"PostFenton",3404069,
"HW",367.1432,"PreFenton",2670798.33333333,
"HW",367.161,"PostFenton",3923925.33333333,2098684.66666667
"HW",367.161,"PreFenton",2510720,
"HW",367.1623,"PostFenton",2527702,
"HW",367.1623,"PreFenton",2092075,
"HW",367.1762,"PostFenton",19269935.6666667,7089836
"HW",367.1762,"PreFenton",15972400.3333333,12150508
"HW",367.1796,"PostFenton",3661787.33333333,
"HW",367.1796,"PreFenton",4316209.66666667,
"HW",367.2126,"PostFenton",7499750,1907724.66666667
"HW",367.2126,"PreFenton",11994515.6666667,7775993.66666667
"HW",367.216,"PostFenton",2411495.33333333,
"HW",367.249,"PreFenton",1922466,
"HW",367.3582,"PostFenton",5927275.33333333,8756281.66666667
"HW",367.3582,"PreFenton",3366006.66666667,2765957
"HW",368.0623,"PostFenton",,1736126.66666667
"HW",368.0987,"PostFenton",,2023711.33333333
"HW",368.0987,"PreFenton",2073834.66666667,3002774.66666667
"HW",368.1198,"PostFenton",,2708176.33333333
"HW",368.1463,"PostFenton",4233836.33333333,2342360.66666667
"HW",368.1463,"PreFenton",2381736,2323197.66666667
"HW",368.1827,"PostFenton",6628984,
"HW",368.1827,"PreFenton",3921675.33333333,2381494
"HW",369.0099,"PostFenton",,2435470.33333333
"HW",369.0252,"PreFenton",2334971.66666667,3848258.66666667
"HW",369.0463,"PostFenton",,10182212
"HW",369.0463,"PreFenton",2017710.33333333,9415072
"HW",369.0616,"PostFenton",,1860680.66666667
"HW",369.0616,"PreFenton",2731444.33333333,4543056
"HW",369.0675,"PostFenton",5736344,10160373.3333333
"HW",369.0675,"PreFenton",6257078.33333333,
"HW",369.0827,"PostFenton",5350642,13584634
"HW",369.0827,"PreFenton",5135463,11980546.6666667
"HW",369.0861,"PostFenton",1983987,
"HW",369.094,"PostFenton",,1783037.33333333
"HW",369.098,"PostFenton",,1765374.66666667
"HW",369.098,"PreFenton",2670700.66666667,4072029.33333333
"HW",369.1038,"PostFenton",5634297,19449430
"HW",369.1191,"PostFenton",14282323.3333333,16791813
"HW",369.1191,"PreFenton",9209290.33333333,11554576
"HW",369.1225,"PostFenton",4340308.33333333,
"HW",369.1225,"PreFenton",1971062.33333333,
"HW",369.1344,"PostFenton",,1816159
"HW",369.1344,"PreFenton",2537083,2805696.33333333
"HW",369.1402,"PostFenton",3049220.66666667,3491083.66666667
"HW",369.1416,"PostFenton",3598426.33333333,2307852
"HW",369.1555,"PostFenton",24151647,13339579
"HW",369.1555,"PreFenton",13880109.6666667,12573811
"HW",369.1589,"PostFenton",1935712,
"HW",369.1707,"PostFenton",2124985.33333333,
"HW",369.1707,"PreFenton",2699912.66666667,2213155
"HW",369.1741,"PostFenton",2093669,
"HW",369.178,"PostFenton",7357030,2718658.33333333
"HW",369.178,"PreFenton",7551115.66666667,5084283
"HW",369.1919,"PostFenton",16879893.3333333,5470833
"HW",369.1919,"PreFenton",15123942.6666667,10211114.6666667
"HW",369.2143,"PostFenton",3426759.33333333,
"HW",369.2143,"PreFenton",4453871.33333333,2736947.33333333
"HW",369.2283,"PostFenton",4287265.33333333,
"HW",369.2283,"PreFenton",6944927,4319544.33333333
"HW",369.301,"PostFenton",2793784.66666667,2226749.33333333
"HW",370.078,"PostFenton",,2091905.66666667
"HW",370.1144,"PostFenton",,1761677.33333333
"HW",370.1256,"PostFenton",3392067.33333333,3551974
"HW",370.162,"PostFenton",10787407.3333333,4551580
"HW",370.162,"PreFenton",7420764.33333333,5568656
"HW",370.1984,"PostFenton",8207621.66666667,
"HW",370.1984,"PreFenton",8771434,5370696
"HW",370.2347,"PostFenton",2471697.33333333,
"HW",371.0045,"PreFenton",,3328624
"HW",371.0256,"PostFenton",,4293797
"HW",371.0409,"PostFenton",,2043647
"HW",371.0409,"PreFenton",3156142.33333333,6138323
"HW",371.062,"PostFenton",2453019.33333333,11710640
"HW",371.062,"PreFenton",1687137,8951258.66666667
"HW",371.0654,"PostFenton",2042396.33333333,
"HW",371.0772,"PostFenton",,2231647.66666667
"HW",371.0772,"PreFenton",3602620.33333333,6502539
"HW",371.0831,"PostFenton",,7499958.66666667
"HW",371.0984,"PostFenton",6128167,14216037.6666667
"HW",371.0984,"PreFenton",5986159,10886290.6666667
"HW",371.1017,"PostFenton",3820242.66666667,
"HW",371.1017,"PreFenton",6984901.33333333,3909097
"HW",371.1096,"PostFenton",,2134889.33333333
"HW",371.1136,"PostFenton",2539905.33333333,2462570.66666667
"HW",371.1136,"PreFenton",4452212.66666667,5661848.33333333
"HW",371.1195,"PostFenton",,6984556.33333333
"HW",371.1348,"PostFenton",15092616,14437916
"HW",371.1348,"PreFenton",7734823.66666667,8417098.66666667
"HW",371.146,"PostFenton",2011361.33333333,
"HW",371.15,"PostFenton",3806775.66666667,2761589.66666667
"HW",371.15,"PreFenton",5356077.66666667,4710224.33333333
"HW",371.1534,"PostFenton",3596344.66666667,
"HW",371.1572,"PostFenton",7144335.33333333,3177848
"HW",371.1572,"PreFenton",4385328.33333333,3888466.66666667
"HW",371.1711,"PostFenton",25277331.6666667,10795217.6666667
"HW",371.1711,"PreFenton",14180576,12000429.3333333
"HW",371.1824,"PostFenton",1722434.33333333,
"HW",371.1824,"PreFenton",1653477,
"HW",371.1864,"PostFenton",2906691.33333333,
"HW",371.1864,"PreFenton",3798928.66666667,3064498.66666667
"HW",371.1936,"PostFenton",8916549.66666667,2758019
"HW",371.1936,"PreFenton",6378046.33333333,4418058.66666667
"HW",371.2075,"PostFenton",15227125,3726044.33333333
"HW",371.2075,"PreFenton",16225177,9276602.33333333
"HW",371.23,"PostFenton",6472273.33333333,
"HW",371.23,"PreFenton",12115532.3333333,7004696.33333333
"HW",371.2439,"PostFenton",4996352.33333333,
"HW",371.2439,"PreFenton",5799164,3330247.66666667
"HW",372.0725,"PreFenton",,2101750
"HW",372.0936,"PostFenton",,2178453.66666667
"HW",372.1049,"PostFenton",,2365252
"HW",372.1412,"PostFenton",6009716.66666667,4461049.66666667
"HW",372.1412,"PreFenton",2285737,3418298
"HW",372.1565,"PreFenton",3724377.33333333,
"HW",372.1776,"PostFenton",10243285.6666667,5553327.33333333
"HW",372.1776,"PreFenton",5452726.66666667,4063431.33333333
"HW",372.1889,"PostFenton",2193284,
"HW",372.1889,"PreFenton",2183014,1736822
"HW",372.214,"PostFenton",7716065,2529722.33333333
"HW",372.214,"PreFenton",11757508.6666667,8898090
"HW",373.0201,"PostFenton",,2032047
"HW",373.0201,"PreFenton",2177613.33333333,6119588.33333333
"HW",373.0412,"PostFenton",,6480309.33333333
"HW",373.0412,"PreFenton",,2057900
"HW",373.0446,"PostFenton",,2491318.33333333
"HW",373.0565,"PostFenton",,3123301
"HW",373.0565,"PreFenton",4113840.33333333,8859142.66666667
"HW",373.0776,"PostFenton",2501790,11077056.3333333
"HW",373.0776,"PreFenton",,6019598.33333333
"HW",373.0889,"PostFenton",,1695939.66666667
"HW",373.0929,"PostFenton",2811725.66666667,3525232
"HW",373.0929,"PreFenton",5402558.33333333,8239294.66666667
"HW",373.0963,"PostFenton",3804324,
"HW",373.0963,"PreFenton",2694506.33333333,
"HW",373.114,"PostFenton",6562985.66666667,13179681
"HW",373.114,"PreFenton",3731398.33333333,6292678.33333333
"HW",373.1253,"PostFenton",2509058.66666667,2456697.66666667
"HW",373.1293,"PostFenton",5339993,4518693.33333333
"HW",373.1293,"PreFenton",7842081.33333333,9611809.33333333
"HW",373.1365,"PostFenton",2701147.33333333,2008445
"HW",373.1504,"PostFenton",14046730.3333333,11391105
"HW",373.1504,"PreFenton",5732649.66666667,5985491.66666667
"HW",373.1616,"PostFenton",2149134,
"HW",373.1657,"PostFenton",7394831.33333333,4164400.33333333
"HW",373.1657,"PreFenton",8552068.66666667,6898222.33333333
"HW",373.1729,"PostFenton",5273446.66666667,3634653.66666667
"HW",373.1729,"PreFenton",4147165,5128411.33333333
"HW",373.1868,"PostFenton",20809238,7348705.66666667
"HW",373.1868,"PreFenton",14913847.3333333,11400416.3333333
"HW",373.202,"PostFenton",3364037.66666667,
"HW",373.202,"PreFenton",4798781,3428752.66666667
"HW",373.2093,"PostFenton",7574386.33333333,1845480.33333333
"HW",373.2093,"PreFenton",7401109.33333333,4959123.33333333
"HW",373.2232,"PostFenton",11143371.6666667,1975532.66666667
"HW",373.2232,"PreFenton",15014896,8548931
"HW",373.2596,"PreFenton",3787432.33333333,2121381.66666667
"HW",374.0881,"PreFenton",,2318544.66666667
"HW",374.1093,"PostFenton",,2170444.66666667
"HW",374.1205,"PostFenton",,2885883
"HW",374.1457,"PreFenton",1750434.66666667,
"HW",374.1569,"PostFenton",4729330,5462448.66666667
"HW",374.1569,"PreFenton",2503164.66666667,3090153.33333333
"HW",374.1721,"PreFenton",4884823.33333333,3731865
"HW",374.1933,"PostFenton",5897384,2340454
"HW",374.2085,"PreFenton",2703205,
"HW",374.2449,"PostFenton",27202061.6666667,26453792.6666667
"HW",374.2449,"PreFenton",14015176.3333333,10104414.3333333
"HW",374.9994,"PreFenton",,2118508.33333333
"HW",375.0358,"PostFenton",,3632482.33333333
