"Forest","Mass","fenton","PostGoethite","PreGoethite"
"SW",351.2024,"PostFenton",2280069.66666667,
"SW",351.2177,"PostFenton",10704693.3333333,
"SW",351.2177,"PreFenton",25659850,14094257.3333333
"SW",351.2211,"PostFenton",5088907.33333333,2453452.66666667
"SW",351.2211,"PreFenton",3315147,
"SW",352.1514,"PostFenton",2520476.66666667,
"SW",352.1514,"PreFenton",2518063,
"SW",353.015,"PostFenton",,2444248.33333333
"SW",353.015,"PreFenton",,2748710.33333333
"SW",353.0303,"PreFenton",,1850069.33333333
"SW",353.0514,"PostFenton",,6524984.33333333
"SW",353.0514,"PreFenton",,9035569.33333333
"SW",353.0667,"PreFenton",,2414731.33333333
"SW",353.0725,"PostFenton",2684077.66666667,21843689
"SW",353.0878,"PostFenton",5338802,9339970.66666667
"SW",353.0878,"PreFenton",4860907.66666667,10859665.6666667
"SW",353.1031,"PreFenton",,1803073.33333333
"SW",353.1089,"PostFenton",6126264.33333333,10407667.6666667
"SW",353.1089,"PreFenton",,2121282.66666667
"SW",353.1242,"PostFenton",15268199.3333333,12491171
"SW",353.1242,"PreFenton",11013110,10695154
"SW",353.1276,"PostFenton",7416851,
"SW",353.1276,"PreFenton",4104353.66666667,
"SW",353.1453,"PostFenton",6378861.66666667,5550164
"SW",353.1467,"PostFenton",2389017,
"SW",353.1467,"PreFenton",2239570.33333333,
"SW",353.1606,"PostFenton",24600946.3333333,10903981.6666667
"SW",353.1606,"PreFenton",18721793,12455079.6666667
"SW",353.1639,"PreFenton",2485164.66666667,
"SW",353.197,"PostFenton",16015058.3333333,4743608.33333333
"SW",353.197,"PreFenton",17397430.3333333,10189320.3333333
"SW",353.2003,"PostFenton",15334440.6666667,10528526.6666667
"SW",353.2003,"PreFenton",8937484.66666667,5408948
"SW",353.2333,"PostFenton",4805000,
"SW",353.2333,"PreFenton",4622699.66666667,2361960.66666667
"SW",354.1307,"PostFenton",,2052130
"SW",354.1307,"PreFenton",,1805436.33333333
"SW",354.1558,"PreFenton",,4344452
"SW",354.1671,"PostFenton",5551434,
"SW",354.1671,"PreFenton",4092884,2330247.33333333
"SW",354.2034,"PreFenton",10664585.3333333,5559442.66666667
"SW",355.0307,"PostFenton",,4070191
"SW",355.0307,"PreFenton",,3712232
"SW",355.0459,"PreFenton",,3309975.33333333
"SW",355.0671,"PostFenton",2536025,9431353.66666667
"SW",355.0671,"PreFenton",2062046.33333333,8816371.33333333
"SW",355.0823,"PreFenton",1906744.33333333,3480824
"SW",355.0882,"PostFenton",4658271,43968149.6666667
"SW",355.1035,"PostFenton",9371918.33333333,13067247.3333333
"SW",355.1035,"PreFenton",7437545,9653331.66666667
"SW",355.1187,"PreFenton",2298435,4306179.33333333
"SW",355.1246,"PostFenton",1798335.66666667,8503626.66666667
"SW",355.1398,"PostFenton",20874180,13995685
"SW",355.1398,"PreFenton",12230217.3333333,9720927
"SW",355.1623,"PostFenton",5116192,
"SW",355.1623,"PreFenton",5042085.33333333,2953147.33333333
"SW",355.1762,"PostFenton",26540324.3333333,9664858.33333333
"SW",355.1762,"PreFenton",21264639,13249642.3333333
"SW",355.1915,"PostFenton",1715241,
"SW",355.1987,"PostFenton",3364139.33333333,
"SW",355.1987,"PreFenton",4069808,2416326.66666667
"SW",355.2126,"PostFenton",9517018.33333333,2499770.66666667
"SW",355.2126,"PreFenton",11317513.6666667,5882997.66666667
"SW",355.249,"PostFenton",7133498.33333333,
"SW",355.249,"PreFenton",2672063.33333333,
"SW",356.1463,"PostFenton",8809034.66666667,4659496.66666667
"SW",356.1463,"PreFenton",8670410,6384025
"SW",356.1827,"PostFenton",8068011,
"SW",356.1827,"PreFenton",9904682,6028026
"SW",356.2191,"PostFenton",3763979.66666667,
"SW",356.2555,"PreFenton",4499349.33333333,2223376.66666667
"SW",357.0252,"PreFenton",,3674796.66666667
"SW",357.0463,"PostFenton",,6621753.33333333
"SW",357.0463,"PreFenton",,3848201
"SW",357.0616,"PostFenton",,2100200.66666667
"SW",357.0616,"PreFenton",,4983821.66666667
"SW",357.0827,"PostFenton",3854696.33333333,10277103
"SW",357.0827,"PreFenton",2654518.33333333,7217854.66666667
"SW",357.098,"PostFenton",,2068809.33333333
"SW",357.098,"PreFenton",3103547.33333333,5129241
"SW",357.1038,"PostFenton",1707716.33333333,63779744
"SW",357.1191,"PostFenton",14429043.6666667,16247716.6666667
"SW",357.1191,"PreFenton",8043329.33333333,8499573
"SW",357.1344,"PostFenton",3087053.66666667,2460756
"SW",357.1344,"PreFenton",4136603.66666667,3891748.33333333
"SW",357.1416,"PostFenton",2441765.33333333,
"SW",357.1416,"PreFenton",1717917.66666667,
"SW",357.1555,"PostFenton",23608190.6666667,13064453
"SW",357.1555,"PreFenton",12243788.6666667,9478528.33333333
"SW",357.1667,"PreFenton",3027962.33333333,2344238.66666667
"SW",357.1707,"PostFenton",3519534,
"SW",357.1707,"PreFenton",3164326,2263429.33333333
"SW",357.1741,"PostFenton",3366959,
"SW",357.178,"PostFenton",3643269.33333333,
"SW",357.178,"PreFenton",2751998,
"SW",357.1919,"PostFenton",25168777.6666667,6973712.33333333
"SW",357.1919,"PreFenton",22380716.6666667,13507638.3333333
"SW",357.2143,"PostFenton",8701840.66666667,
"SW",357.2143,"PreFenton",12804958,6374803
"SW",357.2283,"PostFenton",9894805,
"SW",357.2283,"PreFenton",11813730,5376066
"SW",358.1256,"PostFenton",2919933.66666667,2927831.33333333
"SW",358.1256,"PreFenton",1613849.66666667,1892701.33333333
"SW",358.162,"PostFenton",6540467.33333333,3549239.66666667
"SW",358.162,"PreFenton",4537807,2961086
"SW",358.1984,"PostFenton",14803475.6666667,6663064
"SW",358.1984,"PreFenton",19770500.3333333,15263092.6666667
"SW",358.2347,"PostFenton",2188831,
"SW",359.0045,"PreFenton",,2217674
"SW",359.0409,"PreFenton",1752364,6327594.66666667
"SW",359.062,"PostFenton",,7423818.33333333
"SW",359.062,"PreFenton",,4689884
"SW",359.0772,"PostFenton",,2874191.33333333
"SW",359.0772,"PreFenton",3622284,7934945
"SW",359.0984,"PostFenton",4397524,10401280.3333333
"SW",359.0984,"PreFenton",2610066.33333333,4456765
"SW",359.1136,"PostFenton",4445656.66666667,3739994.66666667
"SW",359.1136,"PreFenton",6239639,7227372.33333333
"SW",359.1348,"PostFenton",26743604.3333333,20627638.3333333
"SW",359.1348,"PreFenton",7630578.66666667,7388147
"SW",359.15,"PostFenton",9199758.66666667,4785339
"SW",359.15,"PreFenton",9379916.66666667,7401464
"SW",359.1572,"PostFenton",2554683.33333333,
"SW",359.1572,"PreFenton",1687630.66666667,
"SW",359.1711,"PostFenton",24657386.6666667,9441473.66666667
"SW",359.1711,"PreFenton",11619069.6666667,8016894.66666667
"SW",359.1864,"PostFenton",5245081.33333333,
"SW",359.1864,"PreFenton",5741996.66666667,3242500
"SW",359.1936,"PostFenton",4790769.66666667,
"SW",359.1936,"PreFenton",4948399.33333333,2742960.66666667
"SW",359.2075,"PostFenton",28122613.6666667,6201377.66666667
"SW",359.2075,"PreFenton",30203315.3333333,18371594.3333333
"SW",359.2439,"PostFenton",8571734,
"SW",359.2439,"PreFenton",14818067.3333333,4860950
"SW",360.0725,"PreFenton",,1678793
"SW",360.1412,"PostFenton",2616427.33333333,3015147.33333333
"SW",360.1776,"PostFenton",5044684,3903819.66666667
"SW",360.1776,"PreFenton",4038187.66666667,4334911.66666667
"SW",360.214,"PostFenton",2372738,
"SW",361.0201,"PreFenton",,5537698.66666667
"SW",361.0412,"PostFenton",,2239232.33333333
"SW",361.0565,"PostFenton",,3628464
"SW",361.0565,"PreFenton",2797705.33333333,9771950
"SW",361.0776,"PostFenton",,6072417
"SW",361.0776,"PreFenton",,2321332.66666667
"SW",361.0929,"PostFenton",4789650.66666667,5611280.33333333
"SW",361.0929,"PreFenton",8904681.66666667,12420025.6666667
"SW",361.114,"PostFenton",5636163.66666667,10004588.3333333
"SW",361.114,"PreFenton",4469743.66666667,4270699
"SW",361.1253,"PostFenton",,2185413
"SW",361.1293,"PostFenton",10578675,6834630
"SW",361.1293,"PreFenton",12350793.6666667,11433584
"SW",361.1504,"PostFenton",44350201.6666667,22565666
"SW",361.1504,"PreFenton",18068816.3333333,11036961.3333333
"SW",361.1657,"PostFenton",18905854.6666667,8175740
"SW",361.1657,"PreFenton",19577514,12796198
"SW",361.1868,"PostFenton",12940719.6666667,4275330.66666667
"SW",361.1868,"PreFenton",8217947,5088215.66666667
"SW",361.202,"PostFenton",4944991,
"SW",361.202,"PreFenton",7462580.66666667,4084871.33333333
"SW",361.2232,"PostFenton",17231291,
"SW",361.2232,"PreFenton",23792315.3333333,14284430.3333333
"SW",361.2596,"PreFenton",1744326,
"SW",362.1093,"PostFenton",,1984329.66666667
"SW",362.1358,"PreFenton",2244728,1737309.33333333
"SW",362.1721,"PreFenton",1884291,
"SW",362.1933,"PostFenton",,2243342.66666667
"SW",363.0358,"PostFenton",,3993277
"SW",363.0358,"PreFenton",,9084457
"SW",363.0569,"PostFenton",,3655876
"SW",363.0722,"PostFenton",2745678.66666667,5909192.33333333
"SW",363.0722,"PreFenton",4500710.33333333,13704074
"SW",363.0933,"PostFenton",3692202.66666667,7559545.66666667
"SW",363.0933,"PreFenton",,1931323.33333333
"SW",363.1085,"PostFenton",8730628.66666667,7584809
"SW",363.1085,"PreFenton",15192646.6666667,17137216
"SW",363.1119,"PostFenton",2459995,
"SW",363.1119,"PreFenton",1680967.66666667,
"SW",363.1297,"PostFenton",8833718.33333333,9266565
"SW",363.1297,"PreFenton",1956685,2149361.33333333
"SW",363.1409,"PostFenton",,1691870
"SW",363.1449,"PostFenton",20918970.6666667,11320713.6666667
"SW",363.1449,"PreFenton",19991804.3333333,14875553
"SW",363.1562,"PreFenton",2059349,
"SW",363.1661,"PostFenton",18029932,10917947
"SW",363.1661,"PreFenton",9813933.33333333,6500263.66666667
"SW",363.1813,"PostFenton",31154886,9863914.33333333
"SW",363.1813,"PreFenton",35462407,20763564.6666667
"SW",363.2024,"PostFenton",9628364.66666667,3583899.66666667
"SW",363.2024,"PreFenton",6374328.33333333,2925150.33333333
"SW",363.2177,"PostFenton",4465020,
"SW",363.2177,"PreFenton",8861970,4097635.33333333
"SW",363.2211,"PostFenton",2741458.33333333,1684812
"SW",363.2211,"PreFenton",3414973.66666667,
"SW",363.2388,"PostFenton",8719746.66666667,
"SW",363.2388,"PreFenton",15939523,9406058.33333333
"SW",364.0674,"PreFenton",,1842420
"SW",364.0885,"PostFenton",,1947394.66666667
"SW",364.1038,"PreFenton",,1669760
"SW",364.1249,"PostFenton",2573462.33333333,2673592.33333333
"SW",364.1249,"PreFenton",,1946161.33333333
"SW",364.1548,"PreFenton",1710208,
"SW",364.1878,"PreFenton",5658164.66666667,2985371
"SW",365.015,"PostFenton",,2457547
"SW",365.015,"PreFenton",,4821498
"SW",365.0303,"PreFenton",,1757353.33333333
"SW",365.0514,"PostFenton",,6686337
"SW",365.0514,"PreFenton",2421217.33333333,12293637.6666667
"SW",365.0667,"PreFenton",,2444469.33333333
"SW",365.0725,"PostFenton",6812946.33333333,9467186
"SW",365.0725,"PreFenton",5775506,1777932.33333333
"SW",365.0878,"PostFenton",5303916.33333333,8938806.66666667
"SW",365.0878,"PreFenton",6572865.66666667,15298748.3333333
"SW",365.1089,"PostFenton",6553202.66666667,8796477.33333333
"SW",365.1089,"PreFenton",2113010.33333333,2454210.66666667
"SW",365.1242,"PostFenton",16327970.3333333,12847085
"SW",365.1242,"PreFenton",13737804.3333333,13646024
"SW",365.1276,"PostFenton",2677880.66666667,
"SW",365.1276,"PreFenton",1902840,
"SW",365.1453,"PostFenton",12561704.6666667,8398835.33333333
"SW",365.1453,"PreFenton",3289768.33333333,2171257.33333333
"SW",365.1606,"PostFenton",31263363,14365346.6666667
"SW",365.1606,"PreFenton",26916012.6666667,17402750
"SW",365.1639,"PostFenton",2125870.66666667,
"SW",365.1639,"PreFenton",2458968.33333333,
"SW",365.1817,"PostFenton",8035636,2950996
"SW",365.1817,"PreFenton",7455923,4564186
"SW",365.1959,"PostFenton",9886691.33333333,
"SW",365.197,"PostFenton",42063160.6666667,10483715.3333333
"SW",365.197,"PreFenton",58310498,33497311
"SW",365.2003,"PostFenton",4297188.33333333,
"SW",365.2003,"PreFenton",6003896.33333333,
"SW",365.2333,"PostFenton",3410585.66666667,
"SW",365.2333,"PreFenton",5598402,2783808
"SW",365.2367,"PostFenton",2474309.33333333,
"SW",365.2367,"PreFenton",2397038,
"SW",366.0831,"PreFenton",,1996795.33333333
"SW",366.1042,"PostFenton",,3459355
"SW",366.1307,"PreFenton",,1826143.66666667
"SW",366.1671,"PostFenton",2014822,
"SW",366.1671,"PreFenton",2871256.33333333,2012950.33333333
"SW",367.0096,"PreFenton",,1666425.66666667
"SW",367.0307,"PostFenton",,5663629.33333333
"SW",367.0307,"PreFenton",,7488299.33333333
"SW",367.0459,"PreFenton",,2962224
"SW",367.0518,"PostFenton",,4011241
"SW",367.0671,"PostFenton",3035175.33333333,9785240.66666667
"SW",367.0671,"PreFenton",2907022,13731297.3333333
"SW",367.0823,"PreFenton",,2826384.66666667
"SW",367.0882,"PostFenton",4345560.66666667,19999305.6666667
"SW",367.1035,"PostFenton",11002418.6666667,13122809
"SW",367.1035,"PreFenton",9560473,15326701
"SW",367.1068,"PostFenton",1827806.33333333,
"SW",367.1187,"PreFenton",,1795825.66666667
"SW",367.1246,"PostFenton",10924601.3333333,10668628.3333333
"SW",367.1246,"PreFenton",2126921.66666667,2271049
"SW",367.1398,"PostFenton",26550845.6666667,17229060
"SW",367.1398,"PreFenton",18545742.3333333,15240696.6666667
"SW",367.1432,"PostFenton",3487124,
"SW",367.1432,"PreFenton",2895268.66666667,
"SW",367.1527,"PreFenton",39722066.3333333,14382589
"SW",367.161,"PostFenton",6635076.66666667,4259082.33333333
"SW",367.161,"PreFenton",3217833.66666667,2146644.66666667
"SW",367.1762,"PostFenton",35209801.6666667,13652580.6666667
"SW",367.1762,"PreFenton",28860846.6666667,18017796.3333333
"SW",367.1796,"PostFenton",3863456,
"SW",367.1796,"PreFenton",5701722.33333333,2490032
"SW",367.2126,"PostFenton",30918570,6582895.66666667
"SW",367.2126,"PreFenton",52948068,29337787
"SW",367.216,"PostFenton",2366720.33333333,
"SW",367.249,"PostFenton",2594058.33333333,
"SW",367.249,"PreFenton",3041732,
"SW",367.2854,"PostFenton",8580373.66666667,
"SW",367.3582,"PostFenton",5766103,6309532.33333333
"SW",367.3582,"PreFenton",3631588.33333333,6976745
"SW",368.0962,"PostFenton",,2701523.66666667
"SW",368.0987,"PreFenton",,1726251.33333333
"SW",368.1198,"PostFenton",,2912304.33333333
"SW",368.1463,"PostFenton",2916895.66666667,2005816.33333333
"SW",368.1463,"PreFenton",2358306,1976634.33333333
"SW",368.1827,"PostFenton",4999723,
"SW",368.1827,"PreFenton",4014637,2443760.33333333
"SW",369.0099,"PostFenton",,1948480.33333333
"SW",369.0252,"PreFenton",,3538855.66666667
"SW",369.0463,"PostFenton",,9157110
"SW",369.0463,"PreFenton",,8813315.66666667
"SW",369.0616,"PreFenton",,4607411
"SW",369.0675,"PostFenton",4001936.66666667,10897916
"SW",369.0675,"PreFenton",6507142.33333333,2958431.66666667
"SW",369.0827,"PostFenton",4697237,12775937
"SW",369.0827,"PreFenton",3962165,12702479.3333333
"SW",369.0861,"PostFenton",1725163.33333333,
"SW",369.098,"PreFenton",2479247,3926292
"SW",369.1038,"PostFenton",5402438.33333333,29536775.3333333
"SW",369.1038,"PreFenton",,1957227.33333333
"SW",369.1191,"PostFenton",16671221.6666667,17898678.3333333
"SW",369.1191,"PreFenton",11268416,12889541.3333333
"SW",369.1225,"PostFenton",3677857.33333333,
"SW",369.1225,"PreFenton",2311489,
"SW",369.1344,"PostFenton",1714426.33333333,
"SW",369.1344,"PreFenton",2588996.33333333,2430580.66666667
"SW",369.1402,"PostFenton",3915942.66666667,6592018.66666667
"SW",369.1416,"PostFenton",2313042,
"SW",369.1555,"PostFenton",31925419.3333333,17990167
"SW",369.1555,"PreFenton",19644063.6666667,15178534
"SW",369.1589,"PostFenton",2953303,
"SW",369.1707,"PostFenton",2195120.33333333,
"SW",369.1707,"PreFenton",2510158.66666667,1930709.66666667
"SW",369.178,"PostFenton",6426119.66666667,2301982
"SW",369.178,"PreFenton",6923601,4072408
"SW",369.1919,"PostFenton",28984502.6666667,10225527.3333333
"SW",369.1919,"PreFenton",25075370.3333333,15603164.3333333
"SW",369.2143,"PostFenton",2396264,
"SW",369.2143,"PreFenton",3330737,1796323.66666667
"SW",369.2283,"PostFenton",9133250,2197378.33333333
"SW",369.2283,"PreFenton",13788853.3333333,7665128
"SW",369.2646,"PostFenton",2904951.66666667,
"SW",369.301,"PostFenton",2838744,1746755.33333333
"SW",369.301,"PreFenton",1852618,
"SW",370.1144,"PostFenton",,1729167.66666667
"SW",370.1256,"PostFenton",2565845,2658451
"SW",370.162,"PostFenton",10295434.6666667,4641608.33333333
"SW",370.162,"PreFenton",7769370.33333333,5050469.33333333
"SW",370.1984,"PostFenton",7444971.33333333,
"SW",370.1984,"PreFenton",9884282.66666667,4997915.66666667
"SW",370.2347,"PostFenton",1785590.33333333,
"SW",371.0045,"PreFenton",,2253508.66666667
"SW",371.0256,"PostFenton",,3558819
"SW",371.0256,"PreFenton",,1885728
"SW",371.0409,"PreFenton",,5821136
"SW",371.062,"PostFenton",2245532.66666667,11069869.6666667
"SW",371.062,"PreFenton",,8482859.66666667
"SW",371.0772,"PreFenton",2930723.66666667,6536923
"SW",371.0831,"PostFenton",,13026398.6666667
"SW",371.0984,"PostFenton",6185383.66666667,14774030
"SW",371.0984,"PreFenton",4014634,11483191.3333333
"SW",371.1017,"PostFenton",2992979.33333333,
"SW",371.1017,"PreFenton",5980373.66666667,2693859
"SW",371.1136,"PostFenton",2208002,2622397.33333333
"SW",371.1136,"PreFenton",4332761,6497681.33333333
"SW",371.1195,"PostFenton",,11200276.6666667
"SW",371.1348,"PostFenton",17362013.6666667,18019438
"SW",371.1348,"PreFenton",11828105.6666667,11412888
"SW",371.15,"PostFenton",4504674,2670706.66666667
"SW",371.15,"PreFenton",4917816.66666667,4567111.33333333
"SW",371.1572,"PostFenton",5306468.66666667,2829941.33333333
"SW",371.1572,"PreFenton",4124560,3394292.33333333
"SW",371.1711,"PostFenton",33591742,15257380
"SW",371.1711,"PreFenton",20073364,14230264.6666667
"SW",371.1864,"PostFenton",3694871.66666667,
"SW",371.1864,"PreFenton",4126275.33333333,2816936.33333333
"SW",371.1936,"PostFenton",7047621,2114090.66666667
"SW",371.1936,"PreFenton",5582064.33333333,3633237.33333333
"SW",371.2075,"PostFenton",22296350.3333333,5634692.33333333
"SW",371.2075,"PreFenton",22670238.6666667,12367279
"SW",371.23,"PostFenton",6168698.33333333,
"SW",371.23,"PreFenton",9500240,4672949.66666667
"SW",371.2439,"PostFenton",8432766.66666667,
"SW",371.2439,"PreFenton",8259156,4188773
"SW",372.1412,"PostFenton",4974307.66666667,4053403.66666667
"SW",372.1412,"PreFenton",2778453.33333333,3415592.66666667
"SW",372.1565,"PreFenton",2821125,
"SW",372.1776,"PostFenton",7945625.33333333,4688636.33333333
"SW",372.1776,"PreFenton",5939722.66666667,3832884.33333333
"SW",372.214,"PostFenton",7427492.33333333,
"SW",372.214,"PreFenton",10923200,7178644.66666667
"SW",373.0201,"PreFenton",,5138746.66666667
"SW",373.0412,"PostFenton",,5526525
"SW",373.0412,"PreFenton",,2442902.66666667
"SW",373.0565,"PostFenton",,3408044
"SW",373.0565,"PreFenton",2424069,9021424.33333333
"SW",373.0776,"PostFenton",2146131,11512157
"SW",373.0776,"PreFenton",,6614689.66666667
"SW",373.0929,"PostFenton",2395479.33333333,3826700.66666667
"SW",373.0929,"PreFenton",4700260.66666667,9495889.33333333
"SW",373.0963,"PostFenton",4463960.33333333,
"SW",373.0963,"PreFenton",3399440.33333333,
"SW",373.0988,"PostFenton",,2312718
"SW",373.114,"PostFenton",8115208,17591314.6666667
"SW",373.114,"PreFenton",4367808,7413080
"SW",373.1253,"PostFenton",,2085483.33333333
"SW",373.1293,"PostFenton",5586957,4889964.33333333
"SW",373.1293,"PreFenton",8652228.33333333,13600775
"SW",373.1326,"PreFenton",,2155272.33333333
"SW",373.1365,"PostFenton",2008079,
"SW",373.1504,"PostFenton",17283432.3333333,16332488.3333333
"SW",373.1504,"PreFenton",7506719.33333333,7421282.66666667
"SW",373.1657,"PostFenton",7823384,3969057.66666667
"SW",373.1657,"PreFenton",8481231,6461800
"SW",373.1729,"PostFenton",4042095.33333333,3376676
"SW",373.1729,"PreFenton",3725606.33333333,3794623
"SW",373.1868,"PostFenton",28846451.3333333,11035005.3333333
"SW",373.1868,"PreFenton",19261567.3333333,13731182.3333333
"SW",373.202,"PostFenton",4131704,
"SW",373.202,"PreFenton",5245059.66666667,3183645.33333333
"SW",373.2093,"PostFenton",7150629,
"SW",373.2093,"PreFenton",7322075,4575263.66666667
"SW",373.2232,"PostFenton",16532521,3869917.66666667
"SW",373.2232,"PreFenton",21612681.3333333,10900174.6666667
"SW",373.2596,"PostFenton",3533278.33333333,
"SW",373.2596,"PreFenton",5048126.66666667,3047813
"SW",374.0881,"PreFenton",,1858009.66666667
"SW",374.1205,"PostFenton",,2194406
"SW",374.1569,"PostFenton",3875306.33333333,4752710
"SW",374.1569,"PreFenton",2796432.33333333,3413657.66666667
"SW",374.1721,"PreFenton",4293354.66666667,2516467.66666667
"SW",374.1933,"PostFenton",4700490.33333333,1957627.33333333
"SW",374.2085,"PreFenton",1679689.66666667,
"SW",374.2449,"PostFenton",27215193.6666667,26015754.6666667
"SW",374.2449,"PreFenton",15611646.6666667,16475828.6666667
"SW",374.9994,"PreFenton",,2346907.66666667
"SW",375.0358,"PostFenton",,3227718.66666667
"SW",375.0358,"PreFenton",,9174268
"SW",375.0569,"PostFenton",,5867084.66666667
"SW",375.0569,"PreFenton",,1934082.33333333
"SW",375.0603,"PostFenton",,3000909.66666667
"SW",375.0722,"PostFenton",,4990716
"SW",375.0722,"PreFenton",3697467,12763740.6666667
"SW",375.0755,"PreFenton",2857958.33333333,
"SW",375.0933,"PostFenton",2712831,10165165
"SW",375.0933,"PreFenton",,3370595
"SW",375.1037,"PostFenton",,5508357.33333333
"SW",375.1085,"PostFenton",5339395.66666667,6554545
"SW",375.1085,"PreFenton",8071834.33333333,12242194.3333333
"SW",375.1198,"PreFenton",2037917.33333333,1793813.33333333
"SW",375.1297,"PostFenton",16733108.3333333,20491874
"SW",375.1297,"PreFenton",5004277.66666667,5348632.66666667
"SW",375.1409,"PostFenton",,2384997
"SW",375.1449,"PostFenton",13891854.6666667,9007718.33333333
"SW",375.1449,"PreFenton",14401529.6666667,12648392
"SW",375.1483,"PostFenton",2190095.33333333,
"SW",375.1661,"PostFenton",16807530,11953772.6666667
"SW",375.1661,"PreFenton",7873877,5924131.66666667
"SW",375.1813,"PostFenton",11907352.6666667,5908422.33333333
"SW",375.1813,"PreFenton",12834819.6666667,8368766
"SW",375.1885,"PostFenton",1857392.33333333,
"SW",375.1885,"PreFenton",2388827.33333333,2375979
"SW",375.2024,"PostFenton",24240415.3333333,7459105.66666667
"SW",375.2024,"PreFenton",20606985.6666667,14553049.6666667
"SW",375.2177,"PostFenton",3636857,
"SW",375.2177,"PreFenton",5559310,3246728.66666667
"SW",375.2388,"PostFenton",10573780.6666667,
"SW",375.2388,"PreFenton",16296638.3333333,7114724.66666667
"SW",375.2752,"PreFenton",7420275.33333333,4084207.66666667
"SW",376.0674,"PreFenton",,1957599.66666667
"SW",376.1514,"PreFenton",2723258,2068558.33333333
"SW",376.1725,"PostFenton",,4491151.33333333
"SW",376.1912,"PreFenton",3377775.66666667,1892271.66666667
"SW",376.2242,"PreFenton",2939171,
"SW",377.015,"PostFenton",,2324266
"SW",377.015,"PreFenton",,5079889
"SW",377.0514,"PostFenton",,5687775.33333333
"SW",377.0514,"PreFenton",2344964.33333333,12502876.6666667
"SW",377.0725,"PostFenton",,5603813.33333333
"SW",377.0878,"PostFenton",5274095,8047081.66666667
"SW",377.0878,"PreFenton",6139065,15008956.6666667
"SW",377.1089,"PostFenton",3638261.33333333,8739653
"SW",377.1089,"PreFenton",,2520088
"SW",377.1202,"PostFenton",,2122909.33333333
"SW",377.1242,"PostFenton",13377700,11396595.6666667
"SW",377.1242,"PreFenton",14470338.6666667,15856839.6666667
"SW",377.1453,"PostFenton",19892394,17024506
"SW",377.1453,"PreFenton",3788659.33333333,3425315
"SW",377.1606,"PostFenton",28025689.6666667,14676819.3333333
"SW",377.1606,"PreFenton",26412919.3333333,18909735.6666667
"SW",377.1817,"PostFenton",11393204.6666667,5767684.33333333
"SW",377.1817,"PreFenton",6350034.33333333,3889368.66666667
"SW",377.197,"PostFenton",12416526.6666667,4503389.66666667
"SW",377.197,"PreFenton",15733291.6666667,9524445
"SW",377.2181,"PostFenton",8825706,2719246.33333333
"SW",377.2181,"PreFenton",9017223,6531299.33333333
"SW",377.2333,"PostFenton",2926105,
"SW",377.2333,"PreFenton",4560437.66666667,2212754.66666667
"SW",378.0831,"PreFenton",,2315747.66666667
"SW",378.1042,"PostFenton",2239762.33333333,3926280
"SW",378.1307,"PreFenton",1831462.33333333,
"SW",378.134,"PreFenton",1574610,
"SW",378.1406,"PostFenton",1862428.33333333,
"SW",378.1671,"PreFenton",2834053.66666667,2061052
"SW",378.1704,"PreFenton",1918342.33333333,
"SW",378.2034,"PreFenton",4024122,1870854.66666667
"SW",379.0307,"PostFenton",,4917599
"SW",379.0307,"PreFenton",,9010254
"SW",379.0459,"PreFenton",,2290088
"SW",379.0671,"PostFenton",2468045.33333333,8382824.66666667
"SW",379.0671,"PreFenton",3300041.33333333,15629400.6666667
"SW",379.0823,"PreFenton",,2176093.33333333
"SW",379.0882,"PostFenton",3736446,10949316
"SW",379.1035,"PostFenton",8157911.33333333,11354141.3333333
"SW",379.1035,"PreFenton",9136509.66666667,17701987.3333333
"SW",379.1068,"PostFenton",3453827,
"SW",379.1068,"PreFenton",2347390.33333333,
"SW",379.1246,"PostFenton",6244402.66666667,9727693.66666667
"SW",379.1246,"PreFenton",2358488.33333333,2204095
"SW",379.1398,"PostFenton",25477175,17117906
"SW",379.1398,"PreFenton",20173873.6666667,17697902.3333333
"SW",379.161,"PostFenton",21121767.6666667,10831234.6666667
"SW",379.161,"PreFenton",5693495.33333333,3711433.33333333
"SW",379.1762,"PostFenton",43206038.6666667,17654492
"SW",379.1762,"PreFenton",36206992.3333333,24180515
"SW",379.1974,"PostFenton",4162290,2275895.33333333
"SW",379.1974,"PreFenton",2874262.33333333,
"SW",379.2126,"PostFenton",10931616.6666667,2702651.33333333
"SW",379.2126,"PreFenton",16281327.6666667,8981635
"SW",379.216,"PostFenton",2914380.33333333,
"SW",379.216,"PreFenton",3735792.66666667,
"SW",379.2337,"PostFenton",4297126.66666667,
"SW",379.2337,"PreFenton",5766901.33333333,4020361.33333333
"SW",379.249,"PostFenton",2936917.66666667,
"SW",379.249,"PreFenton",3898105.33333333,
"SW",380.0623,"PreFenton",,1722573.33333333
"SW",380.0987,"PreFenton",,2203864
"SW",380.1198,"PostFenton",,4028552.66666667
"SW",380.1463,"PreFenton",,1908624
"SW",380.1497,"PreFenton",1915363.66666667,
"SW",380.1562,"PostFenton",3879080,2809320
"SW",380.1562,"PreFenton",3706853.33333333,2434622
"SW",380.1827,"PostFenton",2302383,
"SW",380.1827,"PreFenton",3585686.66666667,2694725.33333333
"SW",381.0099,"PostFenton",,2427598
"SW",381.0099,"PreFenton",,2769200.33333333
"SW",381.0252,"PreFenton",,2340490
"SW",381.0463,"PostFenton",,8304855.33333333
"SW",381.0463,"PreFenton",,11605648
