soil,Forest,Treatment,Mass,Class,intensity
Soil_1,HW,PreFenton,435.2024,Lignin,11151345
Soil_1,HW,PreFenton,435.2388,Lipid,5611501
Soil_1,HW,PreFenton,437.0725,Lignin,10616648
Soil_1,HW,PreFenton,437.1089,Lignin,11949893
Soil_1,HW,PreFenton,437.1453,Lignin,14366529
Soil_1,HW,PreFenton,437.1664,AminoSugar,2185535
Soil_1,HW,PreFenton,437.1817,Lignin,11964222
Soil_1,HW,PreFenton,437.2181,Lignin,8458043
Soil_1,HW,PreFenton,437.2545,Lipid,2679607
Soil_1,HW,PreFenton,439.0518,Tannin,7050895
Soil_1,HW,PreFenton,439.0882,Lignin,9803403
Soil_1,HW,PreFenton,439.1246,Lignin,10725000
Soil_1,HW,PreFenton,439.1457,Carb,6170246
Soil_1,HW,PreFenton,439.161,Lignin,10823301
Soil_1,HW,PreFenton,439.2337,Protein,5433982
Soil_1,HW,PreFenton,441.0675,Tannin,7224781
Soil_1,HW,PreFenton,441.1038,Lignin,8218058
Soil_1,HW,PreFenton,441.125,Carb,3228104
Soil_1,HW,PreFenton,441.1402,Lignin,6967750
Soil_1,HW,PreFenton,441.1766,Lignin,10634691
Soil_1,HW,PreFenton,441.1919,Lignin,4085185
Soil_1,HW,PreFenton,441.213,Protein,6698431
Soil_1,HW,PreFenton,441.2283,Lignin,3283390
Soil_1,HW,PreFenton,441.2494,Protein,3800508
Soil_1,HW,PreFenton,443.0831,Tannin,5422346
Soil_1,HW,PreFenton,443.0984,Lignin,5742856
Soil_1,HW,PreFenton,443.1195,Lignin,7705862
Soil_1,HW,PreFenton,443.1348,Lignin,5681413
Soil_1,HW,PreFenton,443.1559,Lignin,5011715
Soil_1,HW,PreFenton,443.1711,Lignin,5371137
Soil_1,HW,PreFenton,443.1923,Protein,11214079
Soil_1,HW,PreFenton,443.2075,Lignin,5933310
Soil_1,HW,PreFenton,443.2439,Lignin,3743482
Soil_1,HW,PreFenton,444.1181,Carb,6532261
Soil_1,HW,PreFenton,445.0776,Lignin,6718537
Soil_1,HW,PreFenton,445.0988,Tannin,3486791
Soil_1,HW,PreFenton,445.114,Lignin,7543877
Soil_1,HW,PreFenton,445.1504,Lignin,7314498
Soil_1,HW,PreFenton,445.1715,AminoSugar,4190272
Soil_1,HW,PreFenton,445.1868,Lignin,8027198
Soil_1,HW,PreFenton,445.2079,Protein,16131132
Soil_1,HW,PreFenton,445.2232,Lignin,7134267
Soil_1,HW,PreFenton,445.2443,Protein,3523641
Soil_1,HW,PreFenton,445.2596,Lignin,3216439
Soil_1,HW,PreFenton,447.0569,Lignin,7084940
Soil_1,HW,PreFenton,447.0933,Lignin,8600456
Soil_1,HW,PreFenton,447.1144,Tannin,34313094
Soil_1,HW,PreFenton,447.1661,Lignin,10005377
Soil_1,HW,PreFenton,447.2024,Lignin,10017662
Soil_1,HW,PreFenton,447.2236,Protein,31478652
Soil_1,HW,PreFenton,447.2388,Lignin,6043514
Soil_1,HW,PreFenton,449.0725,Lignin,8374993
Soil_1,HW,PreFenton,449.1089,Lignin,11227853
Soil_1,HW,PreFenton,449.1301,Tannin,3247819
Soil_1,HW,PreFenton,449.1453,Lignin,9980618
Soil_1,HW,PreFenton,449.1817,Lignin,11031239
Soil_1,HW,PreFenton,449.2181,Lignin,9069251
Soil_1,HW,PreFenton,451.0518,Tannin,7141921
Soil_1,HW,PreFenton,451.0882,Lignin,9122334
Soil_1,HW,PreFenton,451.1246,Lignin,11729435
Soil_1,HW,PreFenton,451.2337,Protein,5948945
Soil_1,HW,PreFenton,453.0675,Tannin,7592313
Soil_1,HW,PreFenton,453.1038,Lignin,8333686
Soil_1,HW,PreFenton,453.125,Carb,6397300
Soil_1,HW,PreFenton,453.1402,Lignin,8968563
Soil_1,HW,PreFenton,453.1766,Lignin,8620400
Soil_1,HW,PreFenton,453.213,Lignin,7586157
Soil_1,HW,PreFenton,453.2494,Protein,4021610
Soil_1,HW,PreFenton,455.0467,Tannin,4076768
Soil_1,HW,PreFenton,455.0831,Tannin,6672606
Soil_1,HW,PreFenton,455.1195,Lignin,7071963
Soil_1,HW,PreFenton,455.1406,Carb,17023193
Soil_1,HW,PreFenton,455.1559,Lignin,5778648
Soil_1,HW,PreFenton,455.1923,Lignin,6443222
Soil_1,HW,PreFenton,455.2075,Lignin,3359957
Soil_1,HW,PreFenton,455.2287,Protein,4681939
Soil_1,HW,PreFenton,457.1715,Lignin,4739150
Soil_1,HW,PreFenton,457.1868,Lignin,5177421
Soil_1,HW,PreFenton,457.2079,Protein,5022796
Soil_1,HW,PreFenton,457.2232,Lignin,5184587
Soil_1,HW,PreFenton,457.2443,Protein,2814537
Soil_1,HW,PreFenton,459.1144,Tannin,3715034
Soil_1,HW,PreFenton,459.1297,Lignin,6179801
Soil_1,HW,PreFenton,459.1508,Lignin,3226584
Soil_1,HW,PreFenton,459.1661,Lignin,6416343
Soil_1,HW,PreFenton,459.1872,Protein,5095382
Soil_1,HW,PreFenton,459.2236,Protein,7585748
Soil_1,HW,PreFenton,459.2388,Lignin,6137811
Soil_1,HW,PreFenton,461.0725,Lignin,6727545
Soil_1,HW,PreFenton,461.1089,Lignin,7606135
Soil_1,HW,PreFenton,461.1301,Tannin,4956022
Soil_1,HW,PreFenton,461.1453,Lignin,7497590
Soil_1,HW,PreFenton,461.1817,Lignin,8376180
Soil_1,HW,PreFenton,461.2028,Protein,10983283
Soil_1,HW,PreFenton,461.2181,Lignin,8456051
Soil_1,HW,PreFenton,461.2392,Protein,6666098
Soil_1,HW,PreFenton,463.0518,Tannin,6487851
Soil_1,HW,PreFenton,463.0882,Lignin,7431978
Soil_1,HW,PreFenton,463.1246,Lignin,7874345
Soil_1,HW,PreFenton,463.161,Lignin,8855336
Soil_1,HW,PreFenton,463.2185,Protein,51621670
Soil_1,HW,PreFenton,463.2337,Lignin,7223077
Soil_1,HW,PreFenton,463.2701,Lipid,3064612
Soil_1,HW,PreFenton,465.125,Tannin,3817199
Soil_1,HW,PreFenton,465.1402,Lignin,8496879
Soil_1,HW,PreFenton,465.1766,Lignin,8529646
Soil_1,HW,PreFenton,465.213,Lignin,8476397
Soil_1,HW,PreFenton,465.2494,Protein,4746988
Soil_1,HW,PreFenton,467.0467,Tannin,4207304
Soil_1,HW,PreFenton,467.0831,Tannin,7435976
Soil_1,HW,PreFenton,467.1195,Lignin,7438023
Soil_1,HW,PreFenton,467.1406,Carb,4963015
Soil_1,HW,PreFenton,467.1559,Lignin,8408775
Soil_1,HW,PreFenton,467.1923,Lignin,6861510
Soil_1,HW,PreFenton,467.265,Protein,3432133
Soil_1,HW,PreFenton,469.0624,Tannin,4613808
Soil_1,HW,PreFenton,469.0988,Tannin,5875376
Soil_1,HW,PreFenton,469.1199,Carb,2341552
Soil_1,HW,PreFenton,469.1351,Lignin,5795504
Soil_1,HW,PreFenton,469.1563,Carb,4136624
Soil_1,HW,PreFenton,469.1715,Lignin,6091440
Soil_1,HW,PreFenton,469.2079,Lignin,5361327
Soil_1,HW,PreFenton,469.2232,Lignin,3047087
Soil_1,HW,PreFenton,469.2443,Protein,3637935
Soil_1,HW,PreFenton,471.078,Tannin,3730088
Soil_1,HW,PreFenton,471.1144,Tannin,4512424
Soil_1,HW,PreFenton,471.1355,Carb,8904360
Soil_1,HW,PreFenton,471.1508,Lignin,3775144
Soil_1,HW,PreFenton,471.1661,Lignin,3570344
Soil_1,HW,PreFenton,471.1719,Carb,3211944
Soil_1,HW,PreFenton,471.1872,Lignin,4070056
Soil_1,HW,PreFenton,471.2024,Lignin,4993704
Soil_1,HW,PreFenton,471.2236,Protein,3433640
Soil_1,HW,PreFenton,471.2388,Lignin,4837032
Soil_1,HW,PreFenton,471.26,Protein,2797224
Soil_1,HW,PreFenton,473.1817,Lignin,5994158
Soil_1,HW,PreFenton,473.2028,Protein,3861166
Soil_1,HW,PreFenton,473.2181,Lignin,6336174
Soil_1,HW,PreFenton,473.2545,Lignin,5198511
Soil_1,HW,PreFenton,474.1729,AminoSugar,2922166
Soil_1,HW,PreFenton,475.0882,Lignin,6086335
Soil_1,HW,PreFenton,475.1246,Lignin,6432448
Soil_1,HW,PreFenton,475.161,Lignin,6473408
Soil_1,HW,PreFenton,475.1974,Lignin,8400577
Soil_1,HW,PreFenton,475.2185,Protein,5355201
Soil_1,HW,PreFenton,475.2337,Lignin,7663297
Soil_1,HW,PreFenton,475.2701,Lignin,4572866
Soil_1,HW,PreFenton,477.0675,Lignin,6821596
Soil_1,HW,PreFenton,477.125,Tannin,4931293
Soil_1,HW,PreFenton,477.1726,AminoSugar,2535133
Soil_1,HW,PreFenton,477.1766,Lignin,7988958
Soil_1,HW,PreFenton,477.213,Lignin,9234142
Soil_1,HW,PreFenton,477.2341,Protein,9047775
Soil_1,HW,PreFenton,477.2494,Lignin,5832415
Soil_1,HW,PreFenton,477.2858,Lipid,3606239
Soil_1,HW,PreFenton,479.0467,Tannin,4403969
Soil_1,HW,PreFenton,479.0831,Lignin,6604546
Soil_1,HW,PreFenton,479.1195,Lignin,7309059
Soil_1,HW,PreFenton,479.1559,Lignin,7720707
Soil_1,HW,PreFenton,479.1923,Lignin,7405316
Soil_1,HW,PreFenton,479.2287,Lignin,7018245
Soil_1,HW,PreFenton,479.265,Protein,4035334
Soil_1,HW,PreFenton,481.0624,Tannin,5041967
Soil_1,HW,PreFenton,481.0988,Lignin,6418224
Soil_1,HW,PreFenton,481.1715,Lignin,6704946
Soil_1,HW,PreFenton,481.2079,Lignin,6393650
Soil_1,HW,PreFenton,481.2443,Protein,4466483
Soil_1,HW,PreFenton,481.2807,Protein,2649908
Soil_1,HW,PreFenton,483.078,Tannin,5377891
Soil_1,HW,PreFenton,483.1144,Lignin,4591460
Soil_1,HW,PreFenton,483.1508,Lignin,5354341
Soil_1,HW,PreFenton,483.1872,Lignin,4817766
Soil_1,HW,PreFenton,483.2236,Protein,4379495
Soil_1,HW,PreFenton,485.0937,Tannin,4077468
Soil_1,HW,PreFenton,485.1301,Lignin,3306397
Soil_1,HW,PreFenton,485.1512,Carb,16080798
Soil_1,HW,PreFenton,485.1817,Lignin,4518815
Soil_1,HW,PreFenton,485.2028,Lignin,3575711
Soil_1,HW,PreFenton,485.2181,Lignin,4849568
Soil_1,HW,PreFenton,485.2392,Protein,3092385
Soil_1,HW,PreFenton,485.2545,Lignin,4626337
Soil_1,HW,PreFenton,487.161,Lignin,4856794
Soil_1,HW,PreFenton,487.1821,Lignin,2738651
Soil_1,HW,PreFenton,487.2185,Protein,1946588
Soil_1,HW,PreFenton,487.2337,Lignin,6698973
Soil_1,HW,PreFenton,487.2701,Lignin,4980702
Soil_1,HW,PreFenton,489.1766,Lignin,5808153
Soil_1,HW,PreFenton,489.1977,Protein,2470425
Soil_1,HW,PreFenton,489.213,Lignin,6203418
Soil_1,HW,PreFenton,489.2494,Lignin,6639643
Soil_1,HW,PreFenton,489.2858,Lipid,3908636
Soil_1,HW,PreFenton,491.0831,Lignin,5449812
Soil_1,HW,PreFenton,491.1195,Lignin,5548117
Soil_1,HW,PreFenton,491.1559,Lignin,6441046
Soil_1,HW,PreFenton,491.1923,Lignin,6891607
Soil_1,HW,PreFenton,491.2134,Protein,2200152
Soil_1,HW,PreFenton,491.265,Lignin,5555289
Soil_1,HW,PreFenton,492.1835,AminoSugar,3034230
Soil_1,HW,PreFenton,493.2079,Lignin,6224020
Soil_1,HW,PreFenton,493.229,Protein,2961557
Soil_1,HW,PreFenton,493.2443,Lignin,5431446
Soil_1,HW,PreFenton,493.2807,Lipid,2775703
Soil_1,HW,PreFenton,495.078,Tannin,5411019
Soil_1,HW,PreFenton,495.1144,Lignin,5660876
Soil_1,HW,PreFenton,495.1508,Lignin,5767373
Soil_1,HW,PreFenton,495.1719,Carb,11968717
Soil_1,HW,PreFenton,495.1872,Lignin,5326030
Soil_1,HW,PreFenton,495.2236,Lignin,5219535
Soil_1,HW,PreFenton,495.26,Protein,3428560
Soil_1,HW,PreFenton,497.0937,Tannin,4296961
Soil_1,HW,PreFenton,497.1148,Tannin,3923202
Soil_1,HW,PreFenton,497.1512,Carb,2581763
Soil_1,HW,PreFenton,497.1664,Lignin,4627715
Soil_1,HW,PreFenton,497.2392,Protein,3903749
Soil_1,HW,PreFenton,497.2756,Protein,2405638
Soil_1,HW,PreFenton,499.1305,Carb,5208371
Soil_1,HW,PreFenton,499.1668,Carb,5347635
Soil_1,HW,PreFenton,499.1821,Lignin,3111220
Soil_1,HW,PreFenton,499.2185,Protein,2434357
Soil_1,HW,PreFenton,499.2337,Lignin,4857141
Soil_1,HW,PreFenton,499.2549,Protein,2456885
Soil_1,HW,PreFenton,501.1461,Carb,6580572
Soil_1,HW,PreFenton,501.1766,Lignin,3748189
Soil_1,HW,PreFenton,501.213,Lignin,5311837
Soil_1,HW,PreFenton,501.2494,Lignin,5964126
Soil_1,HW,PreFenton,501.2858,Lignin,4586847
Soil_1,HW,PreFenton,503.1559,Lignin,4155772
Soil_1,HW,PreFenton,503.1923,Lignin,5388669
Soil_1,HW,PreFenton,503.265,Lignin,6420862
Soil_1,HW,PreFenton,505.1715,Lignin,5239187
Soil_1,HW,PreFenton,505.2079,Lignin,6730131
Soil_1,HW,PreFenton,505.2443,Lignin,6875539
Soil_1,HW,PreFenton,505.2807,Lipid,4137364
Soil_1,HW,PreFenton,507.078,Lignin,3414429
Soil_1,HW,PreFenton,507.1144,Lignin,4683165
Soil_1,HW,PreFenton,507.1508,Lignin,5472669
Soil_1,HW,PreFenton,507.1872,Lignin,6220189
Soil_1,HW,PreFenton,507.2236,Lignin,6070685
Soil_1,HW,PreFenton,509.0937,Lignin,3867035
Soil_1,HW,PreFenton,509.1512,Carb,7250330
Soil_1,HW,PreFenton,509.1664,Lignin,4721050
Soil_1,HW,PreFenton,509.2028,Lignin,5357978
Soil_1,HW,PreFenton,509.2392,Lignin,4551066
Soil_1,HW,PreFenton,509.2756,Protein,3027354
Soil_1,HW,PreFenton,511.1457,Lignin,3544457
Soil_1,HW,PreFenton,511.1821,Lignin,3317129
Soil_1,HW,PreFenton,511.2185,Lignin,3725704
Soil_1,HW,PreFenton,513.1461,Carb,7915880
Soil_1,HW,PreFenton,513.1825,Carb,2210663
Soil_1,HW,PreFenton,513.2494,Lignin,3278182
Soil_1,HW,PreFenton,513.2705,Protein,2555749
Soil_1,HW,PreFenton,515.1618,Carb,4519220
Soil_1,HW,PreFenton,515.1923,Lignin,4963635
Soil_1,HW,PreFenton,515.2134,Protein,1956147
Soil_1,HW,PreFenton,515.2287,Lignin,5485874
Soil_1,HW,PreFenton,515.265,Lignin,5029169
Soil_1,HW,PreFenton,517.141,Carb,4365551
Soil_1,HW,PreFenton,517.1715,Lignin,4207853
Soil_1,HW,PreFenton,517.2079,Lignin,5398764
Soil_1,HW,PreFenton,517.2443,Lignin,6899947
Soil_1,HW,PreFenton,517.2807,Lignin,5414121
Soil_1,HW,PreFenton,519.1872,Lignin,4742290
Soil_1,HW,PreFenton,519.2963,Lipid,3832973
Soil_1,HW,PreFenton,521.1301,Lignin,3488808
Soil_1,HW,PreFenton,521.1664,Lignin,4509734
Soil_1,HW,PreFenton,521.2028,Lignin,4951076
Soil_1,HW,PreFenton,521.2392,Lignin,5240866
Soil_1,HW,PreFenton,521.2756,Protein,4446240
Soil_1,HW,PreFenton,523.1093,Lignin,3437483
Soil_1,HW,PreFenton,523.1821,Lignin,3973030
Soil_1,HW,PreFenton,523.2185,Lignin,4215716
Soil_1,HW,PreFenton,523.2549,Lignin,3558305
Soil_1,HW,PreFenton,525.1614,Lignin,3852056
Soil_1,HW,PreFenton,525.2705,Protein,2311952
Soil_1,HW,PreFenton,527.2498,Protein,2334322
Soil_1,HW,PreFenton,529.2443,Lignin,4549062
Soil_1,HW,PreFenton,529.2654,Protein,1967556
Soil_1,HW,PreFenton,529.2807,Lignin,3796418
Soil_1,HW,PreFenton,531.1872,Lignin,3335442
Soil_1,HW,PreFenton,531.2236,Lignin,5159182
Soil_1,HW,PreFenton,531.26,Lignin,5465355
Soil_1,HW,PreFenton,533.2756,Lignin,5061700
Soil_1,HW,PreFenton,533.312,Lipid,3456065
Soil_1,HW,PreFenton,535.1821,Lignin,4075391
Soil_1,HW,PreFenton,535.2185,Lignin,4628347
Soil_1,HW,PreFenton,535.2549,Lignin,5264248
Soil_1,HW,PreFenton,535.2913,Protein,3618676
Soil_1,HW,PreFenton,537.2341,Lignin,4174498
Soil_1,HW,PreFenton,537.2705,Protein,3666590
Soil_1,HW,PreFenton,539.2134,Lignin,3235270
Soil_1,HW,PreFenton,539.2498,Lignin,2976194
Soil_1,HW,PreFenton,539.2862,Protein,2064318
Soil_1,HW,PreFenton,541.1774,Carb,9435365
Soil_1,HW,PreFenton,543.1567,Carb,5347326
Soil_1,HW,PreFenton,543.2236,Lignin,2912246
Soil_1,HW,PreFenton,543.26,Lignin,3423217
Soil_1,HW,PreFenton,547.1821,Lignin,3046941
Soil_1,HW,PreFenton,547.2185,Lignin,3815961
Soil_1,HW,PreFenton,547.2549,Lignin,5199380
Soil_1,HW,PreFenton,547.2913,Lignin,4098576
Soil_1,HW,PreFenton,549.1614,Lignin,3216687
Soil_1,HW,PreFenton,549.2705,Lignin,4199714
Soil_1,HW,PreFenton,551.177,Lignin,3099708
Soil_1,HW,PreFenton,551.2134,Lignin,3188792
Soil_1,HW,PreFenton,551.2498,Lignin,3256371
Soil_1,HW,PreFenton,551.2862,Protein,3120175
Soil_1,HW,PreFenton,553.2654,Protein,2528066
Soil_1,HW,PreFenton,559.1516,Carb,4383894
Soil_1,HW,PreFenton,559.2549,Lignin,3790987
Soil_1,HW,PreFenton,561.2341,Lignin,3827632
Soil_1,HW,PreFenton,561.2705,Lignin,3431340
Soil_1,HW,PreFenton,563.2134,Lignin,3470046
Soil_1,HW,PreFenton,563.2498,Lignin,3700442
Soil_1,HW,PreFenton,563.2862,Lignin,2918102
Soil_1,HW,PreFenton,565.1927,Lignin,3025428
Soil_1,HW,PreFenton,571.188,Carb,2212339
Soil_1,HW,PreFenton,575.2498,Lignin,2663112
Soil_1,HW,PreFenton,587.1829,Carb,4401325
Soil_1,HW,PreFenton,603.1778,Carb,7522326
Soil_1,HW,PreFenton,608.2308,AminoSugar,8712248
Soil_1,HW,PreFenton,617.1935,Carb,4323483
Soil_1,HW,PreFenton,657.2248,Carb,4300733
Soil_1,HW,PreFenton,661.1833,Carb,4910939
Soil_1,HW,PreFenton,677.2146,Carb,3967390
Soil_10,SW,PostFenton,365.1453,AminoSugar,8235564
Soil_10,SW,PostFenton,365.1606,Lignin,12024368
Soil_10,SW,PostFenton,365.1242,Lignin,12302886
Soil_10,SW,PostFenton,368.1827,Protein,0
Soil_10,SW,PostFenton,365.0878,Lignin,7483931
Soil_10,SW,PostFenton,365.1089,Carb,11557409
Soil_10,SW,PostFenton,369.1191,Lignin,19078843
Soil_10,SW,PostFenton,369.1344,Lignin,0
Soil_10,SW,PostFenton,369.0463,Tannin,7818918
Soil_10,SW,PostFenton,369.0827,Lignin,13031089
Soil_10,SW,PostFenton,363.2388,Protein,0
Soil_10,SW,PostFenton,365.015,ConHC,2079749
Soil_10,SW,PostFenton,365.0514,Lignin,5371408
Soil_10,SW,PostFenton,367.1762,Lignin,11428995
Soil_10,SW,PostFenton,367.2126,Protein,3183757
Soil_10,SW,PostFenton,368.1463,Lignin,1692319
Soil_10,SW,PostFenton,381.0827,Lignin,10118042
Soil_10,SW,PostFenton,381.1191,Lignin,16358307
Soil_10,SW,PostFenton,381.1402,Carb,8866728
Soil_10,SW,PostFenton,381.1555,Lignin,18869164
Soil_10,SW,PostFenton,381.1766,AminoSugar,3421105
Soil_10,SW,PostFenton,381.1919,Protein,11353013
Soil_10,SW,PostFenton,381.2283,Lipid,0
Soil_10,SW,PostFenton,382.162,Lignin,0
Soil_10,SW,PostFenton,383.0256,Tannin,4265340
Soil_10,SW,PostFenton,383.062,Tannin,9774469
Soil_10,SW,PostFenton,383.0984,Lignin,15338893
Soil_10,SW,PostFenton,383.1195,Carb,27217299
Soil_10,SW,PostFenton,383.1348,Lignin,20442518
Soil_10,SW,PostFenton,383.2075,Protein,6884776
Soil_10,SW,PostFenton,383.2439,Lipid,0
Soil_10,SW,PostFenton,384.214,Protein,0
Soil_10,SW,PostFenton,365.1817,AminoSugar,2000951
Soil_10,SW,PostFenton,365.197,Protein,5509691
Soil_10,SW,PostFenton,366.1671,Lignin,0
Soil_10,SW,PostFenton,367.0307,Tannin,4690008
Soil_10,SW,PostFenton,367.0671,Lignin,7726179
Soil_10,SW,PostFenton,367.1035,Lignin,12362861
Soil_10,SW,PostFenton,367.1246,Carb,13063283
Soil_10,SW,PostFenton,367.1398,Lignin,16776312
Soil_10,SW,PostFenton,375.2388,Protein,0
Soil_10,SW,PostFenton,377.0514,Lignin,4059002
Soil_10,SW,PostFenton,377.0878,Lignin,6144900
Soil_10,SW,PostFenton,377.1242,Lignin,10866573
Soil_10,SW,PostFenton,377.1453,AminoSugar,17250195
Soil_10,SW,PostFenton,377.1606,Lignin,11788183
Soil_10,SW,PostFenton,377.1817,Protein,5457821
Soil_10,SW,PostFenton,377.197,Lignin,3219361
Soil_10,SW,PostFenton,377.2181,Protein,1506727
Soil_10,SW,PostFenton,379.0307,ConHC,3443081
Soil_10,SW,PostFenton,379.0671,Lignin,6514066
Soil_10,SW,PostFenton,379.1035,Lignin,10707356
Soil_10,SW,PostFenton,379.1246,Carb,12507553
Soil_10,SW,PostFenton,379.161,AminoSugar,9290155
Soil_10,SW,PostFenton,379.1762,Lignin,13707695
Soil_10,SW,PostFenton,379.2126,Lipid,1885368
Soil_10,SW,PostFenton,361.1868,Protein,3871128
Soil_10,SW,PostFenton,361.202,Lignin,0
Soil_10,SW,PostFenton,361.2232,Protein,0
Soil_10,SW,PostFenton,363.0358,ConHC,2529211
Soil_10,SW,PostFenton,363.0722,Lignin,4369350
Soil_10,SW,PostFenton,363.1449,Lignin,9062364
Soil_10,SW,PostFenton,363.1661,AminoSugar,7512034
Soil_10,SW,PostFenton,363.1813,Lignin,5820391
Soil_10,SW,PostFenton,363.2177,Lipid,0
Soil_10,SW,PostFenton,449.0725,Lignin,2725397
Soil_10,SW,PostFenton,449.1089,Lignin,3390481
Soil_10,SW,PostFenton,449.1301,Tannin,5459983
Soil_10,SW,PostFenton,449.1453,Lignin,5170190
Soil_10,SW,PostFenton,449.1817,Lignin,5717002
Soil_10,SW,PostFenton,449.2181,Lignin,2911751
Soil_10,SW,PostFenton,451.0518,Tannin,2492761
Soil_10,SW,PostFenton,451.0882,Lignin,4522837
Soil_10,SW,PostFenton,451.1246,Lignin,6112082
Soil_10,SW,PostFenton,451.2337,Protein,2167112
Soil_10,SW,PostFenton,453.0675,Tannin,3816103
Soil_10,SW,PostFenton,453.1038,Lignin,5543588
Soil_10,SW,PostFenton,453.125,Carb,19283618
Soil_10,SW,PostFenton,453.1402,Lignin,8103585
Soil_10,SW,PostFenton,453.1766,Lignin,7820958
Soil_10,SW,PostFenton,453.213,Lignin,4476571
Soil_10,SW,PostFenton,453.2494,Protein,1517720
Soil_10,SW,PostFenton,455.0467,Tannin,2792457
Soil_10,SW,PostFenton,455.0831,Tannin,5245446
Soil_10,SW,PostFenton,455.1195,Lignin,6776324
Soil_10,SW,PostFenton,455.1406,Carb,20405762
Soil_10,SW,PostFenton,455.1559,Lignin,9516545
Soil_10,SW,PostFenton,455.1923,Lignin,7212542
Soil_10,SW,PostFenton,455.2075,Lignin,0
Soil_10,SW,PostFenton,369.1555,Lignin,17288902
Soil_10,SW,PostFenton,369.1919,Protein,7655121
Soil_10,SW,PostFenton,369.2283,Protein,1504987
Soil_10,SW,PostFenton,370.162,Protein,3874794
Soil_10,SW,PostFenton,370.1984,Protein,0
Soil_10,SW,PostFenton,371.062,Tannin,10596590
Soil_10,SW,PostFenton,371.0984,Lignin,16146681
Soil_10,SW,PostFenton,371.1136,Lignin,1849597
Soil_10,SW,PostFenton,371.1348,Lignin,19955971
Soil_10,SW,PostFenton,371.15,Lignin,2273543
Soil_10,SW,PostFenton,371.1864,Lignin,0
Soil_10,SW,PostFenton,371.2075,Protein,3644184
Soil_10,SW,PostFenton,371.2439,Protein,0
Soil_10,SW,PostFenton,372.1412,Protein,3949091
Soil_10,SW,PostFenton,372.1776,Protein,4112942
Soil_10,SW,PostFenton,372.214,Protein,0
Soil_10,SW,PostFenton,373.0565,ConHC,2245927
Soil_10,SW,PostFenton,373.0929,Lignin,2850610
Soil_10,SW,PostFenton,373.114,Lignin,20677432
Soil_10,SW,PostFenton,373.1293,Lignin,4028220
Soil_10,SW,PostFenton,373.1504,Protein,17998658
Soil_10,SW,PostFenton,373.1657,Lignin,2809670
Soil_10,SW,PostFenton,373.2232,Protein,2146647
Soil_10,SW,PostFenton,374.1569,Protein,4440157
Soil_10,SW,PostFenton,375.0358,ConHC,2137938
Soil_10,SW,PostFenton,375.0722,Lignin,2933596
Soil_10,SW,PostFenton,375.0933,Tannin,12191074
Soil_10,SW,PostFenton,375.1297,AminoSugar,23643500
Soil_10,SW,PostFenton,375.1661,Protein,12385654
Soil_10,SW,PostFenton,375.1813,Lignin,3582330
Soil_10,SW,PostFenton,375.2024,Protein,5199232
Soil_10,SW,PostFenton,375.2177,Lignin,0
Soil_10,SW,PostFenton,347.1348,AminoSugar,8261132
Soil_10,SW,PostFenton,347.15,Lignin,4238864
Soil_10,SW,PostFenton,347.1711,Protein,4712982
Soil_10,SW,PostFenton,347.1864,Lignin,1959450
Soil_10,SW,PostFenton,347.2075,Protein,0
Soil_10,SW,PostFenton,347.2439,Protein,0
Soil_10,SW,PostFenton,349.0565,Lignin,2307595
Soil_10,SW,PostFenton,349.0929,Lignin,4513813
Soil_10,SW,PostFenton,349.1293,Lignin,6470687
Soil_10,SW,PostFenton,349.1657,Lignin,4662313
Soil_10,SW,PostFenton,349.1868,Protein,2099759
Soil_10,SW,PostFenton,351.0358,Tannin,3369512
Soil_10,SW,PostFenton,351.0569,Tannin,10715694
Soil_10,SW,PostFenton,351.0722,Lignin,5157426
Soil_10,SW,PostFenton,351.1449,Lignin,9028166
Soil_10,SW,PostFenton,351.1813,Lignin,4969041
Soil_10,SW,PostFenton,351.2177,Lipid,0
Soil_10,SW,PostFenton,353.0514,Tannin,5424220
Soil_10,SW,PostFenton,353.0878,Lignin,9444454
Soil_10,SW,PostFenton,353.1242,Lignin,12864625
Soil_10,SW,PostFenton,353.1606,Lignin,10024059
Soil_10,SW,PostFenton,353.197,Protein,3453061
Soil_10,SW,PostFenton,354.1671,Protein,0
Soil_10,SW,PostFenton,355.0307,Tannin,3557008
Soil_10,SW,PostFenton,355.0671,Tannin,9094811
Soil_10,SW,PostFenton,355.1035,Lignin,13958821
Soil_10,SW,PostFenton,355.1762,Protein,8613562
Soil_10,SW,PostFenton,355.2126,Protein,1701061
Soil_10,SW,PostFenton,356.1463,Protein,3784658
Soil_10,SW,PostFenton,356.1827,Protein,0
Soil_10,SW,PostFenton,357.0463,Tannin,6633688
Soil_10,SW,PostFenton,357.0616,ConHC,1491420
Soil_10,SW,PostFenton,357.0827,Tannin,11729122
Soil_10,SW,PostFenton,357.098,Lignin,1679591
Soil_10,SW,PostFenton,357.1191,Lignin,18157805
Soil_10,SW,PostFenton,357.1344,Lignin,2118897
Soil_10,SW,PostFenton,357.1555,Protein,13592823
Soil_10,SW,PostFenton,357.1919,Protein,4943106
Soil_10,SW,PostFenton,357.2283,Protein,0
Soil_10,SW,PostFenton,358.1256,AminoSugar,3257363
Soil_10,SW,PostFenton,358.162,Protein,3541021
Soil_10,SW,PostFenton,358.1984,Protein,4082216
Soil_10,SW,PostFenton,359.062,Tannin,8114981
