Mass,HC,OC,El_comp,NOSC,Class,KM_CH2,KMD_CH2,DBE,AI_0,C,H,O,N,S,P,Na
383.1746,2,2,CHOS,-0.875,Protein,383.752905540329,0.247094459670507,1,0,16,32,8,0,1,0,0
383.2228,1.33,1.33,CHO,-1,Lignin,383.801071697447,0.19892830255327,9,0.25,24,32,4,0,0,0,0
383.2803,1.82,1.82,CHO,-1.3636363636363633,Lipid,383.858477525931,0.141522474068665,3,0,22,40,5,0,0,0,0
385.081,1.69,1.69,CHOS,0.15384615384615374,Carb,385.657178834825,0.342821165174655,3,0,13,22,11,0,1,0,0
385.1449,1.67,1.67,CHONS,-0.8888888888888893,Lipid,385.720990502497,0.279009497503125,5,0,18,30,1,2,3,0,0
385.1538,2,2,CHOS,-0.666666666666667,AminoSugar,385.729910531179,0.27008946882097,1,0,15,30,9,0,1,0,0
385.1616,1.53,1.53,CHON,-0.23529411764705888,Protein,385.737691832795,0.262308167204537,6,0,17,26,8,2,0,0,0
385.1691,1.58,1.58,CHOS,-0.8421052631578947,Protein,385.745170972186,0.254829027813912,5,0,19,30,6,0,1,0,0
386.2126,1.12,1.12,CHON,-0.8461538461538458,UnsatHC,386.787533260057,0.212466739942897,13,0.456521739130435,26,29,2,1,0,0,0
386.2297,1.83,1.83,CHON,-0.666666666666667,Protein,386.804590192843,0.195409807156977,4,0,18,33,6,3,0,0,0
387.1117,1.41,1.41,CHOS,-0.35294117647058787,Lignin,387.685621547872,0.314378452128324,6,0,17,24,8,0,1,0,0
387.1484,1.56,1.56,CHOS,-0.666666666666667,Protein,387.722225907205,0.277774092794857,5,0,18,28,7,0,1,0,0
387.2752,1.9,1.9,CHO,-1.333333333333333,Lipid,387.84893676257,0.151063237429639,2,0,21,40,6,0,0,0,0
388.0935,2.21,2.21,CHONS,-1.1428571428571432,Lipid,388.666273097311,0.333726902689477,0,0,14,31,1,1,5,0,0
388.125,1.44,1.44,CHON,0,Lignin,388.697717946461,0.302282053538704,6,0,16,23,10,1,0,0,0
388.1919,1.08,1.08,CHON,-0.7199999999999998,UnsatHC,388.764618161578,0.235381838422029,13,0.452380952380952,25,27,3,1,0,0,0
388.2089,1.82,1.82,CHON,-0.47058823529411775,Protein,388.781614162477,0.218385837523101,4,0,17,31,7,3,0,0,0
389.1639,1.67,1.67,CHOS,-0.7777777777777777,Protein,389.735551796479,0.264448203521056,4,0,18,30,7,0,1,0,0
389.2909,2,2,CHO,-1.4285714285714288,Lipid,389.862323583731,0.13767641626896,1,0,21,42,6,0,0,0,0
390.1405,1.56,1.56,CHON,-0.125,AminoSugar,390.711041338527,0.28895866147343,5,0,16,25,10,1,0,0,0
390.2035,1.45,1.45,CHON,-0.5,Lignin,390.773937030128,0.226062969871577,8,0.125,20,29,5,3,0,0,0
390.2068,1.94,1.94,CHONS,-0.7058823529411766,Lipid,390.777194816959,0.222805183040805,3,0,17,33,5,3,1,0,0
391.1875,1.4,1.4,CHON,-0.5,Lignin,391.756798331602,0.24320166839783,8,0.0833333333333333,20,28,6,2,0,0,0
391.249,1.57,1.57,CHO,-1.1304347826086953,Lipid,391.818285431142,0.18171456885824,6,0.0555555555555556,23,36,5,0,0,0,0
391.2523,2,2,CHOS,-1.4000000000000004,Lipid,391.821624955606,0.178375044393533,1,0,20,40,5,0,1,0,0
392.1351,1.21,1.21,CHON,-0.21052631578947345,Lignin,392.70340127585,0.296598724149533,9,0.05,19,23,8,1,0,0,0
392.1562,1.69,1.69,CHON,-0.25,AminoSugar,392.724476605532,0.275523394468337,4,0,16,27,10,1,0,0,0
393.1224,1.62,1.62,CHOS,-0.375,AminoSugar,393.689567771478,0.310432228521677,4,0,16,26,9,0,1,0,0
393.1589,1.76,1.76,CHOS,-0.7058823529411766,Protein,393.72600870239,0.273991297609598,3,0,17,30,8,0,1,0,0
393.1953,1.89,1.89,CHOS,-1,Protein,393.762364576867,0.237635423132588,2,0,18,34,7,0,1,0,0
393.2317,2,2,CHOS,-1.2631578947368425,Protein,393.798716667696,0.201283332304001,1,0,19,38,6,0,1,0,0
393.2646,1.65,1.65,CHO,-1.2173913043478262,Lipid,393.8316714199,0.168328580100138,5,0,23,38,5,0,0,0,0
394.1653,1.93,1.93,CHONS,-0.2666666666666666,Protein,394.731343983729,0.268656016270825,3,0,15,29,7,3,1,0,0
395.1012,1.24,1.24,CHONP,-0.0588235294117645,Lignin,395.666224152024,0.333775847975687,9,0.0714285714285714,17,21,7,2,0,1,0
395.1018,1.6,1.6,CHOS,-0.13333333333333375,AminoSugar,395.666755058547,0.333244941453302,4,0,15,24,10,0,1,0,0
395.1381,1.75,1.75,CHOS,-0.5,AminoSugar,395.703083948038,0.296916051961944,3,0,16,28,9,0,1,0,0
395.1745,1.88,1.88,CHOS,-0.8235294117647056,Protein,395.739434091549,0.260565908451497,2,0,17,32,8,0,1,0,0
395.2109,2,2,CHOS,-1.1111111111111107,Protein,395.775756959993,0.224243040007423,1,0,18,36,7,0,1,0,0
397.1174,1.73,1.73,CHOS,-0.2666666666666666,AminoSugar,397.680134887524,0.319865112476407,3,0,15,26,10,0,1,0,0
397.1538,1.88,1.88,CHOS,-0.625,AminoSugar,397.716490247425,0.283509752575185,2,0,16,30,9,0,1,0,0
397.1715,1.88,1.88,CHO,-0.5,AminoSugar,397.734131526994,0.265868473005526,2,0,16,30,11,0,0,0,0
397.1902,2,2,CHOS,-0.9411764705882355,Protein,397.752841861513,0.247158138486668,1,0,17,34,8,0,1,0,0
397.2596,1.73,1.73,CHO,-1.1818181818181817,Lipid,397.822126910726,0.177873089273817,4,0,22,38,6,0,0,0,0
399.0966,1.71,1.71,CHOS,0,Carb,399.657163518614,0.342836481386314,3,0,14,24,11,0,1,0,0
399.1241,1.56,1.56,CHONS,-0.666666666666667,Lipid,399.684614166044,0.315385833955645,6,0,18,28,2,2,3,0,0
399.1427,1.93,1.93,CHOP,-0.5999999999999996,AminoSugar,399.703215372553,0.296784627447209,2,0,15,29,10,0,0,1,0
399.2752,1.82,1.82,CHO,-1.2727272727272725,Lipid,399.835514980491,0.164485019508959,3,0,22,40,6,0,0,0,0
400.1919,1.04,1.04,CHON,-0.6923076923076925,UnsatHC,400.751203871124,0.248796128875938,14,0.477272727272727,26,27,3,1,0,0,0
401.1123,1.86,1.86,CHOS,-0.14285714285714324,Carb,401.670596121929,0.329403878070593,2,0,14,26,11,0,1,0,0
401.13,1.86,1.86,CHO,0,Carb,401.68827302834,0.311726971659709,2,0,14,26,13,0,0,0,0
401.1487,2,2,CHOS,-0.5333333333333332,AminoSugar,401.706905533195,0.293094466805314,1,0,15,30,10,0,1,0,0
401.1737,1.63,1.63,CHOP,-0.8947368421052628,Protein,401.731850981081,0.268149018919473,5,0,19,31,7,0,0,1,0
402.2075,1.12,1.12,CHON,-0.7692307692307692,UnsatHC,402.764535980717,0.235464019282574,13,0.431818181818182,26,29,3,1,0,0,0
402.2439,1.22,1.22,CHON,-0.9629629629629628,UnsatHC,402.800892611925,0.199107388075447,12,0.395833333333333,27,33,2,1,0,0,0
403.0986,1.47,1.47,CHOSP,-0.5294117647058822,Lignin,403.654658223937,0.345341776063208,6,0,17,25,7,0,1,1,0
403.1067,1.41,1.41,CHOS,-0.23529411764705888,Lignin,403.662709224069,0.337290775931194,6,0,17,24,9,0,1,0,0
403.1432,1.56,1.56,CHOS,-0.5555555555555554,Protein,403.699165970634,0.300834029365774,5,0,18,28,8,0,1,0,0
403.1893,1.74,1.74,CHOP,-1,Protein,403.745253617896,0.254746382104486,4,0,19,33,7,0,0,1,0
403.2701,1.9,1.9,CHO,-1.2380952380952381,Protein,403.825982041716,0.174017958283628,2,0,21,40,7,0,0,0,0
403.3065,2,2,CHO,-1.4545454545454541,Lipid,403.862311097689,0.137688902311368,1,0,22,44,6,0,0,0,0
405.1223,1.53,1.53,CHOS,-0.35294117647058787,Protein,405.676104535738,0.323895464261739,5,0,17,26,9,0,1,0,0
405.1347,1.76,1.76,CHONS,-0.7058823529411766,Lipid,405.688446405957,0.31155359404255,4,0,17,30,3,2,3,0,0
405.1436,2.14,2.14,CHOS,-0.4285714285714288,Carb,405.697346789933,0.302653210067376,0,0,14,30,11,0,1,0,0
405.1589,1.67,1.67,CHOS,-0.666666666666667,Protein,405.712630205258,0.287369794742347,4,0,18,30,8,0,1,0,0
405.1953,1.79,1.79,CHOS,-0.9473684210526319,Protein,405.748964588608,0.251035411392252,3,0,19,34,7,0,1,0,0
405.2647,1.58,1.58,CHO,-1.166666666666667,Lipid,405.818313316637,0.181686683363239,6,0.0526315789473684,24,38,5,0,0,0,0
406.2347,1.57,1.57,CHON,-0.666666666666667,Lipid,406.787243108215,0.212756891784693,7,0.0384615384615385,21,33,5,3,0,0,0
407.1137,0.87,0.87,CHO,-0.2608695652173916,Lignin,407.665219988821,0.334780011178964,14,0.4375,23,20,7,0,0,0,0
407.138,1.65,1.65,CHOS,-0.47058823529411775,Protein,407.6895016915,0.310498308499746,4,0,17,28,9,0,1,0,0
407.1745,1.78,1.78,CHOS,-0.7777777777777777,Protein,407.726032009669,0.273967990330846,3,0,18,32,8,0,1,0,0
407.2109,1.89,1.89,CHOS,-1.0526315789473681,Protein,407.762355155581,0.237644844418924,2,0,19,36,7,0,1,0,0
407.265,2,2,CHO,-1.2000000000000002,Protein,407.816422216331,0.183577783668966,1,0,20,40,8,0,0,0,0
409.1174,1.62,1.62,CHOS,-0.25,AminoSugar,409.666727589253,0.333272410746588,4,0,16,26,10,0,1,0,0
409.1657,1.08,1.08,CHO,-0.583333333333333,Lignin,409.714931204498,0.285068795502184,12,0.333333333333333,24,26,6,0,0,0,0
409.1902,1.89,1.89,CHOS,-0.8888888888888893,Protein,409.739422796984,0.260577203015828,2,0,18,34,8,0,1,0,0
409.2079,1.89,1.89,CHO,-0.7777777777777777,AminoSugar,409.757088931123,0.242911068877049,2,0,18,34,10,0,0,0,0
409.2266,2,2,CHOS,-1.1578947368421053,Protein,409.775783680123,0.224216319876689,1,0,19,38,7,0,1,0,0
409.2596,1.65,1.65,CHO,-1.1304347826086953,Lipid,409.808734179505,0.191265820494834,5,0,23,38,6,0,0,0,0
410.1066,0.95,0.95,CHONS,-0.2727272727272725,Lignin,410.654862995032,0.345137004968024,13,0.433333333333333,22,21,5,1,1,0,0
410.1667,1.81,1.81,CHON,-0.25,AminoSugar,410.714810981747,0.28518901825322,3,0,16,29,11,1,0,0,0
410.2218,2.06,2.06,CHONS,-1,Protein,410.769876925888,0.230123074112157,1,0,18,37,7,1,1,0,0
410.2297,1.65,1.65,CHON,-0.5999999999999996,Protein,410.777769603002,0.222230396997645,6,0,20,33,6,3,0,0,0
411.1695,1.88,1.88,CHOS,-0.7058823529411766,Protein,411.716533698852,0.283466301147712,2,0,17,32,9,0,1,0,0
411.1871,1.88,1.88,CHO,-0.5882352941176467,AminoSugar,411.734091571659,0.26590842834122,2,0,17,32,11,0,0,0,0
411.2752,1.74,1.74,CHO,-1.2173913043478262,Lipid,411.82210532771,0.177894672290051,4,0,23,40,6,0,0,0,0
412.1041,0.9,0.9,CHON,0,Lignin,412.650107596602,0.349892403397689,13,0.375,21,19,8,1,0,0,0
412.1223,1.05,1.05,CHONS,-0.3636363636363633,Lignin,412.668227341316,0.33177265868369,12,0.366666666666667,22,23,5,1,1,0,0
412.2283,1.11,1.11,CHON,-0.8571428571428568,UnsatHC,412.77411254821,0.225887451789504,14,0.46,28,31,2,1,0,0,0
413.1123,1.73,1.73,CHOS,-0.13333333333333375,Carb,413.657176837059,0.342823162941443,3,0,15,26,11,0,1,0,0
413.122,1.8,1.8,CHOP,-0.33333333333333304,Carb,413.666882654009,0.333117345991241,3,0,15,27,11,0,0,1,0
413.1487,1.88,1.88,CHOS,-0.5,AminoSugar,413.693568656204,0.306431343796419,2,0,16,30,10,0,1,0,0
413.1663,1.88,1.88,CHO,-0.375,Carb,413.711149836289,0.288850163711174,2,0,16,30,12,0,0,0,0
414.2075,1.07,1.07,CHON,-0.7407407407407405,UnsatHC,414.751151429746,0.248848570253983,14,0.456521739130435,27,29,3,1,0,0,0
415.0915,1.71,1.71,CHOS,0.1428571428571428,Carb,415.634175168685,0.365824831314853,3,0,14,24,12,0,1,0,0
415.128,1.87,1.87,CHOS,-0.2666666666666666,Carb,415.670588130862,0.329411869137743,2,0,15,28,11,0,1,0,0
415.1456,1.87,1.87,CHO,-0.13333333333333375,Carb,415.688186458446,0.311813541553875,2,0,15,28,13,0,0,0,0
415.1644,2,2,CHOS,-0.625,AminoSugar,415.706951481831,0.293048518169371,1,0,16,32,10,0,1,0,0
416.2038,1.72,1.72,CHON,-0.33333333333333304,Protein,416.745219132635,0.254780867365014,5,0,18,31,8,3,0,0,0
417.1686,1.63,1.63,CHOP,-0.7894736842105265,Protein,417.708894262461,0.291105737539283,5,0,19,31,8,0,0,1,0
417.2646,1.52,1.52,CHO,-1.12,Lipid,417.804856038523,0.195143961477072,7,0.1,25,38,5,0,0,0,0
417.2858,1.91,1.91,CHO,-1.2727272727272725,Protein,417.825989200381,0.174010799619055,2,0,22,42,7,0,0,0,0
418.1984,1.38,1.38,CHON,-0.3809523809523814,Lignin,418.737570183068,0.262429816931842,9,0.125,21,29,6,3,0,0,0
419.1672,1.65,1.65,CHON,-0.117647058823529,AminoSugar,419.705330864877,0.294669135122547,5,0,17,28,10,2,0,0,0
419.2109,1.8,1.8,CHOS,-1,Protein,419.748957096982,0.251042903017719,3,0,20,36,7,0,1,0,0
419.3014,2,2,CHO,-1.3636363636363633,Protein,419.839351049457,0.160648950543134,1,0,22,44,7,0,0,0,0
420.1512,1.59,1.59,CHON,-0.117647058823529,AminoSugar,420.688187171934,0.311812828065797,5,0,17,27,11,1,0,0,0
421.0811,1.38,1.38,CHOS,0.125,Tannin,421.617026362411,0.38297363758943,6,0,16,22,11,0,1,0,0
421.1172,1.21,1.21,CHONP,-0.1578947368421053,Lignin,421.653088550037,0.346911449963443,10,0.166666666666667,19,23,7,2,0,1,0
421.1635,1.72,1.72,CHOP,-0.7222222222222223,Protein,421.699361268192,0.300638731807965,4,0,18,31,9,0,0,1,0
421.1902,1.79,1.79,CHOS,-0.8421052631578947,Protein,421.726050322531,0.273949677468977,3,0,19,34,8,0,1,0,0
421.2443,1.9,1.9,CHO,-1,Protein,421.780052872062,0.219947127937701,2,0,20,38,9,0,0,0,0
423.1694,1.78,1.78,CHOS,-0.666666666666667,Protein,423.703074458646,0.296925541354142,3,0,18,32,9,0,1,0,0
423.1791,1.83,1.83,CHOP,-0.833333333333333,Protein,423.712751141497,0.287248858503176,3,0,18,33,9,0,0,1,0
423.2058,1.89,1.89,CHOS,-0.9473684210526319,Protein,423.739443802915,0.260556197085407,2,0,19,36,8,0,1,0,0
423.2752,1.67,1.67,CHO,-1.166666666666667,Lipid,423.80869745865,0.191302541350126,5,0,24,40,6,0,0,0,0
424.209,1.55,1.55,CHON,-0.40000000000000036,Protein,424.741463687829,0.258536312171088,7,0,20,31,7,3,0,0,0
424.2257,1.64,1.64,CHONP,-1.0454545454545459,Lipid,424.758138797439,0.241861202561438,6,0,22,36,5,1,0,1,0
425.1122,1.62,1.62,CHOS,-0.125,AminoSugar,425.643672647099,0.356327352900507,4,0,16,26,11,0,1,0,0
425.1487,1.76,1.76,CHOS,-0.47058823529411775,AminoSugar,425.6801102484,0.319889751600385,3,0,17,30,10,0,1,0,0
425.1762,1.62,1.62,CHONS,-0.9523809523809526,Lipid,425.707601184128,0.292398815872275,6,0.0666666666666667,21,34,1,2,3,0,0
425.1851,1.89,1.89,CHOS,-0.7777777777777777,Protein,425.716501790078,0.283498209922186,2,0,18,34,9,0,1,0,0
425.2027,1.89,1.89,CHO,-0.666666666666667,AminoSugar,425.73405772061,0.265942279389549,2,0,18,34,11,0,0,0,0
425.3636,1.92,1.92,CHO,-1.615384615384615,Lipid,425.894801920447,0.105198079552565,2,0,26,50,4,0,0,0,0
426.1196,0.95,0.95,CHON,-0.09090909090909083,Lignin,426.649977741762,0.350022258238482,13,0.346153846153846,22,21,8,1,0,0,0
427.128,1.75,1.75,CHOS,-0.25,AminoSugar,427.657171842642,0.34282815735844,3,0,16,28,11,0,1,0,0
427.2701,1.74,1.74,CHO,-1.1304347826086953,Protein,427.799205569226,0.200794430774181,4,0,23,40,7,0,0,0,0
428.1172,1.05,1.05,CHONS,-0.2727272727272725,Lignin,428.645285605946,0.354714394053701,12,0.321428571428571,22,23,6,1,1,0,0
428.2402,1.75,1.75,CHON,-0.5999999999999996,Protein,428.768199158535,0.231800841465372,5,0,20,35,7,3,0,0,0
428.2595,1.21,1.21,CHON,-0.9655172413793105,UnsatHC,428.787471329287,0.212528670713084,13,0.403846153846154,29,35,2,1,0,0,0
429.2647,1.46,1.46,CHO,-1.0769230769230766,Lignin,429.791542171524,0.208457828476014,8,0.142857142857143,26,38,5,0,0,0,0
429.2858,1.83,1.83,CHO,-1.2173913043478262,Protein,429.812574682908,0.187425317092107,3,0,23,42,7,0,0,0,0
430.1041,2.06,2.06,CHONS,-1,Lipid,430.629955124187,0.370044875812823,1,0,16,33,2,1,5,0,0
430.1578,1,1,CHONP,-0.6538461538461542,UnsatHC,430.683680305206,0.316319694794174,15,0.523809523809524,26,26,3,1,0,1,0
430.2025,1.07,1.07,CHON,-0.666666666666667,Lignin,430.728307085507,0.271692914493315,14,0.431818181818182,27,29,4,1,0,0,0
430.2195,1.74,1.74,CHON,-0.4210526315789478,Protein,430.74522484054,0.254775159459598,5,0,19,33,8,3,0,0,0
430.2388,1.18,1.18,CHON,-0.8571428571428568,UnsatHC,430.764550736949,0.235449263050953,13,0.395833333333333,28,33,3,1,0,0,0
431.0962,1.79,1.79,CHOP,0.07142857142857162,Carb,431.620963667415,0.379036332584519,3,0,14,25,13,0,0,1,0
432.1197,2.19,2.19,CHONS,-1.125,Lipid,432.643313049079,0.356686950921301,0,0,16,35,2,1,5,0,0
432.1988,1.72,1.72,CHON,-0.22222222222222232,Protein,432.722324725312,0.277675274687908,5,0,18,31,9,3,0,0,0
433.2806,1.91,1.91,CHO,-1.1818181818181817,Protein,433.802986699605,0.197013300394929,2,0,22,42,8,0,0,0,0
433.3323,1.7,1.7,CHO,-1.4074074074074074,Lipid,433.854618982089,0.145381017910722,5,0.0434782608695652,27,46,4,0,0,0,0
434.1933,1.38,1.38,CHON,-0.2857142857142856,Lignin,434.714622620879,0.285377379121257,9,0.0454545454545455,21,29,7,3,0,0,0
435.1621,1.65,1.65,CHON,0,AminoSugar,435.682373313854,0.317626686145843,5,0,17,28,11,2,0,0,0
435.1694,1.68,1.68,CHOS,-0.6315789473684212,Protein,435.689605229605,0.31039477039451,4,0,19,32,9,0,1,0,0
435.2058,1.8,1.8,CHOS,-0.9000000000000004,Protein,435.72604699292,0.273953007079967,3,0,20,36,8,0,1,0,0
435.2235,1.8,1.8,CHO,-0.7999999999999998,Protein,435.743669793147,0.256330206853079,3,0,20,36,10,0,0,0,0
435.2752,1.6,1.6,CHO,-1.12,Lipid,435.795353268405,0.204646731595062,6,0,25,40,6,0,0,0,0
435.2962,2,2,CHO,-1.2727272727272725,Protein,435.816306096137,0.183693903863229,1,0,22,44,8,0,0,0,0
437.122,1.59,1.59,CHOP,-0.2941176470588234,AminoSugar,437.640064061935,0.359935938065121,5,0,17,27,11,0,0,1,0
437.1487,1.67,1.67,CHOS,-0.44444444444444464,AminoSugar,437.666707611586,0.333292388414407,4,0,18,30,10,0,1,0,0
437.1851,1.79,1.79,CHOS,-0.7368421052631575,Protein,437.703062971487,0.296937028513184,3,0,19,34,9,0,1,0,0
437.2028,1.79,1.79,CHO,-0.6315789473684212,AminoSugar,437.720741495137,0.279258504863094,3,0,19,34,11,0,0,0,0
437.2215,1.9,1.9,CHOS,-1,Protein,437.739423325805,0.260576674194965,2,0,20,38,8,0,1,0,0
437.2391,1.9,1.9,CHO,-0.9000000000000004,Protein,437.757066603141,0.242933396858518,2,0,20,38,10,0,0,0,0
439.1644,1.78,1.78,CHOS,-0.5555555555555554,AminoSugar,439.680146874124,0.319853125875738,3,0,18,32,10,0,1,0,0
439.182,1.78,1.78,CHO,-0.44444444444444464,AminoSugar,439.697765414407,0.302234585592828,3,0,18,32,12,0,0,0,0
439.2008,1.89,1.89,CHOS,-0.8421052631578947,Protein,439.716507894365,0.283492105634934,2,0,19,36,9,0,1,0,0
439.2126,1.23,1.23,CHO,-0.7692307692307692,Lignin,439.728318025658,0.271681974341561,11,0.25,26,32,6,0,0,0,0
439.2701,1.67,1.67,CHO,-1.083333333333333,Lipid,439.785766663431,0.214233336568668,5,0,24,40,7,0,0,0,0
440.1171,1,1,CHONS,-0.2608695652173916,Lignin,440.631838732868,0.368161267131882,13,0.366666666666667,23,23,6,1,1,0,0
440.2038,1.55,1.55,CHON,-0.2999999999999998,Protein,440.718438712177,0.281561287823251,7,0,20,31,8,3,0,0,0
441.2164,2,2,CHOS,-0.9473684210526319,Protein,441.729928844041,0.270071155959101,1,0,19,38,9,0,1,0,0
441.2647,1.41,1.41,CHO,-1.0370370370370372,Lignin,441.778084679363,0.221915320636583,9,0.181818181818182,27,38,5,0,0,0,0
441.2857,1.75,1.75,CHO,-1.166666666666667,Lipid,441.799141141247,0.200858858752895,4,0,24,42,7,0,0,0,0
442.1831,1.53,1.53,CHON,-0.10526315789473717,Protein,442.695537764546,0.304462235454082,7,0,19,29,9,3,0,0,0
442.2195,1.65,1.65,CHON,-0.40000000000000036,Protein,442.73187833146,0.268121668540402,6,0,20,33,8,3,0,0,0
442.2388,1.14,1.14,CHON,-0.8275862068965516,UnsatHC,442.75118514206,0.248814857939522,14,0.42,29,33,3,1,0,0,0
443.2803,1.48,1.48,CHO,-1.1111111111111107,Lignin,443.791493475959,0.208506524041354,8,0.136363636363636,27,40,5,0,0,0,0
444.1988,1.63,1.63,CHON,-0.21052631578947345,Protein,444.70893255299,0.291067447009766,6,0,19,31,9,3,0,0,0
445.1021,1.73,1.73,CHOS,0.1333333333333333,Carb,445.611276718263,0.388723281737214,3,0,15,26,13,0,1,0,0
445.1199,1.73,1.73,CHO,0.2666666666666666,Carb,445.628986920786,0.371013079213583,3,0,15,26,15,0,0,0,0
445.2807,1.83,1.83,CHO,-1.1304347826086953,Protein,445.789637336572,0.210362663428384,3,0,23,42,8,0,0,0,0
445.2959,1.56,1.56,CHO,-1.1851851851851851,Lipid,445.804867811077,0.195132188923139,7,0.0909090909090909,27,42,5,0,0,0,0
447.1177,1.87,1.87,CHOS,0,Carb,447.624634253978,0.3753657460216,2,0,15,28,13,0,1,0,0
447.2599,1.82,1.82,CHO,-1,Protein,447.766650443349,0.233349556651319,3,0,22,40,9,0,0,0,0
449.1947,1.75,1.75,CHOP,-0.8499999999999996,Protein,449.699276918039,0.300723081960541,4,0,20,35,9,0,0,1,0
449.2756,1.91,1.91,CHO,-1.0909090909090908,Protein,449.780056617875,0.219943382124995,2,0,22,42,9,0,0,0,0
449.2907,1.62,1.62,CHO,-1.1538461538461542,Lipid,449.795169723582,0.204830276418136,6,0,26,42,6,0,0,0,0
449.2909,1.62,1.62,CHO,-1.1538461538461542,Lipid,449.795411952804,0.204588047195841,6,0,26,42,6,0,0,0,0
450.1616,1.61,1.61,CHON,-0.11111111111111072,AminoSugar,450.665087280028,0.334912719972351,5,0,18,29,12,1,0,0,0
451.2104,1.85,1.85,CHOP,-0.9500000000000002,Protein,451.712686214076,0.287313785923629,3,0,20,37,9,0,0,1,0
451.2128,1.19,1.19,CHO,-0.7407407407407405,Lignin,451.715093523049,0.284906476951164,12,0.285714285714286,27,32,6,0,0,0,0
451.2184,1.8,1.8,CHO,-0.7000000000000002,AminoSugar,451.720739519324,0.279260480676442,3,0,20,36,11,0,0,0,0
451.2548,1.9,1.9,CHO,-0.9523809523809526,Protein,451.757085248965,0.242914751034903,2,0,21,40,10,0,0,0,0
453.18,1.79,1.79,CHOS,-0.6315789473684212,Protein,453.680094432746,0.319905567253784,3,0,19,34,10,0,1,0,0
453.1977,1.79,1.79,CHO,-0.5263157894736841,AminoSugar,453.69778465760203,0.302215342397972,3,0,19,34,12,0,0,0,0
453.2164,1.9,1.9,CHOS,-0.9000000000000004,Protein,453.716480543986,0.283519456014119,2,0,20,38,9,0,1,0,0
453.2857,1.68,1.68,CHO,-1.12,Lipid,453.785742832927,0.21425716707256,5,0,25,42,7,0,0,0,0
455.0863,1.5,1.5,CHOS,0.25,Carb,455.584284986401,0.415715013598572,5,0,16,24,13,0,1,0,0
455.1786,2,2,CHOS,-1.2999999999999998,Lipid,455.676491912231,0.323508087769198,1,0,20,40,3,0,4,0,0
455.1957,1.89,1.89,CHOS,-0.7368421052631575,Protein,455.693606114331,0.306393885669252,2,0,19,36,10,0,1,0,0
455.2803,1.43,1.43,CHO,-1.0714285714285712,Lignin,455.778055045822,0.221944954177502,9,0.173913043478261,28,40,5,0,0,0,0
455.3014,1.76,1.76,CHO,-1.2000000000000002,Lipid,455.799188088766,0.200811911233529,4,0,25,44,7,0,0,0,0
456.1988,1.55,1.55,CHON,-0.20000000000000018,Protein,456.695516122072,0.304483877927908,7,0,20,31,9,3,0,0,0
457.2806,1.75,1.75,CHO,-1.083333333333333,Protein,457.776188085199,0.22381191480099,4,0,24,42,8,0,0,0,0
457.296,1.5,1.5,CHO,-1.1428571428571432,Lipid,457.791480989916,0.208519010083762,8,0.130434782608696,28,42,5,0,0,0,0
459.2963,1.83,1.83,CHO,-1.166666666666667,Protein,459.789582397985,0.2104176020149,3,0,24,44,8,0,0,0,0
461.2756,1.83,1.83,CHO,-1.0434782608695654,Protein,461.766698514612,0.233301485388154,3,0,23,42,9,0,0,0,0
462.1302,2.18,2.18,CHONS,-1.0588235294117645,Lipid,462.620354427824,0.379645572176287,0,0,17,37,3,1,5,0,0
462.2093,1.74,1.74,CHON,-0.21052631578947345,Protein,462.699374665914,0.300625334085851,5,0,19,33,10,3,0,0,0
463.1035,0.8,0.8,CHO,-0.08000000000000007,Lignin,463.592521255619,0.407478744380739,16,0.4375,25,20,9,0,0,0,0
463.1127,0.44,0.44,CHO,-0.3888888888888893,ConHC,463.60175593257,0.398244067430312,29,0.8,36,16,1,0,0,0,0
463.2548,1.82,1.82,CHO,-0.9090909090909092,Protein,463.743713910497,0.256286089502964,3,0,22,40,10,0,0,0,0
463.3065,1.63,1.63,CHO,-1.1851851851851851,Lipid,463.795337868952,0.204662131047712,6,0,27,44,6,0,0,0,0
465.1191,0.88,0.88,CHO,-0.16000000000000014,Lignin,465.60590224996,0.394097750039577,15,0.375,25,22,9,0,0,0,0
465.1977,1.7,1.7,CHO,-0.5,AminoSugar,465.684410898763,0.315589101237435,4,0,20,34,12,0,0,0,0
465.2341,1.81,1.81,CHO,-0.7619047619047619,Protein,465.720751365057,0.279248634943258,3,0,21,38,11,0,0,0,0
465.2705,1.91,1.91,CHO,-1,Protein,465.75710156406,0.242898435939878,2,0,22,42,10,0,0,0,0
467.1958,1.8,1.8,CHOS,-0.7000000000000002,Protein,467.680286717799,0.319713282201008,3,0,20,36,10,0,1,0,0
467.2133,1.8,1.8,CHO,-0.5999999999999996,AminoSugar,467.69778715481,0.302212845189501,3,0,20,36,12,0,0,0,0
467.244,1.29,1.29,CHO,-0.8571428571428568,Lignin,467.728399601136,0.271600398864337,11,0.227272727272727,28,36,6,0,0,0,0
467.2497,1.9,1.9,CHO,-0.8571428571428568,Protein,467.734109052118,0.265890947881871,2,0,21,40,11,0,0,0,0
467.3015,1.69,1.69,CHO,-1.1538461538461542,Lipid,467.785826739132,0.21417326086771,5,0,26,44,7,0,0,0,0
