Mass,HC,OC,El_comp,NOSC,Class,KM_CH2,KMD_CH2,DBE,AI_0,C,H,O,N,S,P,Na
613.2655,1.27,1.27,CHO,-0.6060606060606064,Lignin,613.586883985853,0.413116014147022,13,0.0909090909090909,33,42,11,0,0,0,0
613.2866,1.53,1.53,CHO,-0.666666666666667,Protein,613.607995941258,0.392004058742145,8,0,30,46,13,0,0,0,0
613.323,1.61,1.61,CHO,-0.838709677419355,Protein,613.644355990362,0.355644009637786,7,0,31,50,12,0,0,0,0
615.2084,1.16,1.16,CHO,-0.32258064516129004,Lignin,615.527557090561,0.47244290943911,14,0.0555555555555556,31,36,13,0,0,0,0
615.2447,1.25,1.25,CHO,-0.5,Lignin,615.563873993452,0.43612600654842,13,0.05,32,40,12,0,0,0,0
615.2506,1.76,1.76,CHO,-0.40000000000000036,AminoSugar,615.569801912339,0.43019808766087,4,0,25,44,17,0,0,0,0
615.2659,1.52,1.52,CHO,-0.5517241379310347,Protein,615.585025349257,0.414974650742579,8,0,29,44,14,0,0,0,0
615.2811,1.33,1.33,CHO,-0.666666666666667,Lignin,615.600200885176,0.39979911482385,12,0.0454545454545455,33,44,11,0,0,0,0
615.3023,1.6,1.6,CHO,-0.7333333333333334,Protein,615.621403683477,0.378596316523385,7,0,30,48,13,0,0,0,0
615.3177,1.41,1.41,CHO,-0.8235294117647056,Lignin,615.636792480999,0.363207519000639,11,0.0416666666666667,34,48,10,0,0,0,0
615.3388,1.68,1.68,CHO,-0.903225806451613,Protein,615.657840951816,0.342159048184044,6,0,31,52,12,0,0,0,0
616.2473,1.96,1.96,CHONS,-1,Lipid,616.565319520416,0.434680479583903,2,0,26,51,7,1,4,0,0
617.1512,1.03,1.03,CHO,0,Lignin,617.468207220951,0.531792779049169,15,0,29,30,15,0,0,0,0
617.2241,1.23,1.23,CHO,-0.38709677419354804,Lignin,617.541053788894,0.458946211105513,13,0,31,38,13,0,0,0,0
617.2604,1.31,1.31,CHO,-0.5625,Lignin,617.577349215792,0.42265078420769,12,0,32,42,12,0,0,0,0
617.2816,1.59,1.59,CHO,-0.6206896551724137,Protein,617.598466276602,0.401533723397961,7,0,29,46,14,0,0,0,0
617.2969,1.39,1.39,CHO,-0.7272727272727275,Lignin,617.613727550012,0.386272449988496,11,0,33,46,11,0,0,0,0
617.3028,1.92,1.92,CHO,-0.6923076923076925,AminoSugar,617.619652593327,0.380347406673422,2,0,26,50,16,0,0,0,0
617.3181,1.67,1.67,CHO,-0.7999999999999998,Protein,617.634912867853,0.365087132147323,6,0,30,50,13,0,0,0,0
617.3334,1.47,1.47,CHO,-0.882352941176471,Lignin,617.650186793786,0.349813206214435,10,0,34,50,10,0,0,0,0
617.829,1,1,CHONS,0.8235294117647061,Lignin,618.145253380066,0.85474661993419,10,0,17,17,4,1,10,0,0
619.2396,1.29,1.29,CHO,-0.45161290322580605,Lignin,619.554284395791,0.445715604208544,12,0,31,40,13,0,0,0,0
619.2761,1.38,1.38,CHO,-0.625,Lignin,619.590740531928,0.409259468071696,11,0,32,44,12,0,0,0,0
619.3125,1.45,1.45,CHO,-0.7878787878787881,Lignin,619.627081907462,0.37291809253793,10,0,33,48,11,0,0,0,0
621.1826,1.17,1.17,CHO,-0.1379310344827589,Lignin,621.495127033208,0.504872966791936,13,0,29,34,15,0,0,0,0
621.2553,1.35,1.35,CHO,-0.516129032258065,Lignin,621.567772492629,0.432227507370726,11,0,31,42,13,0,0,0,0
621.2917,1.44,1.44,CHO,-0.6875,Lignin,621.604079406686,0.395920593313917,10,0,32,46,12,0,0,0,0
621.3281,1.52,1.52,CHO,-0.8484848484848486,Protein,621.640511181167,0.359488818833256,9,0,33,50,11,0,0,0,0
622.2102,1.54,1.54,CHON,0.16666666666666652,AminoSugar,622.521546309755,0.478453690244805,8,0,24,37,16,3,0,0,0
623.2349,1.24,1.24,CHONSP,-0.6363636363636367,Lignin,623.54515206475,0.454847935249632,15,0.282608695652174,33,41,6,2,1,1,0
623.271,1.42,1.42,CHO,-0.580645161290323,Lignin,623.58120903094,0.418790969059728,10,0,31,44,13,0,0,0,0
623.3074,1.5,1.5,CHO,-0.75,Protein,623.617588234318,0.38241176568215,9,0,32,48,12,0,0,0,0
623.344,1.58,1.58,CHO,-0.9090909090909092,Protein,623.654100276214,0.345899723785919,8,0,33,52,11,0,0,0,0
625.0954,0.9,0.9,CHONS,0.13793103448275845,Lignin,625.40352466966,0.596475330340127,18,0.333333333333333,29,26,10,2,2,0,0
625.2293,1.15,1.15,CHO,-0.42424242424242387,Lignin,625.537345077561,0.462654922438901,15,0.142857142857143,33,38,12,0,0,0,0
625.2503,1.4,1.4,CHO,-0.4666666666666668,Lignin,625.558263360576,0.441736639423993,10,0,30,42,14,0,0,0,0
625.2655,1.24,1.24,CHO,-0.5882352941176467,Lignin,625.573474689816,0.426525310183933,14,0.130434782608696,34,42,11,0,0,0,0
625.2867,1.48,1.48,CHO,-0.645161290322581,Lignin,625.594686533561,0.405313466438997,9,0,31,46,13,0,0,0,0
625.323,1.56,1.56,CHO,-0.8125,Protein,625.630893836745,0.369106163254628,8,0,32,50,12,0,0,0,0
625.3596,1.64,1.64,CHO,-0.9696969696969697,Protein,625.667424667163,0.332575332837337,7,0,33,54,11,0,0,0,0
627.1721,1.03,1.03,CHO,-0.12903225806451601,Lignin,627.477945763223,0.522054236776853,16,0.117647058823529,31,32,14,0,0,0,0
627.2086,1.12,1.12,CHO,-0.3125,Lignin,627.514395018163,0.485604981836786,15,0.105263157894737,32,36,13,0,0,0,0
627.2449,1.21,1.21,CHO,-0.4848484848484844,Lignin,627.550699435012,0.449300564988448,14,0.0952380952380952,33,40,12,0,0,0,0
627.2506,1.69,1.69,CHO,-0.384615384615385,AminoSugar,627.556376660114,0.443623339886017,5,0,26,44,17,0,0,0,0
627.2659,1.47,1.47,CHO,-0.5333333333333332,Lignin,627.571636030888,0.428363969111729,9,0,30,44,14,0,0,0,0
627.2813,1.29,1.29,CHO,-0.6470588235294121,Lignin,627.587033818362,0.412966181638353,13,0.0869565217391304,34,44,11,0,0,0,0
627.3024,1.55,1.55,CHO,-0.709677419354839,Protein,627.608061423614,0.39193857638611,8,0,31,48,13,0,0,0,0
627.3388,1.62,1.62,CHO,-0.875,Protein,627.644452965291,0.355547034709048,7,0,32,52,12,0,0,0,0
629.1513,1,1,CHO,0,Lignin,629.454919122765,0.545080877235023,16,0.0666666666666667,30,30,15,0,0,0,0
629.224,1.19,1.19,CHO,-0.375,Lignin,629.527517135225,0.472482864774747,14,0.0526315789473684,32,38,13,0,0,0,0
629.2606,1.27,1.27,CHO,-0.5454545454545459,Lignin,629.564083758964,0.435916241036352,13,0.0476190476190476,33,42,12,0,0,0,0
629.2663,1.77,1.77,CHO,-0.4615384615384617,AminoSugar,629.569774397643,0.430225602357382,4,0,26,46,17,0,0,0,0
629.2815,1.53,1.53,CHO,-0.5999999999999996,Protein,629.584945438586,0.415054561413854,8,0,30,46,14,0,0,0,0
629.2968,1.35,1.35,CHO,-0.7058823529411766,Lignin,629.600306600335,0.399693399665239,12,0.0434782608695652,34,46,11,0,0,0,0
629.3179,1.61,1.61,CHO,-0.774193548387097,Protein,629.621383991204,0.378616008796257,7,0,31,50,13,0,0,0,0
631.167,1.07,1.07,CHO,-0.06666666666666643,Lignin,631.468345066859,0.531654933141226,15,0,30,32,15,0,0,0,0
631.2761,1.33,1.33,CHO,-0.6060606060606064,Lignin,631.57736320016,0.422636799840234,12,0,33,44,12,0,0,0,0
631.3125,1.41,1.41,CHO,-0.7647058823529411,Lignin,631.613765840541,0.386234159458695,11,0,34,48,11,0,0,0,0
631.3336,1.68,1.68,CHO,-0.838709677419355,Protein,631.634769028644,0.365230971355686,6,0,31,52,13,0,0,0,0
633.1827,1.13,1.13,CHO,-0.13333333333333375,Lignin,633.48181762551,0.518182374489811,14,0,30,34,15,0,0,0,0
633.2554,1.31,1.31,CHO,-0.5,Lignin,633.554447388192,0.445552611807898,12,0,32,42,13,0,0,0,0
633.2917,1.39,1.39,CHO,-0.666666666666667,Lignin,633.590662619024,0.409337380976353,11,0,33,46,12,0,0,0,0
633.3282,1.47,1.47,CHO,-0.8235294117647056,Lignin,633.627146834882,0.37285316511759,10,0,34,50,11,0,0,0,0
634.2119,1.09,1.09,CHONS,-0.41176470588235325,Lignin,634.509838445094,0.490161554906081,17,0.282608695652174,34,37,9,1,1,0,0
635.2346,1.29,1.29,CHO,-0.38709677419354804,Lignin,635.531441105929,0.468558894070611,12,0,31,40,14,0,0,0,0
635.271,1.38,1.38,CHO,-0.5625,Lignin,635.56781815587,0.432181844129786,11,0,32,44,13,0,0,0,0
635.3075,1.45,1.45,CHO,-0.7272727272727275,Lignin,635.604216753152,0.395783246847714,10,0,33,48,12,0,0,0,0
635.3439,1.53,1.53,CHO,-0.882352941176471,Protein,635.640591091838,0.359408908161981,9,0,34,52,11,0,0,0,0
637.2115,1.87,1.87,CHOP,-0.3043478260869561,Carb,637.506185623665,0.493814376334967,3,0,23,43,18,0,0,1,0
637.2502,1.35,1.35,CHO,-0.45161290322580605,Lignin,637.54474851586,0.45525148413958,11,0,31,42,14,0,0,0,0
637.2866,1.44,1.44,CHO,-0.625,Lignin,637.581160384021,0.418839615978527,10,0,32,46,13,0,0,0,0
637.3231,1.52,1.52,CHO,-0.7878787878787881,Protein,637.617622719578,0.382377280421679,9,0,33,50,12,0,0,0,0
637.3596,1.59,1.59,CHO,-0.9411764705882355,Protein,637.65409028738,0.3459097126198,8,0,34,54,11,0,0,0,0
639.266,1.42,1.42,CHO,-0.516129032258065,Lignin,639.558351595275,0.441648404724788,10,0,31,44,14,0,0,0,0
639.3024,1.5,1.5,CHO,-0.6875,Protein,639.594713170451,0.405286829549254,9,0,32,48,13,0,0,0,0
639.339,1.47,1.47,CHONSP,-1.0277777777777777,UnsatHC,639.631285066074,0.368714933925958,12,0.196428571428571,36,53,4,2,1,1,0
641.2606,1.24,1.24,CHO,-0.5294117647058822,Lignin,641.550684451761,0.449315548239383,14,0.0909090909090909,34,42,12,0,0,0,0
641.2663,1.7,1.7,CHO,-0.44444444444444464,AminoSugar,641.556418042425,0.443581957574565,5,0,27,46,17,0,0,0,0
641.2814,1.48,1.48,CHO,-0.580645161290323,Lignin,641.571501181631,0.428498818369462,9,0,31,46,14,0,0,0,0
641.2819,1.48,1.48,CHO,-0.580645161290323,Lignin,641.57196066799,0.428039332009689,9,0,31,46,14,0,0,0,0
641.318,1.56,1.56,CHO,-0.75,Protein,641.608075296994,0.391924703005657,8,0,32,50,13,0,0,0,0
641.3544,1.64,1.64,CHO,-0.9090909090909092,Protein,641.644446306069,0.355553693930915,7,0,33,54,12,0,0,0,0
643.2763,1.29,1.29,CHO,-0.5882352941176467,Lignin,643.564118719882,0.435881280117542,13,0.0454545454545455,34,44,12,0,0,0,0
643.2818,1.78,1.78,CHO,-0.5185185185185182,AminoSugar,643.569652533869,0.430347466131025,4,0,27,48,17,0,0,0,0
643.2971,1.55,1.55,CHO,-0.645161290322581,Protein,643.584927125724,0.415072874275779,8,0,31,48,14,0,0,0,0
643.3126,1.37,1.37,CHO,-0.7428571428571429,Lignin,643.600433125565,0.399566874435436,12,0.0416666666666667,35,48,11,0,0,0,0
644.2076,0.74,0.74,CHON,-0.3809523809523814,ConHC,644.494469720371,0.505530279628829,28,0.614285714285714,42,31,6,1,0,0,0
645.2554,1.27,1.27,CHO,-0.4848484848484844,Lignin,645.541010503948,0.458989496052141,13,0,33,42,13,0,0,0,0
645.2612,1.77,1.77,CHO,-0.384615384615385,AminoSugar,645.546863544418,0.453136455582126,4,0,26,46,18,0,0,0,0
645.2919,1.35,1.35,CHO,-0.6470588235294121,Lignin,645.57747807175,0.422521928250262,12,0,34,46,12,0,0,0,0
645.3129,1.61,1.61,CHO,-0.709677419354839,Protein,645.598494578298,0.401505421702268,7,0,31,50,14,0,0,0,0
645.328,1.43,1.43,CHO,-0.7999999999999998,Lignin,645.613607684005,0.386392315995408,11,0,35,50,11,0,0,0,0
647.2348,1.25,1.25,CHO,-0.375,Lignin,647.518258556422,0.481741443577789,13,0,32,40,14,0,0,0,0
647.2405,1.76,1.76,CHO,-0.2400000000000002,Carb,647.523951192868,0.476048807132088,4,0,25,44,19,0,0,0,0
647.2711,1.33,1.33,CHO,-0.5454545454545459,Lignin,647.554477069299,0.445522930701031,12,0,33,44,13,0,0,0,0
647.3075,1.41,1.41,CHO,-0.7058823529411766,Lignin,647.590862395702,0.409137604298166,11,0,34,48,12,0,0,0,0
647.3285,1.68,1.68,CHO,-0.774193548387097,Protein,647.611862254193,0.388137745806944,6,0,31,52,14,0,0,0,0
647.3441,1.49,1.49,CHO,-0.8571428571428568,Lignin,647.627391561313,0.372608438686711,10,0,35,52,11,0,0,0,0
649.2505,1.31,1.31,CHO,-0.4375,Lignin,649.531657863625,0.468342136374758,12,0,32,42,14,0,0,0,0
649.2868,1.39,1.39,CHO,-0.6060606060606064,Lignin,649.567987252558,0.432012747441604,11,0,33,46,13,0,0,0,0
649.3231,1.47,1.47,CHO,-0.7647058823529411,Lignin,649.604221747569,0.395778252430773,10,0,34,50,12,0,0,0,0
649.3595,1.54,1.54,CHO,-0.9142857142857146,Protein,649.640601080672,0.3593989193281,9,0,35,54,11,0,0,0,0
651.2275,1.7,1.7,CHONSP,-0.666666666666667,Protein,651.506480294265,0.493519705734684,7,0,27,46,10,2,1,2,0
651.2661,1.38,1.38,CHO,-0.5,Lignin,651.545002232242,0.454997767758186,11,0,32,44,14,0,0,0,0
651.3025,1.45,1.45,CHO,-0.666666666666667,Lignin,651.581408202235,0.418591797764861,10,0,33,48,13,0,0,0,0
651.339,1.53,1.53,CHO,-0.8235294117647056,Protein,651.617830820284,0.382169179715561,9,0,34,52,12,0,0,0,0
652.1964,1.96,1.96,CHONSP,-0.5217391304347823,AminoSugar,652.474318389537,0.525681610462698,3,0,23,45,14,1,1,2,0
653.2816,1.44,1.44,CHO,-0.5625,Lignin,653.558331617607,0.44166838239255,10,0,32,46,14,0,0,0,0
653.3183,1.52,1.52,CHO,-0.7272727272727275,Protein,653.594930705056,0.405069294943928,9,0,33,50,13,0,0,0,0
657.2555,1.24,1.24,CHO,-0.47058823529411775,Lignin,657.52773938678,0.472260613220328,14,0.0476190476190476,34,42,13,0,0,0,0
657.2612,1.7,1.7,CHO,-0.37037037037037024,AminoSugar,657.533411795837,0.466588204163259,5,0,27,46,18,0,0,0,0
657.2918,1.31,1.31,CHO,-0.628571428571429,Lignin,657.564053792462,0.435946207537995,13,0.0434782608695652,35,46,12,0,0,0,0
657.3129,1.56,1.56,CHO,-0.6875,Protein,657.58513222978,0.414867770219757,8,0,32,50,14,0,0,0,0
659.2769,1.78,1.78,CHO,-0.44444444444444464,AminoSugar,659.546925558428,0.453074441571971,4,0,27,48,18,0,0,0,0
659.3075,1.37,1.37,CHO,-0.6857142857142859,Lignin,659.577498049417,0.4225019505825,12,0,35,48,12,0,0,0,0
659.3285,1.62,1.62,CHO,-0.75,Protein,659.598461044355,0.401538955645037,7,0,32,52,14,0,0,0,0
660.1938,1.06,1.06,CHONSP,-0.3235294117647056,Lignin,660.462791417902,0.537208582097833,19,0.409090909090909,34,36,7,3,1,1,0
661.2561,1.77,1.77,CHO,-0.3076923076923075,Carb,661.523902247582,0.476097752418241,4,0,26,46,19,0,0,0,0
661.323,1.43,1.43,CHO,-0.7428571428571429,Lignin,661.590742529695,0.409257470305079,11,0,35,50,12,0,0,0,0
661.3441,1.69,1.69,CHO,-0.8125,Protein,661.611763031777,0.388236968223396,6,0,32,54,14,0,0,0,0
663.2353,1.76,1.76,CHO,-0.16000000000000014,Carb,663.500914730057,0.499085269943293,4,0,25,44,20,0,0,0,0
663.2661,1.33,1.33,CHO,-0.4848484848484844,Lignin,663.531642880374,0.46835711962558,12,0,33,44,14,0,0,0,0
663.3026,1.41,1.41,CHO,-0.6470588235294121,Lignin,663.56807881687,0.431921183130498,11,0,34,48,13,0,0,0,0
663.3388,1.49,1.49,CHO,-0.7999999999999998,Lignin,663.604256708488,0.395743291512076,10,0,35,52,12,0,0,0,0
663.3599,1.75,1.75,CHO,-0.875,Protein,663.625353125707,0.374646874292807,5,0,32,56,14,0,0,0,0
665.3545,1.54,1.54,CHO,-0.8571428571428568,Protein,665.617727602334,0.382272397665588,9,0,35,54,12,0,0,0,0
667.2973,1.45,1.45,CHO,-0.6060606060606064,Lignin,667.558386556194,0.441613443806091,10,0,33,48,14,0,0,0,0
668.1731,1,1,CHON,0.19354838709677402,Lignin,668.433193646839,0.566806353161041,18,0.178571428571429,31,31,14,3,0,0,0
668.2521,1.65,1.65,CHON,0,AminoSugar,668.512097943108,0.487902056892153,7,0,26,43,17,3,0,0,0
669.3129,1.52,1.52,CHO,-0.666666666666667,Protein,669.571694299086,0.428305700914166,9,0,33,50,14,0,0,0,0
670.1888,1.06,1.06,CHON,0.12903225806451601,Lignin,670.446596283653,0.55340371634702,17,0.107142857142857,31,33,14,3,0,0,0
670.2565,1.67,1.67,CHON,-0.22222222222222232,AminoSugar,670.514282287038,0.485717712962355,6,0,27,45,18,1,0,0,0
671.1621,1,1,CHO,0,Lignin,671.418786180899,0.581213819100753,17,0.0625,32,32,16,0,0,0,0
671.2405,1.63,1.63,CHO,-0.22222222222222232,Carb,671.497141448047,0.502858551952954,6,0,27,44,19,0,0,0,0
671.2769,1.71,1.71,CHO,-0.4285714285714288,AminoSugar,671.533546228893,0.46645377110724,5,0,28,48,18,0,0,0,0
671.3076,1.33,1.33,CHO,-0.666666666666667,Lignin,671.56413869755,0.43586130244978,13,0.0416666666666667,36,48,12,0,0,0,0
671.8469,0.52,0.52,CHONS,1.4285714285714284,ConHC,672.102836510352,0.89716348964771,18,0.25,21,11,9,3,7,0,0
673.2562,1.7,1.7,CHO,-0.2962962962962967,Carb,673.510588955337,0.489411044662688,5,0,27,46,19,0,0,0,0
673.2867,1.31,1.31,CHO,-0.5714285714285712,Lignin,673.541063777728,0.458936222271518,13,0,35,46,13,0,0,0,0
675.2717,1.78,1.78,CHO,-0.37037037037037024,Carb,675.523847308995,0.4761526910047,4,0,27,48,19,0,0,0,0
675.3025,1.37,1.37,CHO,-0.628571428571429,Lignin,675.554622906274,0.445377093725938,12,0,35,48,13,0,0,0,0
676.7974,0.64,0.64,CHOS,0.7272727272727271,ConHC,677.047793754576,0.952206245424236,16,0.142857142857143,22,14,5,0,10,0,0
676.8036,1.2,1.2,CHOS,1.4666666666666668,Tannin,677.054016798102,0.945983201897889,7,2.6,15,18,10,0,10,0,0
676.8486,0.54,0.54,CHOS,0.5384615384615383,ConHC,677.098976539534,0.901023460466035,20,0.5,26,14,6,0,8,0,0
677.2455,1.27,1.27,CHO,-0.3636363636363633,Lignin,677.495428363031,0.504571636968763,13,0,33,42,15,0,0,0,0
677.2509,1.77,1.77,CHO,-0.23076923076923084,Carb,677.500849802636,0.499150197363747,4,0,26,46,20,0,0,0,0
679.3337,1.49,1.49,CHO,-0.7428571428571429,Lignin,679.581271688171,0.418728311828545,10,0,35,52,13,0,0,0,0
681.192,0.67,0.67,CHO,-0.3555555555555552,ConHC,681.437536649126,0.562463350874168,31,0.631578947368421,45,30,7,0,0,0,0
681.3495,1.54,1.54,CHO,-0.7999999999999998,Protein,681.594870772053,0.405129227947327,9,0,35,54,13,0,0,0,0
687.2296,1.18,1.18,CHO,-0.2941176470588234,Lignin,687.468395011028,0.531604988971594,15,0,34,40,15,0,0,0,0
687.272,1.71,1.71,CHO,-0.35714285714285676,AminoSugar,687.510710208682,0.48928979131756,5,0,28,48,19,0,0,0,0
687.3025,1.33,1.33,CHO,-0.6111111111111107,Lignin,687.541243576739,0.458756423261207,13,0,36,48,13,0,0,0,0
689.251,1.7,1.7,CHO,-0.22222222222222232,Carb,689.487539324706,0.512460675294165,5,0,27,46,20,0,0,0,0
691.2975,1.37,1.37,CHO,-0.5714285714285712,Lignin,691.531757751964,0.468242248035608,12,0,35,48,14,0,0,0,0
693.1735,0.89,0.89,CHONS,-0.2631578947368425,Lignin,693.405611384629,0.594388615370576,23,0.481481481481481,38,34,7,2,2,0,0
693.3132,1.43,1.43,CHO,-0.628571428571429,Lignin,693.545167048001,0.454832951998696,11,0,35,50,14,0,0,0,0
694.279,1.24,1.24,CHONP,-0.6216216216216219,Lignin,694.509898615927,0.490101384072887,16,0.2,37,46,10,1,0,1,0
695.2073,0.7,0.7,CHO,-0.3913043478260869,ConHC,695.437154576229,0.562845423771364,31,0.615384615384615,46,32,7,0,0,0,0
695.2078,0.7,0.7,CHO,-0.3913043478260869,ConHC,695.437681487217,0.562318512782554,31,0.615384615384615,46,32,7,0,0,0,0
695.2634,1.29,1.29,CHOSP,-0.8684210526315788,Lignin,695.493259359096,0.506740640903558,15,0.224137931034483,38,49,6,0,2,1,0
703.1212,1.33,1.33,CHO,0.6666666666666665,Tannin,703.342217012387,0.657782987613245,9,0,24,32,24,0,0,0,0
703.2667,1.71,1.71,CHO,-0.2857142857142856,Carb,703.487615810634,0.512384189365548,5,0,28,48,20,0,0,0,0
709.2235,0.72,0.72,CHO,-0.4255319148936172,ConHC,709.437756403472,0.562243596528106,31,0.6,47,34,7,0,0,0,0
710.2627,1.61,1.61,CHON,0,AminoSugar,710.475791029051,0.524208970948962,8,0,28,45,18,3,0,0,0
711.2026,0.7,0.7,CHO,-0.3478260869565215,ConHC,711.414661505982,0.585338494017719,31,0.605263157894737,46,32,8,0,0,0,0
715.1937,1.48,1.48,CHO,0.14814814814814836,Tannin,715.40124673987,0.598753260130138,8,0,27,40,22,0,0,0,0
717.1369,1.36,1.36,CHO,0.56,Tannin,717.342257443381,0.657742556619496,9,0,25,34,24,0,0,0,0
717.2461,1.64,1.64,CHO,-0.14285714285714324,Carb,717.45140079385,0.548599206150357,6,0,28,46,21,0,0,0,0
719.2615,1.71,1.71,CHO,-0.2142857142857144,Carb,719.464517916495,0.535482083505258,5,0,28,48,21,0,0,0,0
719.2621,1.71,1.71,CHO,-0.2142857142857144,Carb,719.465107257695,0.534892742304578,5,0,28,48,21,0,0,0,0
721.1316,1.42,1.42,CHO,0.6666666666666665,Tannin,721.332556858677,0.667443141322906,8,17,24,34,25,0,0,0,0
721.2411,1.7,1.7,CHO,-0.0740740740740744,Carb,721.44193994116,0.558060058839942,5,0,27,46,22,0,0,0,0
723.239,0.75,0.75,CHO,-0.45833333333333304,ConHC,723.437591587712,0.562408412287709,31,0.585365853658537,48,36,7,0,0,0,0
725.2185,1.03,1.03,CHONP,-0.4615384615384617,Lignin,725.414886254745,0.58511374525483,22,0.444444444444444,39,40,8,2,0,2,0
729.246,1.59,1.59,CHO,-0.1379310344827589,Carb,729.437879123431,0.56212087656877,7,0,29,46,21,0,0,0,0
731.1525,1.38,1.38,CHO,0.4615384615384617,Tannin,731.34220935428,0.657790645719615,9,0,26,36,24,0,0,0,0
731.2251,1.57,1.57,CHO,0,Carb,731.414734281772,0.585265718227902,7,0,28,44,22,0,0,0,0
731.2255,1.57,1.57,CHO,0,Carb,731.41520209216,0.584797907840084,7,0,28,44,22,0,0,0,0
733.2775,1.72,1.72,CHO,-0.2758620689655169,Carb,733.464855039639,0.535144960360867,5,0,29,50,21,0,0,0,0
735.1477,1.44,1.44,CHO,0.56,Tannin,735.332964260403,0.667035739596827,8,0,25,36,25,0,0,0,0
735.2565,1.71,1.71,CHO,-0.14285714285714324,Carb,735.441612806849,0.558387193150566,5,0,28,48,22,0,0,0,0
745.1684,0.53,0.53,CHONP,-0.2941176470588234,ConHC,745.342536655072,0.65746334492826,40,0.788888888888889,51,27,3,2,0,1,0
745.2773,1.67,1.67,CHO,-0.2666666666666666,Carb,745.451293413885,0.548706586114918,6,0,30,50,21,0,0,0,0
745.2778,1.67,1.67,CHO,-0.2666666666666666,Carb,745.45177787233,0.548222127670215,6,0,30,50,21,0,0,0,0
747.2567,1.66,1.66,CHO,-0.1379310344827589,Carb,747.428473209328,0.571526790671896,6,0,29,48,22,0,0,0,0
747.2929,1.73,1.73,CHO,-0.33333333333333304,Carb,747.464624464057,0.535375535943217,5,0,30,52,21,0,0,0,0
747.2934,1.09,1.09,CHONS,-0.6363636363636367,UnsatHC,747.465102263278,0.534897736721518,22,0.4,44,48,5,2,2,0,0
749.163,1.46,1.46,CHO,0.4615384615384617,Tannin,749.332639623301,0.667360376698866,8,0,26,38,25,0,0,0,0
749.1635,0.54,0.54,CHONP,-0.2599999999999998,ConHC,749.333139064997,0.666860935003342,39,0.779069767441861,50,27,4,2,0,1,0
749.2358,1.64,1.64,CHO,0,Carb,749.405367213134,0.594632786865759,6,0,28,46,23,0,0,0,0
757.2044,1.45,1.45,CHO,0.13793103448275845,Tannin,757.365090490724,0.634909509275758,9,0,29,42,23,0,0,0,0
758.2049,1.09,1.09,CHON,0.17647058823529393,Lignin,758.364473323486,0.635526676513791,18,0,34,37,17,3,0,0,0
759.2569,1.6,1.6,CHO,-0.13333333333333375,Carb,759.415238717885,0.584761282115437,7,0,30,48,22,0,0,0,0
761.2723,1.67,1.67,CHO,-0.20000000000000018,Carb,761.42841113586,0.571588864139699,6,0,30,50,22,0,0,0,0
763.1787,1.48,1.48,CHO,0.37037037037037024,Tannin,763.332704550721,0.667295449278527,8,0,27,40,25,0,0,0,0
763.2515,1.66,1.66,CHO,-0.068965517241379,Carb,763.40538164145,0.594618358550406,6,0,29,48,23,0,0,0,0
763.2881,1.73,1.73,CHO,-0.2666666666666666,Carb,763.441984890913,0.558015109087364,5,0,30,52,22,0,0,0,0
775.2885,0.83,0.83,CHOS,-0.6415094339622645,UnsatHC,775.428967656607,0.571032343393313,32,0.5625,53,44,4,0,1,0,0
777.2313,0.66,0.66,CHONP,-0.4339622641509431,ConHC,777.369575001492,0.630424998508261,38,0.712765957446808,53,35,3,2,0,1,0
779.2467,0.7,0.7,CHONP,-0.4716981132075473,ConHC,779.382755886193,0.617244113807033,37,0.691489361702128,53,37,3,2,0,1,0
781.2258,1.64,1.64,CHO,0.1428571428571428,Carb,781.359583075799,0.64041692420119,6,0,28,46,25,0,0,0,0
787.2152,1.47,1.47,CHO,0.1333333333333333,Tannin,787.342358187906,0.657641812094425,9,0,30,44,24,0,0,0,0
791.2469,0.69,0.69,CHONP,-0.4629629629629628,ConHC,791.369493426015,0.630506573985485,38,0.697916666666667,54,37,3,2,0,1,0
795.2418,1.66,1.66,CHO,0.06896551724137945,Carb,795.359945171028,0.640054828971984,6,0,29,48,25,0,0,0,0
809.2575,0.72,0.72,CHONP,-0.4629629629629628,ConHC,809.360014260463,0.639985739536996,37,0.670212765957447,54,39,4,2,0,1,0
811.3108,1.2,1.2,CHONSP,-0.7555555555555555,Lignin,811.411084789954,0.588915210045911,21,0.352941176470588,45,54,6,2,1,2,0
819.2052,0.61,0.61,CHONP,-0.3148148148148149,ConHC,819.296658416579,0.703341583420979,40,0.728260869565217,54,33,5,2,0,1,0
819.2423,0.75,0.75,CHOS,-0.4528301886792452,ConHC,819.333638506692,0.666361493307818,34,0.577777777777778,53,40,7,0,1,0,0
819.2784,0.73,0.73,CHONP,-0.5178571428571432,ConHC,819.369758130113,0.630241869886845,38,0.67,56,41,3,2,0,1,0
827.2681,0.85,0.85,CHOS,-0.5,Lignin,827.350476826713,0.64952317328698,31,0.511627906976744,52,44,8,0,1,0,0
841.2474,0.72,0.72,CHONP,-0.3888888888888893,ConHC,841.314234007674,0.685765992325969,37,0.655555555555556,54,39,6,2,0,1,0
853.2115,0.65,0.65,CHONP,-0.2777777777777777,ConHC,853.264953144258,0.735046855741984,39,0.693181818181818,54,35,7,2,0,1,0
861.2889,0.74,0.74,CHONP,-0.5,ConHC,861.333358819343,0.666641180657393,39,0.656862745098039,58,43,4,2,0,1,0
