C,H,N,O,S,P,,mass,,PosSW10.csv,PosSW11.csv,PosSW12.csv,Initial,InitialAvg,PosSW22.csv,PosSW23.csv,PosSW24.csv,,H/C,O/C,,m/z,DBE,DBE/C,DBE/H,DBE/O,CRAM,,AI,AI-mod,,PolyCyArom,Aromatic,HighUnsatLign,UnsatAliph-N,SatFatAcCarb,UnSatAlip+N,,KM,NKM,KMD
20,22,0,12,0,0,,453.1038488,,5543588,6437279,6926376,Yes,6302414.333,2444033,2977909,2423467,,1.1,0.6,,453.10385,10,0.5,0.454545455,0.833333333,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,453.20862,453,0.20862
16,22,0,13,0,0,,421.0987634,,7981833,5065291,6767175,Yes,6604766.333,2452285,2546940,2377831,,1.375,0.8125,,421.09876,6,0.375,0.272727273,0.461538462,O,,,-0.052631579,,----,----,HUnSatLig,----,----,----,,421.19614,421,0.19614
15,16,0,9,0,0,,339.072155,,5260890,5749012,6313308,Yes,5774403.333,2463695,2936697,2617866,,1.066666667,0.6,,339.07215,8,0.533333333,0.5,0.888888889,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,339.15056,339,0.15056
18,24,0,12,0,0,,431.1194988,,8501168,5912405,7313362,Yes,7242311.667,2508699,2654573,2340536,,1.333333333,0.666666667,,431.1195,7,0.388888889,0.291666667,0.583333333,O,,,0.083333333,,----,----,HUnSatLig,----,----,----,,431.21919,431,0.21919
24,32,0,13,0,0,,527.1770134,,3264758,3101844,3120203,Yes,3162268.333,2514774,2584908,2602702,,1.333333333,0.541666667,,527.17701,9,0.375,0.28125,0.692307692,O,,,0.142857143,,----,----,HUnSatLig,----,----,----,,527.29892,527,0.29892
24,34,0,21,0,0,,657.1519802,,3425550,2540011,3609236,Yes,3191599,2521550,2153597,1983562,,1.416666667,0.875,,657.15198,8,0.333333333,0.235294118,0.380952381,O,,,-0.185185185,,----,----,HUnSatLig,----,----,----,,657.30394,657,0.30394
22,32,0,19,0,0,,599.146501,,6219354,4100255,6376701,Yes,5565436.667,2525823,2917209,2820293,,1.454545455,0.863636364,,599.1465,7,0.318181818,0.21875,0.368421053,O,,,-0.2,,----,----,HUnSatLig,----,----,----,,599.28504,599,0.28504
16,22,0,14,0,0,,437.093678,,11197738,5086426,7736776,Yes,8006980,2539515,2599938,2605863,,1.375,0.875,,437.09368,6,0.375,0.272727273,0.428571429,O,,,-0.111111111,,----,----,HUnSatLig,----,----,----,,437.19475,437,0.19475
19,24,0,12,0,0,,443.1194988,,8315527,6764058,8176529,Yes,7752038,2588697,3396224,3225958,,1.263157895,0.631578947,,443.1195,8,0.421052632,0.333333333,0.666666667,O,,,0.153846154,,----,----,HUnSatLig,----,----,----,,443.22196,443,0.22196
17,24,0,12,0,0,,419.1194988,,8168315,5357216,5982860,Yes,6502797,2595157,2175255,2462855,,1.411764706,0.705882353,,419.1195,6,0.352941176,0.25,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,419.21641,419,0.21641
18,26,0,13,0,0,,449.1300634,,5459983,3467607,5133676,Yes,4687088.667,2595887,2131238,2360238,,1.444444444,0.722222222,,449.13006,6,0.333333333,0.230769231,0.461538462,O,,,-0.043478261,,----,----,HUnSatLig,----,----,----,,449.23392,449,0.23392
22,26,0,12,0,0,,481.1351488,,4647211,4854738,4931111,Yes,4811020,2608586,3280774,3249005,,1.181818182,0.545454545,,481.13515,10,0.454545455,0.384615385,0.833333333,CRAM,,,0.25,,----,----,HUnSatLig,----,----,----,,481.2464,481,0.2464
20,20,0,9,0,0,,403.103455,,3589873,6456515,5805225,Yes,5283871,2629119,4311062,3761594,,1,0.45,,403.10345,11,0.55,0.55,1.222222222,CRAM,,,0.419354839,,----,----,HUnSatLig,----,----,----,,403.19667,403,0.19667
16,18,0,11,0,0,,385.0776342,,12582755,11179822,12233750,Yes,11998775.67,2654221,3303034,3216066,,1.125,0.6875,,385.07763,8,0.5,0.444444444,0.727272727,O,,,0.238095238,,----,----,HUnSatLig,----,----,----,,385.16668,385,0.16668
15,20,0,11,0,0,,375.0932842,,12191074,8328180,9976241,Yes,10165165,2744106,2439570,2954817,,1.333333333,0.733333333,,375.09328,6,0.4,0.3,0.545454545,O,,,0.052631579,,----,----,HUnSatLig,----,----,----,,375.18002,375,0.18002
21,22,0,10,0,0,,433.1140196,,3211998,5691020,5182252,Yes,4695090,2748186,4290810,3660346,,1.047619048,0.476190476,,433.11402,11,0.523809524,0.5,1.1,CRAM,,,0.375,,----,----,HUnSatLig,----,----,----,,433.21417,433,0.21417
18,22,0,12,0,0,,429.1038488,,8370297,7830546,8448112,Yes,8216318.333,2789905,2995160,3035949,,1.222222222,0.666666667,,429.10385,8,0.444444444,0.363636364,0.666666667,O,,,0.166666667,,----,----,HUnSatLig,----,----,----,,429.20307,429,0.20307
22,24,0,11,0,0,,463.1245842,,3593817,4923946,4936184,Yes,4484649,2835647,3558380,2827513,,1.090909091,0.5,,463.12458,11,0.5,0.458333333,1,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,463.23167,463,0.23167
22,32,0,18,0,0,,583.1515864,,4201248,3887667,5529051,Yes,4539322,2836532,3381677,3156899,,1.454545455,0.818181818,,583.15159,7,0.318181818,0.21875,0.388888889,O,,,-0.153846154,,----,----,HUnSatLig,----,----,----,,583.28643,583,0.28643
19,22,0,12,0,0,,441.1038488,,7758695,7300873,8270927,Yes,7776831.667,2849470,3213056,2808318,,1.157894737,0.631578947,,441.10385,9,0.473684211,0.409090909,0.75,O,,,0.230769231,,----,----,HUnSatLig,----,----,----,,441.20585,441,0.20585
19,28,0,14,0,0,,479.140628,,3713241,2791392,3332590,Yes,3279074.333,2862527,2854636,2512694,,1.473684211,0.736842105,,479.14063,6,0.315789474,0.214285714,0.428571429,O,,,-0.083333333,,----,----,HUnSatLig,----,----,----,,479.25142,479,0.25142
14,18,0,8,0,0,,313.0928904,,3591693,2978112,2664631,Yes,3078145.333,2887971,2645104,3054818,,1.285714286,0.571428571,,313.09289,6,0.428571429,0.333333333,0.75,O,,,0.2,,----,----,HUnSatLig,----,----,----,,313.16529,313,0.16529
18,26,0,12,0,0,,433.1351488,,7831260,4424329,5988138,Yes,6081242.333,2906905,2565881,2536505,,1.444444444,0.666666667,,433.13515,6,0.333333333,0.230769231,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,433.2353,433,0.2353
19,20,0,11,0,0,,423.0932842,,6429312,8453597,8163821,Yes,7682243.333,2923279,3712716,3639347,,1.052631579,0.578947368,,423.09328,10,0.526315789,0.5,0.909090909,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,423.19112,423,0.19112
16,22,0,12,0,0,,405.1038488,,11584384,7431557,9412959,Yes,9476300,2924258,3158252,3036293,,1.375,0.75,,405.10385,6,0.375,0.272727273,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,405.19752,405,0.19752
20,24,0,12,0,0,,455.1194988,,6776324,6511823,7053206,Yes,6780451,2950259,3295794,2553398,,1.2,0.6,,455.1195,9,0.45,0.375,0.75,O,,,0.214285714,,----,----,HUnSatLig,----,----,----,,455.22474,455,0.22474
14,20,0,9,0,0,,331.103455,,5645252,4010989,4948579,Yes,4868273.333,3010996,2796565,2941461,,1.428571429,0.642857143,,331.10345,5,0.357142857,0.25,0.555555556,O,,,0.052631579,,----,----,HUnSatLig,----,----,----,,331.18002,331,0.18002
21,26,0,12,0,0,,469.1351488,,6245381,5614816,6927747,Yes,6262648,3060236,3308693,3077298,,1.238095238,0.571428571,,469.13515,9,0.428571429,0.346153846,0.75,O,,,0.2,,----,----,HUnSatLig,----,----,----,,469.24363,469,0.24363
23,26,0,11,0,0,,477.1402342,,3022994,3615737,4170175,Yes,3602968.667,3103164,3864155,3474183,,1.130434783,0.47826087,,477.14023,11,0.47826087,0.423076923,1,CRAM,,,0.314285714,,----,----,HUnSatLig,----,----,----,,477.25057,477,0.25057
24,28,0,11,0,0,,491.1558842,,2454856,3015713,3818439,Yes,3096336,3145298,4123373,3822813,,1.166666667,0.458333333,,491.15588,11,0.458333333,0.392857143,1,CRAM,,,0.297297297,,----,----,HUnSatLig,----,----,----,,491.26946,491,0.26946
15,20,0,13,0,0,,407.0831134,,10126310,5968410,8075756,Yes,8056825.333,3173788,3569050,3306794,,1.333333333,0.866666667,,407.08311,6,0.4,0.3,0.461538462,O,,,-0.058823529,,----,----,HUnSatLig,----,----,----,,407.17725,407,0.17725
18,18,0,10,0,0,,393.0827196,,6538702,9438859,9478885,Yes,8485482,3178344,4390329,4143021,,1,0.555555556,,393.08272,10,0.555555556,0.555555556,1,CRAM,,,0.384615385,,----,----,HUnSatLig,----,----,----,,393.17361,393,0.17361
20,28,0,18,0,0,,555.1202864,,5603980,3684017,4823798,Yes,4703931.667,3293293,6057890,4662895,,1.4,0.9,,555.12029,7,0.35,0.25,0.388888889,O,,,-0.181818182,,----,----,HUnSatLig,----,----,----,,555.24865,555,0.24865
17,18,0,11,0,0,,397.0776342,,10166346,11825530,13544860,Yes,11845578.67,3335279,4256939,3797627,,1.058823529,0.647058824,,397.07763,9,0.529411765,0.5,0.818181818,CRAM,,,0.304347826,,----,----,HUnSatLig,----,----,----,,397.16945,397,0.16945
24,30,0,12,0,0,,509.1664488,,3587956,3838518,4360088,Yes,3928854,3353494,3872988,4150207,,1.25,0.5,,509.16645,10,0.416666667,0.333333333,0.833333333,CRAM,,,0.222222222,,----,----,HUnSatLig,----,----,----,,509.28419,509,0.28419
14,20,0,12,0,0,,379.0881988,,14457240,7633064,10757644,Yes,10949316,3371953,4163617,3673768,,1.428571429,0.857142857,,379.0882,5,0.357142857,0.25,0.416666667,O,,,-0.125,,----,----,HUnSatLig,----,----,----,,379.17586,379,0.17586
19,28,0,16,0,0,,511.1304572,,7994318,5787261,7308284,Yes,7029954.333,3385259,4009307,3392510,,1.473684211,0.842105263,,511.13046,6,0.315789474,0.214285714,0.375,O,,,-0.181818182,,----,----,HUnSatLig,----,----,----,,511.24865,511,0.24865
14,20,0,10,0,0,,347.0983696,,6446595,4684653,4713822,Yes,5281690,3392292,5128674,3708628,,1.428571429,0.714285714,,347.09837,5,0.357142857,0.25,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,347.17863,347,0.17863
23,28,0,12,0,0,,495.1507988,,3880001,4657271,5349527,Yes,4628933,3397278,4624474,3609992,,1.217391304,0.52173913,,495.1508,10,0.434782609,0.357142857,0.833333333,CRAM,,,0.235294118,,----,----,HUnSatLig,----,----,----,,495.2653,495,0.2653
19,28,0,12,0,0,,447.1507988,,5787863,3810877,5150235,Yes,4916325,3403470,2796432,3457595,,1.473684211,0.631578947,,447.1508,6,0.315789474,0.214285714,0.5,O,,,0,,----,----,HUnSatLig,----,----,----,,447.2542,447,0.2542
22,24,0,10,0,0,,447.1296696,,3124953,4048959,3931677,Yes,3701863,3417808,4753809,3802684,,1.090909091,0.454545455,,447.12967,11,0.5,0.458333333,1.1,CRAM,,,0.352941176,,----,----,HUnSatLig,----,----,----,,447.23306,447,0.23306
16,20,0,11,0,0,,387.0932842,,12732714,9378099,11652596,Yes,11254469.67,3428875,3817587,3426981,,1.25,0.6875,,387.09328,7,0.4375,0.35,0.636363636,O,,,0.142857143,,----,----,HUnSatLig,----,----,----,,387.18279,387,0.18279
17,24,0,15,0,0,,467.1042426,,12692493,6761792,9426330,Yes,9626871.667,3433019,3198025,3025083,,1.411764706,0.882352941,,467.10424,6,0.352941176,0.25,0.4,O,,,-0.157894737,,----,----,HUnSatLig,----,----,----,,467.21225,467,0.21225
22,24,0,8,0,0,,415.1398404,,2638872,3655416,3386061,Yes,3226783,3439418,4513547,4327555,,1.090909091,0.363636364,,415.13984,11,0.5,0.458333333,1.375,CRAM,,,0.388888889,,----,----,HUnSatLig,----,----,----,,415.23584,415,0.23584
22,28,0,12,0,0,,483.1507988,,5371273,5499855,5617259,Yes,5496129,3461595,3975210,3518380,,1.272727273,0.545454545,,483.1508,9,0.409090909,0.321428571,0.75,O,,,0.1875,,----,----,HUnSatLig,----,----,----,,483.26252,483,0.26252
20,26,0,12,0,0,,457.1351488,,8088950,6705164,8095506,Yes,7629873.333,3494385,4062208,4169679,,1.3,0.6,,457.13515,8,0.4,0.307692308,0.666666667,O,,,0.142857143,,----,----,HUnSatLig,----,----,----,,457.24085,457,0.24085
21,22,0,9,0,0,,417.119105,,3144663,5518043,4782778,Yes,4481828,3515732,5132061,4381841,,1.047619048,0.428571429,,417.1191,11,0.523809524,0.5,1.222222222,CRAM,,,0.393939394,,----,----,HUnSatLig,----,----,----,,417.21556,417,0.21556
23,26,0,10,0,0,,461.1453196,,2862752,3215544,4243010,Yes,3440435.333,3567382,4316125,4623151,,1.130434783,0.434782609,,461.14532,11,0.47826087,0.423076923,1.1,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,461.25195,461,0.25195
21,28,0,12,0,0,,471.1507988,,6595600,5597329,6315389,Yes,6169439.333,3626472,3820786,3863222,,1.333333333,0.571428571,,471.1508,8,0.380952381,0.285714286,0.666666667,O,,,0.133333333,,----,----,HUnSatLig,----,----,----,,471.25975,471,0.25975
22,32,0,12,0,0,,487.1820988,,4572766,4125671,4521741,Yes,4406726,3627535,4271494,4922429,,1.454545455,0.545454545,,487.1821,7,0.318181818,0.21875,0.583333333,O,,,0.0625,,----,----,HUnSatLig,----,----,----,,487.29475,487,0.29475
20,22,0,11,0,0,,437.1089342,,6331688,7606488,7960007,Yes,7299394.333,3629562,5237761,4212006,,1.1,0.55,,437.10893,10,0.5,0.454545455,0.909090909,CRAM,,,0.310344828,,----,----,HUnSatLig,----,----,----,,437.21001,437,0.21001
15,18,0,10,0,0,,357.0827196,,11729122,8373586,10728601,Yes,10277103,3644397,3813787,4105905,,1.2,0.666666667,,357.08272,7,0.466666667,0.388888889,0.7,O,,,0.2,,----,----,HUnSatLig,----,----,----,,357.16529,357,0.16529
25,32,0,12,0,0,,523.1820988,,3094774,3276827,3821026,Yes,3397542.333,3682198,3653421,4284623,,1.28,0.48,,523.1821,10,0.4,0.3125,0.833333333,CRAM,,,0.210526316,,----,----,HUnSatLig,----,----,----,,523.30308,523,0.30308
22,30,0,12,0,0,,485.1664488,,5005808,4342742,5146296,Yes,4831615.333,3721714,4065493,4431858,,1.363636364,0.545454545,,485.16645,8,0.363636364,0.266666667,0.666666667,O,,,0.125,,----,----,HUnSatLig,----,----,----,,485.27864,485,0.27864
18,20,0,11,0,0,,411.0932842,,10730563,10497746,12292766,Yes,11173691.67,3754155,4598417,4337683,,1.111111111,0.611111111,,411.09328,9,0.5,0.45,0.818181818,CRAM,,,0.28,,----,----,HUnSatLig,----,----,----,,411.18834,411,0.18834
25,30,0,11,0,0,,505.1715342,,2705059,3632552,3350209,Yes,3229273.333,3793757,4263864,4085550,,1.2,0.44,,505.17153,11,0.44,0.366666667,1,CRAM,,,0.282051282,,----,----,HUnSatLig,----,----,----,,505.28835,505,0.28835
19,20,0,7,0,0,,359.1136258,,2908469,4067294,4244221,Yes,3739994.667,3800647,4922391,4613932,,1.052631579,0.368421053,,359.11363,10,0.526315789,0.5,1.428571429,CRAM,,,0.419354839,,----,----,HUnSatLig,----,----,----,,359.19667,359,0.19667
23,26,0,9,0,0,,445.150405,,2363306,3932457,3304146,Yes,3199969.667,3801970,4798980,4796110,,1.130434783,0.391304348,,445.1504,11,0.47826087,0.423076923,1.222222222,CRAM,,,0.351351351,,----,----,HUnSatLig,----,----,----,,445.25334,445,0.25334
23,30,0,12,0,0,,497.1664488,,4378816,4250796,5219588,Yes,4616400,3806919,4339984,4803039,,1.304347826,0.52173913,,497.16645,9,0.391304348,0.3,0.75,O,,,0.176470588,,----,----,HUnSatLig,----,----,----,,497.28141,497,0.28141
14,20,0,11,0,0,,363.0932842,,8878028,6260971,7539638,Yes,7559545.667,3827447,3390721,3858440,,1.428571429,0.785714286,,363.09328,5,0.357142857,0.25,0.454545455,O,,,-0.058823529,,----,----,HUnSatLig,----,----,----,,363.17724,363,0.17724
20,28,0,12,0,0,,459.1507988,,7152895,5800792,7380640,Yes,6778109,3827579,3676131,3849078,,1.4,0.6,,459.1508,7,0.35,0.25,0.583333333,O,,,0.071428571,,----,----,HUnSatLig,----,----,----,,459.25697,459,0.25697
21,22,0,8,0,0,,401.1241904,,2730554,4584408,4167631,Yes,3827531,3828985,4298524,4017357,,1.047619048,0.380952381,,401.12419,11,0.523809524,0.5,1.375,CRAM,,,0.411764706,,----,----,HUnSatLig,----,----,----,,401.21694,401,0.21694
24,32,0,12,0,0,,511.1820988,,4198352,3976831,4126719,Yes,4100634,3908523,4675934,5158912,,1.333333333,0.5,,511.1821,9,0.375,0.28125,0.75,O,,,0.166666667,,----,----,HUnSatLig,----,----,----,,511.3003,511,0.3003
15,22,0,11,0,0,,377.1089342,,11628425,6067803,8522731,Yes,8739653,3928953,3366886,3618945,,1.466666667,0.733333333,,377.10893,5,0.333333333,0.227272727,0.454545455,O,,,-0.052631579,,----,----,HUnSatLig,----,----,----,,377.19614,377,0.19614
18,18,0,8,0,0,,361.0928904,,4131196,6603360,6099285,Yes,5611280.333,3942553,5576328,4850071,,1,0.444444444,,361.09289,10,0.555555556,0.555555556,1.25,CRAM,,,0.428571429,,----,----,HUnSatLig,----,----,----,,361.17639,361,0.17639
14,20,0,8,0,0,,315.1085404,,3756332,2783862,3120113,Yes,3220102.333,3943462,3352007,4195941,,1.428571429,0.571428571,,315.10854,5,0.357142857,0.25,0.625,O,,,0.1,,----,----,HUnSatLig,----,----,----,,315.1814,315,0.1814
26,34,0,12,0,0,,537.1977488,,3056738,2848663,3325676,Yes,3077025.667,3954278,4748988,4309075,,1.307692308,0.461538462,,537.19775,10,0.384615385,0.294117647,0.833333333,CRAM,,,0.2,,----,----,HUnSatLig,----,----,----,,537.32197,537,0.32197
14,18,0,9,0,0,,329.087805,,6242880,5514311,5898435,Yes,5885208.667,3967057,4710490,4737585,,1.285714286,0.642857143,,329.0878,6,0.428571429,0.333333333,0.666666667,O,,,0.157894737,,----,----,HUnSatLig,----,----,----,,329.1639,329,0.1639
17,22,0,11,0,0,,401.1089342,,14000697,11596758,13017037,Yes,12871497.33,4026614,4741914,5011659,,1.294117647,0.647058824,,401.10893,7,0.411764706,0.318181818,0.636363636,O,,,0.130434783,,----,----,HUnSatLig,----,----,----,,401.20168,401,0.20168
13,18,0,12,0,0,,365.0725488,,11788822,7219056,9393680,Yes,9467186,4063570,8665972,7709297,,1.384615385,0.923076923,,365.07255,5,0.384615385,0.277777778,0.416666667,O,,,-0.142857143,,----,----,HUnSatLig,----,----,----,,365.15697,365,0.15697
22,24,0,9,0,0,,431.134755,,2958254,4791123,3723217,Yes,3824198,4068250,4825452,4778679,,1.090909091,0.409090909,,431.13475,11,0.5,0.458333333,1.222222222,CRAM,,,0.371428571,,----,----,HUnSatLig,----,----,----,,431.23445,431,0.23445
17,24,0,11,0,0,,403.1245842,,12204787,8420549,10694828,Yes,10440054.67,4085250,4363288,4972989,,1.411764706,0.647058824,,403.12458,6,0.352941176,0.25,0.545454545,O,,,0.043478261,,----,----,HUnSatLig,----,----,----,,403.2178,403,0.2178
18,18,0,9,0,0,,377.087805,,6144900,9762388,8233957,Yes,8047081.667,4100978,6063584,5657723,,1,0.5,,377.0878,10,0.555555556,0.555555556,1.111111111,CRAM,,,0.407407407,,----,----,HUnSatLig,----,----,----,,377.175,377,0.175
16,18,0,8,0,0,,337.0928904,,5276832,5095220,5000074,Yes,5124042,4179505,4302221,4149757,,1.125,0.5,,337.09289,8,0.5,0.444444444,1,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,337.17084,337,0.17084
23,32,0,12,0,0,,499.1820988,,4237630,3751142,4686196,Yes,4224989.333,4196079,4404676,4543031,,1.391304348,0.52173913,,499.1821,8,0.347826087,0.25,0.666666667,O,,,0.117647059,,----,----,HUnSatLig,----,----,----,,499.29753,499,0.29753
17,18,0,8,0,0,,349.0928904,,4513813,5574576,5974916,Yes,5354435,4264747,3888674,3852578,,1.058823529,0.470588235,,349.09289,9,0.529411765,0.5,1.125,CRAM,,,0.384615385,,----,----,HUnSatLig,----,----,----,,349.17361,349,0.17361
24,34,0,12,0,0,,513.1977488,,3639330,3588808,3920993,Yes,3716377,4299707,4405715,4666425,,1.416666667,0.5,,513.19775,8,0.333333333,0.235294118,0.666666667,O,,,0.111111111,,----,----,HUnSatLig,----,----,----,,513.31642,513,0.31642
24,28,0,10,0,0,,475.1609696,,2739288,3954719,3852700,Yes,3515569,4310465,4539863,4204258,,1.166666667,0.416666667,,475.16097,11,0.458333333,0.392857143,1.1,CRAM,,,0.315789474,,----,----,HUnSatLig,----,----,----,,475.27084,475,0.27084
21,24,0,11,0,0,,451.1245842,,6112082,6931062,7258308,Yes,6767150.667,4326804,5571783,5034280,,1.142857143,0.523809524,,451.12458,10,0.476190476,0.416666667,0.909090909,CRAM,,,0.290322581,,----,----,HUnSatLig,----,----,----,,451.2289,451,0.2289
21,30,0,12,0,0,,473.1664488,,5901356,5663825,6071686,Yes,5878955.667,4368848,5112158,5516998,,1.428571429,0.571428571,,473.16645,7,0.333333333,0.233333333,0.583333333,O,,,0.066666667,,----,----,HUnSatLig,----,----,----,,473.27586,473,0.27586
15,20,0,10,0,0,,359.0983696,,12041008,8431577,10731256,Yes,10401280.33,4430402,4113427,4648743,,1.333333333,0.666666667,,359.09837,6,0.4,0.3,0.6,O,,,0.1,,----,----,HUnSatLig,----,----,----,,359.18141,359,0.18141
15,22,0,14,0,0,,425.093678,,25745891,11851096,18207103,Yes,18601363.33,4460748,3875466,3541996,,1.466666667,0.933333333,,425.09368,5,0.333333333,0.227272727,0.357142857,O,,,-0.25,,----,----,HUnSatLig,----,----,----,,425.19197,425,0.19197
22,26,0,11,0,0,,465.1402342,,5280808,6022571,6833600,Yes,6045659.667,4492918,4891666,5167826,,1.181818182,0.5,,465.14023,10,0.454545455,0.384615385,0.909090909,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,465.24779,465,0.24779
17,20,0,11,0,0,,399.0932842,,13070677,13042364,14724807,Yes,13612616,4507589,5047796,5087156,,1.176470588,0.647058824,,399.09328,8,0.470588235,0.4,0.727272727,O,,,0.217391304,,----,----,HUnSatLig,----,----,----,,399.18557,399,0.18557
23,34,0,12,0,0,,501.1977488,,3333562,3360036,3561956,Yes,3418518,4517654,4435570,4596364,,1.47826087,0.52173913,,501.19775,7,0.304347826,0.205882353,0.583333333,O,,,0.058823529,,----,----,HUnSatLig,----,----,----,,501.31364,501,0.31364
24,28,0,9,0,0,,459.166055,,2607358,3425111,3268255,Yes,3100241.333,4533114,4221923,4875126,,1.166666667,0.375,,459.16605,11,0.458333333,0.392857143,1.222222222,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,459.27223,459,0.27223
16,22,0,11,0,0,,389.1089342,,13800150,8495901,11141048,Yes,11145699.67,4541427,3658324,4316273,,1.375,0.6875,,389.10893,6,0.375,0.272727273,0.545454545,O,,,0.047619048,,----,----,HUnSatLig,----,----,----,,389.19891,389,0.19891
17,24,0,14,0,0,,451.109328,,11941716,8301176,10756294,Yes,10333062,4570517,4726983,4432169,,1.411764706,0.823529412,,451.10933,6,0.352941176,0.25,0.428571429,O,,,-0.1,,----,----,HUnSatLig,----,----,----,,451.21364,451,0.21364
17,18,0,10,0,0,,381.0827196,,10118042,11363048,12113954,Yes,11198348,4673504,5113425,4878531,,1.058823529,0.588235294,,381.08272,9,0.529411765,0.5,0.9,CRAM,,,0.333333333,,----,----,HUnSatLig,----,----,----,,381.17084,381,0.17084
19,20,0,10,0,0,,407.0983696,,7506919,9825819,10150381,Yes,9161039.667,4677533,5766555,5479211,,1.052631579,0.526315789,,407.09837,10,0.526315789,0.5,1,CRAM,,,0.357142857,,----,----,HUnSatLig,----,----,----,,407.19251,407,0.19251
25,36,0,12,0,0,,527.2133988,,3713270,3246229,3822156,Yes,3593885,4683605,4938572,4312270,,1.44,0.48,,527.2134,8,0.32,0.222222222,0.666666667,O,,,0.105263158,,----,----,HUnSatLig,----,----,----,,527.33531,527,0.33531
15,18,0,9,0,0,,341.087805,,8753197,7106320,7867206,Yes,7908907.667,4704136,4388733,5029420,,1.2,0.6,,341.0878,7,0.466666667,0.388888889,0.777777778,CRAM,,,0.238095238,,----,----,HUnSatLig,----,----,----,,341.16668,341,0.16668
16,18,0,10,0,0,,369.0827196,,13031089,12059782,13236940,Yes,12775937,4761114,4389985,4940612,,1.125,0.625,,369.08272,8,0.5,0.444444444,0.8,CRAM,,,0.272727273,,----,----,HUnSatLig,----,----,----,,369.16806,369,0.16806
26,34,0,11,0,0,,521.2028342,,3632358,4145116,3713444,Yes,3830306,4784044,5735176,5933252,,1.307692308,0.423076923,,521.20283,10,0.384615385,0.294117647,0.909090909,CRAM,,,0.219512195,,----,----,HUnSatLig,----,----,----,,521.32335,521,0.32335
24,30,0,11,0,0,,493.1715342,,4278213,4394057,5213230,Yes,4628500,4814456,6152101,5845298,,1.25,0.458333333,,493.17153,10,0.416666667,0.333333333,0.909090909,CRAM,,,0.243243243,,----,----,HUnSatLig,----,----,----,,493.28557,493,0.28557
25,34,0,12,0,0,,525.1977488,,3612923,4229209,4727322,Yes,4189818,4815737,4818755,4412627,,1.36,0.48,,525.19775,9,0.36,0.264705882,0.75,O,,,0.157894737,,----,----,HUnSatLig,----,----,----,,525.31919,525,0.31919
18,20,0,7,0,0,,347.1136258,,3335687,4226417,4444514,Yes,4002206,4860200,4997607,4729049,,1.111111111,0.388888889,,347.11363,9,0.5,0.45,1.285714286,CRAM,,,0.379310345,,----,----,HUnSatLig,----,----,----,,347.19389,347,0.19389
19,20,0,8,0,0,,375.1085404,,5409126,7209976,7044533,Yes,6554545,4864303,5474199,5679685,,1.052631579,0.421052632,,375.10854,10,0.526315789,0.5,1.25,CRAM,,,0.4,,----,----,HUnSatLig,----,----,----,,375.19528,375,0.19528
18,26,0,15,0,0,,481.1198926,,12266795,7717842,10767911,Yes,10250849.33,4920778,4176773,4333420,,1.444444444,0.833333333,,481.11989,6,0.333333333,0.230769231,0.4,O,,,-0.142857143,,----,----,HUnSatLig,----,----,----,,481.23114,481,0.23114
18,26,0,14,0,0,,465.124978,,9045032,7730604,8779200,Yes,8518278.667,4933238,7255057,6342355,,1.444444444,0.777777778,,465.12498,6,0.333333333,0.230769231,0.428571429,O,,,-0.090909091,,----,----,HUnSatLig,----,----,----,,465.23253,465,0.23253
25,32,0,11,0,0,,507.1871842,,3439376,4103663,4585263,Yes,4042767.333,4936572,6129744,5694330,,1.28,0.44,,507.18718,10,0.4,0.3125,0.909090909,CRAM,,,0.230769231,,----,----,HUnSatLig,----,----,----,,507.30446,507,0.30446
17,22,0,6,0,0,,321.1343612,,2943178,3378271,2986210,Yes,3102553,4999525,5798412,5700403,,1.294117647,0.352941176,,321.13436,7,0.411764706,0.318181818,1.166666667,CRAM,,,0.285714286,,----,----,HUnSatLig,----,----,----,,321.20862,321,0.20862
17,18,0,9,0,0,,365.087805,,7483931,9398133,9934356,Yes,8938806.667,5010775,5840761,5060213,,1.058823529,0.529411765,,365.0878,9,0.529411765,0.5,1,CRAM,,,0.36,,----,----,HUnSatLig,----,----,----,,365.17223,365,0.17223
19,22,0,6,0,0,,345.1343612,,2841097,4434757,3470672,Yes,3582175.333,5026618,5806011,6360731,,1.157894737,0.315789474,,345.13436,9,0.473684211,0.409090909,1.5,CRAM,,,0.375,,----,----,HUnSatLig,----,----,----,,345.21417,345,0.21417
